Radionuclide	Ba-133
Route of Intake	Injection
Material	Injection, fA=0.2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
0.041667	9.9E-1	-	-	3.0E-1	2.5E-1
0.083333	9.8E-1	-	-	3.3E-1	2.7E-1
0.125	9.7E-1	-	-	3.5E-1	2.9E-1
0.25	9.6E-1	-	-	4.0E-1	3.1E-1
0.375	9.4E-1	-	-	4.3E-1	3.2E-1
0.5	9.2E-1	-	-	4.4E-1	3.2E-1
0.625	9.0E-1	-	-	4.3E-1	3.1E-1
0.75	8.8E-1	-	-	4.3E-1	3.1E-1
0.875	8.5E-1	-	-	4.1E-1	3.0E-1
1	8.1E-1	5.7E-2	1.3E-1	4.0E-1	2.9E-1
1.125	7.8E-1	-	-	3.8E-1	2.8E-1
1.25	7.5E-1	-	-	3.5E-1	2.8E-1
1.375	7.1E-1	-	-	3.3E-1	2.7E-1
1.5	6.8E-1	-	-	3.1E-1	2.6E-1
1.625	6.5E-1	-	-	2.9E-1	2.6E-1
1.75	6.1E-1	-	-	2.7E-1	2.5E-1
1.875	5.9E-1	-	-	2.5E-1	2.4E-1
2	5.6E-1	9.6E-3	2.5E-1	2.3E-1	2.4E-1
2.25	5.1E-1	-	-	2.0E-1	2.3E-1
2.5	4.6E-1	-	-	1.7E-1	2.2E-1
2.75	4.3E-1	-	-	1.5E-1	2.1E-1
3	3.9E-1	6.5E-3	1.6E-1	1.3E-1	2.0E-1
3.25	3.6E-1	-	-	1.1E-1	1.9E-1
3.5	3.4E-1	-	-	1.0E-1	1.9E-1
3.75	3.2E-1	-	-	9.0E-2	1.8E-1
4	3.0E-1	4.6E-3	8.9E-2	8.1E-2	1.7E-1
4.25	2.8E-1	-	-	7.3E-2	1.7E-1
4.5	2.7E-1	-	-	6.6E-2	1.6E-1
4.75	2.5E-1	-	-	5.9E-2	1.6E-1
5	2.4E-1	3.2E-3	5.4E-2	5.4E-2	1.5E-1
5.5	2.2E-1	-	-	4.5E-2	1.5E-1
6	2.0E-1	2.2E-3	3.6E-2	3.7E-2	1.4E-1
6.5	1.9E-1	-	-	3.1E-2	1.4E-1
7	1.8E-1	1.6E-3	2.5E-2	2.6E-2	1.3E-1
7.5	1.7E-1	-	-	2.2E-2	1.3E-1
8	1.6E-1	1.1E-3	1.7E-2	1.8E-2	1.3E-1
8.5	1.5E-1	-	-	1.5E-2	1.2E-1
9	1.5E-1	7.9E-4	1.2E-2	1.3E-2	1.2E-1
9.5	1.4E-1	-	-	1.1E-2	1.2E-1
10	1.4E-1	5.7E-4	8.6E-3	9.4E-3	1.2E-1
11	1.3E-1	4.2E-4	6.2E-3	6.9E-3	1.1E-1
12	1.3E-1	3.1E-4	4.5E-3	5.1E-3	1.1E-1
13	1.2E-1	2.4E-4	3.3E-3	3.9E-3	1.1E-1
14	1.2E-1	1.9E-4	2.5E-3	3.0E-3	1.1E-1
15	1.2E-1	1.5E-4	1.9E-3	2.4E-3	1.1E-1
16	1.2E-1	1.3E-4	1.5E-3	2.0E-3	1.1E-1
17	1.1E-1	1.1E-4	1.3E-3	1.7E-3	1.1E-1
18	1.1E-1	9.7E-5	1.1E-3	1.5E-3	1.1E-1
19	1.1E-1	8.9E-5	9.3E-4	1.4E-3	1.0E-1
20	1.1E-1	8.2E-5	8.4E-4	1.3E-3	1.0E-1
21	1.1E-1	7.8E-5	7.7E-4	1.2E-3	1.0E-1
22	1.1E-1	7.4E-5	7.2E-4	1.1E-3	1.0E-1
23	1.1E-1	7.1E-5	6.8E-4	1.1E-3	1.0E-1
24	1.1E-1	6.9E-5	6.5E-4	1.1E-3	1.0E-1
25	1.1E-1	6.8E-5	6.3E-4	1.0E-3	1.0E-1
26	1.1E-1	6.6E-5	6.2E-4	1.0E-3	9.9E-2
27	1.1E-1	6.5E-5	6.0E-4	1.0E-3	9.9E-2
28	1.0E-1	6.4E-5	5.9E-4	9.9E-4	9.8E-2
29	1.0E-1	6.3E-5	5.8E-4	9.8E-4	9.7E-2
30	1.0E-1	6.3E-5	5.7E-4	9.6E-4	9.7E-2
31	1.0E-1	6.2E-5	5.7E-4	9.5E-4	9.6E-2
32	1.0E-1	6.1E-5	5.6E-4	9.4E-4	9.5E-2
33	1.0E-1	6.0E-5	5.5E-4	9.3E-4	9.5E-2
34	1.0E-1	6.0E-5	5.5E-4	9.2E-4	9.4E-2
35	1.0E-1	5.9E-5	5.4E-4	9.1E-4	9.3E-2
36	1.0E-1	5.8E-5	5.3E-4	9.0E-4	9.3E-2
37	9.9E-2	5.8E-5	5.3E-4	9.0E-4	9.2E-2
38	9.8E-2	5.7E-5	5.2E-4	8.9E-4	9.2E-2
39	9.8E-2	5.6E-5	5.1E-4	8.8E-4	9.1E-2
40	9.7E-2	5.6E-5	5.1E-4	8.7E-4	9.1E-2
41	9.7E-2	5.5E-5	5.0E-4	8.6E-4	9.0E-2
42	9.6E-2	5.4E-5	5.0E-4	8.5E-4	8.9E-2
43	9.6E-2	5.4E-5	4.9E-4	8.4E-4	8.9E-2
44	9.5E-2	5.3E-5	4.9E-4	8.4E-4	8.8E-2
45	9.4E-2	5.3E-5	4.8E-4	8.3E-4	8.8E-2
46	9.4E-2	5.2E-5	4.8E-4	8.2E-4	8.7E-2
47	9.3E-2	5.1E-5	4.7E-4	8.1E-4	8.7E-2
48	9.3E-2	5.1E-5	4.7E-4	8.0E-4	8.6E-2
49	9.2E-2	5.0E-5	4.6E-4	8.0E-4	8.6E-2
50	9.2E-2	5.0E-5	4.5E-4	7.9E-4	8.5E-2
51	9.1E-2	4.9E-5	4.5E-4	7.8E-4	8.5E-2
52	9.1E-2	4.9E-5	4.4E-4	7.7E-4	8.4E-2
53	9.0E-2	4.8E-5	4.4E-4	7.7E-4	8.4E-2
54	9.0E-2	4.8E-5	4.3E-4	7.6E-4	8.3E-2
55	8.9E-2	4.7E-5	4.3E-4	7.5E-4	8.3E-2
56	8.9E-2	4.7E-5	4.3E-4	7.4E-4	8.2E-2
57	8.8E-2	4.6E-5	4.2E-4	7.4E-4	8.2E-2
58	8.8E-2	4.6E-5	4.2E-4	7.3E-4	8.1E-2
59	8.7E-2	4.5E-5	4.1E-4	7.2E-4	8.1E-2
60	8.7E-2	4.5E-5	4.1E-4	7.2E-4	8.0E-2
61	8.6E-2	4.4E-5	4.0E-4	7.1E-4	8.0E-2
62	8.6E-2	4.4E-5	4.0E-4	7.0E-4	8.0E-2
63	8.5E-2	4.3E-5	3.9E-4	7.0E-4	7.9E-2
64	8.5E-2	4.3E-5	3.9E-4	6.9E-4	7.9E-2
65	8.5E-2	4.2E-5	3.8E-4	6.8E-4	7.8E-2
66	8.4E-2	4.2E-5	3.8E-4	6.8E-4	7.8E-2
67	8.4E-2	4.1E-5	3.8E-4	6.7E-4	7.7E-2
68	8.3E-2	4.1E-5	3.7E-4	6.6E-4	7.7E-2
69	8.3E-2	4.0E-5	3.7E-4	6.6E-4	7.7E-2
70	8.2E-2	4.0E-5	3.6E-4	6.5E-4	7.6E-2
71	8.2E-2	3.9E-5	3.6E-4	6.5E-4	7.6E-2
72	8.2E-2	3.9E-5	3.6E-4	6.4E-4	7.5E-2
73	8.1E-2	3.9E-5	3.5E-4	6.3E-4	7.5E-2
74	8.1E-2	3.8E-5	3.5E-4	6.3E-4	7.5E-2
75	8.0E-2	3.8E-5	3.4E-4	6.2E-4	7.4E-2
76	8.0E-2	3.7E-5	3.4E-4	6.2E-4	7.4E-2
77	8.0E-2	3.7E-5	3.4E-4	6.1E-4	7.3E-2
78	7.9E-2	3.6E-5	3.3E-4	6.1E-4	7.3E-2
79	7.9E-2	3.6E-5	3.3E-4	6.0E-4	7.3E-2
80	7.8E-2	3.6E-5	3.3E-4	5.9E-4	7.2E-2
81	7.8E-2	3.5E-5	3.2E-4	5.9E-4	7.2E-2
82	7.8E-2	3.5E-5	3.2E-4	5.8E-4	7.2E-2
83	7.7E-2	3.5E-5	3.2E-4	5.8E-4	7.1E-2
84	7.7E-2	3.4E-5	3.1E-4	5.7E-4	7.1E-2
85	7.7E-2	3.4E-5	3.1E-4	5.7E-4	7.0E-2
86	7.6E-2	3.3E-5	3.1E-4	5.6E-4	7.0E-2
87	7.6E-2	3.3E-5	3.0E-4	5.6E-4	7.0E-2
88	7.6E-2	3.3E-5	3.0E-4	5.5E-4	6.9E-2
89	7.5E-2	3.2E-5	3.0E-4	5.5E-4	6.9E-2
90	7.5E-2	3.2E-5	2.9E-4	5.4E-4	6.9E-2
91	7.5E-2	3.2E-5	2.9E-4	5.4E-4	6.8E-2
92	7.4E-2	3.1E-5	2.9E-4	5.3E-4	6.8E-2
93	7.4E-2	3.1E-5	2.8E-4	5.3E-4	6.8E-2
94	7.4E-2	3.1E-5	2.8E-4	5.2E-4	6.8E-2
95	7.3E-2	3.0E-5	2.8E-4	5.2E-4	6.7E-2
96	7.3E-2	3.0E-5	2.7E-4	5.2E-4	6.7E-2
97	7.3E-2	3.0E-5	2.7E-4	5.1E-4	6.7E-2
98	7.2E-2	2.9E-5	2.7E-4	5.1E-4	6.6E-2
99	7.2E-2	2.9E-5	2.6E-4	5.0E-4	6.6E-2
100	7.2E-2	2.9E-5	2.6E-4	5.0E-4	6.6E-2
110	6.9E-2	2.6E-5	2.3E-4	4.6E-4	6.3E-2
120	6.6E-2	2.3E-5	2.1E-4	4.2E-4	6.0E-2
130	6.4E-2	2.1E-5	1.9E-4	3.9E-4	5.8E-2
140	6.2E-2	1.9E-5	1.7E-4	3.6E-4	5.6E-2
150	6.0E-2	1.7E-5	1.5E-4	3.3E-4	5.4E-2
160	5.8E-2	1.5E-5	1.4E-4	3.1E-4	5.3E-2
170	5.7E-2	1.4E-5	1.2E-4	2.9E-4	5.1E-2
180	5.5E-2	1.2E-5	1.1E-4	2.7E-4	5.0E-2
190	5.4E-2	1.1E-5	1.0E-4	2.5E-4	4.9E-2
200	5.3E-2	1.0E-5	9.1E-5	2.4E-4	4.7E-2
210	5.2E-2	9.0E-6	8.3E-5	2.3E-4	4.6E-2
220	5.1E-2	8.2E-6	7.5E-5	2.1E-4	4.6E-2
230	5.0E-2	7.5E-6	6.8E-5	2.0E-4	4.5E-2
240	4.9E-2	6.8E-6	6.2E-5	1.9E-4	4.4E-2
250	4.8E-2	6.2E-6	5.6E-5	1.8E-4	4.3E-2
260	4.8E-2	5.6E-6	5.1E-5	1.8E-4	4.3E-2
270	4.7E-2	5.2E-6	4.7E-5	1.7E-4	4.2E-2
280	4.7E-2	4.7E-6	4.3E-5	1.6E-4	4.1E-2
290	4.6E-2	4.4E-6	4.0E-5	1.6E-4	4.1E-2
300	4.6E-2	4.0E-6	3.7E-5	1.5E-4	4.0E-2
310	4.5E-2	3.7E-6	3.4E-5	1.5E-4	4.0E-2
320	4.5E-2	3.4E-6	3.1E-5	1.4E-4	4.0E-2
330	4.4E-2	3.2E-6	2.9E-5	1.4E-4	3.9E-2
340	4.4E-2	3.0E-6	2.7E-5	1.4E-4	3.9E-2
350	4.3E-2	2.8E-6	2.5E-5	1.3E-4	3.9E-2
360	4.3E-2	2.6E-6	2.4E-5	1.3E-4	3.8E-2
365	4.3E-2	2.5E-6	2.3E-5	1.3E-4	3.8E-2
370	4.3E-2	2.5E-6	2.2E-5	1.3E-4	3.8E-2
380	4.2E-2	2.3E-6	2.1E-5	1.2E-4	3.8E-2
390	4.2E-2	2.2E-6	2.0E-5	1.2E-4	3.7E-2
400	4.2E-2	2.1E-6	1.9E-5	1.2E-4	3.7E-2
410	4.2E-2	2.0E-6	1.8E-5	1.2E-4	3.7E-2
420	4.1E-2	1.9E-6	1.7E-5	1.2E-4	3.7E-2
430	4.1E-2	1.8E-6	1.6E-5	1.2E-4	3.6E-2
440	4.1E-2	1.7E-6	1.6E-5	1.1E-4	3.6E-2
450	4.1E-2	1.7E-6	1.5E-5	1.1E-4	3.6E-2
460	4.0E-2	1.6E-6	1.4E-5	1.1E-4	3.6E-2
470	4.0E-2	1.5E-6	1.4E-5	1.1E-4	3.5E-2
480	4.0E-2	1.5E-6	1.3E-5	1.1E-4	3.5E-2
490	4.0E-2	1.4E-6	1.3E-5	1.1E-4	3.5E-2
500	3.9E-2	1.4E-6	1.3E-5	1.1E-4	3.5E-2
510	3.9E-2	1.4E-6	1.2E-5	1.1E-4	3.5E-2
520	3.9E-2	1.3E-6	1.2E-5	1.0E-4	3.5E-2
530	3.9E-2	1.3E-6	1.2E-5	1.0E-4	3.4E-2
540	3.9E-2	1.3E-6	1.2E-5	1.0E-4	3.4E-2
550	3.8E-2	1.3E-6	1.1E-5	1.0E-4	3.4E-2
560	3.8E-2	1.2E-6	1.1E-5	1.0E-4	3.4E-2
570	3.8E-2	1.2E-6	1.1E-5	1.0E-4	3.4E-2
580	3.8E-2	1.2E-6	1.1E-5	1.0E-4	3.4E-2
590	3.8E-2	1.2E-6	1.1E-5	9.9E-5	3.3E-2
600	3.8E-2	1.2E-6	1.0E-5	9.9E-5	3.3E-2
610	3.7E-2	1.1E-6	1.0E-5	9.8E-5	3.3E-2
620	3.7E-2	1.1E-6	1.0E-5	9.7E-5	3.3E-2
630	3.7E-2	1.1E-6	1.0E-5	9.7E-5	3.3E-2
640	3.7E-2	1.1E-6	9.9E-6	9.6E-5	3.3E-2
650	3.7E-2	1.1E-6	9.8E-6	9.5E-5	3.2E-2
660	3.6E-2	1.1E-6	9.7E-6	9.5E-5	3.2E-2
670	3.6E-2	1.1E-6	9.6E-6	9.4E-5	3.2E-2
680	3.6E-2	1.1E-6	9.5E-6	9.4E-5	3.2E-2
690	3.6E-2	1.0E-6	9.4E-6	9.3E-5	3.2E-2
700	3.6E-2	1.0E-6	9.3E-6	9.2E-5	3.2E-2
710	3.6E-2	1.0E-6	9.2E-6	9.2E-5	3.2E-2
720	3.5E-2	1.0E-6	9.2E-6	9.1E-5	3.1E-2
730	3.5E-2	1.0E-6	9.1E-6	9.1E-5	3.1E-2
740	3.5E-2	1.0E-6	9.0E-6	9.0E-5	3.1E-2
750	3.5E-2	9.9E-7	8.9E-6	9.0E-5	3.1E-2
760	3.5E-2	9.8E-7	8.9E-6	8.9E-5	3.1E-2
770	3.5E-2	9.8E-7	8.8E-6	8.9E-5	3.1E-2
780	3.4E-2	9.7E-7	8.7E-6	8.8E-5	3.1E-2
790	3.4E-2	9.6E-7	8.7E-6	8.8E-5	3.0E-2
800	3.4E-2	9.6E-7	8.6E-6	8.7E-5	3.0E-2
810	3.4E-2	9.5E-7	8.6E-6	8.7E-5	3.0E-2
820	3.4E-2	9.4E-7	8.5E-6	8.6E-5	3.0E-2
830	3.4E-2	9.4E-7	8.4E-6	8.6E-5	3.0E-2
840	3.4E-2	9.3E-7	8.4E-6	8.5E-5	3.0E-2
850	3.3E-2	9.3E-7	8.3E-6	8.5E-5	3.0E-2
860	3.3E-2	9.2E-7	8.3E-6	8.4E-5	2.9E-2
870	3.3E-2	9.1E-7	8.2E-6	8.4E-5	2.9E-2
880	3.3E-2	9.1E-7	8.2E-6	8.3E-5	2.9E-2
890	3.3E-2	9.0E-7	8.1E-6	8.3E-5	2.9E-2
900	3.3E-2	9.0E-7	8.1E-6	8.3E-5	2.9E-2
910	3.2E-2	8.9E-7	8.0E-6	8.2E-5	2.9E-2
920	3.2E-2	8.9E-7	8.0E-6	8.2E-5	2.9E-2
930	3.2E-2	8.8E-7	7.9E-6	8.1E-5	2.9E-2
940	3.2E-2	8.8E-7	7.9E-6	8.1E-5	2.8E-2
950	3.2E-2	8.7E-7	7.8E-6	8.0E-5	2.8E-2
960	3.2E-2	8.6E-7	7.8E-6	8.0E-5	2.8E-2
970	3.2E-2	8.6E-7	7.7E-6	7.9E-5	2.8E-2
980	3.1E-2	8.5E-7	7.7E-6	7.9E-5	2.8E-2
990	3.1E-2	8.5E-7	7.6E-6	7.9E-5	2.8E-2
1000	3.1E-2	8.4E-7	7.6E-6	7.8E-5	2.8E-2
1010	3.1E-2	8.4E-7	7.6E-6	7.8E-5	2.8E-2
1020	3.1E-2	8.3E-7	7.5E-6	7.7E-5	2.7E-2
1030	3.1E-2	8.3E-7	7.5E-6	7.7E-5	2.7E-2
1040	3.1E-2	8.2E-7	7.4E-6	7.6E-5	2.7E-2
1050	3.0E-2	8.2E-7	7.4E-6	7.6E-5	2.7E-2
1060	3.0E-2	8.1E-7	7.3E-6	7.6E-5	2.7E-2
1070	3.0E-2	8.1E-7	7.3E-6	7.5E-5	2.7E-2
1080	3.0E-2	8.1E-7	7.2E-6	7.5E-5	2.7E-2
1090	3.0E-2	8.0E-7	7.2E-6	7.4E-5	2.7E-2
1095	3.0E-2	8.0E-7	7.2E-6	7.4E-5	2.7E-2
1100	3.0E-2	8.0E-7	7.2E-6	7.4E-5	2.7E-2
1200	2.8E-2	7.5E-7	6.8E-6	7.0E-5	2.5E-2
1300	2.7E-2	7.1E-7	6.4E-6	6.6E-5	2.4E-2
1400	2.6E-2	6.7E-7	6.0E-6	6.3E-5	2.3E-2
1500	2.5E-2	6.3E-7	5.7E-6	5.9E-5	2.2E-2
1600	2.4E-2	6.0E-7	5.4E-6	5.6E-5	2.1E-2
1700	2.3E-2	5.6E-7	5.1E-6	5.3E-5	2.1E-2
1800	2.2E-2	5.3E-7	4.8E-6	5.0E-5	2.0E-2
1900	2.1E-2	5.0E-7	4.5E-6	4.8E-5	1.9E-2
2000	2.0E-2	4.7E-7	4.3E-6	4.5E-5	1.8E-2
2100	1.9E-2	4.5E-7	4.0E-6	4.3E-5	1.7E-2
2200	1.9E-2	4.2E-7	3.8E-6	4.0E-5	1.7E-2
2300	1.8E-2	4.0E-7	3.6E-6	3.8E-5	1.6E-2
2400	1.7E-2	3.8E-7	3.4E-6	3.6E-5	1.6E-2
2500	1.6E-2	3.6E-7	3.2E-6	3.4E-5	1.5E-2
2600	1.6E-2	3.4E-7	3.1E-6	3.2E-5	1.4E-2
2700	1.5E-2	3.2E-7	2.9E-6	3.1E-5	1.4E-2
2800	1.5E-2	3.1E-7	2.7E-6	2.9E-5	1.3E-2
2900	1.4E-2	2.9E-7	2.6E-6	2.8E-5	1.3E-2
3000	1.4E-2	2.7E-7	2.5E-6	2.6E-5	1.2E-2
3100	1.3E-2	2.6E-7	2.3E-6	2.5E-5	1.2E-2
3200	1.3E-2	2.5E-7	2.2E-6	2.3E-5	1.2E-2
3300	1.2E-2	2.3E-7	2.1E-6	2.2E-5	1.1E-2
3400	1.2E-2	2.2E-7	2.0E-6	2.1E-5	1.1E-2
3500	1.1E-2	2.1E-7	1.9E-6	2.0E-5	1.0E-2
3600	1.1E-2	2.0E-7	1.8E-6	1.9E-5	1.0E-2
3650	1.1E-2	1.9E-7	1.8E-6	1.8E-5	9.8E-3
4000	9.4E-3	1.6E-7	1.5E-6	1.5E-5	8.7E-3
5000	6.7E-3	1.0E-7	9.0E-7	8.9E-6	6.3E-3
6000	4.8E-3	6.4E-8	5.7E-7	5.2E-6	4.6E-3
7000	3.6E-3	4.2E-8	3.8E-7	3.1E-6	3.4E-3
8000	2.7E-3	2.8E-8	2.6E-7	1.9E-6	2.6E-3
9000	2.0E-3	2.0E-8	1.8E-7	1.1E-6	2.0E-3
10000	1.5E-3	1.4E-8	1.3E-7	7.0E-7	1.5E-3
11000	1.2E-3	1.0E-8	9.4E-8	4.4E-7	1.1E-3
12000	8.8E-4	7.7E-9	6.9E-8	2.9E-7	8.8E-4
13000	6.8E-4	5.8E-9	5.2E-8	1.9E-7	6.7E-4
14000	5.2E-4	4.4E-9	3.9E-8	1.3E-7	5.2E-4
15000	4.0E-4	3.3E-9	3.0E-8	8.7E-8	4.0E-4
16000	3.1E-4	2.5E-9	2.3E-8	6.1E-8	3.1E-4
17000	2.4E-4	1.9E-9	1.7E-8	4.3E-8	2.4E-4
18000	1.8E-4	1.5E-9	1.3E-8	3.1E-8	1.8E-4
18250	1.7E-4	1.4E-9	1.2E-8	2.9E-8	1.7E-4
