Radionuclide	Sr-89
Route of Intake	Ingestion
Material	Strontium titanate, fA=1E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
69	7.6E-4	1.9E-6	6.0E-7	1.5E-6	7.3E-4
70	7.5E-4	1.8E-6	5.8E-7	1.4E-6	7.2E-4
71	7.3E-4	1.8E-6	5.5E-7	1.4E-6	7.1E-4
72	7.2E-4	1.7E-6	5.3E-7	1.3E-6	6.9E-4
73	7.1E-4	1.6E-6	5.1E-7	1.3E-6	6.8E-4
74	7.0E-4	1.6E-6	4.9E-7	1.2E-6	6.7E-4
75	6.9E-4	1.5E-6	4.7E-7	1.2E-6	6.6E-4
76	6.8E-4	1.5E-6	4.6E-7	1.1E-6	6.5E-4
77	6.6E-4	1.4E-6	4.4E-7	1.1E-6	6.4E-4
78	6.5E-4	1.4E-6	4.3E-7	1.1E-6	6.3E-4
79	6.4E-4	1.3E-6	4.1E-7	1.0E-6	6.2E-4
80	6.3E-4	1.3E-6	4.0E-7	9.9E-7	6.1E-4
81	6.2E-4	1.2E-6	3.9E-7	9.6E-7	6.0E-4
82	6.1E-4	1.2E-6	3.7E-7	9.3E-7	5.9E-4
83	6.0E-4	1.2E-6	3.6E-7	9.0E-7	5.8E-4
84	5.9E-4	1.1E-6	3.5E-7	8.7E-7	5.8E-4
85	5.8E-4	1.1E-6	3.4E-7	8.4E-7	5.7E-4
86	5.7E-4	1.1E-6	3.3E-7	8.2E-7	5.6E-4
87	5.6E-4	1.0E-6	3.2E-7	7.9E-7	5.5E-4
88	5.6E-4	1.0E-6	3.1E-7	7.7E-7	5.4E-4
89	5.5E-4	9.8E-7	3.0E-7	7.5E-7	5.3E-4
90	5.4E-4	9.5E-7	2.9E-7	7.3E-7	5.2E-4
91	5.3E-4	9.3E-7	2.9E-7	7.1E-7	5.2E-4
92	5.2E-4	9.0E-7	2.8E-7	6.9E-7	5.1E-4
93	5.1E-4	8.8E-7	2.7E-7	6.7E-7	5.0E-4
94	5.0E-4	8.6E-7	2.6E-7	6.6E-7	4.9E-4
95	5.0E-4	8.4E-7	2.6E-7	6.4E-7	4.8E-4
96	4.9E-4	8.1E-7	2.5E-7	6.2E-7	4.8E-4
97	4.8E-4	7.9E-7	2.4E-7	6.1E-7	4.7E-4
98	4.7E-4	7.7E-7	2.4E-7	5.9E-7	4.6E-4
99	4.7E-4	7.6E-7	2.3E-7	5.8E-7	4.5E-4
100	4.6E-4	7.4E-7	2.3E-7	5.6E-7	4.5E-4
110	3.9E-4	5.9E-7	1.8E-7	4.5E-7	3.8E-4
120	3.4E-4	4.7E-7	1.4E-7	3.6E-7	3.3E-4
130	2.9E-4	3.8E-7	1.2E-7	3.0E-7	2.8E-4
140	2.5E-4	3.1E-7	9.6E-8	2.4E-7	2.4E-4
150	2.1E-4	2.6E-7	7.8E-8	2.0E-7	2.1E-4
160	1.8E-4	2.1E-7	6.4E-8	1.7E-7	1.8E-4
170	1.6E-4	1.7E-7	5.3E-8	1.4E-7	1.5E-4
180	1.3E-4	1.4E-7	4.3E-8	1.1E-7	1.3E-4
190	1.2E-4	1.2E-7	3.5E-8	9.4E-8	1.1E-4
200	9.9E-5	9.5E-8	2.9E-8	7.8E-8	9.7E-5
210	8.5E-5	7.8E-8	2.4E-8	6.5E-8	8.4E-5
220	7.4E-5	6.4E-8	2.0E-8	5.4E-8	7.2E-5
230	6.3E-5	5.3E-8	1.6E-8	4.5E-8	6.2E-5
240	5.5E-5	4.4E-8	1.3E-8	3.7E-8	5.4E-5
250	4.7E-5	3.6E-8	1.1E-8	3.1E-8	4.7E-5
260	4.1E-5	3.0E-8	9.1E-9	2.6E-8	4.0E-5
270	3.5E-5	2.5E-8	7.5E-9	2.2E-8	3.5E-5
280	3.0E-5	2.0E-8	6.2E-9	1.8E-8	3.0E-5
290	2.6E-5	1.7E-8	5.1E-9	1.5E-8	2.6E-5
300	2.3E-5	1.4E-8	4.3E-9	1.3E-8	2.2E-5
310	2.0E-5	1.2E-8	3.5E-9	1.1E-8	1.9E-5
320	1.7E-5	9.6E-9	2.9E-9	9.0E-9	1.7E-5
330	1.5E-5	8.0E-9	2.4E-9	7.5E-9	1.5E-5
340	1.3E-5	6.6E-9	2.0E-9	6.4E-9	1.3E-5
350	1.1E-5	5.5E-9	1.7E-9	5.4E-9	1.1E-5
360	9.6E-6	4.6E-9	1.4E-9	4.5E-9	9.5E-6
365	8.9E-6	4.2E-9	1.3E-9	4.2E-9	8.8E-6
370	8.3E-6	3.8E-9	1.2E-9	3.8E-9	8.2E-6
380	7.2E-6	3.2E-9	9.8E-10	3.2E-9	7.1E-6
390	6.2E-6	2.7E-9	8.2E-10	2.7E-9	6.2E-6
400	5.4E-6	2.2E-9	6.9E-10	2.3E-9	5.3E-6
410	4.7E-6	1.9E-9	5.7E-10	2.0E-9	4.6E-6
420	4.1E-6	1.6E-9	4.8E-10	1.7E-9	4.0E-6
430	3.5E-6	1.3E-9	4.0E-10	1.4E-9	3.5E-6
440	3.1E-6	1.1E-9	3.4E-10	1.2E-9	3.0E-6
450	2.7E-6	9.4E-10	2.9E-10	1.0E-9	2.6E-6
460	2.3E-6	7.9E-10	2.4E-10	8.8E-10	2.3E-6
470	2.0E-6	6.7E-10	2.0E-10	7.5E-10	2.0E-6
480	1.7E-6	5.6E-10	1.7E-10	3.9E-10	1.7E-6
490	1.5E-6	4.8E-10	1.5E-10	3.3E-10	1.5E-6
500	1.3E-6	4.0E-10	1.2E-10	2.9E-10	1.3E-6
510	1.1E-6	3.4E-10	1.0E-10	2.5E-10	1.1E-6
520	9.9E-7	2.9E-10	-	2.1E-10	9.8E-7
530	8.6E-7	2.5E-10	-	1.8E-10	8.5E-7
540	7.4E-7	2.1E-10	-	1.6E-10	7.4E-7
550	6.5E-7	1.8E-10	-	1.4E-10	6.4E-7
560	5.6E-7	1.5E-10	-	1.2E-10	5.6E-7
570	4.9E-7	1.3E-10	-	1.0E-10	4.8E-7
580	4.2E-7	1.1E-10	-	-	4.2E-7
590	3.7E-7	-	-	-	3.6E-7
600	3.2E-7	-	-	-	3.2E-7
610	2.8E-7	-	-	-	2.8E-7
620	2.4E-7	-	-	-	2.4E-7
630	2.1E-7	-	-	-	2.1E-7
640	1.8E-7	-	-	-	1.8E-7
650	1.6E-7	-	-	-	1.6E-7
660	1.4E-7	-	-	-	1.4E-7
670	1.2E-7	-	-	-	1.2E-7
680	1.0E-7	-	-	-	1.0E-7
690	9.1E-8	-	-	-	9.0E-8
700	7.9E-8	-	-	-	7.8E-8
710	6.8E-8	-	-	-	6.8E-8
720	6.0E-8	-	-	-	5.9E-8
730	5.2E-8	-	-	-	5.1E-8
740	4.5E-8	-	-	-	4.5E-8
750	3.9E-8	-	-	-	3.9E-8
760	3.4E-8	-	-	-	3.4E-8
770	3.0E-8	-	-	-	2.9E-8
780	2.6E-8	-	-	-	2.5E-8
790	2.2E-8	-	-	-	2.2E-8
800	1.9E-8	-	-	-	1.9E-8
810	1.7E-8	-	-	-	1.7E-8
820	1.5E-8	-	-	-	1.5E-8
830	1.3E-8	-	-	-	1.3E-8
840	1.1E-8	-	-	-	1.1E-8
850	9.7E-9	-	-	-	9.6E-9
860	8.4E-9	-	-	-	8.3E-9
870	7.3E-9	-	-	-	7.2E-9
880	6.4E-9	-	-	-	6.3E-9
890	5.5E-9	-	-	-	5.5E-9
900	4.8E-9	-	-	-	4.8E-9
910	4.2E-9	-	-	-	4.1E-9
920	3.6E-9	-	-	-	3.6E-9
930	3.2E-9	-	-	-	3.1E-9
940	2.7E-9	-	-	-	2.7E-9
950	2.4E-9	-	-	-	2.4E-9
960	2.1E-9	-	-	-	2.1E-9
970	1.8E-9	-	-	-	1.8E-9
980	1.6E-9	-	-	-	1.6E-9
990	1.4E-9	-	-	-	1.4E-9
1000	1.2E-9	-	-	-	1.2E-9
1010	1.0E-9	-	-	-	1.0E-9
1020	9.0E-10	-	-	-	8.9E-10
1030	7.8E-10	-	-	-	7.7E-10
1040	6.8E-10	-	-	-	6.7E-10
1050	5.9E-10	-	-	-	5.9E-10
1060	5.1E-10	-	-	-	5.1E-10
1070	4.5E-10	-	-	-	4.4E-10
1080	3.9E-10	-	-	-	3.9E-10
1090	3.4E-10	-	-	-	3.4E-10
1095	3.2E-10	-	-	-	3.1E-10
1100	2.9E-10	-	-	-	2.9E-10
