Radionuclide	Cu-61
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.5
AMTD/AMAD, µm	0.001

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Liver*
0.041667	7.9E-1	-	-	2.0E-1	4.7E-2	8.1E-2
0.083333	6.3E-1	-	-	1.7E-1	1.4E-2	1.2E-1
0.125	5.1E-1	-	-	1.3E-1	6.1E-3	1.2E-1
0.25	2.7E-1	-	-	6.8E-2	1.8E-3	8.5E-2
0.375	1.4E-1	-	-	3.7E-2	8.9E-4	4.7E-2
0.5	7.3E-2	-	-	2.0E-2	4.7E-4	2.4E-2
0.625	3.8E-2	-	-	1.1E-2	2.5E-4	1.2E-2
0.75	2.0E-2	-	-	5.9E-3	1.3E-4	6.2E-3
0.875	1.0E-2	-	-	3.1E-3	7.0E-5	3.1E-3
1	5.5E-3	2.2E-8	3.2E-4	1.6E-3	3.7E-5	1.5E-3
1.125	2.9E-3	-	-	8.1E-4	2.0E-5	7.6E-4
1.25	1.5E-3	-	-	4.1E-4	1.1E-5	3.8E-4
1.375	7.8E-4	-	-	2.0E-4	5.6E-6	1.9E-4
1.5	4.1E-4	-	-	1.0E-4	3.0E-6	9.4E-5
1.625	2.1E-4	-	-	5.0E-5	1.6E-6	4.7E-5
1.75	1.1E-4	-	-	2.4E-5	8.5E-7	2.4E-5
1.875	5.9E-5	-	-	1.2E-5	4.5E-7	1.2E-5
2	3.1E-5	-	5.9E-6	5.8E-6	2.4E-7	6.2E-6
2.25	8.5E-6	-	-	1.3E-6	6.9E-8	1.6E-6
2.5	2.3E-6	-	-	3.1E-7	2.0E-8	4.4E-7
2.75	6.5E-7	-	-	7.2E-8	5.7E-9	1.2E-7
3	1.8E-7	-	2.5E-8	1.7E-8	1.6E-9	3.3E-8
3.25	5.2E-8	-	-	4.0E-9	4.6E-10	9.2E-9
3.5	1.5E-8	-	-	9.5E-10	1.3E-10	2.6E-9
3.75	4.1E-9	-	-	2.3E-10	-	7.4E-10
4	1.2E-9	-	-	-	-	2.1E-10
4.25	3.4E-10	-	-	-	-	-
