Radionuclide	I-121
Route of Intake	Inhalation
Material	Aerosols Type S, fA=1E-2
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Thyroid*	Liver*
0.041667	6.8E-1	-	-	1.5E-1	3.1E-1	1.6E-5	2.5E-5
0.083333	4.8E-1	-	-	1.3E-1	2.2E-1	3.7E-5	3.3E-5
0.125	3.5E-1	-	-	1.0E-1	1.5E-1	5.3E-5	3.2E-5
0.25	1.3E-1	-	-	4.7E-2	5.3E-2	6.2E-5	1.8E-5
0.375	4.7E-2	-	-	2.0E-2	1.9E-2	4.2E-5	7.3E-6
0.5	1.7E-2	-	-	7.9E-3	7.1E-3	2.3E-5	2.6E-6
0.625	6.4E-3	-	-	3.1E-3	2.6E-3	1.1E-5	8.5E-7
0.75	2.3E-3	-	-	1.2E-3	9.7E-4	4.8E-6	2.7E-7
0.875	8.5E-4	-	-	4.4E-4	3.6E-4	2.0E-6	8.5E-8
1	3.1E-4	1.8E-6	2.7E-5	1.6E-4	1.3E-4	8.4E-7	2.6E-8
1.125	1.1E-4	-	-	5.9E-5	4.9E-5	3.4E-7	8.2E-9
1.25	4.1E-5	-	-	2.1E-5	1.8E-5	1.3E-7	2.6E-9
1.375	1.5E-5	-	-	7.5E-6	6.6E-6	5.2E-8	8.1E-10
1.5	5.2E-6	-	-	2.6E-6	2.4E-6	2.0E-8	2.6E-10
1.625	1.9E-6	-	-	9.3E-7	9.0E-7	7.7E-9	-
1.75	6.7E-7	-	-	3.2E-7	3.3E-7	2.9E-9	-
1.875	2.4E-7	-	-	1.1E-7	1.2E-7	1.1E-9	-
2	8.5E-8	2.6E-10	3.4E-8	3.9E-8	4.5E-8	4.3E-10	-
2.25	1.1E-8	-	-	4.6E-9	6.2E-9	-	-
2.5	1.4E-9	-	-	5.4E-10	8.4E-10	-	-
2.75	1.8E-10	-	-	-	1.2E-10	-	-
