Radionuclide	Cf-244
Route of Intake	Inhalation
Material	Aerosols Type M, Oxide, fA=1E-4
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	1.0E-1	9.1E-3	8.0E-2	4.3E-5	3.2E-5
0.083333	1.2E-2	1.3E-3	9.1E-3	1.3E-5	7.8E-6
0.125	1.4E-3	1.7E-4	1.1E-3	2.7E-6	1.4E-6
0.25	2.2E-6	3.4E-7	1.7E-6	1.0E-8	4.7E-9
0.375	3.6E-9	6.2E-10	2.6E-9	-	-
