Radionuclide	Cf-244
Route of Intake	Ingestion
Material	All compounds, fA=5E-4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Skeleton*	Liver*
0.041667	1.2E-1	1.2E-1	5.6E-7	4.7E-7
0.083333	1.4E-2	1.4E-2	2.7E-7	1.7E-7
0.125	1.6E-3	1.6E-3	6.4E-8	3.6E-8
0.25	2.6E-6	2.6E-6	2.7E-10	1.2E-10
0.375	4.1E-9	4.1E-9	-	-
