Radionuclide	Sb-119
Route of Intake	Injection
Material	Injection, fA=5E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Thyroid*	Skeleton*	Liver*
0.041667	9.5E-1	-	-	1.9E-2	3.0E-3	4.3E-2	4.4E-2
0.083333	9.1E-1	-	-	1.8E-2	3.1E-3	4.3E-2	4.3E-2
0.125	8.8E-1	-	-	1.8E-2	3.1E-3	4.3E-2	4.3E-2
0.25	8.1E-1	-	-	1.8E-2	3.3E-3	4.4E-2	4.2E-2
0.375	7.5E-1	-	-	1.8E-2	3.4E-3	4.4E-2	4.1E-2
0.5	7.0E-1	-	-	1.8E-2	3.4E-3	4.4E-2	4.0E-2
0.625	6.6E-1	-	-	1.8E-2	3.5E-3	4.4E-2	3.9E-2
0.75	6.1E-1	-	-	1.7E-2	3.5E-3	4.3E-2	3.7E-2
0.875	5.7E-1	-	-	1.7E-2	3.4E-3	4.2E-2	3.5E-2
1	5.4E-1	1.1E-1	4.3E-4	1.7E-2	3.4E-3	4.1E-2	3.4E-2
1.125	5.0E-1	-	-	1.6E-2	3.4E-3	4.0E-2	3.2E-2
1.25	4.7E-1	-	-	1.6E-2	3.3E-3	3.9E-2	3.0E-2
1.375	4.4E-1	-	-	1.5E-2	3.3E-3	3.7E-2	2.9E-2
1.5	4.1E-1	-	-	1.5E-2	3.2E-3	3.6E-2	2.7E-2
1.625	3.9E-1	-	-	1.4E-2	3.1E-3	3.4E-2	2.6E-2
1.75	3.6E-1	-	-	1.4E-2	3.0E-3	3.3E-2	2.4E-2
1.875	3.4E-1	-	-	1.3E-2	2.9E-3	3.1E-2	2.3E-2
2	3.2E-1	3.0E-2	2.1E-3	1.2E-2	2.8E-3	3.0E-2	2.1E-2
2.25	2.8E-1	-	-	1.1E-2	2.6E-3	2.7E-2	1.9E-2
2.5	2.4E-1	-	-	1.0E-2	2.4E-3	2.5E-2	1.6E-2
2.75	2.1E-1	-	-	8.9E-3	2.2E-3	2.2E-2	1.4E-2
3	1.9E-1	1.6E-2	2.4E-3	7.9E-3	2.1E-3	2.0E-2	1.2E-2
3.25	1.6E-1	-	-	7.0E-3	1.9E-3	1.8E-2	1.1E-2
