Radionuclide	Tl-195
Route of Intake	Inhalation
Material	Aerosols Type S, fA=1E-2
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	4.8E-1	-	4.3E-2	3.7E-1	6.7E-5	2.8E-5
0.083333	2.6E-1	-	2.8E-2	2.0E-1	7.4E-5	2.8E-5
0.125	1.4E-1	-	1.8E-2	1.1E-1	6.0E-5	2.2E-5
0.25	2.4E-2	-	3.6E-3	1.8E-2	1.8E-5	6.3E-6
0.375	4.0E-3	-	6.8E-4	3.0E-3	3.9E-6	1.4E-6
0.5	6.5E-4	-	1.2E-4	4.9E-4	7.4E-7	2.6E-7
0.625	1.1E-4	-	2.2E-5	8.2E-5	1.4E-7	4.8E-8
0.75	1.8E-5	-	3.7E-6	1.3E-5	2.4E-8	8.4E-9
0.875	2.9E-6	-	6.2E-7	2.2E-6	4.1E-9	1.4E-9
1	4.8E-7	1.6E-8	1.0E-7	3.7E-7	7.1E-10	2.5E-10
1.125	8.0E-8	-	1.7E-8	6.1E-8	1.2E-10	-
1.25	1.3E-8	-	2.7E-9	1.0E-8	-	-
1.375	2.1E-9	-	4.3E-10	1.7E-9	-	-
1.5	3.5E-10	-	-	2.8E-10	-	-
