Radionuclide	Tl-195
Route of Intake	Inhalation
Material	Aerosols Type S, fA=1E-2
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	4.4E-1	-	1.5E-1	4.2E-2	2.4E-5	1.0E-5
0.083333	2.4E-1	-	9.5E-2	2.2E-2	3.4E-5	1.3E-5
0.125	1.3E-1	-	5.7E-2	1.1E-2	3.2E-5	1.2E-5
0.25	2.1E-2	-	1.1E-2	1.8E-3	1.2E-5	4.2E-6
0.375	3.4E-3	-	2.1E-3	2.9E-4	2.7E-6	9.5E-7
0.5	5.5E-4	-	3.7E-4	4.9E-5	5.4E-7	1.9E-7
0.625	9.0E-5	-	6.4E-5	8.0E-6	1.0E-7	3.5E-8
0.75	1.4E-5	-	1.1E-5	1.3E-6	1.8E-8	6.3E-9
0.875	2.3E-6	-	1.8E-6	2.2E-7	3.1E-9	1.1E-9
1	3.6E-7	5.0E-8	2.9E-7	3.7E-8	5.4E-10	1.9E-10
1.125	5.7E-8	-	4.6E-8	6.1E-9	-	-
1.25	9.0E-9	-	7.3E-9	1.0E-9	-	-
1.375	1.4E-9	-	1.1E-9	1.7E-10	-	-
1.5	2.2E-10	-	1.7E-10	-	-	-
