Radionuclide	Br-77
Route of Intake	Inhalation
Material	Aerosols Type M, fA=0.2
AMTD/AMAD, µm	3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
0.041667	7.6E-1	-	-	2.5E-1	1.0E-1
0.083333	7.4E-1	-	-	2.7E-1	9.3E-2
0.125	7.2E-1	-	-	2.8E-1	8.7E-2
0.25	6.8E-1	-	-	3.0E-1	7.7E-2
0.375	6.3E-1	-	-	3.1E-1	7.1E-2
0.5	6.0E-1	-	-	3.2E-1	6.7E-2
0.625	5.6E-1	-	-	3.1E-1	6.3E-2
0.75	5.2E-1	-	-	3.0E-1	6.0E-2
0.875	4.8E-1	-	-	2.9E-1	5.7E-2
1	4.5E-1	3.4E-3	5.0E-2	2.7E-1	5.5E-2
1.125	4.1E-1	-	-	2.5E-1	5.2E-2
1.25	3.8E-1	-	-	2.2E-1	5.0E-2
1.375	3.5E-1	-	-	2.0E-1	4.8E-2
1.5	3.1E-1	-	-	1.8E-1	4.6E-2
1.625	2.9E-1	-	-	1.6E-1	4.4E-2
1.75	2.6E-1	-	-	1.4E-1	4.3E-2
1.875	2.4E-1	-	-	1.2E-1	4.1E-2
2	2.1E-1	3.9E-3	1.1E-1	1.0E-1	3.9E-2
2.25	1.8E-1	-	-	7.7E-2	3.6E-2
2.5	1.5E-1	-	-	5.6E-2	3.4E-2
2.75	1.2E-1	-	-	3.9E-2	3.1E-2
3	1.0E-1	2.9E-3	5.2E-2	2.8E-2	2.9E-2
3.25	8.9E-2	-	-	1.9E-2	2.6E-2
3.5	7.8E-2	-	-	1.3E-2	2.4E-2
3.75	6.9E-2	-	-	9.4E-3	2.3E-2
4	6.1E-2	2.1E-3	1.5E-2	6.6E-3	2.1E-2
4.25	5.5E-2	-	-	4.6E-3	1.9E-2
4.5	4.9E-2	-	-	3.3E-3	1.8E-2
4.75	4.5E-2	-	-	2.4E-3	1.7E-2
5	4.1E-2	1.5E-3	3.3E-3	1.8E-3	1.5E-2
5.5	3.4E-2	-	-	1.1E-3	1.3E-2
6	2.9E-2	1.0E-3	7.1E-4	7.5E-4	1.1E-2
6.5	2.4E-2	-	-	5.5E-4	9.6E-3
7	2.1E-2	7.3E-4	1.9E-4	4.3E-4	8.2E-3
7.5	1.7E-2	-	-	3.4E-4	7.1E-3
8	1.5E-2	5.2E-4	7.9E-5	2.8E-4	6.1E-3
8.5	1.3E-2	-	-	2.3E-4	5.2E-3
9	1.1E-2	3.7E-4	4.3E-5	1.9E-4	4.5E-3
9.5	9.0E-3	-	-	1.6E-4	3.8E-3
10	7.7E-3	2.6E-4	2.7E-5	1.3E-4	3.3E-3
11	5.5E-3	1.8E-4	1.7E-5	9.0E-5	2.4E-3
12	4.0E-3	1.3E-4	1.1E-5	6.3E-5	1.8E-3
13	2.9E-3	9.2E-5	7.3E-6	4.4E-5	1.3E-3
14	2.1E-3	6.5E-5	4.8E-6	3.0E-5	9.8E-4
15	1.5E-3	4.6E-5	3.2E-6	2.1E-5	7.3E-4
16	1.1E-3	3.3E-5	2.1E-6	1.5E-5	5.4E-4
17	7.9E-4	2.3E-5	1.5E-6	1.1E-5	4.0E-4
18	5.7E-4	1.6E-5	9.9E-7	7.4E-6	2.9E-4
19	4.1E-4	1.2E-5	6.8E-7	5.2E-6	2.2E-4
20	3.0E-4	8.3E-6	4.7E-7	3.7E-6	1.6E-4
21	2.2E-4	5.9E-6	3.3E-7	2.6E-6	1.2E-4
22	1.6E-4	4.2E-6	2.3E-7	1.9E-6	8.9E-5
23	1.2E-4	2.9E-6	1.6E-7	1.3E-6	6.6E-5
24	8.4E-5	2.1E-6	1.2E-7	9.4E-7	4.9E-5
25	6.1E-5	1.5E-6	8.4E-8	6.7E-7	3.6E-5
26	4.5E-5	1.1E-6	6.0E-8	4.8E-7	2.7E-5
27	3.3E-5	7.5E-7	4.3E-8	3.4E-7	2.0E-5
28	2.4E-5	5.3E-7	3.1E-8	2.4E-7	1.5E-5
29	1.7E-5	3.8E-7	2.3E-8	1.7E-7	1.1E-5
30	1.3E-5	2.7E-7	1.7E-8	1.2E-7	8.1E-6
31	9.3E-6	1.9E-7	1.2E-8	8.9E-8	6.0E-6
32	6.8E-6	1.4E-7	8.8E-9	6.3E-8	4.5E-6
33	5.0E-6	9.7E-8	6.4E-9	4.5E-8	3.3E-6
34	3.6E-6	6.9E-8	4.7E-9	3.3E-8	2.4E-6
35	2.7E-6	4.9E-8	3.4E-9	2.3E-8	1.8E-6
36	1.9E-6	3.5E-8	2.5E-9	1.7E-8	1.3E-6
37	1.4E-6	2.5E-8	1.9E-9	1.2E-8	1.0E-6
38	1.0E-6	1.8E-8	1.4E-9	8.7E-9	7.4E-7
39	7.7E-7	1.3E-8	1.0E-9	6.3E-9	5.5E-7
40	5.6E-7	9.1E-9	7.4E-10	4.5E-9	4.1E-7
41	4.1E-7	6.5E-9	5.4E-10	3.3E-9	3.0E-7
42	3.0E-7	4.7E-9	4.0E-10	2.4E-9	2.2E-7
43	2.2E-7	3.3E-9	3.0E-10	1.7E-9	1.7E-7
44	1.6E-7	2.4E-9	2.2E-10	1.2E-9	1.2E-7
45	1.2E-7	1.7E-9	1.6E-10	8.9E-10	9.1E-8
46	8.9E-8	1.2E-9	1.2E-10	6.4E-10	6.8E-8
47	6.6E-8	8.8E-10	-	4.6E-10	5.0E-8
48	4.8E-8	6.3E-10	-	3.4E-10	3.7E-8
49	3.6E-8	4.5E-10	-	2.4E-10	2.8E-8
50	2.6E-8	3.3E-10	-	1.8E-10	2.1E-8
51	1.9E-8	2.3E-10	-	1.3E-10	1.5E-8
52	1.4E-8	1.7E-10	-	-	1.1E-8
53	1.0E-8	1.2E-10	-	-	8.4E-9
54	7.7E-9	-	-	-	6.2E-9
55	5.7E-9	-	-	-	4.6E-9
56	4.2E-9	-	-	-	3.4E-9
57	3.1E-9	-	-	-	2.5E-9
58	2.3E-9	-	-	-	1.9E-9
59	1.7E-9	-	-	-	1.4E-9
60	1.3E-9	-	-	-	1.0E-9
61	9.3E-10	-	-	-	7.7E-10
62	6.8E-10	-	-	-	5.7E-10
