Radionuclide	Br-77
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	0.001

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
0.041667	9.6E-1	-	-	1.4E-1	5.1E-2
0.083333	9.4E-1	-	-	8.5E-2	1.9E-2
0.125	9.1E-1	-	-	5.8E-2	1.1E-2
0.25	8.5E-1	-	-	3.5E-2	8.9E-3
0.375	8.0E-1	-	-	3.0E-2	9.2E-3
0.5	7.5E-1	-	-	2.6E-2	9.3E-3
0.625	7.1E-1	-	-	2.4E-2	9.3E-3
0.75	6.8E-1	-	-	2.1E-2	9.3E-3
0.875	6.4E-1	-	-	2.0E-2	9.1E-3
1	6.1E-1	2.6E-2	8.0E-4	1.8E-2	8.9E-3
1.125	5.8E-1	-	-	1.7E-2	8.6E-3
1.25	5.5E-1	-	-	1.5E-2	8.3E-3
1.375	5.3E-1	-	-	1.4E-2	8.0E-3
1.5	5.1E-1	-	-	1.3E-2	7.7E-3
1.625	4.8E-1	-	-	1.3E-2	7.4E-3
1.75	4.6E-1	-	-	1.2E-2	7.2E-3
1.875	4.4E-1	-	-	1.1E-2	6.9E-3
2	4.2E-1	2.4E-2	1.4E-3	1.0E-2	6.6E-3
2.25	3.9E-1	-	-	9.3E-3	6.1E-3
2.5	3.5E-1	-	-	8.3E-3	5.6E-3
2.75	3.2E-1	-	-	7.5E-3	5.1E-3
3	3.0E-1	1.7E-2	6.8E-4	6.8E-3	4.7E-3
3.25	2.7E-1	-	-	6.2E-3	4.3E-3
3.5	2.5E-1	-	-	5.6E-3	3.9E-3
3.75	2.3E-1	-	-	5.1E-3	3.6E-3
4	2.1E-1	1.2E-2	2.6E-4	4.7E-3	3.3E-3
4.25	1.9E-1	-	-	4.3E-3	3.0E-3
4.5	1.8E-1	-	-	3.9E-3	2.8E-3
4.75	1.6E-1	-	-	3.6E-3	2.5E-3
5	1.5E-1	8.7E-3	1.2E-4	3.3E-3	2.3E-3
5.5	1.2E-1	-	-	2.7E-3	2.0E-3
6	1.0E-1	6.1E-3	7.2E-5	2.3E-3	1.6E-3
6.5	8.7E-2	-	-	1.9E-3	1.4E-3
7	7.3E-2	4.3E-3	4.8E-5	1.6E-3	1.2E-3
7.5	6.1E-2	-	-	1.4E-3	9.7E-4
8	5.1E-2	3.1E-3	3.3E-5	1.1E-3	8.1E-4
8.5	4.3E-2	-	-	9.5E-4	6.8E-4
9	3.6E-2	2.2E-3	2.3E-5	8.0E-4	5.7E-4
9.5	3.0E-2	-	-	6.7E-4	4.8E-4
10	2.6E-2	1.5E-3	1.6E-5	5.6E-4	4.0E-4
11	1.8E-2	1.1E-3	1.2E-5	4.0E-4	2.8E-4
12	1.3E-2	7.5E-4	8.2E-6	2.8E-4	2.0E-4
13	8.9E-3	5.3E-4	5.8E-6	2.0E-4	1.4E-4
14	6.3E-3	3.7E-4	4.1E-6	1.4E-4	1.0E-4
15	4.4E-3	2.6E-4	2.9E-6	9.8E-5	7.0E-5
16	3.1E-3	1.9E-4	2.0E-6	6.9E-5	5.0E-5
17	2.2E-3	1.3E-4	1.4E-6	4.9E-5	3.5E-5
18	1.6E-3	9.2E-5	1.0E-6	3.4E-5	2.5E-5
19	1.1E-3	6.5E-5	7.1E-7	2.4E-5	1.7E-5
20	7.7E-4	4.6E-5	5.0E-7	1.7E-5	1.2E-5
21	5.4E-4	3.2E-5	3.5E-7	1.2E-5	8.6E-6
22	3.8E-4	2.3E-5	2.5E-7	8.5E-6	6.1E-6
23	2.7E-4	1.6E-5	1.7E-7	6.0E-6	4.3E-6
24	1.9E-4	1.1E-5	1.2E-7	4.2E-6	3.0E-6
25	1.3E-4	8.0E-6	8.7E-8	3.0E-6	2.1E-6
26	9.5E-5	5.6E-6	6.1E-8	2.1E-6	1.5E-6
27	6.7E-5	4.0E-6	4.3E-8	1.5E-6	1.1E-6
28	4.7E-5	2.8E-6	3.0E-8	1.0E-6	7.4E-7
29	3.3E-5	2.0E-6	2.1E-8	7.3E-7	5.2E-7
30	2.3E-5	1.4E-6	1.5E-8	5.2E-7	3.7E-7
31	1.6E-5	9.8E-7	1.1E-8	3.6E-7	2.6E-7
32	1.2E-5	6.9E-7	7.5E-9	2.6E-7	1.8E-7
33	8.2E-6	4.8E-7	5.3E-9	1.8E-7	1.3E-7
34	5.8E-6	3.4E-7	3.7E-9	1.3E-7	9.1E-8
35	4.1E-6	2.4E-7	2.6E-9	9.0E-8	6.4E-8
36	2.9E-6	1.7E-7	1.8E-9	6.3E-8	4.5E-8
37	2.0E-6	1.2E-7	1.3E-9	4.4E-8	3.2E-8
38	1.4E-6	8.4E-8	9.2E-10	3.1E-8	2.2E-8
39	1.0E-6	5.9E-8	6.5E-10	2.2E-8	1.6E-8
40	7.0E-7	4.2E-8	4.5E-10	1.6E-8	1.1E-8
41	5.0E-7	2.9E-8	3.2E-10	1.1E-8	7.9E-9
42	3.5E-7	2.1E-8	2.3E-10	7.7E-9	5.5E-9
43	2.5E-7	1.5E-8	1.6E-10	5.4E-9	3.9E-9
44	1.7E-7	1.0E-8	1.1E-10	3.8E-9	2.8E-9
45	1.2E-7	7.3E-9	-	2.7E-9	1.9E-9
46	8.6E-8	5.1E-9	-	1.9E-9	1.4E-9
47	6.1E-8	3.6E-9	-	1.3E-9	9.6E-10
48	4.3E-8	2.5E-9	-	9.5E-10	6.8E-10
49	3.0E-8	1.8E-9	-	6.7E-10	4.8E-10
50	2.1E-8	1.3E-9	-	4.7E-10	3.4E-10
51	1.5E-8	8.9E-10	-	3.3E-10	2.4E-10
52	1.1E-8	6.3E-10	-	2.3E-10	1.7E-10
53	7.4E-9	4.4E-10	-	1.6E-10	1.2E-10
54	5.3E-9	3.1E-10	-	1.2E-10	-
55	3.7E-9	2.2E-10	-	-	-
56	2.6E-9	1.5E-10	-	-	-
57	1.8E-9	1.1E-10	-	-	-
58	1.3E-9	-	-	-	-
59	9.1E-10	-	-	-	-
60	6.4E-10	-	-	-	-
61	4.5E-10	-	-	-	-
62	3.2E-10	-	-	-	-
63	2.3E-10	-	-	-	-
64	1.6E-10	-	-	-	-
65	1.1E-10	-	-	-	-
