Radionuclide	Br-77
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	0.3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
0.041667	2.9E-1	-	-	2.2E-2	5.6E-2
0.083333	2.9E-1	-	-	1.5E-2	1.8E-2
0.125	2.8E-1	-	-	1.1E-2	7.7E-3
0.25	2.7E-1	-	-	7.9E-3	3.7E-3
0.375	2.5E-1	-	-	7.1E-3	3.5E-3
0.5	2.4E-1	-	-	6.5E-3	3.4E-3
0.625	2.3E-1	-	-	6.0E-3	3.3E-3
0.75	2.2E-1	-	-	5.6E-3	3.2E-3
0.875	2.1E-1	-	-	5.3E-3	3.1E-3
1	2.0E-1	1.0E-2	1.2E-4	4.9E-3	3.0E-3
1.125	1.9E-1	-	-	4.7E-3	2.9E-3
1.25	1.8E-1	-	-	4.4E-3	2.8E-3
1.375	1.7E-1	-	-	4.2E-3	2.7E-3
1.5	1.7E-1	-	-	3.9E-3	2.6E-3
1.625	1.6E-1	-	-	3.7E-3	2.5E-3
1.75	1.5E-1	-	-	3.5E-3	2.4E-3
1.875	1.4E-1	-	-	3.4E-3	2.3E-3
2	1.4E-1	8.1E-3	2.2E-4	3.2E-3	2.2E-3
2.25	1.3E-1	-	-	2.9E-3	2.0E-3
2.5	1.2E-1	-	-	2.6E-3	1.8E-3
2.75	1.1E-1	-	-	2.4E-3	1.7E-3
3	9.7E-2	5.8E-3	1.2E-4	2.2E-3	1.5E-3
3.25	8.9E-2	-	-	2.0E-3	1.4E-3
3.5	8.2E-2	-	-	1.8E-3	1.3E-3
3.75	7.5E-2	-	-	1.7E-3	1.2E-3
4	6.9E-2	4.1E-3	6.1E-5	1.5E-3	1.1E-3
4.25	6.3E-2	-	-	1.4E-3	9.9E-4
4.5	5.8E-2	-	-	1.3E-3	9.1E-4
4.75	5.3E-2	-	-	1.2E-3	8.3E-4
5	4.8E-2	2.9E-3	3.5E-5	1.1E-3	7.6E-4
5.5	4.1E-2	-	-	9.0E-4	6.4E-4
6	3.4E-2	2.0E-3	2.3E-5	7.5E-4	5.4E-4
6.5	2.9E-2	-	-	6.3E-4	4.5E-4
7	2.4E-2	1.4E-3	1.6E-5	5.3E-4	3.8E-4
7.5	2.0E-2	-	-	4.4E-4	3.2E-4
8	1.7E-2	1.0E-3	1.1E-5	3.7E-4	2.7E-4
8.5	1.4E-2	-	-	3.1E-4	2.2E-4
9	1.2E-2	7.1E-4	7.7E-6	2.6E-4	1.9E-4
9.5	1.0E-2	-	-	2.2E-4	1.6E-4
10	8.4E-3	5.0E-4	5.4E-6	1.9E-4	1.3E-4
11	5.9E-3	3.5E-4	3.8E-6	1.3E-4	9.4E-5
12	4.2E-3	2.5E-4	2.7E-6	9.2E-5	6.6E-5
13	2.9E-3	1.7E-4	1.9E-6	6.5E-5	4.7E-5
14	2.1E-3	1.2E-4	1.3E-6	4.6E-5	3.3E-5
15	1.5E-3	8.7E-5	9.4E-7	3.2E-5	2.3E-5
16	1.0E-3	6.1E-5	6.6E-7	2.3E-5	1.6E-5
17	7.2E-4	4.3E-5	4.7E-7	1.6E-5	1.1E-5
18	5.1E-4	3.0E-5	3.3E-7	1.1E-5	8.1E-6
19	3.6E-4	2.1E-5	2.3E-7	8.0E-6	5.7E-6
20	2.5E-4	1.5E-5	1.6E-7	5.6E-6	4.0E-6
21	1.8E-4	1.1E-5	1.2E-7	4.0E-6	2.8E-6
22	1.3E-4	7.5E-6	8.1E-8	2.8E-6	2.0E-6
23	8.9E-5	5.3E-6	5.7E-8	2.0E-6	1.4E-6
24	6.3E-5	3.7E-6	4.0E-8	1.4E-6	9.9E-7
25	4.4E-5	2.6E-6	2.8E-8	9.7E-7	7.0E-7
26	3.1E-5	1.8E-6	2.0E-8	6.9E-7	4.9E-7
27	2.2E-5	1.3E-6	1.4E-8	4.8E-7	3.5E-7
28	1.5E-5	9.2E-7	1.0E-8	3.4E-7	2.4E-7
29	1.1E-5	6.5E-7	7.0E-9	2.4E-7	1.7E-7
30	7.7E-6	4.6E-7	4.9E-9	1.7E-7	1.2E-7
31	5.4E-6	3.2E-7	3.5E-9	1.2E-7	8.6E-8
32	3.8E-6	2.3E-7	2.5E-9	8.4E-8	6.0E-8
33	2.7E-6	1.6E-7	1.7E-9	5.9E-8	4.2E-8
34	1.9E-6	1.1E-7	1.2E-9	4.2E-8	3.0E-8
35	1.3E-6	7.9E-8	8.6E-10	2.9E-8	2.1E-8
36	9.4E-7	5.6E-8	6.1E-10	2.1E-8	1.5E-8
37	6.6E-7	3.9E-8	4.3E-10	1.5E-8	1.0E-8
38	4.7E-7	2.8E-8	3.0E-10	1.0E-8	7.4E-9
39	3.3E-7	2.0E-8	2.1E-10	7.3E-9	5.2E-9
