Radionuclide	Br-77
Route of Intake	Inhalation
Material	Aerosols Type S, fA=1E-2
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
0.041667	9.3E-1	-	-	2.0E-1	4.3E-1
0.083333	9.1E-1	-	-	2.4E-1	4.1E-1
0.125	8.9E-1	-	-	2.6E-1	3.9E-1
0.25	8.4E-1	-	-	3.1E-1	3.5E-1
0.375	8.0E-1	-	-	3.3E-1	3.3E-1
0.5	7.6E-1	-	-	3.4E-1	3.1E-1
0.625	7.2E-1	-	-	3.5E-1	3.0E-1
0.75	6.8E-1	-	-	3.4E-1	2.8E-1
0.875	6.4E-1	-	-	3.3E-1	2.7E-1
1	6.0E-1	2.3E-4	5.1E-2	3.1E-1	2.5E-1
1.125	5.6E-1	-	-	2.9E-1	2.4E-1
1.25	5.2E-1	-	-	2.7E-1	2.3E-1
1.375	4.8E-1	-	-	2.4E-1	2.2E-1
1.5	4.4E-1	-	-	2.2E-1	2.0E-1
1.625	4.1E-1	-	-	2.0E-1	1.9E-1
1.75	3.7E-1	-	-	1.8E-1	1.8E-1
1.875	3.4E-1	-	-	1.6E-1	1.7E-1
2	3.1E-1	2.7E-4	1.3E-1	1.4E-1	1.7E-1
2.25	2.7E-1	-	-	1.1E-1	1.5E-1
2.5	2.3E-1	-	-	8.5E-2	1.4E-1
2.75	1.9E-1	-	-	6.6E-2	1.2E-1
3	1.7E-1	2.1E-4	6.8E-2	5.2E-2	1.1E-1
3.25	1.4E-1	-	-	4.1E-2	1.0E-1
3.5	1.3E-1	-	-	3.2E-2	9.0E-2
3.75	1.1E-1	-	-	2.6E-2	8.2E-2
4	9.8E-2	1.5E-4	2.6E-2	2.1E-2	7.4E-2
4.25	8.7E-2	-	-	1.8E-2	6.7E-2
4.5	7.8E-2	-	-	1.5E-2	6.1E-2
4.75	7.0E-2	-	-	1.3E-2	5.5E-2
5	6.3E-2	1.1E-4	1.0E-2	1.1E-2	5.0E-2
5.5	5.1E-2	-	-	8.2E-3	4.1E-2
6	4.2E-2	8.1E-5	5.0E-3	6.2E-3	3.4E-2
6.5	3.5E-2	-	-	4.8E-3	2.9E-2
7	2.9E-2	5.8E-5	2.8E-3	3.8E-3	2.4E-2
7.5	2.4E-2	-	-	2.9E-3	2.0E-2
8	2.0E-2	4.2E-5	1.7E-3	2.3E-3	1.7E-2
8.5	1.6E-2	-	-	1.8E-3	1.4E-2
9	1.4E-2	3.0E-5	1.0E-3	1.4E-3	1.2E-2
9.5	1.1E-2	-	-	1.1E-3	9.8E-3
10	9.5E-3	2.2E-5	6.3E-4	8.7E-4	8.3E-3
11	6.7E-3	1.5E-5	3.9E-4	5.3E-4	5.9E-3
12	4.8E-3	1.1E-5	2.4E-4	3.3E-4	4.2E-3
13	3.4E-3	7.8E-6	1.5E-4	2.0E-4	3.1E-3
14	2.4E-3	5.6E-6	9.0E-5	1.3E-4	2.2E-3
15	1.8E-3	4.0E-6	5.5E-5	7.8E-5	1.6E-3
16	1.3E-3	2.8E-6	3.4E-5	4.9E-5	1.2E-3
17	9.3E-4	2.0E-6	2.1E-5	3.0E-5	8.7E-4
18	6.8E-4	1.4E-6	1.3E-5	1.9E-5	6.4E-4
19	5.0E-4	1.0E-6	8.2E-6	1.2E-5	4.7E-4
20	3.7E-4	7.1E-7	5.2E-6	7.5E-6	3.5E-4
21	2.7E-4	5.1E-7	3.2E-6	4.8E-6	2.6E-4
22	2.0E-4	3.6E-7	2.0E-6	3.0E-6	1.9E-4
23	1.5E-4	2.5E-7	1.3E-6	2.0E-6	1.4E-4
24	1.1E-4	1.8E-7	8.3E-7	1.3E-6	1.1E-4
25	8.1E-5	1.3E-7	5.4E-7	8.3E-7	7.8E-5
26	6.0E-5	9.0E-8	3.5E-7	5.4E-7	5.8E-5
27	4.5E-5	6.4E-8	2.3E-7	3.6E-7	4.3E-5
28	3.3E-5	4.5E-8	1.5E-7	2.4E-7	3.2E-5
29	2.5E-5	3.2E-8	1.0E-7	1.6E-7	2.4E-5
30	1.8E-5	2.3E-8	6.7E-8	1.1E-7	1.8E-5
31	1.4E-5	1.6E-8	4.6E-8	7.7E-8	1.3E-5
32	1.0E-5	1.1E-8	3.1E-8	5.3E-8	9.9E-6
33	7.5E-6	8.1E-9	2.2E-8	3.7E-8	7.4E-6
34	5.6E-6	5.8E-9	1.5E-8	2.6E-8	5.5E-6
35	4.2E-6	4.1E-9	1.1E-8	1.9E-8	4.1E-6
36	3.1E-6	2.9E-9	7.6E-9	1.3E-8	3.0E-6
37	2.3E-6	2.1E-9	5.4E-9	9.6E-9	2.3E-6
38	1.7E-6	1.5E-9	3.9E-9	7.0E-9	1.7E-6
39	1.3E-6	1.0E-9	2.8E-9	5.0E-9	1.3E-6
40	9.6E-7	7.4E-10	2.0E-9	3.7E-9	9.4E-7
41	7.1E-7	5.3E-10	1.5E-9	2.7E-9	7.0E-7
42	5.3E-7	3.8E-10	1.1E-9	2.0E-9	5.2E-7
43	4.0E-7	2.7E-10	8.0E-10	1.4E-9	3.9E-7
44	3.0E-7	1.9E-10	5.9E-10	1.1E-9	2.9E-7
45	2.2E-7	1.4E-10	4.3E-10	7.8E-10	2.2E-7
46	1.6E-7	-	3.2E-10	5.8E-10	1.6E-7
47	1.2E-7	-	2.4E-10	4.3E-10	1.2E-7
48	9.1E-8	-	1.7E-10	3.1E-10	9.0E-8
49	6.8E-8	-	1.3E-10	2.3E-10	6.7E-8
50	5.1E-8	-	-	1.7E-10	5.0E-8
51	3.8E-8	-	-	1.3E-10	3.7E-8
52	2.8E-8	-	-	-	2.8E-8
53	2.1E-8	-	-	-	2.1E-8
54	1.6E-8	-	-	-	1.5E-8
55	1.2E-8	-	-	-	1.1E-8
56	8.7E-9	-	-	-	8.5E-9
57	6.5E-9	-	-	-	6.4E-9
58	4.8E-9	-	-	-	4.7E-9
59	3.6E-9	-	-	-	3.5E-9
60	2.7E-9	-	-	-	2.6E-9
61	2.0E-9	-	-	-	2.0E-9
62	1.5E-9	-	-	-	1.5E-9
63	1.1E-9	-	-	-	1.1E-9
64	8.2E-10	-	-	-	8.2E-10
65	6.1E-10	-	-	-	6.1E-10
66	4.6E-10	-	-	-	4.5E-10
67	3.4E-10	-	-	-	3.4E-10
68	2.5E-10	-	-	-	2.5E-10
69	1.9E-10	-	-	-	1.9E-10
70	1.4E-10	-	-	-	1.4E-10
71	1.1E-10	-	-	-	1.0E-10
