Radionuclide	Pt-190
Route of Intake	Ingestion
Material	Soluble inorganic forms, fA=1E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	1.0E+0	-	-	1.0E+0	4.7E-5	9.9E-5
0.083333	1.0E+0	-	-	1.0E+0	1.3E-4	3.0E-4
0.125	1.0E+0	-	-	1.0E+0	2.2E-4	5.2E-4
0.25	1.0E+0	-	-	9.9E-1	4.1E-4	1.0E-3
0.375	9.9E-1	-	-	9.8E-1	5.0E-4	1.2E-3
0.5	9.7E-1	-	-	9.6E-1	5.4E-4	1.4E-3
0.625	9.4E-1	-	-	9.3E-1	5.6E-4	1.4E-3
0.75	8.9E-1	-	-	8.9E-1	5.6E-4	1.4E-3
0.875	8.4E-1	-	-	8.4E-1	5.6E-4	1.4E-3
1	7.8E-1	2.7E-3	2.1E-1	7.8E-1	5.6E-4	1.4E-3
1.125	7.2E-1	-	-	7.1E-1	5.6E-4	1.4E-3
1.25	6.6E-1	-	-	6.5E-1	5.6E-4	1.4E-3
1.375	5.9E-1	-	-	5.9E-1	5.5E-4	1.4E-3
1.5	5.3E-1	-	-	5.2E-1	5.5E-4	1.4E-3
1.625	4.7E-1	-	-	4.6E-1	5.5E-4	1.4E-3
1.75	4.1E-1	-	-	4.1E-1	5.4E-4	1.4E-3
1.875	3.6E-1	-	-	3.6E-1	5.4E-4	1.4E-3
2	3.2E-1	4.9E-4	4.7E-1	3.1E-1	5.4E-4	1.4E-3
2.25	2.4E-1	-	-	2.3E-1	5.3E-4	1.4E-3
2.5	1.7E-1	-	-	1.7E-1	5.3E-4	1.3E-3
2.75	1.3E-1	-	-	1.2E-1	5.2E-4	1.3E-3
3	9.2E-2	3.9E-4	2.2E-1	8.6E-2	5.1E-4	1.3E-3
3.25	6.6E-2	-	-	6.0E-2	5.1E-4	1.3E-3
3.5	4.8E-2	-	-	4.2E-2	5.0E-4	1.2E-3
3.75	3.5E-2	-	-	2.9E-2	5.0E-4	1.2E-3
4	2.5E-2	3.2E-4	6.6E-2	2.0E-2	4.9E-4	1.2E-3
4.25	1.9E-2	-	-	1.4E-2	4.9E-4	1.2E-3
4.5	1.5E-2	-	-	9.2E-3	4.8E-4	1.2E-3
4.75	1.1E-2	-	-	6.3E-3	4.8E-4	1.1E-3
5	9.4E-3	2.8E-4	1.6E-2	4.2E-3	4.8E-4	1.1E-3
5.5	6.9E-3	-	-	2.0E-3	4.7E-4	1.1E-3
6	5.8E-3	2.5E-4	3.3E-3	9.3E-4	4.6E-4	1.0E-3
6.5	5.2E-3	-	-	4.8E-4	4.5E-4	1.0E-3
7	4.8E-3	2.2E-4	6.9E-4	2.8E-4	4.4E-4	9.7E-4
7.5	4.6E-3	-	-	1.9E-4	4.3E-4	9.3E-4
8	4.5E-3	2.0E-4	1.7E-4	1.5E-4	4.3E-4	9.0E-4
8.5	4.3E-3	-	-	1.3E-4	4.2E-4	8.7E-4
9	4.2E-3	1.8E-4	6.5E-5	1.2E-4	4.1E-4	8.4E-4
9.5	4.1E-3	-	-	1.2E-4	4.1E-4	8.1E-4
10	4.0E-3	1.7E-4	4.4E-5	1.1E-4	4.0E-4	7.8E-4
11	3.8E-3	1.5E-4	3.8E-5	1.0E-4	3.9E-4	7.3E-4
12	3.6E-3	1.4E-4	3.4E-5	9.7E-5	3.7E-4	6.8E-4
13	3.5E-3	1.3E-4	3.1E-5	9.2E-5	3.6E-4	6.4E-4
14	3.3E-3	1.2E-4	2.9E-5	8.6E-5	3.5E-4	6.0E-4
15	3.2E-3	1.1E-4	2.7E-5	8.2E-5	3.4E-4	5.6E-4
