Radionuclide	Ca-47
Route of Intake	Injection
Material	Injection, fA=0.4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
0.041667	9.9E-1	-	-	5.8E-2	1.5E-1
0.083333	9.7E-1	-	-	5.3E-2	2.0E-1
0.125	9.6E-1	-	-	5.1E-2	2.3E-1
0.25	9.3E-1	-	-	5.1E-2	2.6E-1
0.375	9.0E-1	-	-	5.3E-2	2.8E-1
0.5	8.7E-1	-	-	5.5E-2	3.0E-1
0.625	8.5E-1	-	-	5.6E-2	3.1E-1
0.75	8.2E-1	-	-	5.6E-2	3.1E-1
0.875	8.0E-1	-	-	5.5E-2	3.1E-1
1	7.8E-1	6.9E-2	1.0E-2	5.4E-2	3.1E-1
1.125	7.6E-1	-	-	5.3E-2	3.1E-1
1.25	7.4E-1	-	-	5.1E-2	3.1E-1
1.375	7.2E-1	-	-	5.0E-2	3.0E-1
1.5	7.0E-1	-	-	4.8E-2	3.0E-1
1.625	6.8E-1	-	-	4.6E-2	3.0E-1
1.75	6.6E-1	-	-	4.3E-2	2.9E-1
1.875	6.4E-1	-	-	4.1E-2	2.8E-1
2	6.2E-1	2.4E-2	2.3E-2	3.9E-2	2.8E-1
2.25	5.9E-1	-	-	3.6E-2	2.6E-1
2.5	5.6E-1	-	-	3.2E-2	2.5E-1
2.75	5.3E-1	-	-	2.9E-2	2.4E-1
3	5.0E-1	1.5E-2	1.8E-2	2.6E-2	2.3E-1
3.25	4.7E-1	-	-	2.4E-2	2.2E-1
3.5	4.5E-1	-	-	2.2E-2	2.1E-1
3.75	4.3E-1	-	-	2.0E-2	2.0E-1
4	4.1E-1	1.1E-2	1.2E-2	1.8E-2	1.9E-1
4.25	3.9E-1	-	-	1.7E-2	1.8E-1
4.5	3.7E-1	-	-	1.6E-2	1.7E-1
4.75	3.5E-1	-	-	1.5E-2	1.6E-1
5	3.3E-1	7.9E-3	7.9E-3	1.4E-2	1.6E-1
5.5	3.0E-1	-	-	1.2E-2	1.4E-1
6	2.7E-1	5.9E-3	5.6E-3	1.0E-2	1.3E-1
6.5	2.5E-1	-	-	9.0E-3	1.2E-1
7	2.3E-1	4.5E-3	4.1E-3	7.9E-3	1.1E-1
7.5	2.1E-1	-	-	6.9E-3	1.0E-1
8	1.9E-1	3.5E-3	3.1E-3	6.1E-3	9.6E-2
8.5	1.7E-1	-	-	5.4E-3	8.9E-2
9	1.6E-1	2.7E-3	2.4E-3	4.8E-3	8.2E-2
9.5	1.4E-1	-	-	4.2E-3	7.6E-2
10	1.3E-1	2.1E-3	1.8E-3	3.8E-3	7.1E-2
11	1.1E-1	1.7E-3	1.4E-3	3.0E-3	6.1E-2
12	9.1E-2	1.3E-3	1.1E-3	2.4E-3	5.2E-2
13	7.6E-2	1.0E-3	8.8E-4	1.9E-3	4.5E-2
14	6.4E-2	8.3E-4	7.0E-4	1.5E-3	3.9E-2
15	5.4E-2	6.6E-4	5.5E-4	1.2E-3	3.4E-2
16	4.5E-2	5.3E-4	4.4E-4	9.5E-4	2.9E-2
17	3.8E-2	4.2E-4	3.5E-4	7.6E-4	2.5E-2
18	3.2E-2	3.4E-4	2.8E-4	6.1E-4	2.2E-2
19	2.7E-2	2.7E-4	2.2E-4	4.9E-4	1.9E-2
20	2.3E-2	2.2E-4	1.8E-4	3.9E-4	1.6E-2
21	1.9E-2	1.7E-4	1.4E-4	3.1E-4	1.4E-2
22	1.6E-2	1.4E-4	1.1E-4	2.5E-4	1.2E-2
23	1.4E-2	1.1E-4	9.2E-5	2.0E-4	1.0E-2
24	1.2E-2	9.0E-5	7.4E-5	1.6E-4	8.8E-3
25	9.8E-3	7.2E-5	5.9E-5	1.3E-4	7.6E-3
26	8.3E-3	5.8E-5	4.8E-5	1.0E-4	6.6E-3
27	7.1E-3	4.7E-5	3.8E-5	8.4E-5	5.6E-3
28	6.0E-3	3.7E-5	3.1E-5	6.7E-5	4.8E-3
29	5.1E-3	3.0E-5	2.5E-5	5.4E-5	4.2E-3
30	4.3E-3	2.4E-5	2.0E-5	4.4E-5	3.6E-3
31	3.7E-3	2.0E-5	1.6E-5	3.5E-5	3.1E-3
32	3.1E-3	1.6E-5	1.3E-5	2.8E-5	2.6E-3
33	2.7E-3	1.3E-5	1.0E-5	2.3E-5	2.3E-3
34	2.3E-3	1.0E-5	8.4E-6	1.8E-5	2.0E-3
35	1.9E-3	8.3E-6	6.8E-6	1.5E-5	1.7E-3
36	1.6E-3	6.7E-6	5.5E-6	1.2E-5	1.4E-3
37	1.4E-3	5.4E-6	4.4E-6	9.7E-6	1.2E-3
38	1.2E-3	4.4E-6	3.6E-6	7.8E-6	1.1E-3
39	1.0E-3	3.6E-6	2.9E-6	6.3E-6	9.1E-4
40	8.7E-4	2.9E-6	2.3E-6	5.1E-6	7.8E-4
41	7.4E-4	2.3E-6	1.9E-6	4.2E-6	6.7E-4
42	6.3E-4	1.9E-6	1.5E-6	3.4E-6	5.8E-4
43	5.4E-4	1.5E-6	1.3E-6	2.7E-6	4.9E-4
44	4.6E-4	1.3E-6	1.0E-6	2.2E-6	4.2E-4
45	3.9E-4	1.0E-6	8.3E-7	1.8E-6	3.6E-4
46	3.4E-4	8.3E-7	6.7E-7	1.5E-6	3.1E-4
47	2.9E-4	6.8E-7	5.5E-7	1.2E-6	2.7E-4
48	2.5E-4	5.5E-7	4.5E-7	9.8E-7	2.3E-4
49	2.1E-4	4.5E-7	3.6E-7	8.0E-7	2.0E-4
50	1.8E-4	3.7E-7	3.0E-7	6.5E-7	1.7E-4
51	1.5E-4	3.0E-7	2.4E-7	5.3E-7	1.4E-4
52	1.3E-4	2.5E-7	2.0E-7	4.3E-7	1.2E-4
53	1.1E-4	2.0E-7	1.6E-7	3.6E-7	1.1E-4
54	9.6E-5	1.7E-7	1.3E-7	2.9E-7	9.1E-5
55	8.2E-5	1.4E-7	1.1E-7	2.4E-7	7.8E-5
56	7.0E-5	1.1E-7	9.0E-8	2.0E-7	6.7E-5
57	6.0E-5	9.3E-8	7.4E-8	1.6E-7	5.8E-5
58	5.2E-5	7.6E-8	6.1E-8	1.3E-7	4.9E-5
59	4.4E-5	6.3E-8	5.0E-8	1.1E-7	4.2E-5
60	3.8E-5	5.2E-8	4.1E-8	9.1E-8	3.6E-5
61	3.2E-5	4.3E-8	3.4E-8	7.5E-8	3.1E-5
62	2.8E-5	3.6E-8	2.8E-8	6.2E-8	2.7E-5
63	2.4E-5	3.0E-8	2.3E-8	5.1E-8	2.3E-5
64	2.0E-5	2.5E-8	1.9E-8	4.2E-8	2.0E-5
65	1.7E-5	2.0E-8	1.6E-8	3.5E-8	1.7E-5
66	1.5E-5	1.7E-8	1.3E-8	2.9E-8	1.4E-5
67	1.3E-5	1.4E-8	1.1E-8	2.4E-8	1.2E-5
68	1.1E-5	1.2E-8	9.2E-9	2.0E-8	1.1E-5
69	9.4E-6	9.8E-9	7.7E-9	1.7E-8	9.1E-6
70	8.0E-6	8.2E-9	6.4E-9	1.4E-8	7.8E-6
71	6.9E-6	6.9E-9	5.4E-9	1.2E-8	6.7E-6
72	5.9E-6	5.7E-9	4.5E-9	9.8E-9	5.7E-6
73	5.1E-6	4.8E-9	3.7E-9	8.2E-9	4.9E-6
74	4.3E-6	4.0E-9	3.1E-9	6.9E-9	4.2E-6
75	3.7E-6	3.4E-9	2.6E-9	5.8E-9	3.6E-6
76	3.2E-6	2.8E-9	2.2E-9	4.8E-9	3.1E-6
77	2.7E-6	2.4E-9	1.8E-9	4.1E-9	2.7E-6
78	2.3E-6	2.0E-9	1.6E-9	3.4E-9	2.3E-6
79	2.0E-6	1.7E-9	1.3E-9	2.9E-9	2.0E-6
80	1.7E-6	1.4E-9	1.1E-9	2.4E-9	1.7E-6
81	1.5E-6	1.2E-9	9.3E-10	2.0E-9	1.4E-6
82	1.3E-6	1.0E-9	7.8E-10	1.7E-9	1.2E-6
83	1.1E-6	8.6E-10	6.6E-10	1.4E-9	1.1E-6
84	9.3E-7	7.2E-10	5.6E-10	1.2E-9	9.1E-7
85	7.9E-7	6.1E-10	4.7E-10	1.0E-9	7.8E-7
86	6.8E-7	5.2E-10	4.0E-10	8.7E-10	6.7E-7
87	5.8E-7	4.4E-10	3.4E-10	7.4E-10	5.7E-7
88	5.0E-7	3.7E-10	2.8E-10	6.3E-10	4.9E-7
89	4.3E-7	3.1E-10	2.4E-10	5.3E-10	4.2E-7
90	3.7E-7	2.7E-10	2.0E-10	3.5E-10	3.6E-7
91	3.1E-7	2.3E-10	1.7E-10	1.2E-10	3.1E-7
92	2.7E-7	1.9E-10	1.5E-10	1.1E-10	2.7E-7
93	2.3E-7	1.6E-10	1.2E-10	-	2.3E-7
94	2.0E-7	1.4E-10	1.1E-10	-	1.9E-7
95	1.7E-7	1.2E-10	-	-	1.7E-7
96	1.5E-7	-	-	-	1.4E-7
97	1.2E-7	-	-	-	1.2E-7
98	1.1E-7	-	-	-	1.1E-7
99	9.2E-8	-	-	-	9.0E-8
100	7.9E-8	-	-	-	7.7E-8
110	1.7E-8	-	-	-	1.6E-8
120	3.6E-9	-	-	-	3.5E-9
130	7.8E-10	-	-	-	7.6E-10
140	1.7E-10	-	-	-	-
