Radionuclide	Ca-47
Route of Intake	Ingestion
Material	All unspecified forms, fA=0.4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
0.041667	9.9E-1	-	-	9.5E-1	4.9E-3
0.083333	9.9E-1	-	-	8.7E-1	1.8E-2
0.125	9.8E-1	-	-	7.9E-1	3.3E-2
0.25	9.5E-1	-	-	6.5E-1	7.4E-2
0.375	9.2E-1	-	-	5.9E-1	9.6E-2
0.5	8.9E-1	-	-	5.6E-1	1.1E-1
0.625	8.5E-1	-	-	5.3E-1	1.1E-1
0.75	8.0E-1	-	-	4.9E-1	1.2E-1
0.875	7.5E-1	-	-	4.5E-1	1.2E-1
1	7.0E-1	2.5E-2	1.3E-1	4.1E-1	1.2E-1
1.125	6.5E-1	-	-	3.7E-1	1.2E-1
1.25	6.1E-1	-	-	3.3E-1	1.2E-1
1.375	5.6E-1	-	-	2.9E-1	1.2E-1
1.5	5.2E-1	-	-	2.6E-1	1.2E-1
1.625	4.8E-1	-	-	2.2E-1	1.2E-1
1.75	4.4E-1	-	-	1.9E-1	1.2E-1
1.875	4.1E-1	-	-	1.7E-1	1.1E-1
2	3.8E-1	1.0E-2	2.2E-1	1.4E-1	1.1E-1
2.25	3.3E-1	-	-	1.0E-1	1.1E-1
2.5	2.9E-1	-	-	7.6E-2	1.0E-1
2.75	2.6E-1	-	-	5.5E-2	9.7E-2
3	2.3E-1	6.4E-3	8.7E-2	4.0E-2	9.2E-2
3.25	2.1E-1	-	-	3.0E-2	8.8E-2
3.5	1.9E-1	-	-	2.2E-2	8.4E-2
3.75	1.8E-1	-	-	1.7E-2	8.0E-2
4	1.7E-1	4.4E-3	2.4E-2	1.3E-2	7.6E-2
4.25	1.6E-1	-	-	1.1E-2	7.2E-2
4.5	1.5E-1	-	-	8.9E-3	6.9E-2
4.75	1.4E-1	-	-	7.5E-3	6.6E-2
5	1.4E-1	3.2E-3	7.2E-3	6.5E-3	6.3E-2
5.5	1.2E-1	-	-	5.2E-3	5.8E-2
6	1.1E-1	2.4E-3	3.0E-3	4.3E-3	5.3E-2
6.5	1.0E-1	-	-	3.7E-3	4.9E-2
7	9.1E-2	1.8E-3	1.8E-3	3.2E-3	4.5E-2
7.5	8.3E-2	-	-	2.8E-3	4.1E-2
8	7.6E-2	1.4E-3	1.3E-3	2.5E-3	3.8E-2
8.5	6.9E-2	-	-	2.2E-3	3.5E-2
9	6.3E-2	1.1E-3	9.6E-4	1.9E-3	3.3E-2
9.5	5.7E-2	-	-	1.7E-3	3.0E-2
10	5.2E-2	8.6E-4	7.4E-4	1.5E-3	2.8E-2
11	4.4E-2	6.7E-4	5.8E-4	1.2E-3	2.4E-2
12	3.7E-2	5.3E-4	4.5E-4	9.5E-4	2.1E-2
13	3.1E-2	4.2E-4	3.6E-4	7.6E-4	1.8E-2
14	2.6E-2	3.4E-4	2.8E-4	6.0E-4	1.6E-2
15	2.2E-2	2.7E-4	2.2E-4	4.8E-4	1.3E-2
16	1.8E-2	2.1E-4	1.8E-4	3.8E-4	1.2E-2
17	1.5E-2	1.7E-4	1.4E-4	3.1E-4	1.0E-2
18	1.3E-2	1.4E-4	1.1E-4	2.5E-4	8.7E-3
19	1.1E-2	1.1E-4	9.0E-5	2.0E-4	7.5E-3
20	9.1E-3	8.7E-5	7.2E-5	1.6E-4	6.4E-3
21	7.7E-3	7.0E-5	5.8E-5	1.3E-4	5.5E-3
22	6.5E-3	5.6E-5	4.6E-5	1.0E-4	4.8E-3
23	5.5E-3	4.5E-5	3.7E-5	8.1E-5	4.1E-3
24	4.6E-3	3.6E-5	3.0E-5	6.5E-5	3.5E-3
25	3.9E-3	2.9E-5	2.4E-5	5.2E-5	3.0E-3
26	3.3E-3	2.3E-5	1.9E-5	4.2E-5	2.6E-3
27	2.8E-3	1.9E-5	1.5E-5	3.4E-5	2.3E-3
28	2.4E-3	1.5E-5	1.2E-5	2.7E-5	1.9E-3
29	2.0E-3	1.2E-5	1.0E-5	2.2E-5	1.7E-3
30	1.7E-3	9.8E-6	8.1E-6	1.8E-5	1.4E-3
31	1.5E-3	7.9E-6	6.5E-6	1.4E-5	1.2E-3
32	1.2E-3	6.4E-6	5.2E-6	1.1E-5	1.1E-3
33	1.1E-3	5.1E-6	4.2E-6	9.2E-6	9.1E-4
34	9.1E-4	4.1E-6	3.4E-6	7.4E-6	7.8E-4
35	7.7E-4	3.3E-6	2.7E-6	6.0E-6	6.7E-4
36	6.6E-4	2.7E-6	2.2E-6	4.8E-6	5.8E-4
37	5.6E-4	2.2E-6	1.8E-6	3.9E-6	4.9E-4
38	4.8E-4	1.8E-6	1.4E-6	3.2E-6	4.2E-4
39	4.1E-4	1.4E-6	1.2E-6	2.6E-6	3.6E-4
40	3.5E-4	1.2E-6	9.5E-7	2.1E-6	3.1E-4
41	3.0E-4	9.4E-7	7.7E-7	1.7E-6	2.7E-4
42	2.5E-4	7.6E-7	6.2E-7	1.4E-6	2.3E-4
43	2.2E-4	6.2E-7	5.0E-7	1.1E-6	2.0E-4
44	1.8E-4	5.0E-7	4.1E-7	9.0E-7	1.7E-4
45	1.6E-4	4.1E-7	3.3E-7	7.3E-7	1.5E-4
46	1.3E-4	3.3E-7	2.7E-7	5.9E-7	1.2E-4
47	1.2E-4	2.7E-7	2.2E-7	4.8E-7	1.1E-4
48	9.8E-5	2.2E-7	1.8E-7	3.9E-7	9.2E-5
49	8.4E-5	1.8E-7	1.5E-7	3.2E-7	7.9E-5
50	7.2E-5	1.5E-7	1.2E-7	2.6E-7	6.8E-5
51	6.1E-5	1.2E-7	9.8E-8	2.1E-7	5.8E-5
