Radionuclide	Ca-47
Route of Intake	Ingestion
Material	All unspecified forms, fA=0.4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
52	5.3E-5	9.9E-8	8.0E-8	1.7E-7	5.0E-5
53	4.5E-5	8.2E-8	6.5E-8	1.4E-7	4.3E-5
54	3.8E-5	6.7E-8	5.4E-8	1.2E-7	3.7E-5
55	3.3E-5	5.5E-8	4.4E-8	9.6E-8	3.1E-5
56	2.8E-5	4.5E-8	3.6E-8	7.9E-8	2.7E-5
57	2.4E-5	3.7E-8	3.0E-8	6.5E-8	2.3E-5
58	2.1E-5	3.1E-8	2.4E-8	5.4E-8	2.0E-5
59	1.8E-5	2.5E-8	2.0E-8	4.4E-8	1.7E-5
60	1.5E-5	2.1E-8	1.7E-8	3.6E-8	1.5E-5
61	1.3E-5	1.7E-8	1.4E-8	3.0E-8	1.2E-5
62	1.1E-5	1.4E-8	1.1E-8	2.5E-8	1.1E-5
63	9.5E-6	1.2E-8	9.4E-9	2.1E-8	9.2E-6
64	8.1E-6	9.9E-9	7.8E-9	1.7E-8	7.9E-6
65	7.0E-6	8.2E-9	6.5E-9	1.4E-8	6.7E-6
66	6.0E-6	6.8E-9	5.4E-9	1.2E-8	5.8E-6
67	5.1E-6	5.7E-9	4.5E-9	9.8E-9	5.0E-6
68	4.4E-6	4.7E-9	3.7E-9	8.1E-9	4.3E-6
69	3.8E-6	4.0E-9	3.1E-9	6.8E-9	3.6E-6
70	3.2E-6	3.3E-9	2.6E-9	5.7E-9	3.1E-6
71	2.8E-6	2.8E-9	2.1E-9	4.7E-9	2.7E-6
72	2.4E-6	2.3E-9	1.8E-9	3.9E-9	2.3E-6
73	2.0E-6	1.9E-9	1.5E-9	3.3E-9	2.0E-6
74	1.7E-6	1.6E-9	1.3E-9	2.8E-9	1.7E-6
75	1.5E-6	1.4E-9	1.1E-9	2.3E-9	1.4E-6
76	1.3E-6	1.1E-9	8.8E-10	1.9E-9	1.2E-6
77	1.1E-6	9.6E-10	7.4E-10	1.6E-9	1.1E-6
78	9.3E-7	8.1E-10	6.2E-10	1.4E-9	9.1E-7
79	8.0E-7	6.8E-10	5.2E-10	1.2E-9	7.8E-7
80	6.9E-7	5.7E-10	4.4E-10	9.7E-10	6.7E-7
81	5.9E-7	4.8E-10	3.7E-10	8.2E-10	5.8E-7
82	5.0E-7	4.1E-10	3.1E-10	6.9E-10	4.9E-7
83	4.3E-7	3.4E-10	2.6E-10	5.8E-10	4.2E-7
84	3.7E-7	2.9E-10	2.2E-10	4.9E-10	3.6E-7
85	3.2E-7	2.5E-10	1.9E-10	1.4E-10	3.1E-7
86	2.7E-7	2.1E-10	1.6E-10	1.2E-10	2.7E-7
87	2.3E-7	1.8E-10	1.3E-10	-	2.3E-7
88	2.0E-7	1.5E-10	1.1E-10	-	2.0E-7
89	1.7E-7	1.3E-10	-	-	1.7E-7
90	1.5E-7	1.1E-10	-	-	1.4E-7
91	1.3E-7	-	-	-	1.2E-7
92	1.1E-7	-	-	-	1.1E-7
93	9.3E-8	-	-	-	9.1E-8
94	7.9E-8	-	-	-	7.8E-8
95	6.8E-8	-	-	-	6.7E-8
96	5.8E-8	-	-	-	5.7E-8
97	5.0E-8	-	-	-	4.9E-8
98	4.3E-8	-	-	-	4.2E-8
99	3.7E-8	-	-	-	3.6E-8
100	3.1E-8	-	-	-	3.1E-8
110	6.8E-9	-	-	-	6.6E-9
120	1.5E-9	-	-	-	1.4E-9
130	3.1E-10	-	-	-	3.0E-10
