Radionuclide	Sr-82
Route of Intake	Ingestion
Material	Strontium titanate, fA=1E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
69	3.0E-4	7.4E-7	2.3E-7	5.9E-7	2.8E-4
70	2.9E-4	7.0E-7	2.2E-7	5.5E-7	2.8E-4
71	2.8E-4	6.7E-7	2.1E-7	5.3E-7	2.7E-4
72	2.7E-4	6.3E-7	2.0E-7	5.0E-7	2.6E-4
73	2.6E-4	6.0E-7	1.9E-7	4.7E-7	2.5E-4
74	2.5E-4	5.7E-7	1.8E-7	4.5E-7	2.5E-4
75	2.5E-4	5.5E-7	1.7E-7	4.3E-7	2.4E-4
76	2.4E-4	5.2E-7	1.6E-7	4.0E-7	2.3E-4
77	2.3E-4	4.9E-7	1.5E-7	3.8E-7	2.3E-4
78	2.3E-4	4.7E-7	1.5E-7	3.7E-7	2.2E-4
79	2.2E-4	4.5E-7	1.4E-7	3.5E-7	2.1E-4
80	2.1E-4	4.3E-7	1.3E-7	3.3E-7	2.1E-4
81	2.1E-4	4.1E-7	1.3E-7	3.2E-7	2.0E-4
82	2.0E-4	3.9E-7	1.2E-7	3.0E-7	1.9E-4
83	1.9E-4	3.8E-7	1.2E-7	2.9E-7	1.9E-4
84	1.9E-4	3.6E-7	1.1E-7	2.8E-7	1.8E-4
85	1.8E-4	3.4E-7	1.1E-7	2.7E-7	1.8E-4
86	1.8E-4	3.3E-7	1.0E-7	2.5E-7	1.7E-4
87	1.7E-4	3.2E-7	9.8E-8	2.4E-7	1.7E-4
88	1.7E-4	3.0E-7	9.4E-8	2.3E-7	1.6E-4
89	1.6E-4	2.9E-7	9.0E-8	2.2E-7	1.6E-4
90	1.6E-4	2.8E-7	8.7E-8	2.1E-7	1.5E-4
91	1.5E-4	2.7E-7	8.3E-8	2.1E-7	1.5E-4
92	1.5E-4	2.6E-7	8.0E-8	2.0E-7	1.5E-4
93	1.4E-4	2.5E-7	7.7E-8	1.9E-7	1.4E-4
94	1.4E-4	2.4E-7	7.4E-8	1.8E-7	1.4E-4
95	1.4E-4	2.3E-7	7.1E-8	1.8E-7	1.3E-4
96	1.3E-4	2.2E-7	6.8E-8	1.7E-7	1.3E-4
97	1.3E-4	2.1E-7	6.5E-8	1.6E-7	1.3E-4
98	1.2E-4	2.0E-7	6.3E-8	1.6E-7	1.2E-4
99	1.2E-4	2.0E-7	6.1E-8	1.5E-7	1.2E-4
100	1.2E-4	1.9E-7	5.8E-8	1.4E-7	1.1E-4
110	8.8E-5	1.3E-7	4.0E-8	1.0E-7	8.6E-5
120	6.5E-5	9.2E-8	2.8E-8	7.1E-8	6.4E-5
130	4.9E-5	6.5E-8	2.0E-8	5.0E-8	4.8E-5
140	3.7E-5	4.7E-8	1.4E-8	3.6E-8	3.6E-5
150	2.7E-5	3.3E-8	1.0E-8	2.6E-8	2.7E-5
160	2.1E-5	2.4E-8	7.3E-9	1.9E-8	2.0E-5
170	1.5E-5	1.7E-8	5.2E-9	1.4E-8	1.5E-5
180	1.2E-5	1.2E-8	3.7E-9	9.8E-9	1.1E-5
190	8.7E-6	8.7E-9	2.7E-9	7.1E-9	8.5E-6
200	6.5E-6	6.2E-9	1.9E-9	5.1E-9	6.4E-6
210	4.9E-6	4.5E-9	1.4E-9	3.7E-9	4.8E-6
220	3.7E-6	3.2E-9	9.9E-10	2.7E-9	3.6E-6
230	2.8E-6	2.3E-9	7.1E-10	2.0E-9	2.7E-6
240	2.1E-6	1.7E-9	5.1E-10	1.4E-9	2.1E-6
250	1.6E-6	1.2E-9	3.7E-10	1.0E-9	1.5E-6
260	1.2E-6	8.6E-10	2.6E-10	7.5E-10	1.2E-6
270	8.9E-7	6.2E-10	1.9E-10	2.6E-10	8.8E-7
280	6.7E-7	4.5E-10	1.4E-10	2.0E-10	6.6E-7
290	5.1E-7	3.2E-10	-	1.4E-10	5.0E-7
300	3.8E-7	2.3E-10	-	1.1E-10	3.8E-7
310	2.9E-7	1.7E-10	-	-	2.9E-7
320	2.2E-7	1.2E-10	-	-	2.2E-7
330	1.6E-7	-	-	-	1.6E-7
340	1.2E-7	-	-	-	1.2E-7
350	9.4E-8	-	-	-	9.3E-8
360	7.1E-8	-	-	-	7.0E-8
365	6.2E-8	-	-	-	6.1E-8
370	5.4E-8	-	-	-	5.3E-8
380	4.1E-8	-	-	-	4.0E-8
390	3.1E-8	-	-	-	3.0E-8
400	2.3E-8	-	-	-	2.3E-8
410	1.8E-8	-	-	-	1.7E-8
420	1.3E-8	-	-	-	1.3E-8
430	1.0E-8	-	-	-	1.0E-8
440	7.7E-9	-	-	-	7.6E-9
450	5.8E-9	-	-	-	5.7E-9
460	4.4E-9	-	-	-	4.3E-9
470	3.3E-9	-	-	-	3.3E-9
480	2.5E-9	-	-	-	2.5E-9
490	1.9E-9	-	-	-	1.9E-9
500	1.4E-9	-	-	-	1.4E-9
510	1.1E-9	-	-	-	1.1E-9
520	8.3E-10	-	-	-	8.2E-10
530	6.3E-10	-	-	-	6.2E-10
540	4.8E-10	-	-	-	4.7E-10
550	3.6E-10	-	-	-	3.6E-10
560	2.7E-10	-	-	-	2.7E-10
570	2.1E-10	-	-	-	2.1E-10
580	1.6E-10	-	-	-	-
590	1.2E-10	-	-	-	-
