Radionuclide	W-190
Route of Intake	Injection
Material	Injection, fA=0.5
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Skeleton*	Liver*
0.041667	2.3E-1	1.4E-2	1.6E-2	1.7E-2
0.083333	5.2E-2	3.2E-3	4.0E-3	3.2E-3
0.125	1.1E-2	7.8E-4	1.0E-3	7.0E-4
0.25	1.2E-4	1.2E-5	1.6E-5	9.7E-6
0.375	1.4E-6	1.9E-7	2.5E-7	1.5E-7
0.5	1.7E-8	2.9E-9	3.8E-9	2.2E-9
0.625	2.3E-10	-	-	-
