Radionuclide	Al-26
Route of Intake	Inhalation
Material	Aerosols Type F, fA=3E-3
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*
0.041667	9.2E-1	-	-	1.7E-1	1.6E-1	1.8E-2
0.083333	8.7E-1	-	-	1.9E-1	5.8E-2	1.6E-2
0.125	8.1E-1	-	-	2.0E-1	2.5E-2	1.2E-2
0.25	6.7E-1	-	-	2.2E-1	4.7E-3	6.6E-3
0.375	6.0E-1	-	-	2.5E-1	2.8E-3	6.0E-3
0.5	5.6E-1	-	-	2.6E-1	2.4E-3	6.0E-3
0.625	5.4E-1	-	-	2.7E-1	2.3E-3	6.1E-3
0.75	5.2E-1	-	-	2.7E-1	2.2E-3	6.2E-3
0.875	4.9E-1	-	-	2.7E-1	2.1E-3	6.2E-3
1	4.7E-1	3.5E-1	4.6E-2	2.6E-1	2.0E-3	6.3E-3
1.125	4.4E-1	-	-	2.5E-1	1.9E-3	6.4E-3
1.25	4.2E-1	-	-	2.3E-1	1.8E-3	6.5E-3
1.375	3.9E-1	-	-	2.2E-1	1.7E-3	6.5E-3
1.5	3.7E-1	-	-	2.0E-1	1.7E-3	6.6E-3
1.625	3.4E-1	-	-	1.9E-1	1.6E-3	6.7E-3
1.75	3.2E-1	-	-	1.7E-1	1.6E-3	6.7E-3
1.875	3.0E-1	-	-	1.5E-1	1.5E-3	6.8E-3
2	2.8E-1	4.2E-2	1.4E-1	1.4E-1	1.4E-3	6.8E-3
2.25	2.4E-1	-	-	1.1E-1	1.4E-3	7.0E-3
2.5	2.1E-1	-	-	8.4E-2	1.3E-3	7.1E-3
2.75	1.8E-1	-	-	6.5E-2	1.2E-3	7.1E-3
3	1.6E-1	2.8E-2	9.1E-2	4.9E-2	1.1E-3	7.2E-3
3.25	1.4E-1	-	-	3.6E-2	1.0E-3	7.3E-3
3.5	1.2E-1	-	-	2.7E-2	9.8E-4	7.4E-3
3.75	1.1E-1	-	-	2.0E-2	9.3E-4	7.4E-3
4	1.0E-1	2.0E-2	3.4E-2	1.5E-2	8.7E-4	7.5E-3
4.25	9.4E-2	-	-	1.1E-2	8.3E-4	7.6E-3
4.5	8.8E-2	-	-	8.2E-3	7.8E-4	7.6E-3
4.75	8.2E-2	-	-	6.2E-3	7.4E-4	7.7E-3
5	7.8E-2	1.4E-2	1.0E-2	4.7E-3	7.0E-4	7.7E-3
5.5	7.1E-2	-	-	3.0E-3	6.4E-4	7.8E-3
6	6.5E-2	1.0E-2	2.6E-3	2.1E-3	5.8E-4	7.8E-3
6.5	6.1E-2	-	-	1.6E-3	5.3E-4	7.9E-3
7	5.7E-2	7.4E-3	7.2E-4	1.3E-3	4.9E-4	7.9E-3
7.5	5.4E-2	-	-	1.1E-3	4.6E-4	8.0E-3
8	5.1E-2	5.4E-3	2.5E-4	1.0E-3	4.3E-4	8.0E-3
8.5	4.9E-2	-	-	9.5E-4	4.0E-4	8.0E-3
9	4.7E-2	3.9E-3	1.3E-4	8.9E-4	3.8E-4	8.1E-3
9.5	4.6E-2	-	-	8.4E-4	3.6E-4	8.1E-3
10	4.4E-2	2.8E-3	8.1E-5	8.0E-4	3.5E-4	8.1E-3
11	4.2E-2	2.0E-3	5.6E-5	7.3E-4	3.2E-4	8.1E-3
12	4.1E-2	1.5E-3	4.0E-5	6.8E-4	3.1E-4	8.2E-3
13	4.0E-2	1.1E-3	2.9E-5	6.5E-4	3.0E-4	8.2E-3
14	3.9E-2	7.7E-4	2.1E-5	6.3E-4	2.9E-4	8.2E-3
15	3.8E-2	5.6E-4	1.5E-5	6.1E-4	2.8E-4	8.2E-3
16	3.8E-2	4.1E-4	1.1E-5	6.0E-4	2.8E-4	8.2E-3
17	3.8E-2	3.0E-4	8.1E-6	5.9E-4	2.8E-4	8.2E-3
18	3.7E-2	2.2E-4	5.9E-6	5.8E-4	2.7E-4	8.2E-3
19	3.7E-2	1.6E-4	4.3E-6	5.8E-4	2.7E-4	8.2E-3
20	3.7E-2	1.2E-4	3.1E-6	5.7E-4	2.7E-4	8.2E-3
21	3.7E-2	8.6E-5	2.3E-6	5.7E-4	2.7E-4	8.2E-3
22	3.7E-2	6.5E-5	1.7E-6	5.7E-4	2.7E-4	8.2E-3
23	3.7E-2	4.9E-5	1.3E-6	5.7E-4	2.7E-4	8.2E-3
24	3.7E-2	3.8E-5	9.5E-7	5.7E-4	2.7E-4	8.2E-3
25	3.7E-2	3.0E-5	7.3E-7	5.7E-4	2.8E-4	8.2E-3
26	3.7E-2	2.4E-5	5.6E-7	5.7E-4	2.8E-4	8.2E-3
27	3.7E-2	2.0E-5	4.5E-7	5.7E-4	2.8E-4	8.2E-3
28	3.7E-2	1.7E-5	3.7E-7	5.7E-4	2.8E-4	8.2E-3
29	3.7E-2	1.5E-5	3.1E-7	5.7E-4	2.8E-4	8.2E-3
30	3.7E-2	1.4E-5	2.7E-7	5.7E-4	2.8E-4	8.2E-3
31	3.7E-2	1.3E-5	2.4E-7	5.7E-4	2.8E-4	8.2E-3
32	3.7E-2	1.2E-5	2.2E-7	5.7E-4	2.8E-4	8.2E-3
33	3.7E-2	1.1E-5	2.0E-7	5.7E-4	2.8E-4	8.2E-3
34	3.7E-2	1.1E-5	1.9E-7	5.7E-4	2.8E-4	8.2E-3
35	3.7E-2	1.1E-5	1.9E-7	5.7E-4	2.8E-4	8.2E-3
36	3.7E-2	1.1E-5	1.9E-7	5.7E-4	2.8E-4	8.2E-3
37	3.7E-2	1.1E-5	1.8E-7	5.7E-4	2.8E-4	8.2E-3
38	3.7E-2	1.1E-5	1.8E-7	5.7E-4	2.8E-4	8.2E-3
39	3.7E-2	1.1E-5	1.8E-7	5.7E-4	2.8E-4	8.2E-3
40	3.7E-2	1.1E-5	1.8E-7	5.7E-4	2.8E-4	8.2E-3
41	3.7E-2	1.1E-5	1.9E-7	5.7E-4	2.8E-4	8.2E-3
42	3.7E-2	1.1E-5	1.9E-7	5.7E-4	2.8E-4	8.2E-3
43	3.7E-2	1.1E-5	1.9E-7	5.7E-4	2.8E-4	8.2E-3
44	3.7E-2	1.2E-5	1.9E-7	5.7E-4	2.8E-4	8.2E-3
45	3.7E-2	1.2E-5	1.9E-7	5.7E-4	2.9E-4	8.1E-3
46	3.7E-2	1.2E-5	1.9E-7	5.7E-4	2.9E-4	8.1E-3
47	3.7E-2	1.2E-5	2.0E-7	5.7E-4	2.9E-4	8.1E-3
48	3.7E-2	1.2E-5	2.0E-7	5.7E-4	2.9E-4	8.1E-3
49	3.7E-2	1.2E-5	2.0E-7	5.7E-4	2.9E-4	8.1E-3
50	3.7E-2	1.2E-5	2.0E-7	5.7E-4	2.9E-4	8.1E-3
51	3.7E-2	1.2E-5	2.0E-7	5.7E-4	2.9E-4	8.1E-3
52	3.7E-2	1.2E-5	2.0E-7	5.7E-4	2.9E-4	8.1E-3
53	3.7E-2	1.2E-5	2.1E-7	5.7E-4	2.9E-4	8.1E-3
54	3.7E-2	1.3E-5	2.1E-7	5.7E-4	2.9E-4	8.1E-3
55	3.7E-2	1.3E-5	2.1E-7	5.7E-4	2.9E-4	8.1E-3
56	3.7E-2	1.3E-5	2.1E-7	5.7E-4	2.9E-4	8.1E-3
57	3.7E-2	1.3E-5	2.1E-7	5.7E-4	2.9E-4	8.1E-3
58	3.6E-2	1.3E-5	2.1E-7	5.7E-4	2.9E-4	8.1E-3
59	3.6E-2	1.3E-5	2.1E-7	5.7E-4	2.9E-4	8.1E-3
60	3.6E-2	1.3E-5	2.1E-7	5.7E-4	2.9E-4	8.1E-3
61	3.6E-2	1.3E-5	2.2E-7	5.7E-4	2.9E-4	8.1E-3
62	3.6E-2	1.3E-5	2.2E-7	5.7E-4	2.9E-4	8.1E-3
63	3.6E-2	1.3E-5	2.2E-7	5.7E-4	2.9E-4	8.1E-3
64	3.6E-2	1.3E-5	2.2E-7	5.7E-4	2.9E-4	8.1E-3
65	3.6E-2	1.3E-5	2.2E-7	5.7E-4	2.9E-4	8.1E-3
66	3.6E-2	1.3E-5	2.2E-7	5.7E-4	2.9E-4	8.1E-3
67	3.6E-2	1.3E-5	2.2E-7	5.7E-4	2.9E-4	8.1E-3
68	3.6E-2	1.3E-5	2.2E-7	5.7E-4	2.9E-4	8.1E-3
69	3.6E-2	1.4E-5	2.2E-7	5.7E-4	2.9E-4	8.1E-3
70	3.6E-2	1.4E-5	2.2E-7	5.7E-4	2.9E-4	8.1E-3
71	3.6E-2	1.4E-5	2.3E-7	5.7E-4	2.9E-4	8.1E-3
72	3.6E-2	1.4E-5	2.3E-7	5.7E-4	2.9E-4	8.1E-3
73	3.6E-2	1.4E-5	2.3E-7	5.7E-4	2.9E-4	8.1E-3
74	3.6E-2	1.4E-5	2.3E-7	5.7E-4	2.9E-4	8.1E-3
75	3.6E-2	1.4E-5	2.3E-7	5.7E-4	2.9E-4	8.1E-3
76	3.6E-2	1.4E-5	2.3E-7	5.7E-4	2.9E-4	8.1E-3
77	3.6E-2	1.4E-5	2.3E-7	5.7E-4	2.9E-4	8.1E-3
78	3.6E-2	1.4E-5	2.3E-7	5.6E-4	2.9E-4	8.1E-3
79	3.6E-2	1.4E-5	2.3E-7	5.6E-4	2.9E-4	8.1E-3
80	3.6E-2	1.4E-5	2.3E-7	5.6E-4	2.9E-4	8.1E-3
81	3.6E-2	1.4E-5	2.3E-7	5.6E-4	2.9E-4	8.1E-3
82	3.6E-2	1.4E-5	2.3E-7	5.6E-4	2.9E-4	8.1E-3
83	3.6E-2	1.4E-5	2.3E-7	5.6E-4	2.9E-4	8.1E-3
84	3.6E-2	1.4E-5	2.3E-7	5.6E-4	2.9E-4	8.1E-3
85	3.6E-2	1.4E-5	2.3E-7	5.6E-4	2.9E-4	8.1E-3
86	3.6E-2	1.4E-5	2.3E-7	5.6E-4	2.9E-4	8.1E-3
87	3.6E-2	1.4E-5	2.3E-7	5.6E-4	2.9E-4	8.1E-3
88	3.6E-2	1.4E-5	2.3E-7	5.6E-4	2.9E-4	8.1E-3
89	3.6E-2	1.4E-5	2.3E-7	5.6E-4	2.9E-4	8.1E-3
90	3.6E-2	1.4E-5	2.4E-7	5.6E-4	2.9E-4	8.1E-3
91	3.6E-2	1.4E-5	2.4E-7	5.6E-4	2.9E-4	8.1E-3
92	3.6E-2	1.4E-5	2.4E-7	5.6E-4	2.9E-4	8.1E-3
93	3.6E-2	1.4E-5	2.4E-7	5.6E-4	2.9E-4	8.1E-3
94	3.6E-2	1.4E-5	2.4E-7	5.6E-4	2.9E-4	8.1E-3
95	3.6E-2	1.4E-5	2.4E-7	5.6E-4	2.9E-4	8.1E-3
96	3.6E-2	1.4E-5	2.4E-7	5.6E-4	2.9E-4	8.0E-3
97	3.6E-2	1.4E-5	2.4E-7	5.6E-4	2.9E-4	8.0E-3
98	3.6E-2	1.4E-5	2.4E-7	5.6E-4	2.9E-4	8.0E-3
99	3.6E-2	1.4E-5	2.4E-7	5.6E-4	2.9E-4	8.0E-3
100	3.6E-2	1.4E-5	2.4E-7	5.6E-4	2.9E-4	8.0E-3
110	3.6E-2	1.4E-5	2.4E-7	5.6E-4	2.9E-4	8.0E-3
120	3.6E-2	1.4E-5	2.4E-7	5.6E-4	2.9E-4	8.0E-3
130	3.5E-2	1.4E-5	2.4E-7	5.5E-4	2.9E-4	8.0E-3
140	3.5E-2	1.4E-5	2.4E-7	5.5E-4	2.8E-4	8.0E-3
150	3.5E-2	1.4E-5	2.4E-7	5.5E-4	2.8E-4	7.9E-3
160	3.5E-2	1.4E-5	2.4E-7	5.5E-4	2.8E-4	7.9E-3
170	3.5E-2	1.4E-5	2.4E-7	5.4E-4	2.8E-4	7.9E-3
180	3.5E-2	1.4E-5	2.4E-7	5.4E-4	2.8E-4	7.9E-3
190	3.5E-2	1.4E-5	2.4E-7	5.4E-4	2.8E-4	7.9E-3
200	3.4E-2	1.4E-5	2.4E-7	5.4E-4	2.8E-4	7.8E-3
210	3.4E-2	1.4E-5	2.3E-7	5.3E-4	2.8E-4	7.8E-3
220	3.4E-2	1.4E-5	2.3E-7	5.3E-4	2.7E-4	7.8E-3
230	3.4E-2	1.4E-5	2.3E-7	5.3E-4	2.7E-4	7.8E-3
240	3.4E-2	1.4E-5	2.3E-7	5.3E-4	2.7E-4	7.8E-3
250	3.4E-2	1.4E-5	2.3E-7	5.2E-4	2.7E-4	7.7E-3
260	3.4E-2	1.4E-5	2.3E-7	5.2E-4	2.7E-4	7.7E-3
270	3.3E-2	1.4E-5	2.3E-7	5.2E-4	2.7E-4	7.7E-3
280	3.3E-2	1.4E-5	2.3E-7	5.2E-4	2.7E-4	7.7E-3
290	3.3E-2	1.4E-5	2.3E-7	5.1E-4	2.7E-4	7.7E-3
300	3.3E-2	1.4E-5	2.3E-7	5.1E-4	2.6E-4	7.6E-3
310	3.3E-2	1.3E-5	2.2E-7	5.1E-4	2.6E-4	7.6E-3
320	3.3E-2	1.3E-5	2.2E-7	5.1E-4	2.6E-4	7.6E-3
330	3.3E-2	1.3E-5	2.2E-7	5.0E-4	2.6E-4	7.6E-3
340	3.2E-2	1.3E-5	2.2E-7	5.0E-4	2.6E-4	7.6E-3
350	3.2E-2	1.3E-5	2.2E-7	5.0E-4	2.6E-4	7.6E-3
360	3.2E-2	1.3E-5	2.2E-7	5.0E-4	2.6E-4	7.5E-3
365	3.2E-2	1.3E-5	2.2E-7	5.0E-4	2.6E-4	7.5E-3
370	3.2E-2	1.3E-5	2.2E-7	4.9E-4	2.6E-4	7.5E-3
380	3.2E-2	1.3E-5	2.2E-7	4.9E-4	2.6E-4	7.5E-3
390	3.2E-2	1.3E-5	2.2E-7	4.9E-4	2.5E-4	7.5E-3
400	3.2E-2	1.3E-5	2.2E-7	4.9E-4	2.5E-4	7.5E-3
410	3.2E-2	1.3E-5	2.1E-7	4.9E-4	2.5E-4	7.4E-3
420	3.1E-2	1.3E-5	2.1E-7	4.8E-4	2.5E-4	7.4E-3
430	3.1E-2	1.3E-5	2.1E-7	4.8E-4	2.5E-4	7.4E-3
440	3.1E-2	1.3E-5	2.1E-7	4.8E-4	2.5E-4	7.4E-3
450	3.1E-2	1.3E-5	2.1E-7	4.8E-4	2.5E-4	7.4E-3
460	3.1E-2	1.3E-5	2.1E-7	4.7E-4	2.5E-4	7.4E-3
470	3.1E-2	1.3E-5	2.1E-7	4.7E-4	2.4E-4	7.3E-3
480	3.1E-2	1.2E-5	2.1E-7	4.7E-4	2.4E-4	7.3E-3
490	3.1E-2	1.2E-5	2.1E-7	4.7E-4	2.4E-4	7.3E-3
500	3.0E-2	1.2E-5	2.1E-7	4.7E-4	2.4E-4	7.3E-3
510	3.0E-2	1.2E-5	2.0E-7	4.6E-4	2.4E-4	7.3E-3
520	3.0E-2	1.2E-5	2.0E-7	4.6E-4	2.4E-4	7.3E-3
530	3.0E-2	1.2E-5	2.0E-7	4.6E-4	2.4E-4	7.2E-3
540	3.0E-2	1.2E-5	2.0E-7	4.6E-4	2.4E-4	7.2E-3
550	3.0E-2	1.2E-5	2.0E-7	4.5E-4	2.4E-4	7.2E-3
560	3.0E-2	1.2E-5	2.0E-7	4.5E-4	2.3E-4	7.2E-3
570	3.0E-2	1.2E-5	2.0E-7	4.5E-4	2.3E-4	7.2E-3
580	2.9E-2	1.2E-5	2.0E-7	4.5E-4	2.3E-4	7.1E-3
590	2.9E-2	1.2E-5	2.0E-7	4.5E-4	2.3E-4	7.1E-3
600	2.9E-2	1.2E-5	2.0E-7	4.4E-4	2.3E-4	7.1E-3
610	2.9E-2	1.2E-5	2.0E-7	4.4E-4	2.3E-4	7.1E-3
620	2.9E-2	1.2E-5	1.9E-7	4.4E-4	2.3E-4	7.1E-3
630	2.9E-2	1.2E-5	1.9E-7	4.4E-4	2.3E-4	7.1E-3
640	2.9E-2	1.2E-5	1.9E-7	4.4E-4	2.3E-4	7.0E-3
650	2.9E-2	1.2E-5	1.9E-7	4.3E-4	2.2E-4	7.0E-3
660	2.8E-2	1.1E-5	1.9E-7	4.3E-4	2.2E-4	7.0E-3
670	2.8E-2	1.1E-5	1.9E-7	4.3E-4	2.2E-4	7.0E-3
680	2.8E-2	1.1E-5	1.9E-7	4.3E-4	2.2E-4	7.0E-3
690	2.8E-2	1.1E-5	1.9E-7	4.3E-4	2.2E-4	7.0E-3
700	2.8E-2	1.1E-5	1.9E-7	4.2E-4	2.2E-4	7.0E-3
710	2.8E-2	1.1E-5	1.9E-7	4.2E-4	2.2E-4	6.9E-3
720	2.8E-2	1.1E-5	1.9E-7	4.2E-4	2.2E-4	6.9E-3
730	2.8E-2	1.1E-5	1.9E-7	4.2E-4	2.2E-4	6.9E-3
740	2.8E-2	1.1E-5	1.8E-7	4.2E-4	2.2E-4	6.9E-3
750	2.7E-2	1.1E-5	1.8E-7	4.1E-4	2.1E-4	6.9E-3
760	2.7E-2	1.1E-5	1.8E-7	4.1E-4	2.1E-4	6.9E-3
770	2.7E-2	1.1E-5	1.8E-7	4.1E-4	2.1E-4	6.8E-3
780	2.7E-2	1.1E-5	1.8E-7	4.1E-4	2.1E-4	6.8E-3
790	2.7E-2	1.1E-5	1.8E-7	4.1E-4	2.1E-4	6.8E-3
800	2.7E-2	1.1E-5	1.8E-7	4.0E-4	2.1E-4	6.8E-3
810	2.7E-2	1.1E-5	1.8E-7	4.0E-4	2.1E-4	6.8E-3
820	2.7E-2	1.1E-5	1.8E-7	4.0E-4	2.1E-4	6.8E-3
830	2.7E-2	1.1E-5	1.8E-7	4.0E-4	2.1E-4	6.7E-3
840	2.6E-2	1.1E-5	1.8E-7	4.0E-4	2.1E-4	6.7E-3
850	2.6E-2	1.1E-5	1.8E-7	4.0E-4	2.0E-4	6.7E-3
860	2.6E-2	1.0E-5	1.7E-7	3.9E-4	2.0E-4	6.7E-3
870	2.6E-2	1.0E-5	1.7E-7	3.9E-4	2.0E-4	6.7E-3
880	2.6E-2	1.0E-5	1.7E-7	3.9E-4	2.0E-4	6.7E-3
890	2.6E-2	1.0E-5	1.7E-7	3.9E-4	2.0E-4	6.7E-3
900	2.6E-2	1.0E-5	1.7E-7	3.9E-4	2.0E-4	6.6E-3
910	2.6E-2	1.0E-5	1.7E-7	3.8E-4	2.0E-4	6.6E-3
920	2.6E-2	1.0E-5	1.7E-7	3.8E-4	2.0E-4	6.6E-3
930	2.5E-2	1.0E-5	1.7E-7	3.8E-4	2.0E-4	6.6E-3
940	2.5E-2	1.0E-5	1.7E-7	3.8E-4	2.0E-4	6.6E-3
950	2.5E-2	1.0E-5	1.7E-7	3.8E-4	2.0E-4	6.6E-3
960	2.5E-2	1.0E-5	1.7E-7	3.8E-4	1.9E-4	6.6E-3
970	2.5E-2	1.0E-5	1.7E-7	3.7E-4	1.9E-4	6.5E-3
980	2.5E-2	9.9E-6	1.7E-7	3.7E-4	1.9E-4	6.5E-3
990	2.5E-2	9.9E-6	1.6E-7	3.7E-4	1.9E-4	6.5E-3
1000	2.5E-2	9.8E-6	1.6E-7	3.7E-4	1.9E-4	6.5E-3
1010	2.5E-2	9.8E-6	1.6E-7	3.7E-4	1.9E-4	6.5E-3
1020	2.5E-2	9.7E-6	1.6E-7	3.7E-4	1.9E-4	6.5E-3
1030	2.4E-2	9.7E-6	1.6E-7	3.6E-4	1.9E-4	6.5E-3
1040	2.4E-2	9.7E-6	1.6E-7	3.6E-4	1.9E-4	6.4E-3
1050	2.4E-2	9.6E-6	1.6E-7	3.6E-4	1.9E-4	6.4E-3
1060	2.4E-2	9.6E-6	1.6E-7	3.6E-4	1.9E-4	6.4E-3
1070	2.4E-2	9.5E-6	1.6E-7	3.6E-4	1.8E-4	6.4E-3
1080	2.4E-2	9.5E-6	1.6E-7	3.6E-4	1.8E-4	6.4E-3
1090	2.4E-2	9.4E-6	1.6E-7	3.5E-4	1.8E-4	6.4E-3
1095	2.4E-2	9.4E-6	1.6E-7	3.5E-4	1.8E-4	6.4E-3
