Radionuclide	Al-26
Route of Intake	Ingestion
Material	Soluble forms, fA=3E-3
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
0.041667	1.0E+0	-	-	1.0E+0	1.3E-5
0.083333	1.0E+0	-	-	1.0E+0	3.1E-5
0.125	1.0E+0	-	-	1.0E+0	4.2E-5
0.25	1.0E+0	-	-	1.0E+0	4.8E-5
0.375	9.9E-1	-	-	9.9E-1	4.2E-5
0.5	9.7E-1	-	-	9.7E-1	3.8E-5
0.625	9.4E-1	-	-	9.4E-1	3.6E-5
0.75	8.9E-1	-	-	8.9E-1	3.5E-5
0.875	8.4E-1	-	-	8.4E-1	3.5E-5
1	7.8E-1	1.9E-3	2.1E-1	7.8E-1	3.5E-5
1.125	7.2E-1	-	-	7.2E-1	3.5E-5
1.25	6.6E-1	-	-	6.5E-1	3.6E-5
1.375	5.9E-1	-	-	5.9E-1	3.6E-5
1.5	5.3E-1	-	-	5.3E-1	3.6E-5
1.625	4.7E-1	-	-	4.7E-1	3.7E-5
1.75	4.1E-1	-	-	4.1E-1	3.7E-5
1.875	3.6E-1	-	-	3.6E-1	3.8E-5
2	3.1E-1	2.4E-4	4.7E-1	3.1E-1	3.8E-5
2.25	2.3E-1	-	-	2.3E-1	3.8E-5
2.5	1.7E-1	-	-	1.7E-1	3.9E-5
2.75	1.2E-1	-	-	1.2E-1	4.0E-5
3	8.7E-2	1.6E-4	2.3E-1	8.6E-2	4.0E-5
3.25	6.1E-2	-	-	6.1E-2	4.0E-5
3.5	4.3E-2	-	-	4.2E-2	4.1E-5
3.75	3.0E-2	-	-	2.9E-2	4.1E-5
4	2.0E-2	1.1E-4	6.7E-2	2.0E-2	4.2E-5
4.25	1.4E-2	-	-	1.4E-2	4.2E-5
4.5	9.6E-3	-	-	9.2E-3	4.2E-5
4.75	6.6E-3	-	-	6.2E-3	4.3E-5
5	4.5E-3	8.2E-5	1.6E-2	4.1E-3	4.3E-5
5.5	2.2E-3	-	-	1.8E-3	4.3E-5
6	1.2E-3	6.0E-5	3.3E-3	8.0E-4	4.4E-5
6.5	6.8E-4	-	-	3.5E-4	4.4E-5
7	4.7E-4	4.3E-5	6.5E-4	1.5E-4	4.4E-5
7.5	3.6E-4	-	-	6.7E-5	4.4E-5
8	3.1E-4	3.1E-5	1.2E-4	3.1E-5	4.5E-5
8.5	2.9E-4	-	-	1.6E-5	4.5E-5
9	2.7E-4	2.3E-5	2.1E-5	9.3E-6	4.5E-5
9.5	2.6E-4	-	-	6.5E-6	4.5E-5
10	2.5E-4	1.6E-5	4.0E-6	5.2E-6	4.5E-5
11	2.4E-4	1.2E-5	9.2E-7	4.2E-6	4.5E-5
12	2.3E-4	8.6E-6	3.3E-7	3.9E-6	4.5E-5
13	2.2E-4	6.2E-6	1.9E-7	3.7E-6	4.6E-5
14	2.2E-4	4.5E-6	1.3E-7	3.5E-6	4.6E-5
15	2.1E-4	3.3E-6	9.0E-8	3.4E-6	4.6E-5
16	2.1E-4	2.4E-6	6.5E-8	3.3E-6	4.6E-5
17	2.1E-4	1.7E-6	4.7E-8	3.3E-6	4.6E-5
18	2.1E-4	1.3E-6	3.4E-8	3.2E-6	4.6E-5
19	2.1E-4	9.2E-7	2.5E-8	3.2E-6	4.6E-5
20	2.1E-4	6.8E-7	1.8E-8	3.2E-6	4.6E-5
21	2.1E-4	5.0E-7	1.3E-8	3.2E-6	4.6E-5
22	2.1E-4	3.7E-7	9.8E-9	3.2E-6	4.6E-5
23	2.1E-4	2.8E-7	7.3E-9	3.2E-6	4.6E-5
24	2.1E-4	2.2E-7	5.5E-9	3.2E-6	4.6E-5
25	2.1E-4	1.7E-7	4.2E-9	3.2E-6	4.6E-5
26	2.1E-4	1.4E-7	3.3E-9	3.2E-6	4.6E-5
27	2.1E-4	1.1E-7	2.6E-9	3.2E-6	4.6E-5
28	2.1E-4	9.7E-8	2.1E-9	3.2E-6	4.6E-5
29	2.1E-4	8.5E-8	1.8E-9	3.2E-6	4.6E-5
30	2.1E-4	7.7E-8	1.5E-9	3.2E-6	4.6E-5
31	2.1E-4	7.1E-8	1.3E-9	3.2E-6	4.6E-5
32	2.1E-4	6.7E-8	1.2E-9	3.2E-6	4.6E-5
33	2.1E-4	6.4E-8	1.1E-9	3.2E-6	4.6E-5
34	2.1E-4	6.3E-8	1.1E-9	3.2E-6	4.6E-5
35	2.0E-4	6.2E-8	1.1E-9	3.2E-6	4.6E-5
36	2.0E-4	6.1E-8	1.0E-9	3.2E-6	4.6E-5
37	2.0E-4	6.1E-8	1.0E-9	3.2E-6	4.6E-5
38	2.0E-4	6.1E-8	1.0E-9	3.2E-6	4.5E-5
39	2.0E-4	6.2E-8	1.0E-9	3.2E-6	4.5E-5
40	2.0E-4	6.2E-8	1.0E-9	3.2E-6	4.5E-5
41	2.0E-4	6.3E-8	1.0E-9	3.2E-6	4.5E-5
42	2.0E-4	6.3E-8	1.0E-9	3.2E-6	4.5E-5
43	2.0E-4	6.4E-8	1.0E-9	3.2E-6	4.5E-5
44	2.0E-4	6.4E-8	1.1E-9	3.2E-6	4.5E-5
45	2.0E-4	6.5E-8	1.1E-9	3.2E-6	4.5E-5
46	2.0E-4	6.6E-8	1.1E-9	3.2E-6	4.5E-5
47	2.0E-4	6.6E-8	1.1E-9	3.2E-6	4.5E-5
48	2.0E-4	6.7E-8	1.1E-9	3.2E-6	4.5E-5
49	2.0E-4	6.7E-8	1.1E-9	3.2E-6	4.5E-5
50	2.0E-4	6.8E-8	1.1E-9	3.2E-6	4.5E-5
51	2.0E-4	6.8E-8	1.1E-9	3.2E-6	4.5E-5
52	2.0E-4	6.9E-8	1.1E-9	3.2E-6	4.5E-5
53	2.0E-4	6.9E-8	1.1E-9	3.2E-6	4.5E-5
54	2.0E-4	7.0E-8	1.2E-9	3.2E-6	4.5E-5
55	2.0E-4	7.0E-8	1.2E-9	3.2E-6	4.5E-5
56	2.0E-4	7.1E-8	1.2E-9	3.2E-6	4.5E-5
57	2.0E-4	7.1E-8	1.2E-9	3.2E-6	4.5E-5
58	2.0E-4	7.2E-8	1.2E-9	3.2E-6	4.5E-5
59	2.0E-4	7.2E-8	1.2E-9	3.2E-6	4.5E-5
60	2.0E-4	7.2E-8	1.2E-9	3.2E-6	4.5E-5
61	2.0E-4	7.3E-8	1.2E-9	3.2E-6	4.5E-5
62	2.0E-4	7.3E-8	1.2E-9	3.2E-6	4.5E-5
63	2.0E-4	7.3E-8	1.2E-9	3.2E-6	4.5E-5
64	2.0E-4	7.4E-8	1.2E-9	3.2E-6	4.5E-5
65	2.0E-4	7.4E-8	1.2E-9	3.2E-6	4.5E-5
66	2.0E-4	7.4E-8	1.2E-9	3.2E-6	4.5E-5
67	2.0E-4	7.5E-8	1.2E-9	3.2E-6	4.5E-5
68	2.0E-4	7.5E-8	1.2E-9	3.2E-6	4.5E-5
69	2.0E-4	7.5E-8	1.2E-9	3.2E-6	4.5E-5
70	2.0E-4	7.6E-8	1.3E-9	3.2E-6	4.5E-5
71	2.0E-4	7.6E-8	1.3E-9	3.2E-6	4.5E-5
72	2.0E-4	7.6E-8	1.3E-9	3.2E-6	4.5E-5
73	2.0E-4	7.6E-8	1.3E-9	3.2E-6	4.5E-5
74	2.0E-4	7.6E-8	1.3E-9	3.2E-6	4.5E-5
75	2.0E-4	7.7E-8	1.3E-9	3.2E-6	4.5E-5
76	2.0E-4	7.7E-8	1.3E-9	3.2E-6	4.5E-5
77	2.0E-4	7.7E-8	1.3E-9	3.2E-6	4.5E-5
78	2.0E-4	7.7E-8	1.3E-9	3.1E-6	4.5E-5
79	2.0E-4	7.7E-8	1.3E-9	3.1E-6	4.5E-5
80	2.0E-4	7.8E-8	1.3E-9	3.1E-6	4.5E-5
81	2.0E-4	7.8E-8	1.3E-9	3.1E-6	4.5E-5
82	2.0E-4	7.8E-8	1.3E-9	3.1E-6	4.5E-5
83	2.0E-4	7.8E-8	1.3E-9	3.1E-6	4.5E-5
84	2.0E-4	7.8E-8	1.3E-9	3.1E-6	4.5E-5
85	2.0E-4	7.8E-8	1.3E-9	3.1E-6	4.5E-5
86	2.0E-4	7.9E-8	1.3E-9	3.1E-6	4.5E-5
87	2.0E-4	7.9E-8	1.3E-9	3.1E-6	4.5E-5
88	2.0E-4	7.9E-8	1.3E-9	3.1E-6	4.5E-5
89	2.0E-4	7.9E-8	1.3E-9	3.1E-6	4.5E-5
90	2.0E-4	7.9E-8	1.3E-9	3.1E-6	4.5E-5
91	2.0E-4	7.9E-8	1.3E-9	3.1E-6	4.5E-5
92	2.0E-4	7.9E-8	1.3E-9	3.1E-6	4.5E-5
93	2.0E-4	7.9E-8	1.3E-9	3.1E-6	4.5E-5
94	2.0E-4	7.9E-8	1.3E-9	3.1E-6	4.5E-5
95	2.0E-4	7.9E-8	1.3E-9	3.1E-6	4.5E-5
96	2.0E-4	8.0E-8	1.3E-9	3.1E-6	4.5E-5
97	2.0E-4	8.0E-8	1.3E-9	3.1E-6	4.5E-5
98	2.0E-4	8.0E-8	1.3E-9	3.1E-6	4.5E-5
99	2.0E-4	8.0E-8	1.3E-9	3.1E-6	4.5E-5
100	2.0E-4	8.0E-8	1.3E-9	3.1E-6	4.5E-5
110	2.0E-4	8.0E-8	1.3E-9	3.1E-6	4.5E-5
120	2.0E-4	8.1E-8	1.3E-9	3.1E-6	4.5E-5
130	2.0E-4	8.1E-8	1.3E-9	3.1E-6	4.4E-5
140	2.0E-4	8.1E-8	1.3E-9	3.1E-6	4.4E-5
150	2.0E-4	8.0E-8	1.3E-9	3.1E-6	4.4E-5
160	2.0E-4	8.0E-8	1.3E-9	3.0E-6	4.4E-5
170	1.9E-4	8.0E-8	1.3E-9	3.0E-6	4.4E-5
180	1.9E-4	8.0E-8	1.3E-9	3.0E-6	4.4E-5
190	1.9E-4	7.9E-8	1.3E-9	3.0E-6	4.4E-5
200	1.9E-4	7.9E-8	1.3E-9	3.0E-6	4.4E-5
210	1.9E-4	7.9E-8	1.3E-9	3.0E-6	4.4E-5
220	1.9E-4	7.8E-8	1.3E-9	3.0E-6	4.3E-5
230	1.9E-4	7.8E-8	1.3E-9	2.9E-6	4.3E-5
240	1.9E-4	7.8E-8	1.3E-9	2.9E-6	4.3E-5
250	1.9E-4	7.7E-8	1.3E-9	2.9E-6	4.3E-5
260	1.9E-4	7.7E-8	1.3E-9	2.9E-6	4.3E-5
270	1.9E-4	7.7E-8	1.3E-9	2.9E-6	4.3E-5
280	1.9E-4	7.6E-8	1.3E-9	2.9E-6	4.3E-5
290	1.8E-4	7.6E-8	1.3E-9	2.9E-6	4.3E-5
300	1.8E-4	7.6E-8	1.3E-9	2.9E-6	4.3E-5
310	1.8E-4	7.5E-8	1.3E-9	2.8E-6	4.3E-5
320	1.8E-4	7.5E-8	1.2E-9	2.8E-6	4.2E-5
330	1.8E-4	7.4E-8	1.2E-9	2.8E-6	4.2E-5
340	1.8E-4	7.4E-8	1.2E-9	2.8E-6	4.2E-5
350	1.8E-4	7.4E-8	1.2E-9	2.8E-6	4.2E-5
360	1.8E-4	7.3E-8	1.2E-9	2.8E-6	4.2E-5
365	1.8E-4	7.3E-8	1.2E-9	2.8E-6	4.2E-5
370	1.8E-4	7.3E-8	1.2E-9	2.8E-6	4.2E-5
380	1.8E-4	7.3E-8	1.2E-9	2.7E-6	4.2E-5
390	1.8E-4	7.2E-8	1.2E-9	2.7E-6	4.2E-5
