Radionuclide	Sr-90
Route of Intake	Ingestion
Material	All other chemical forms, fA=0.25
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
0.041667	1.0E+0	-	-	9.8E-1	2.5E-3
0.083333	1.0E+0	-	-	9.4E-1	9.3E-3
0.125	1.0E+0	-	-	9.0E-1	1.8E-2
0.25	9.9E-1	-	-	8.1E-1	4.2E-2
0.375	9.7E-1	-	-	7.7E-1	5.7E-2
0.5	9.4E-1	-	-	7.4E-1	6.6E-2
0.625	9.1E-1	-	-	7.1E-1	7.1E-2
0.75	8.7E-1	-	-	6.8E-1	7.4E-2
0.875	8.3E-1	-	-	6.4E-1	7.6E-2
1	7.8E-1	4.7E-2	1.8E-1	5.9E-1	7.7E-2
1.125	7.2E-1	-	-	5.4E-1	7.8E-2
1.25	6.7E-1	-	-	4.9E-1	7.8E-2
1.375	6.2E-1	-	-	4.4E-1	7.8E-2
1.5	5.7E-1	-	-	3.9E-1	7.8E-2
1.625	5.2E-1	-	-	3.5E-1	7.8E-2
1.75	4.8E-1	-	-	3.1E-1	7.7E-2
1.875	4.3E-1	-	-	2.7E-1	7.7E-2
2	4.0E-1	1.9E-2	3.6E-1	2.3E-1	7.6E-2
2.25	3.3E-1	-	-	1.8E-1	7.5E-2
2.5	2.8E-1	-	-	1.3E-1	7.3E-2
2.75	2.5E-1	-	-	9.5E-2	7.1E-2
3	2.2E-1	1.2E-2	1.7E-1	6.9E-2	6.9E-2
3.25	1.9E-1	-	-	5.1E-2	6.8E-2
3.5	1.8E-1	-	-	3.7E-2	6.6E-2
3.75	1.7E-1	-	-	2.7E-2	6.4E-2
4	1.6E-1	8.9E-3	5.2E-2	2.0E-2	6.3E-2
4.25	1.5E-1	-	-	1.6E-2	6.2E-2
4.5	1.4E-1	-	-	1.2E-2	6.1E-2
