Radionuclide	Sr-90
Route of Intake	Ingestion
Material	Strontium titanate, fA=1E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
0.041667	1.0E+0	-	-	1.0E+0	7.8E-5
0.083333	1.0E+0	-	-	1.0E+0	3.0E-4
0.125	1.0E+0	-	-	1.0E+0	5.9E-4
0.25	1.0E+0	-	-	9.9E-1	1.5E-3
0.375	9.9E-1	-	-	9.8E-1	2.1E-3
0.5	9.7E-1	-	-	9.6E-1	2.5E-3
0.625	9.4E-1	-	-	9.3E-1	2.7E-3
0.75	8.9E-1	-	-	8.9E-1	2.9E-3
0.875	8.4E-1	-	-	8.4E-1	3.0E-3
1	7.8E-1	1.8E-3	2.1E-1	7.8E-1	3.1E-3
1.125	7.2E-1	-	-	7.1E-1	3.1E-3
1.25	6.6E-1	-	-	6.5E-1	3.1E-3
1.375	5.9E-1	-	-	5.9E-1	3.1E-3
1.5	5.3E-1	-	-	5.2E-1	3.1E-3
1.625	4.7E-1	-	-	4.6E-1	3.1E-3
1.75	4.1E-1	-	-	4.1E-1	3.1E-3
1.875	3.6E-1	-	-	3.6E-1	3.1E-3
2	3.2E-1	7.6E-4	4.7E-1	3.1E-1	3.1E-3
2.25	2.4E-1	-	-	2.3E-1	3.0E-3
2.5	1.7E-1	-	-	1.7E-1	2.9E-3
2.75	1.3E-1	-	-	1.2E-1	2.9E-3
3	9.2E-2	4.9E-4	2.2E-1	8.6E-2	2.8E-3
3.25	6.6E-2	-	-	6.0E-2	2.7E-3
3.5	4.8E-2	-	-	4.2E-2	2.7E-3
3.75	3.5E-2	-	-	2.9E-2	2.6E-3
4	2.5E-2	3.6E-4	6.6E-2	2.0E-2	2.5E-3
4.25	1.9E-2	-	-	1.4E-2	2.5E-3
4.5	1.5E-2	-	-	9.3E-3	2.4E-3
4.75	1.1E-2	-	-	6.3E-3	2.4E-3
5	9.4E-3	2.8E-4	1.6E-2	4.3E-3	2.3E-3
5.5	6.9E-3	-	-	2.0E-3	2.3E-3
6	5.8E-3	2.3E-4	3.4E-3	9.5E-4	2.2E-3
6.5	5.2E-3	-	-	4.9E-4	2.2E-3
7	4.8E-3	1.9E-4	7.2E-4	2.9E-4	2.1E-3
7.5	4.6E-3	-	-	2.0E-4	2.1E-3
8	4.5E-3	1.6E-4	1.8E-4	1.5E-4	2.1E-3
8.5	4.4E-3	-	-	1.3E-4	2.1E-3
9	4.3E-3	1.4E-4	7.4E-5	1.2E-4	2.0E-3
9.5	4.2E-3	-	-	1.1E-4	2.0E-3
10	4.1E-3	1.2E-4	5.0E-5	1.0E-4	2.0E-3
11	4.0E-3	1.1E-4	4.1E-5	9.3E-5	2.0E-3
12	3.8E-3	1.0E-4	3.6E-5	8.5E-5	2.0E-3
13	3.7E-3	9.1E-5	3.2E-5	7.8E-5	2.0E-3
14	3.6E-3	8.4E-5	2.9E-5	7.2E-5	2.0E-3
15	3.5E-3	7.7E-5	2.6E-5	6.7E-5	2.0E-3
16	3.4E-3	7.1E-5	2.4E-5	6.2E-5	2.0E-3
17	3.3E-3	6.6E-5	2.2E-5	5.8E-5	2.0E-3
18	3.2E-3	6.2E-5	2.1E-5	5.4E-5	2.0E-3
19	3.1E-3	5.7E-5	1.9E-5	5.0E-5	2.0E-3
20	3.1E-3	5.4E-5	1.8E-5	4.7E-5	2.0E-3
21	3.0E-3	5.0E-5	1.7E-5	4.4E-5	2.0E-3
22	2.9E-3	4.7E-5	1.6E-5	4.1E-5	2.0E-3
23	2.9E-3	4.4E-5	1.5E-5	3.8E-5	2.0E-3
24	2.8E-3	4.1E-5	1.4E-5	3.6E-5	2.0E-3
25	2.8E-3	3.9E-5	1.3E-5	3.4E-5	2.0E-3
26	2.7E-3	3.6E-5	1.2E-5	3.2E-5	2.0E-3
27	2.7E-3	3.4E-5	1.1E-5	3.0E-5	2.0E-3
28	2.6E-3	3.2E-5	1.1E-5	2.8E-5	2.0E-3
29	2.6E-3	3.0E-5	1.0E-5	2.6E-5	2.0E-3
30	2.6E-3	2.8E-5	9.4E-6	2.4E-5	2.0E-3
31	2.5E-3	2.7E-5	8.8E-6	2.3E-5	2.0E-3
32	2.5E-3	2.5E-5	8.3E-6	2.2E-5	2.0E-3
33	2.5E-3	2.4E-5	7.8E-6	2.0E-5	2.0E-3
34	2.4E-3	2.2E-5	7.4E-6	1.9E-5	2.0E-3
35	2.4E-3	2.1E-5	6.9E-6	1.8E-5	2.0E-3
36	2.4E-3	2.0E-5	6.6E-6	1.7E-5	2.0E-3
37	2.3E-3	1.9E-5	6.2E-6	1.6E-5	2.0E-3
38	2.3E-3	1.8E-5	5.8E-6	1.5E-5	2.0E-3
39	2.3E-3	1.7E-5	5.5E-6	1.4E-5	2.0E-3
40	2.3E-3	1.6E-5	5.2E-6	1.4E-5	2.0E-3
41	2.3E-3	1.5E-5	4.9E-6	1.3E-5	2.0E-3
42	2.2E-3	1.4E-5	4.7E-6	1.2E-5	2.0E-3
43	2.2E-3	1.4E-5	4.4E-6	1.1E-5	2.0E-3
44	2.2E-3	1.3E-5	4.2E-6	1.1E-5	2.0E-3
45	2.2E-3	1.2E-5	4.0E-6	1.0E-5	2.0E-3
46	2.2E-3	1.2E-5	3.8E-6	9.8E-6	2.0E-3
47	2.2E-3	1.1E-5	3.6E-6	9.3E-6	2.0E-3
48	2.1E-3	1.1E-5	3.4E-6	8.8E-6	2.0E-3
49	2.1E-3	1.0E-5	3.3E-6	8.4E-6	1.9E-3
50	2.1E-3	9.7E-6	3.1E-6	8.0E-6	1.9E-3
51	2.1E-3	9.2E-6	3.0E-6	7.6E-6	1.9E-3
52	2.1E-3	8.8E-6	2.9E-6	7.3E-6	1.9E-3
53	2.1E-3	8.5E-6	2.7E-6	7.0E-6	1.9E-3
54	2.1E-3	8.1E-6	2.6E-6	6.7E-6	1.9E-3
55	2.1E-3	7.8E-6	2.5E-6	6.4E-6	1.9E-3
56	2.1E-3	7.5E-6	2.4E-6	6.1E-6	1.9E-3
57	2.0E-3	7.2E-6	2.3E-6	5.9E-6	1.9E-3
58	2.0E-3	6.9E-6	2.2E-6	5.6E-6	1.9E-3
59	2.0E-3	6.7E-6	2.1E-6	5.4E-6	1.9E-3
60	2.0E-3	6.4E-6	2.1E-6	5.2E-6	1.9E-3
61	2.0E-3	6.2E-6	2.0E-6	5.0E-6	1.9E-3
62	2.0E-3	6.0E-6	1.9E-6	4.8E-6	1.9E-3
63	2.0E-3	5.8E-6	1.9E-6	4.7E-6	1.9E-3
64	2.0E-3	5.6E-6	1.8E-6	4.5E-6	1.9E-3
65	2.0E-3	5.5E-6	1.7E-6	4.4E-6	1.9E-3
66	2.0E-3	5.3E-6	1.7E-6	4.2E-6	1.9E-3
67	2.0E-3	5.2E-6	1.6E-6	4.1E-6	1.9E-3
68	2.0E-3	5.0E-6	1.6E-6	4.0E-6	1.9E-3
