Radionuclide	U-239
Route of Intake	Inhalation
Material	Aerosols Uranium aluminide, fA=2E-3
AMTD/AMAD, µm	1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	8.7E-2	2.5E-2	2.2E-2	2.0E-7	1.7E-7
0.083333	1.4E-2	4.7E-3	3.7E-3	1.4E-7	8.1E-8
0.125	2.4E-3	8.7E-4	6.2E-4	5.0E-8	2.1E-8
0.25	1.2E-5	5.1E-6	3.0E-6	6.6E-10	1.5E-10
0.375	5.5E-8	2.8E-8	1.4E-8	-	-
0.5	2.6E-10	1.4E-10	-	-	-
