Radionuclide	U-239
Route of Intake	Ingestion
Material	Relatively insoluble forms, fA=2E-3
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Skeleton*	Liver*
0.041667	1.7E-1	1.7E-1	2.1E-6	1.7E-6
0.083333	2.9E-2	2.9E-2	1.2E-6	6.1E-7
0.125	4.9E-3	4.9E-3	3.6E-7	1.4E-7
0.25	2.4E-5	2.4E-5	3.9E-9	7.9E-10
0.375	1.2E-7	1.2E-7	-	-
0.5	5.5E-10	5.5E-10	-	-
