Radionuclide	U-239
Route of Intake	Injection
Material	Injection, fA=2E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Skeleton*	Liver*
0.041667	1.6E-1	4.4E-3	1.7E-2	6.0E-3
0.083333	2.2E-2	4.5E-4	3.2E-3	6.0E-4
0.125	3.3E-3	6.2E-5	5.9E-4	8.7E-5
0.25	1.2E-5	2.3E-7	3.2E-6	3.9E-7
0.375	5.1E-8	9.7E-10	1.6E-8	1.9E-9
0.5	2.3E-10	-	-	-
