Radionuclide	Sb-125
Route of Intake	Ingestion
Material	All chemical forms, fA=5E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Thyroid*	Skeleton*	Liver*
86	7.5E-3	5.7E-5	8.7E-6	1.5E-4	1.5E-5	2.3E-4	3.3E-4
87	7.5E-3	5.6E-5	8.6E-6	1.5E-4	1.4E-5	2.3E-4	3.3E-4
88	7.4E-3	5.6E-5	8.5E-6	1.5E-4	1.4E-5	2.3E-4	3.3E-4
89	7.3E-3	5.5E-5	8.4E-6	1.5E-4	1.4E-5	2.2E-4	3.3E-4
90	7.3E-3	5.5E-5	8.3E-6	1.5E-4	1.4E-5	2.2E-4	3.3E-4
91	7.2E-3	5.4E-5	8.2E-6	1.5E-4	1.4E-5	2.2E-4	3.3E-4
92	7.1E-3	5.4E-5	8.2E-6	1.5E-4	1.4E-5	2.2E-4	3.3E-4
93	7.1E-3	5.3E-5	8.1E-6	1.4E-4	1.4E-5	2.2E-4	3.3E-4
94	7.0E-3	5.3E-5	8.0E-6	1.4E-4	1.3E-5	2.2E-4	3.3E-4
95	6.9E-3	5.2E-5	7.9E-6	1.4E-4	1.3E-5	2.2E-4	3.3E-4
96	6.9E-3	5.2E-5	7.8E-6	1.4E-4	1.3E-5	2.2E-4	3.3E-4
97	6.8E-3	5.1E-5	7.8E-6	1.4E-4	1.3E-5	2.2E-4	3.3E-4
98	6.8E-3	5.0E-5	7.7E-6	1.4E-4	1.3E-5	2.2E-4	3.3E-4
99	6.7E-3	5.0E-5	7.6E-6	1.4E-4	1.3E-5	2.2E-4	3.3E-4
100	6.6E-3	4.9E-5	7.5E-6	1.3E-4	1.3E-5	2.2E-4	3.3E-4
110	6.0E-3	4.5E-5	6.8E-6	1.2E-4	1.1E-5	2.1E-4	3.2E-4
120	5.5E-3	4.0E-5	6.1E-6	1.1E-4	1.0E-5	2.1E-4	3.2E-4
130	5.0E-3	3.7E-5	5.6E-6	1.0E-4	9.4E-6	2.0E-4	3.2E-4
140	4.6E-3	3.3E-5	5.0E-6	9.1E-5	8.5E-6	2.0E-4	3.1E-4
150	4.2E-3	3.0E-5	4.5E-6	8.2E-5	7.6E-6	1.9E-4	3.1E-4
160	3.9E-3	2.7E-5	4.1E-6	7.4E-5	6.9E-6	1.9E-4	3.1E-4
170	3.5E-3	2.4E-5	3.7E-6	6.8E-5	6.2E-6	1.9E-4	3.0E-4
180	3.3E-3	2.2E-5	3.4E-6	6.1E-5	5.6E-6	1.8E-4	3.0E-4
190	3.0E-3	2.0E-5	3.0E-6	5.6E-5	5.1E-6	1.8E-4	3.0E-4
200	2.8E-3	1.8E-5	2.7E-6	5.1E-5	4.6E-6	1.7E-4	2.9E-4
210	2.5E-3	1.6E-5	2.5E-6	4.6E-5	4.2E-6	1.7E-4	2.9E-4
220	2.3E-3	1.5E-5	2.2E-6	4.2E-5	3.8E-6	1.7E-4	2.9E-4
230	2.2E-3	1.3E-5	2.0E-6	3.8E-5	3.4E-6	1.7E-4	2.8E-4
240	2.0E-3	1.2E-5	1.8E-6	3.5E-5	3.1E-6	1.6E-4	2.8E-4
250	1.9E-3	1.1E-5	1.7E-6	3.1E-5	2.8E-6	1.6E-4	2.8E-4
260	1.7E-3	9.9E-6	1.5E-6	2.9E-5	2.5E-6	1.6E-4	2.7E-4
270	1.6E-3	9.0E-6	1.4E-6	2.6E-5	2.3E-6	1.6E-4	2.7E-4
280	1.5E-3	8.1E-6	1.2E-6	2.4E-5	2.1E-6	1.5E-4	2.7E-4
290	1.4E-3	7.3E-6	1.1E-6	2.2E-5	1.9E-6	1.5E-4	2.6E-4
300	1.3E-3	6.7E-6	1.0E-6	2.0E-5	1.7E-6	1.5E-4	2.6E-4
310	1.2E-3	6.0E-6	9.2E-7	1.8E-5	1.5E-6	1.5E-4	2.6E-4
320	1.2E-3	5.5E-6	8.3E-7	1.7E-5	1.4E-6	1.5E-4	2.5E-4
330	1.1E-3	5.0E-6	7.5E-7	1.5E-5	1.3E-6	1.5E-4	2.5E-4
340	1.0E-3	4.5E-6	6.8E-7	1.4E-5	1.2E-6	1.4E-4	2.5E-4
350	9.8E-4	4.1E-6	6.2E-7	1.3E-5	1.0E-6	1.4E-4	2.4E-4
360	9.3E-4	3.7E-6	5.6E-7	1.2E-5	9.5E-7	1.4E-4	2.4E-4
365	9.0E-4	3.5E-6	5.4E-7	1.1E-5	9.0E-7	1.4E-4	2.4E-4
370	8.8E-4	3.4E-6	5.1E-7	1.1E-5	8.6E-7	1.4E-4	2.4E-4
380	8.4E-4	3.1E-6	4.7E-7	1.0E-5	7.8E-7	1.4E-4	2.3E-4
390	8.0E-4	2.8E-6	4.2E-7	9.4E-6	7.1E-7	1.4E-4	2.3E-4
400	7.6E-4	2.5E-6	3.9E-7	8.7E-6	6.5E-7	1.3E-4	2.3E-4
410	7.3E-4	2.3E-6	3.5E-7	8.0E-6	5.9E-7	1.3E-4	2.2E-4
420	7.0E-4	2.1E-6	3.2E-7	7.5E-6	5.4E-7	1.3E-4	2.2E-4
430	6.7E-4	1.9E-6	2.9E-7	7.0E-6	4.9E-7	1.3E-4	2.2E-4
440	6.4E-4	1.8E-6	2.7E-7	6.5E-6	4.5E-7	1.3E-4	2.1E-4
450	6.2E-4	1.6E-6	2.4E-7	6.1E-6	4.1E-7	1.3E-4	2.1E-4
460	6.0E-4	1.5E-6	2.2E-7	5.7E-6	3.7E-7	1.3E-4	2.1E-4
470	5.8E-4	1.3E-6	2.0E-7	5.3E-6	3.4E-7	1.2E-4	2.1E-4
480	5.6E-4	1.2E-6	1.9E-7	5.0E-6	3.1E-7	1.2E-4	2.0E-4
490	5.4E-4	1.1E-6	1.7E-7	4.7E-6	2.9E-7	1.2E-4	2.0E-4
500	5.3E-4	1.0E-6	1.6E-7	4.4E-6	2.6E-7	1.2E-4	2.0E-4
510	5.1E-4	9.6E-7	1.4E-7	4.2E-6	2.4E-7	1.2E-4	2.0E-4
520	5.0E-4	8.8E-7	1.3E-7	4.0E-6	2.2E-7	1.2E-4	1.9E-4
530	4.8E-4	8.1E-7	1.2E-7	3.8E-6	2.1E-7	1.2E-4	1.9E-4
540	4.7E-4	7.5E-7	1.1E-7	3.6E-6	1.9E-7	1.2E-4	1.9E-4
550	4.6E-4	6.9E-7	1.0E-7	3.4E-6	1.8E-7	1.1E-4	1.8E-4
560	4.5E-4	6.4E-7	9.7E-8	3.2E-6	1.6E-7	1.1E-4	1.8E-4
570	4.4E-4	6.0E-7	9.0E-8	3.1E-6	1.5E-7	1.1E-4	1.8E-4
580	4.3E-4	5.6E-7	8.4E-8	3.0E-6	1.4E-7	1.1E-4	1.8E-4
590	4.2E-4	5.2E-7	7.8E-8	2.8E-6	1.3E-7	1.1E-4	1.7E-4
600	4.1E-4	4.8E-7	7.3E-8	2.7E-6	1.2E-7	1.1E-4	1.7E-4
610	4.0E-4	4.5E-7	6.8E-8	2.6E-6	1.1E-7	1.1E-4	1.7E-4
620	4.0E-4	4.2E-7	6.4E-8	2.5E-6	1.1E-7	1.1E-4	1.7E-4
630	3.9E-4	4.0E-7	6.0E-8	2.4E-6	9.9E-8	1.1E-4	1.7E-4
640	3.8E-4	3.7E-7	5.6E-8	2.4E-6	9.3E-8	1.1E-4	1.6E-4
650	3.7E-4	3.5E-7	5.3E-8	2.3E-6	8.7E-8	1.0E-4	1.6E-4
660	3.7E-4	3.3E-7	5.0E-8	2.2E-6	8.2E-8	1.0E-4	1.6E-4
670	3.6E-4	3.1E-7	4.7E-8	2.1E-6	7.8E-8	1.0E-4	1.6E-4
680	3.6E-4	3.0E-7	4.5E-8	2.1E-6	7.4E-8	1.0E-4	1.5E-4
690	3.5E-4	2.8E-7	4.2E-8	2.0E-6	7.0E-8	1.0E-4	1.5E-4
700	3.4E-4	2.7E-7	4.0E-8	2.0E-6	6.6E-8	9.9E-5	1.5E-4
710	3.4E-4	2.6E-7	3.8E-8	1.9E-6	6.3E-8	9.8E-5	1.5E-4
720	3.3E-4	2.4E-7	3.7E-8	1.9E-6	6.0E-8	9.7E-5	1.5E-4
730	3.3E-4	2.3E-7	3.5E-8	1.8E-6	5.8E-8	9.7E-5	1.4E-4
740	3.2E-4	2.2E-7	3.3E-8	1.8E-6	5.5E-8	9.6E-5	1.4E-4
750	3.2E-4	2.1E-7	3.2E-8	1.7E-6	5.3E-8	9.5E-5	1.4E-4
760	3.2E-4	2.1E-7	3.1E-8	1.7E-6	5.1E-8	9.4E-5	1.4E-4
770	3.1E-4	2.0E-7	3.0E-8	1.7E-6	4.9E-8	9.3E-5	1.4E-4
780	3.1E-4	1.9E-7	2.9E-8	1.6E-6	4.7E-8	9.2E-5	1.3E-4
790	3.0E-4	1.9E-7	2.8E-8	1.6E-6	4.5E-8	9.1E-5	1.3E-4
800	3.0E-4	1.8E-7	2.7E-8	1.6E-6	4.4E-8	9.0E-5	1.3E-4
810	2.9E-4	1.7E-7	2.6E-8	1.5E-6	4.2E-8	8.9E-5	1.3E-4
820	2.9E-4	1.7E-7	2.5E-8	1.5E-6	4.1E-8	8.9E-5	1.3E-4
830	2.9E-4	1.6E-7	2.4E-8	1.5E-6	4.0E-8	8.8E-5	1.3E-4
840	2.8E-4	1.6E-7	2.4E-8	1.5E-6	3.9E-8	8.7E-5	1.2E-4
850	2.8E-4	1.5E-7	2.3E-8	1.4E-6	3.8E-8	8.6E-5	1.2E-4
860	2.7E-4	1.5E-7	2.2E-8	1.4E-6	3.7E-8	8.5E-5	1.2E-4
870	2.7E-4	1.5E-7	2.2E-8	1.4E-6	3.6E-8	8.5E-5	1.2E-4
880	2.7E-4	1.4E-7	2.1E-8	1.4E-6	3.5E-8	8.4E-5	1.2E-4
890	2.6E-4	1.4E-7	2.1E-8	1.3E-6	3.4E-8	8.3E-5	1.2E-4
900	2.6E-4	1.4E-7	2.0E-8	1.3E-6	3.3E-8	8.2E-5	1.1E-4
910	2.6E-4	1.3E-7	2.0E-8	1.3E-6	3.2E-8	8.1E-5	1.1E-4
920	2.5E-4	1.3E-7	1.9E-8	1.3E-6	3.2E-8	8.1E-5	1.1E-4
930	2.5E-4	1.3E-7	1.9E-8	1.3E-6	3.1E-8	8.0E-5	1.1E-4
940	2.5E-4	1.3E-7	1.9E-8	1.2E-6	3.0E-8	7.9E-5	1.1E-4
950	2.4E-4	1.2E-7	1.8E-8	1.2E-6	3.0E-8	7.8E-5	1.1E-4
960	2.4E-4	1.2E-7	1.8E-8	1.2E-6	2.9E-8	7.8E-5	1.1E-4
970	2.4E-4	1.2E-7	1.8E-8	1.2E-6	2.9E-8	7.7E-5	1.0E-4
980	2.4E-4	1.2E-7	1.7E-8	1.2E-6	2.8E-8	7.6E-5	1.0E-4
990	2.3E-4	1.1E-7	1.7E-8	1.1E-6	2.8E-8	7.6E-5	1.0E-4
1000	2.3E-4	1.1E-7	1.7E-8	1.1E-6	2.7E-8	7.5E-5	1.0E-4
1010	2.3E-4	1.1E-7	1.6E-8	1.1E-6	2.7E-8	7.4E-5	9.8E-5
1020	2.2E-4	1.1E-7	1.6E-8	1.1E-6	2.6E-8	7.4E-5	9.7E-5
1030	2.2E-4	1.1E-7	1.6E-8	1.1E-6	2.6E-8	7.3E-5	9.6E-5
1040	2.2E-4	1.1E-7	1.6E-8	1.1E-6	2.5E-8	7.2E-5	9.4E-5
1050	2.2E-4	1.0E-7	1.5E-8	1.1E-6	2.5E-8	7.2E-5	9.3E-5
1060	2.1E-4	1.0E-7	1.5E-8	1.0E-6	2.5E-8	7.1E-5	9.2E-5
1070	2.1E-4	1.0E-7	1.5E-8	1.0E-6	2.4E-8	7.0E-5	9.1E-5
1080	2.1E-4	9.9E-8	1.5E-8	1.0E-6	2.4E-8	7.0E-5	8.9E-5
1090	2.1E-4	9.7E-8	1.4E-8	9.9E-7	2.4E-8	6.9E-5	8.8E-5
1095	2.0E-4	9.7E-8	1.4E-8	9.9E-7	2.3E-8	6.9E-5	8.8E-5
1100	2.0E-4	9.6E-8	1.4E-8	9.8E-7	2.3E-8	6.8E-5	8.7E-5
1200	1.8E-4	8.3E-8	1.2E-8	8.5E-7	2.0E-8	6.2E-5	7.6E-5
1300	1.6E-4	7.2E-8	1.1E-8	7.4E-7	1.7E-8	5.7E-5	6.6E-5
1400	1.4E-4	6.3E-8	9.4E-9	6.5E-7	1.5E-8	5.2E-5	5.8E-5
1500	1.2E-4	5.5E-8	8.2E-9	5.6E-7	1.3E-8	4.7E-5	5.0E-5
1600	1.1E-4	4.9E-8	7.2E-9	4.9E-7	1.2E-8	4.3E-5	4.4E-5
1700	9.9E-5	4.3E-8	6.3E-9	4.3E-7	1.0E-8	3.9E-5	3.8E-5
1800	8.8E-5	3.7E-8	5.5E-9	3.7E-7	9.0E-9	3.6E-5	3.3E-5
1900	7.8E-5	3.3E-8	4.8E-9	3.3E-7	7.9E-9	3.3E-5	2.9E-5
2000	6.9E-5	2.9E-8	4.2E-9	2.8E-7	6.9E-9	3.0E-5	2.5E-5
2100	6.2E-5	2.5E-8	3.7E-9	2.5E-7	6.1E-9	2.8E-5	2.2E-5
2200	5.5E-5	2.2E-8	3.3E-9	2.2E-7	5.3E-9	2.5E-5	1.9E-5
2300	4.9E-5	1.9E-8	2.9E-9	1.9E-7	4.7E-9	2.3E-5	1.7E-5
2400	4.4E-5	1.7E-8	2.5E-9	1.7E-7	4.1E-9	2.1E-5	1.5E-5
2500	3.9E-5	1.5E-8	2.2E-9	1.4E-7	3.6E-9	1.9E-5	1.3E-5
2600	3.5E-5	1.3E-8	1.9E-9	1.3E-7	3.2E-9	1.8E-5	1.1E-5
2700	3.1E-5	1.1E-8	1.7E-9	1.1E-7	2.8E-9	1.6E-5	9.7E-6
2800	2.8E-5	1.0E-8	1.5E-9	9.6E-8	2.4E-9	1.5E-5	8.4E-6
2900	2.5E-5	8.9E-9	1.3E-9	8.4E-8	2.1E-9	1.4E-5	7.4E-6
3000	2.2E-5	7.8E-9	1.2E-9	7.3E-8	1.9E-9	1.3E-5	6.4E-6
3100	2.0E-5	6.9E-9	1.0E-9	6.4E-8	1.7E-9	1.1E-5	5.6E-6
3200	1.8E-5	6.0E-9	8.9E-10	5.6E-8	1.5E-9	1.1E-5	4.9E-6
3300	1.6E-5	5.3E-9	7.9E-10	4.8E-8	1.3E-9	9.7E-6	4.3E-6
3400	1.5E-5	4.7E-9	6.9E-10	4.2E-8	1.1E-9	8.9E-6	3.7E-6
3500	1.3E-5	4.1E-9	6.1E-10	3.7E-8	9.9E-10	8.2E-6	3.2E-6
3600	1.2E-5	3.6E-9	5.4E-10	3.2E-8	8.7E-10	7.5E-6	2.8E-6
3650	1.1E-5	3.4E-9	5.0E-10	3.0E-8	8.2E-10	7.2E-6	2.6E-6
4000	7.9E-6	2.2E-9	3.2E-10	1.9E-8	5.3E-10	5.3E-6	1.6E-6
5000	3.0E-6	6.4E-10	-	4.9E-9	1.6E-10	2.3E-6	4.2E-7
6000	1.2E-6	2.0E-10	-	1.3E-9	-	1.0E-6	1.1E-7
7000	5.1E-7	-	-	3.5E-10	-	4.7E-7	2.7E-8
8000	2.2E-7	-	-	-	-	2.1E-7	7.0E-9
9000	1.0E-7	-	-	-	-	9.7E-8	1.8E-9
10000	4.6E-8	-	-	-	-	4.5E-8	4.9E-10
11000	2.1E-8	-	-	-	-	2.1E-8	1.3E-10
12000	9.6E-9	-	-	-	-	9.5E-9	-
13000	4.4E-9	-	-	-	-	4.4E-9	-
14000	2.0E-9	-	-	-	-	2.0E-9	-
15000	9.4E-10	-	-	-	-	9.3E-10	-
16000	4.3E-10	-	-	-	-	4.3E-10	-
17000	2.0E-10	-	-	-	-	2.0E-10	-
