Radionuclide	Tc-95
Route of Intake	Injection
Material	Injection, fA=0.9
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Thyroid*	Skeleton*	Liver*
0.041667	9.6E-1	-	-	1.6E-1	2.0E-2	2.8E-2	8.3E-2
0.083333	9.1E-1	-	-	2.1E-1	1.5E-2	3.0E-2	9.2E-2
0.125	8.7E-1	-	-	2.3E-1	1.3E-2	3.2E-2	9.3E-2
0.25	7.4E-1	-	-	2.4E-1	9.5E-3	3.4E-2	7.5E-2
0.375	6.4E-1	-	-	2.4E-1	7.2E-3	3.4E-2	5.4E-2
0.5	5.6E-1	-	-	2.3E-1	5.6E-3	3.3E-2	3.8E-2
0.625	4.9E-1	-	-	2.2E-1	4.4E-3	3.0E-2	2.7E-2
0.75	4.3E-1	-	-	2.0E-1	3.5E-3	2.7E-2	1.9E-2
0.875	3.7E-1	-	-	1.8E-1	2.8E-3	2.5E-2	1.4E-2
1	3.3E-1	9.5E-2	1.2E-2	1.7E-1	2.3E-3	2.2E-2	1.1E-2
1.125	2.9E-1	-	-	1.5E-1	1.9E-3	1.9E-2	8.2E-3
1.25	2.5E-1	-	-	1.3E-1	1.5E-3	1.7E-2	6.5E-3
1.375	2.2E-1	-	-	1.2E-1	1.3E-3	1.5E-2	5.3E-3
1.5	1.9E-1	-	-	1.0E-1	1.0E-3	1.3E-2	4.4E-3
1.625	1.7E-1	-	-	8.9E-2	8.7E-4	1.2E-2	3.7E-3
1.75	1.4E-1	-	-	7.7E-2	7.3E-4	1.0E-2	3.1E-3
1.875	1.3E-1	-	-	6.6E-2	6.1E-4	8.8E-3	2.7E-3
2	1.1E-1	8.5E-3	2.6E-2	5.7E-2	5.1E-4	7.7E-3	2.3E-3
2.25	8.1E-2	-	-	4.1E-2	3.6E-4	5.8E-3	1.8E-3
2.5	6.0E-2	-	-	3.0E-2	2.6E-4	4.4E-3	1.4E-3
2.75	4.4E-2	-	-	2.1E-2	1.9E-4	3.4E-3	1.1E-3
3	3.3E-2	1.9E-3	1.2E-2	1.5E-2	1.4E-4	2.6E-3	8.4E-4
3.25	2.4E-2	-	-	1.1E-2	1.0E-4	1.9E-3	6.6E-4
3.5	1.8E-2	-	-	7.8E-3	7.4E-5	1.5E-3	5.2E-4
3.75	1.4E-2	-	-	5.6E-3	5.4E-5	1.1E-3	4.1E-4
4	1.0E-2	6.2E-4	3.6E-3	4.0E-3	4.0E-5	8.5E-4	3.3E-4
4.25	7.6E-3	-	-	2.9E-3	3.0E-5	6.5E-4	2.6E-4
4.5	5.7E-3	-	-	2.1E-3	2.2E-5	4.9E-4	2.0E-4
4.75	4.3E-3	-	-	1.6E-3	1.7E-5	3.8E-4	1.6E-4
5	3.3E-3	2.0E-4	9.3E-4	1.1E-3	1.3E-5	2.9E-4	1.3E-4
5.5	1.9E-3	-	-	6.3E-4	7.1E-6	1.7E-4	8.1E-5
6	1.1E-3	6.7E-5	2.5E-4	3.5E-4	4.0E-6	9.6E-5	5.1E-5
6.5	6.5E-4	-	-	2.0E-4	2.3E-6	5.6E-5	3.2E-5
7	3.8E-4	2.2E-5	7.5E-5	1.1E-4	1.3E-6	3.3E-5	2.0E-5
7.5	2.3E-4	-	-	6.4E-5	7.6E-7	1.9E-5	1.3E-5
8	1.4E-4	7.5E-6	2.4E-5	3.7E-5	4.4E-7	1.1E-5	8.3E-6
8.5	8.1E-5	-	-	2.1E-5	2.5E-7	6.5E-6	5.3E-6
9	4.9E-5	2.5E-6	7.7E-6	1.2E-5	1.5E-7	3.8E-6	3.4E-6
9.5	3.0E-5	-	-	7.1E-6	8.5E-8	2.3E-6	2.2E-6
10	1.8E-5	8.4E-7	2.5E-6	4.1E-6	4.9E-8	1.3E-6	1.4E-6
11	6.7E-6	2.9E-7	8.5E-7	1.4E-6	1.7E-8	4.7E-7	5.7E-7
12	2.5E-6	9.8E-8	2.9E-7	4.8E-7	5.7E-9	1.7E-7	2.4E-7
13	9.7E-7	3.4E-8	9.7E-8	1.6E-7	2.0E-9	6.2E-8	9.9E-8
14	3.8E-7	1.2E-8	3.3E-8	5.7E-8	6.8E-10	2.3E-8	4.1E-8
15	1.5E-7	4.1E-9	1.1E-8	2.0E-8	2.4E-10	8.8E-9	1.7E-8
16	5.9E-8	1.5E-9	3.9E-9	7.1E-9	-	3.4E-9	7.2E-9
17	2.4E-8	5.4E-10	1.4E-9	2.5E-9	-	1.3E-9	3.0E-9
18	9.7E-9	2.0E-10	4.9E-10	9.1E-10	-	5.3E-10	1.3E-9
19	4.0E-9	-	1.8E-10	-	-	-	5.3E-10
20	1.6E-9	-	-	-	-	-	2.2E-10
21	6.7E-10	-	-	-	-	-	-
22	2.8E-10	-	-	-	-	-	-
23	1.2E-10	-	-	-	-	-	-
