Radionuclide	Tc-95
Route of Intake	Inhalation
Material	Aerosols Type M, All unspecified forms, fA=0.18
AMTD/AMAD, µm	0.03

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Thyroid*	Skeleton*	Liver*
0.041667	5.9E-1	-	-	3.6E-2	4.9E-1	2.9E-4	4.3E-4	1.0E-3
0.083333	5.7E-1	-	-	4.3E-2	4.6E-1	4.8E-4	7.5E-4	2.0E-3
0.125	5.5E-1	-	-	4.8E-2	4.4E-1	6.1E-4	1.1E-3	3.0E-3
0.25	4.9E-1	-	-	5.6E-2	3.7E-1	7.8E-4	1.8E-3	4.9E-3
0.375	4.4E-1	-	-	6.0E-2	3.2E-1	7.8E-4	2.4E-3	5.3E-3
0.5	3.9E-1	-	-	6.0E-2	2.8E-1	7.1E-4	2.7E-3	4.9E-3
0.625	3.5E-1	-	-	5.8E-2	2.5E-1	6.2E-4	2.8E-3	4.2E-3
0.75	3.1E-1	-	-	5.5E-2	2.2E-1	5.3E-4	2.8E-3	3.4E-3
0.875	2.8E-1	-	-	5.1E-2	2.0E-1	4.4E-4	2.6E-3	2.8E-3
1	2.5E-1	9.0E-3	5.4E-3	4.7E-2	1.7E-1	3.7E-4	2.5E-3	2.2E-3
1.125	2.2E-1	-	-	4.2E-2	1.6E-1	3.1E-4	2.3E-3	1.7E-3
1.25	2.0E-1	-	-	3.7E-2	1.4E-1	2.6E-4	2.1E-3	1.3E-3
1.375	1.7E-1	-	-	3.3E-2	1.2E-1	2.1E-4	1.9E-3	1.1E-3
1.5	1.5E-1	-	-	2.9E-2	1.1E-1	1.8E-4	1.7E-3	8.6E-4
1.625	1.4E-1	-	-	2.5E-2	1.0E-1	1.5E-4	1.5E-3	7.0E-4
1.75	1.2E-1	-	-	2.2E-2	9.0E-2	1.2E-4	1.3E-3	5.8E-4
1.875	1.1E-1	-	-	1.9E-2	8.1E-2	1.0E-4	1.2E-3	4.8E-4
