Radionuclide	Na-22
Route of Intake	Injection
Material	Injection, fA=0.99
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
71	1.3E-2	6.3E-4	7.4E-6	2.1E-4	6.1E-3
72	1.2E-2	5.9E-4	6.9E-6	2.0E-4	5.9E-3
73	1.1E-2	5.6E-4	6.5E-6	1.8E-4	5.7E-3
74	1.1E-2	5.2E-4	6.1E-6	1.7E-4	5.5E-3
75	1.0E-2	4.9E-4	5.7E-6	1.6E-4	5.3E-3
76	9.9E-3	4.6E-4	5.4E-6	1.5E-4	5.1E-3
77	9.4E-3	4.3E-4	5.0E-6	1.4E-4	4.9E-3
78	9.0E-3	4.0E-4	4.7E-6	1.3E-4	4.8E-3
79	8.6E-3	3.8E-4	4.4E-6	1.2E-4	4.6E-3
80	8.2E-3	3.6E-4	4.1E-6	1.2E-4	4.5E-3
81	7.8E-3	3.3E-4	3.9E-6	1.1E-4	4.3E-3
82	7.5E-3	3.1E-4	3.7E-6	1.0E-4	4.2E-3
83	7.2E-3	2.9E-4	3.4E-6	9.7E-5	4.1E-3
84	6.9E-3	2.8E-4	3.2E-6	9.1E-5	4.0E-3
85	6.6E-3	2.6E-4	3.0E-6	8.5E-5	3.9E-3
86	6.3E-3	2.4E-4	2.8E-6	8.0E-5	3.8E-3
87	6.1E-3	2.3E-4	2.7E-6	7.5E-5	3.7E-3
88	5.8E-3	2.1E-4	2.5E-6	7.1E-5	3.6E-3
89	5.6E-3	2.0E-4	2.3E-6	6.6E-5	3.5E-3
90	5.4E-3	1.9E-4	2.2E-6	6.2E-5	3.4E-3
91	5.2E-3	1.8E-4	2.1E-6	5.8E-5	3.4E-3
92	5.0E-3	1.7E-4	1.9E-6	5.5E-5	3.3E-3
93	4.9E-3	1.6E-4	1.8E-6	5.2E-5	3.2E-3
94	4.7E-3	1.5E-4	1.7E-6	4.8E-5	3.2E-3
95	4.6E-3	1.4E-4	1.6E-6	4.5E-5	3.1E-3
96	4.4E-3	1.3E-4	1.5E-6	4.3E-5	3.1E-3
97	4.3E-3	1.2E-4	1.4E-6	4.0E-5	3.0E-3
98	4.2E-3	1.1E-4	1.3E-6	3.8E-5	3.0E-3
99	4.0E-3	1.1E-4	1.3E-6	3.5E-5	2.9E-3
100	3.9E-3	1.0E-4	1.2E-6	3.3E-5	2.9E-3
110	3.1E-3	5.5E-5	6.4E-7	1.8E-5	2.5E-3
120	2.7E-3	3.1E-5	3.6E-7	1.0E-5	2.3E-3
130	2.4E-3	1.8E-5	2.1E-7	6.0E-6	2.2E-3
140	2.2E-3	1.1E-5	1.3E-7	3.8E-6	2.1E-3
150	2.1E-3	7.7E-6	8.6E-8	2.6E-6	2.0E-3
160	2.0E-3	5.8E-6	6.4E-8	1.9E-6	2.0E-3
170	2.0E-3	4.7E-6	5.1E-8	1.6E-6	1.9E-3
180	1.9E-3	4.1E-6	4.5E-8	1.4E-6	1.9E-3
190	1.9E-3	3.8E-6	4.0E-8	1.3E-6	1.8E-3
200	1.8E-3	3.5E-6	3.8E-8	1.2E-6	1.8E-3
210	1.8E-3	3.4E-6	3.6E-8	1.1E-6	1.7E-3
220	1.7E-3	3.2E-6	3.5E-8	1.1E-6	1.7E-3
230	1.7E-3	3.1E-6	3.4E-8	1.1E-6	1.6E-3
240	1.6E-3	3.0E-6	3.2E-8	1.0E-6	1.6E-3
250	1.6E-3	3.0E-6	3.2E-8	1.0E-6	1.5E-3
260	1.5E-3	2.9E-6	3.1E-8	9.8E-7	1.5E-3
270	1.5E-3	2.8E-6	3.0E-8	9.5E-7	1.5E-3
280	1.4E-3	2.7E-6	2.9E-8	9.2E-7	1.4E-3
290	1.4E-3	2.6E-6	2.8E-8	9.0E-7	1.4E-3
300	1.4E-3	2.6E-6	2.7E-8	8.8E-7	1.3E-3
310	1.3E-3	2.5E-6	2.7E-8	8.5E-7	1.3E-3
320	1.3E-3	2.4E-6	2.6E-8	8.3E-7	1.3E-3
330	1.3E-3	2.4E-6	2.5E-8	8.1E-7	1.2E-3
340	1.2E-3	2.3E-6	2.5E-8	7.8E-7	1.2E-3
350	1.2E-3	2.2E-6	2.4E-8	7.6E-7	1.2E-3
360	1.2E-3	2.2E-6	2.3E-8	7.4E-7	1.1E-3
365	1.2E-3	2.2E-6	2.3E-8	7.3E-7	1.1E-3
370	1.1E-3	2.1E-6	2.3E-8	7.2E-7	1.1E-3
380	1.1E-3	2.1E-6	2.2E-8	7.0E-7	1.1E-3
390	1.1E-3	2.0E-6	2.2E-8	6.8E-7	1.1E-3
400	1.0E-3	2.0E-6	2.1E-8	6.7E-7	1.0E-3
410	1.0E-3	1.9E-6	2.0E-8	6.5E-7	1.0E-3
420	9.9E-4	1.9E-6	2.0E-8	6.3E-7	9.7E-4
430	9.6E-4	1.8E-6	1.9E-8	6.1E-7	9.4E-4
440	9.4E-4	1.8E-6	1.9E-8	6.0E-7	9.2E-4
450	9.1E-4	1.7E-6	1.8E-8	5.8E-7	8.9E-4
460	8.9E-4	1.7E-6	1.8E-8	5.7E-7	8.7E-4
470	8.6E-4	1.6E-6	1.7E-8	5.5E-7	8.5E-4
480	8.4E-4	1.6E-6	1.7E-8	5.4E-7	8.2E-4
490	8.2E-4	1.5E-6	1.6E-8	5.2E-7	8.0E-4
500	8.0E-4	1.5E-6	1.6E-8	5.1E-7	7.8E-4
510	7.7E-4	1.5E-6	1.6E-8	4.9E-7	7.6E-4
520	7.5E-4	1.4E-6	1.5E-8	4.8E-7	7.4E-4
530	7.3E-4	1.4E-6	1.5E-8	4.7E-7	7.2E-4
540	7.1E-4	1.3E-6	1.4E-8	4.6E-7	7.0E-4
550	6.9E-4	1.3E-6	1.4E-8	4.4E-7	6.8E-4
560	6.8E-4	1.3E-6	1.4E-8	4.3E-7	6.6E-4
570	6.6E-4	1.2E-6	1.3E-8	4.2E-7	6.4E-4
580	6.4E-4	1.2E-6	1.3E-8	4.1E-7	6.3E-4
590	6.2E-4	1.2E-6	1.2E-8	4.0E-7	6.1E-4
600	6.1E-4	1.1E-6	1.2E-8	3.9E-7	5.9E-4
610	5.9E-4	1.1E-6	1.2E-8	3.8E-7	5.8E-4
620	5.7E-4	1.1E-6	1.1E-8	3.7E-7	5.6E-4
630	5.6E-4	1.0E-6	1.1E-8	3.6E-7	5.5E-4
640	5.4E-4	1.0E-6	1.1E-8	3.5E-7	5.3E-4
650	5.3E-4	9.9E-7	1.1E-8	3.4E-7	5.2E-4
660	5.2E-4	9.7E-7	1.0E-8	3.3E-7	5.0E-4
670	5.0E-4	9.4E-7	1.0E-8	3.2E-7	4.9E-4
680	4.9E-4	9.2E-7	9.8E-9	3.1E-7	4.8E-4
690	4.7E-4	8.9E-7	9.5E-9	3.0E-7	4.7E-4
700	4.6E-4	8.7E-7	9.2E-9	2.9E-7	4.5E-4
710	4.5E-4	8.4E-7	9.0E-9	2.9E-7	4.4E-4
720	4.4E-4	8.2E-7	8.8E-9	2.8E-7	4.3E-4
730	4.3E-4	8.0E-7	8.5E-9	2.7E-7	4.2E-4
740	4.1E-4	7.8E-7	8.3E-9	2.6E-7	4.1E-4
750	4.0E-4	7.6E-7	8.1E-9	2.6E-7	3.9E-4
760	3.9E-4	7.4E-7	7.9E-9	2.5E-7	3.8E-4
770	3.8E-4	7.2E-7	7.6E-9	2.4E-7	3.7E-4
780	3.7E-4	7.0E-7	7.4E-9	2.4E-7	3.6E-4
790	3.6E-4	6.8E-7	7.2E-9	2.3E-7	3.5E-4
800	3.5E-4	6.6E-7	7.0E-9	2.2E-7	3.4E-4
810	3.4E-4	6.4E-7	6.9E-9	2.2E-7	3.4E-4
820	3.3E-4	6.2E-7	6.7E-9	2.1E-7	3.3E-4
830	3.2E-4	6.1E-7	6.5E-9	2.1E-7	3.2E-4
840	3.2E-4	5.9E-7	6.3E-9	2.0E-7	3.1E-4
850	3.1E-4	5.8E-7	6.1E-9	2.0E-7	3.0E-4
860	3.0E-4	5.6E-7	6.0E-9	1.9E-7	2.9E-4
870	2.9E-4	5.5E-7	5.8E-9	1.9E-7	2.8E-4
880	2.8E-4	5.3E-7	5.7E-9	1.8E-7	2.8E-4
890	2.8E-4	5.2E-7	5.5E-9	1.8E-7	2.7E-4
900	2.7E-4	5.0E-7	5.4E-9	1.7E-7	2.6E-4
910	2.6E-4	4.9E-7	5.2E-9	1.7E-7	2.6E-4
920	2.5E-4	4.8E-7	5.1E-9	1.6E-7	2.5E-4
930	2.5E-4	4.6E-7	4.9E-9	1.6E-7	2.4E-4
940	2.4E-4	4.5E-7	4.8E-9	1.5E-7	2.4E-4
950	2.3E-4	4.4E-7	4.7E-9	1.5E-7	2.3E-4
960	2.3E-4	4.3E-7	4.6E-9	1.4E-7	2.2E-4
970	2.2E-4	4.2E-7	4.4E-9	1.4E-7	2.2E-4
980	2.2E-4	4.0E-7	4.3E-9	1.4E-7	2.1E-4
990	2.1E-4	3.9E-7	4.2E-9	1.3E-7	2.1E-4
1000	2.0E-4	3.8E-7	4.1E-9	1.3E-7	2.0E-4
1010	2.0E-4	3.7E-7	4.0E-9	1.3E-7	1.9E-4
1020	1.9E-4	3.6E-7	3.9E-9	1.2E-7	1.9E-4
1030	1.9E-4	3.5E-7	3.8E-9	1.2E-7	1.8E-4
1040	1.8E-4	3.4E-7	3.7E-9	1.2E-7	1.8E-4
1050	1.8E-4	3.3E-7	3.6E-9	1.1E-7	1.7E-4
1060	1.7E-4	3.3E-7	3.5E-9	1.1E-7	1.7E-4
1070	1.7E-4	3.2E-7	3.4E-9	1.1E-7	1.7E-4
1080	1.6E-4	3.1E-7	3.3E-9	1.0E-7	1.6E-4
1090	1.6E-4	3.0E-7	3.2E-9	1.0E-7	1.6E-4
1095	1.6E-4	3.0E-7	3.2E-9	1.0E-7	1.5E-4
1100	1.6E-4	2.9E-7	3.1E-9	9.9E-8	1.5E-4
1200	1.2E-4	2.2E-7	2.4E-9	7.5E-8	1.2E-4
1300	9.0E-5	1.7E-7	1.8E-9	5.7E-8	8.8E-5
1400	6.9E-5	1.3E-7	1.4E-9	4.4E-8	6.7E-5
1500	5.2E-5	9.8E-8	1.0E-9	3.3E-8	5.1E-5
1600	4.0E-5	7.5E-8	8.0E-10	2.5E-8	3.9E-5
1700	3.0E-5	5.7E-8	6.1E-10	1.9E-8	3.0E-5
1800	2.3E-5	4.3E-8	4.6E-10	1.5E-8	2.3E-5
1900	1.8E-5	3.3E-8	3.5E-10	1.1E-8	1.7E-5
2000	1.3E-5	2.5E-8	2.7E-10	8.5E-9	1.3E-5
2100	1.0E-5	1.9E-8	2.0E-10	6.5E-9	1.0E-5
2200	7.8E-6	1.5E-8	1.6E-10	4.9E-9	7.6E-6
2300	5.9E-6	1.1E-8	1.2E-10	3.8E-9	5.8E-6
2400	4.5E-6	8.4E-9	-	2.9E-9	4.4E-6
2500	3.4E-6	6.4E-9	-	2.2E-9	3.4E-6
2600	2.6E-6	4.9E-9	-	1.7E-9	2.6E-6
2700	2.0E-6	3.7E-9	-	1.3E-9	1.9E-6
2800	1.5E-6	2.8E-9	-	9.7E-10	1.5E-6
2900	1.2E-6	2.2E-9	-	7.4E-10	1.1E-6
3000	8.8E-7	1.6E-9	-	5.6E-10	8.6E-7
3100	6.7E-7	1.3E-9	-	4.3E-10	6.6E-7
3200	5.1E-7	9.6E-10	-	3.2E-10	5.0E-7
3300	3.9E-7	7.3E-10	-	2.5E-10	3.8E-7
3400	3.0E-7	5.5E-10	-	1.9E-10	2.9E-7
3500	2.3E-7	4.2E-10	-	1.4E-10	2.2E-7
3600	1.7E-7	3.2E-10	-	1.1E-10	1.7E-7
3650	1.5E-7	2.8E-10	-	-	1.5E-7
4000	5.8E-8	1.1E-10	-	-	5.6E-8
5000	3.8E-9	-	-	-	3.7E-9
6000	2.5E-10	-	-	-	2.4E-10
