Radionuclide	Mo-102
Route of Intake	Inhalation
Material	Aerosols Type S, fA=9E-3
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Liver*
0.041667	2.4E-2	5.1E-3	1.1E-2	4.6E-6
0.083333	5.8E-4	1.5E-4	2.6E-4	2.9E-7
0.125	1.5E-5	4.3E-6	6.4E-6	1.2E-8
0.25	2.3E-10	-	-	-
