Radionuclide	Te-121m
Route of Intake	Inhalation
Material	Aerosols Type M, Elemental tellurium, cadmium telluride, all unspecified forms, fA=6E-2
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Thyroid*	Skeleton*	Liver*
0.041667	9.4E-1	-	-	2.0E-1	4.3E-1	8.3E-6	8.6E-4	1.2E-3
0.083333	9.3E-1	-	-	2.4E-1	4.0E-1	1.7E-5	1.6E-3	2.3E-3
0.125	9.2E-1	-	-	2.7E-1	3.8E-1	2.7E-5	2.3E-3	3.3E-3
0.25	9.0E-1	-	-	3.2E-1	3.5E-1	5.8E-5	3.9E-3	5.8E-3
0.375	8.9E-1	-	-	3.6E-1	3.3E-1	9.0E-5	5.0E-3	7.6E-3
0.5	8.7E-1	-	-	3.8E-1	3.1E-1	1.2E-4	5.7E-3	8.8E-3
0.625	8.4E-1	-	-	3.9E-1	3.0E-1	1.5E-4	6.1E-3	9.7E-3
0.75	8.2E-1	-	-	4.0E-1	2.9E-1	1.8E-4	6.4E-3	1.0E-2
0.875	7.9E-1	-	-	3.9E-1	2.9E-1	2.0E-4	6.6E-3	1.1E-2
1	7.6E-1	3.4E-2	6.5E-2	3.8E-1	2.8E-1	2.2E-4	6.7E-3	1.1E-2
1.125	7.3E-1	-	-	3.7E-1	2.7E-1	2.4E-4	6.8E-3	1.1E-2
1.25	7.0E-1	-	-	3.5E-1	2.7E-1	2.6E-4	6.8E-3	1.2E-2
1.375	6.7E-1	-	-	3.3E-1	2.6E-1	2.7E-4	6.8E-3	1.2E-2
1.5	6.4E-1	-	-	3.1E-1	2.6E-1	2.9E-4	6.9E-3	1.2E-2
1.625	6.1E-1	-	-	2.9E-1	2.5E-1	3.0E-4	6.9E-3	1.2E-2
1.75	5.8E-1	-	-	2.7E-1	2.5E-1	3.1E-4	6.9E-3	1.2E-2
1.875	5.5E-1	-	-	2.5E-1	2.4E-1	3.1E-4	6.9E-3	1.2E-2
2	5.2E-1	2.7E-2	2.1E-1	2.3E-1	2.4E-1	3.2E-4	6.9E-3	1.2E-2
2.25	4.7E-1	-	-	1.9E-1	2.3E-1	3.3E-4	6.9E-3	1.2E-2
2.5	4.2E-1	-	-	1.6E-1	2.2E-1	3.4E-4	6.9E-3	1.2E-2
2.75	3.9E-1	-	-	1.3E-1	2.2E-1	3.4E-4	6.9E-3	1.2E-2
3	3.6E-1	1.1E-2	1.5E-1	1.1E-1	2.1E-1	3.5E-4	6.9E-3	1.2E-2
3.25	3.3E-1	-	-	8.9E-2	2.0E-1	3.5E-4	6.9E-3	1.2E-2
3.5	3.1E-1	-	-	7.5E-2	2.0E-1	3.5E-4	6.9E-3	1.2E-2
3.75	2.9E-1	-	-	6.4E-2	1.9E-1	3.5E-4	6.9E-3	1.2E-2
4	2.8E-1	5.4E-3	7.0E-2	5.6E-2	1.9E-1	3.5E-4	6.9E-3	1.2E-2
4.25	2.7E-1	-	-	4.9E-2	1.8E-1	3.4E-4	6.9E-3	1.2E-2
4.5	2.6E-1	-	-	4.4E-2	1.8E-1	3.4E-4	7.0E-3	1.1E-2
4.75	2.5E-1	-	-	4.0E-2	1.7E-1	3.4E-4	7.0E-3	1.1E-2
5	2.4E-1	3.3E-3	3.5E-2	3.7E-2	1.7E-1	3.4E-4	7.0E-3	1.1E-2
5.5	2.3E-1	-	-	3.2E-2	1.6E-1	3.3E-4	7.0E-3	1.1E-2
6	2.2E-1	2.5E-3	2.2E-2	2.8E-2	1.5E-1	3.3E-4	7.0E-3	1.1E-2
6.5	2.1E-1	-	-	2.5E-2	1.5E-1	3.2E-4	7.0E-3	1.1E-2
7	2.0E-1	2.1E-3	1.6E-2	2.2E-2	1.4E-1	3.1E-4	7.0E-3	1.0E-2
7.5	1.9E-1	-	-	2.0E-2	1.3E-1	3.1E-4	7.0E-3	1.0E-2
8	1.8E-1	1.9E-3	1.3E-2	1.8E-2	1.3E-1	3.0E-4	7.0E-3	9.9E-3
8.5	1.7E-1	-	-	1.7E-2	1.2E-1	3.0E-4	7.1E-3	9.7E-3
9	1.7E-1	1.7E-3	1.1E-2	1.5E-2	1.2E-1	2.9E-4	7.0E-3	9.5E-3
9.5	1.6E-1	-	-	1.4E-2	1.2E-1	2.8E-4	7.0E-3	9.3E-3
10	1.6E-1	1.6E-3	8.6E-3	1.3E-2	1.1E-1	2.8E-4	7.0E-3	9.1E-3
11	1.5E-1	1.5E-3	7.1E-3	1.0E-2	1.1E-1	2.6E-4	7.0E-3	8.7E-3
12	1.4E-1	1.4E-3	5.8E-3	8.7E-3	1.0E-1	2.5E-4	7.0E-3	8.3E-3
13	1.3E-1	1.3E-3	4.8E-3	7.3E-3	9.8E-2	2.4E-4	7.0E-3	7.9E-3
14	1.3E-1	1.2E-3	4.0E-3	6.1E-3	9.4E-2	2.3E-4	6.9E-3	7.6E-3
15	1.2E-1	1.1E-3	3.3E-3	5.2E-3	9.1E-2	2.2E-4	6.9E-3	7.2E-3
16	1.2E-1	1.1E-3	2.8E-3	4.4E-3	8.8E-2	2.1E-4	6.9E-3	6.9E-3
17	1.1E-1	1.0E-3	2.3E-3	3.8E-3	8.6E-2	2.0E-4	6.8E-3	6.6E-3
18	1.1E-1	9.7E-4	1.9E-3	3.3E-3	8.4E-2	1.9E-4	6.8E-3	6.3E-3
19	1.1E-1	9.3E-4	1.6E-3	2.8E-3	8.2E-2	1.8E-4	6.7E-3	6.0E-3
20	1.0E-1	8.9E-4	1.4E-3	2.5E-3	8.0E-2	1.7E-4	6.7E-3	5.7E-3
21	1.0E-1	8.5E-4	1.2E-3	2.2E-3	7.9E-2	1.7E-4	6.6E-3	5.5E-3
22	9.9E-2	8.1E-4	1.0E-3	1.9E-3	7.7E-2	1.6E-4	6.6E-3	5.2E-3
23	9.7E-2	7.8E-4	9.0E-4	1.7E-3	7.6E-2	1.5E-4	6.5E-3	5.0E-3
24	9.5E-2	7.5E-4	7.9E-4	1.5E-3	7.5E-2	1.4E-4	6.5E-3	4.8E-3
25	9.3E-2	7.3E-4	7.0E-4	1.4E-3	7.4E-2	1.4E-4	6.4E-3	4.5E-3
26	9.2E-2	7.0E-4	6.2E-4	1.3E-3	7.3E-2	1.3E-4	6.4E-3	4.3E-3
27	9.0E-2	6.8E-4	5.6E-4	1.2E-3	7.2E-2	1.3E-4	6.3E-3	4.2E-3
28	8.8E-2	6.5E-4	5.0E-4	1.1E-3	7.1E-2	1.2E-4	6.3E-3	4.0E-3
29	8.7E-2	6.3E-4	4.6E-4	1.0E-3	7.0E-2	1.2E-4	6.2E-3	3.8E-3
30	8.5E-2	6.1E-4	4.2E-4	9.5E-4	6.9E-2	1.1E-4	6.2E-3	3.6E-3
31	8.4E-2	6.0E-4	3.9E-4	8.9E-4	6.8E-2	1.1E-4	6.1E-3	3.5E-3
32	8.3E-2	5.8E-4	3.6E-4	8.4E-4	6.7E-2	1.0E-4	6.1E-3	3.3E-3
33	8.1E-2	5.6E-4	3.4E-4	7.9E-4	6.6E-2	9.7E-5	6.0E-3	3.2E-3
34	8.0E-2	5.5E-4	3.2E-4	7.5E-4	6.6E-2	9.3E-5	5.9E-3	3.1E-3
35	7.9E-2	5.3E-4	3.0E-4	7.2E-4	6.5E-2	8.9E-5	5.9E-3	2.9E-3
36	7.8E-2	5.2E-4	2.9E-4	6.9E-4	6.4E-2	8.5E-5	5.8E-3	2.8E-3
37	7.7E-2	5.0E-4	2.7E-4	6.6E-4	6.3E-2	8.2E-5	5.8E-3	2.7E-3
38	7.6E-2	4.9E-4	2.6E-4	6.3E-4	6.3E-2	7.9E-5	5.7E-3	2.6E-3
39	7.5E-2	4.8E-4	2.5E-4	6.1E-4	6.2E-2	7.6E-5	5.7E-3	2.5E-3
40	7.4E-2	4.6E-4	2.4E-4	5.9E-4	6.1E-2	7.3E-5	5.6E-3	2.4E-3
