Radionuclide	Te-132
Route of Intake	Inhalation
Material	Aerosols Type S, fA=3E-3
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Thyroid*	Skeleton*	Liver*
0.041667	8.0E-1	-	-	2.8E-1	7.5E-2	1.4E-7	1.5E-5	2.1E-5
0.083333	7.8E-1	-	-	3.1E-1	7.0E-2	3.0E-7	2.8E-5	4.1E-5
0.125	7.7E-1	-	-	3.3E-1	6.7E-2	4.9E-7	4.2E-5	6.2E-5
0.25	7.2E-1	-	-	3.9E-1	6.2E-2	1.1E-6	7.7E-5	1.1E-4
0.375	6.8E-1	-	-	4.2E-1	5.9E-2	1.8E-6	1.0E-4	1.5E-4
0.5	6.5E-1	-	-	4.4E-1	5.7E-2	2.4E-6	1.1E-4	1.8E-4
0.625	6.1E-1	-	-	4.4E-1	5.5E-2	2.9E-6	1.2E-4	1.9E-4
0.75	5.7E-1	-	-	4.3E-1	5.3E-2	3.4E-6	1.3E-4	2.0E-4
0.875	5.3E-1	-	-	4.2E-1	5.2E-2	3.8E-6	1.3E-4	2.1E-4
1	4.9E-1	6.1E-4	6.8E-2	3.9E-1	5.0E-2	4.1E-6	1.3E-4	2.1E-4
1.125	4.5E-1	-	-	3.7E-1	4.8E-2	4.4E-6	1.3E-4	2.1E-4
1.25	4.2E-1	-	-	3.4E-1	4.7E-2	4.6E-6	1.2E-4	2.1E-4
1.375	3.8E-1	-	-	3.1E-1	4.6E-2	4.7E-6	1.2E-4	2.1E-4
1.5	3.4E-1	-	-	2.8E-1	4.4E-2	4.8E-6	1.2E-4	2.0E-4
1.625	3.0E-1	-	-	2.5E-1	4.3E-2	4.9E-6	1.2E-4	2.0E-4
1.75	2.7E-1	-	-	2.2E-1	4.2E-2	4.9E-6	1.1E-4	2.0E-4
1.875	2.4E-1	-	-	1.9E-1	4.0E-2	5.0E-6	1.1E-4	1.9E-4
2	2.1E-1	4.3E-4	1.7E-1	1.7E-1	3.9E-2	4.9E-6	1.1E-4	1.9E-4
2.25	1.7E-1	-	-	1.3E-1	3.7E-2	4.8E-6	1.0E-4	1.8E-4
2.5	1.3E-1	-	-	9.4E-2	3.5E-2	4.7E-6	9.5E-5	1.7E-4
2.75	1.0E-1	-	-	6.7E-2	3.3E-2	4.5E-6	9.0E-5	1.6E-4
3	8.0E-2	1.4E-4	9.2E-2	4.8E-2	3.1E-2	4.3E-6	8.5E-5	1.5E-4
3.25	6.4E-2	-	-	3.4E-2	2.9E-2	4.1E-6	8.0E-5	1.4E-4
3.5	5.2E-2	-	-	2.4E-2	2.7E-2	3.9E-6	7.6E-5	1.3E-4
