Radionuclide	Te-132
Route of Intake	Injection
Material	Injection, fA=0.3
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Thyroid*	Skeleton*	Liver*
0.041667	9.8E-1	-	-	6.6E-2	7.3E-4	6.9E-2	1.0E-1
0.083333	9.6E-1	-	-	6.3E-2	8.5E-4	6.8E-2	9.9E-2
0.125	9.3E-1	-	-	6.0E-2	9.6E-4	6.7E-2	9.9E-2
0.25	8.4E-1	-	-	5.2E-2	1.3E-3	6.4E-2	9.8E-2
0.375	7.5E-1	-	-	4.5E-2	1.5E-3	6.1E-2	9.6E-2
0.5	6.8E-1	-	-	3.9E-2	1.7E-3	5.8E-2	9.4E-2
0.625	6.1E-1	-	-	3.4E-2	1.8E-3	5.6E-2	9.3E-2
0.75	5.5E-1	-	-	3.0E-2	1.9E-3	5.4E-2	9.0E-2
0.875	5.1E-1	-	-	2.7E-2	2.0E-3	5.2E-2	8.8E-2
1	4.6E-1	3.4E-1	6.7E-5	2.4E-2	2.0E-3	5.0E-2	8.6E-2
1.125	4.3E-1	-	-	2.1E-2	2.1E-3	4.8E-2	8.4E-2
1.25	3.9E-1	-	-	1.9E-2	2.1E-3	4.7E-2	8.2E-2
1.375	3.7E-1	-	-	1.8E-2	2.1E-3	4.5E-2	7.9E-2
1.5	3.4E-1	-	-	1.6E-2	2.1E-3	4.4E-2	7.7E-2
1.625	3.2E-1	-	-	1.5E-2	2.0E-3	4.2E-2	7.5E-2
1.75	3.0E-1	-	-	1.4E-2	2.0E-3	4.1E-2	7.3E-2
1.875	2.8E-1	-	-	1.3E-2	2.0E-3	4.0E-2	7.0E-2
2	2.7E-1	1.0E-1	7.2E-4	1.2E-2	1.9E-3	3.9E-2	6.8E-2
2.25	2.4E-1	-	-	1.1E-2	1.9E-3	3.6E-2	6.4E-2
2.5	2.2E-1	-	-	9.8E-3	1.8E-3	3.4E-2	6.0E-2
2.75	2.0E-1	-	-	9.0E-3	1.7E-3	3.3E-2	5.6E-2
3	1.9E-1	2.9E-2	1.4E-3	8.3E-3	1.6E-3	3.1E-2	5.3E-2
3.25	1.7E-1	-	-	7.6E-3	1.5E-3	2.9E-2	4.9E-2
3.5	1.6E-1	-	-	7.1E-3	1.4E-3	2.7E-2	4.6E-2
3.75	1.5E-1	-	-	6.6E-3	1.3E-3	2.6E-2	4.3E-2
4	1.4E-1	1.0E-2	1.6E-3	6.2E-3	1.2E-3	2.5E-2	4.0E-2
4.25	1.3E-1	-	-	5.8E-3	1.2E-3	2.3E-2	3.8E-2
4.5	1.2E-1	-	-	5.4E-3	1.1E-3	2.2E-2	3.5E-2
4.75	1.1E-1	-	-	5.0E-3	1.0E-3	2.1E-2	3.3E-2
5	1.1E-1	4.6E-3	1.4E-3	4.7E-3	9.5E-4	2.0E-2	3.1E-2
5.5	9.2E-2	-	-	4.1E-3	8.3E-4	1.8E-2	2.7E-2
6	8.1E-2	2.7E-3	1.1E-3	3.6E-3	7.2E-4	1.6E-2	2.4E-2
6.5	7.1E-2	-	-	3.1E-3	6.3E-4	1.4E-2	2.1E-2
7	6.2E-2	1.9E-3	8.9E-4	2.7E-3	5.5E-4	1.3E-2	1.8E-2
7.5	5.5E-2	-	-	2.4E-3	4.8E-4	1.1E-2	1.6E-2
8	4.8E-2	1.4E-3	6.8E-4	2.1E-3	4.2E-4	1.0E-2	1.4E-2
8.5	4.2E-2	-	-	1.8E-3	3.7E-4	9.1E-3	1.2E-2
9	3.7E-2	1.1E-3	5.2E-4	1.6E-3	3.2E-4	8.2E-3	1.1E-2
9.5	3.3E-2	-	-	1.4E-3	2.8E-4	7.3E-3	9.3E-3
10	2.9E-2	8.1E-4	4.0E-4	1.2E-3	2.5E-4	6.5E-3	8.1E-3
11	2.2E-2	6.2E-4	3.1E-4	9.4E-4	1.9E-4	5.2E-3	6.2E-3
12	1.7E-2	4.8E-4	2.3E-4	7.2E-4	1.4E-4	4.2E-3	4.7E-3
13	1.3E-2	3.7E-4	1.8E-4	5.5E-4	1.1E-4	3.4E-3	3.6E-3
14	1.0E-2	2.8E-4	1.4E-4	4.2E-4	8.5E-5	2.7E-3	2.8E-3
15	8.0E-3	2.2E-4	1.0E-4	3.2E-4	6.5E-5	2.2E-3	2.1E-3
16	6.2E-3	1.7E-4	8.0E-5	2.5E-4	5.0E-5	1.7E-3	1.6E-3
17	4.8E-3	1.3E-4	6.1E-5	1.9E-4	3.8E-5	1.4E-3	1.2E-3
18	3.7E-3	9.7E-5	4.7E-5	1.4E-4	2.9E-5	1.1E-3	9.5E-4
19	2.9E-3	7.5E-5	3.6E-5	1.1E-4	2.2E-5	8.9E-4	7.3E-4
20	2.2E-3	5.7E-5	2.7E-5	8.4E-5	1.7E-5	7.1E-4	5.6E-4
21	1.7E-3	4.4E-5	2.1E-5	6.4E-5	1.3E-5	5.7E-4	4.2E-4
22	1.3E-3	3.4E-5	1.6E-5	4.9E-5	9.9E-6	4.5E-4	3.3E-4
23	1.0E-3	2.6E-5	1.2E-5	3.8E-5	7.6E-6	3.6E-4	2.5E-4
24	8.1E-4	2.0E-5	9.4E-6	2.9E-5	5.8E-6	2.9E-4	1.9E-4
25	6.3E-4	1.5E-5	7.2E-6	2.2E-5	4.5E-6	2.3E-4	1.5E-4
26	4.9E-4	1.2E-5	5.5E-6	1.7E-5	3.4E-6	1.8E-4	1.1E-4
27	3.8E-4	9.1E-6	4.2E-6	1.3E-5	2.6E-6	1.5E-4	8.5E-5
28	3.0E-4	7.0E-6	3.2E-6	9.9E-6	2.0E-6	1.2E-4	6.5E-5
29	2.3E-4	5.4E-6	2.5E-6	7.6E-6	1.5E-6	9.4E-5	5.0E-5
30	1.8E-4	4.2E-6	1.9E-6	5.8E-6	1.2E-6	7.5E-5	3.8E-5
31	1.4E-4	3.2E-6	1.4E-6	4.5E-6	9.0E-7	6.0E-5	2.9E-5
32	1.1E-4	2.5E-6	1.1E-6	3.4E-6	6.9E-7	4.8E-5	2.2E-5
33	8.6E-5	1.9E-6	8.5E-7	2.6E-6	5.3E-7	3.8E-5	1.7E-5
34	6.7E-5	1.5E-6	6.5E-7	2.0E-6	4.0E-7	3.1E-5	1.3E-5
35	5.2E-5	1.1E-6	5.0E-7	1.5E-6	3.1E-7	2.4E-5	1.0E-5
36	4.1E-5	8.7E-7	3.8E-7	1.2E-6	2.4E-7	2.0E-5	7.8E-6
37	3.2E-5	6.7E-7	2.9E-7	9.0E-7	1.8E-7	1.6E-5	5.9E-6
38	2.5E-5	5.2E-7	2.2E-7	6.9E-7	1.4E-7	1.2E-5	4.6E-6
39	2.0E-5	4.0E-7	1.7E-7	5.3E-7	1.1E-7	1.0E-5	3.5E-6
40	1.5E-5	3.1E-7	1.3E-7	4.1E-7	8.2E-8	7.9E-6	2.7E-6
41	1.2E-5	2.4E-7	1.0E-7	3.1E-7	6.3E-8	6.3E-6	2.1E-6
42	9.4E-6	1.8E-7	7.7E-8	2.4E-7	4.8E-8	5.1E-6	1.6E-6
43	7.4E-6	1.4E-7	5.9E-8	1.8E-7	3.7E-8	4.0E-6	1.2E-6
44	5.8E-6	1.1E-7	4.5E-8	1.4E-7	2.8E-8	3.2E-6	9.3E-7
45	4.5E-6	8.5E-8	3.5E-8	1.1E-7	2.2E-8	2.6E-6	7.1E-7
46	3.6E-6	6.6E-8	2.7E-8	8.3E-8	1.7E-8	2.1E-6	5.5E-7
47	2.8E-6	5.1E-8	2.0E-8	6.4E-8	1.3E-8	1.6E-6	4.2E-7
48	2.2E-6	4.0E-8	1.6E-8	4.9E-8	9.8E-9	1.3E-6	3.2E-7
49	1.7E-6	3.1E-8	1.2E-8	3.8E-8	7.5E-9	1.0E-6	2.5E-7
50	1.4E-6	2.4E-8	9.3E-9	2.9E-8	5.8E-9	8.3E-7	1.9E-7
51	1.1E-6	1.8E-8	7.1E-9	2.2E-8	4.4E-9	6.6E-7	1.5E-7
52	8.4E-7	1.4E-8	5.5E-9	1.7E-8	3.4E-9	5.3E-7	1.1E-7
53	6.6E-7	1.1E-8	4.2E-9	1.3E-8	2.6E-9	4.2E-7	8.6E-8
54	5.2E-7	8.6E-9	3.2E-9	1.0E-8	2.0E-9	3.4E-7	6.6E-8
55	4.1E-7	6.7E-9	2.5E-9	7.8E-9	1.6E-9	2.7E-7	5.1E-8
56	3.2E-7	5.2E-9	1.9E-9	6.0E-9	1.2E-9	2.1E-7	3.9E-8
57	2.5E-7	4.1E-9	1.5E-9	4.6E-9	9.2E-10	1.7E-7	3.0E-8
58	2.0E-7	3.2E-9	1.1E-9	3.6E-9	7.1E-10	1.4E-7	2.3E-8
59	1.6E-7	2.5E-9	8.7E-10	2.7E-9	5.4E-10	1.1E-7	1.8E-8
60	1.3E-7	1.9E-9	6.7E-10	2.1E-9	4.2E-10	8.7E-8	1.4E-8
61	9.9E-8	1.5E-9	5.1E-10	1.6E-9	3.2E-10	6.9E-8	1.1E-8
62	7.8E-8	1.2E-9	3.9E-10	1.3E-9	2.5E-10	5.5E-8	8.2E-9
63	6.2E-8	9.0E-10	3.0E-10	9.7E-10	1.9E-10	4.4E-8	6.3E-9
64	4.9E-8	7.0E-10	2.3E-10	7.5E-10	1.5E-10	3.5E-8	4.8E-9
65	3.8E-8	5.5E-10	1.8E-10	5.8E-10	1.1E-10	2.8E-8	3.7E-9
66	3.0E-8	4.3E-10	1.4E-10	4.5E-10	-	2.2E-8	2.9E-9
67	2.4E-8	3.3E-10	1.1E-10	3.4E-10	-	1.8E-8	2.2E-9
68	1.9E-8	2.6E-10	-	2.7E-10	-	1.4E-8	1.7E-9
69	1.5E-8	2.0E-10	-	2.1E-10	-	1.1E-8	1.3E-9
70	1.2E-8	1.6E-10	-	1.6E-10	-	9.1E-9	1.0E-9
71	9.4E-9	1.2E-10	-	1.2E-10	-	7.2E-9	7.9E-10
72	7.5E-9	-	-	-	-	5.8E-9	6.1E-10
73	5.9E-9	-	-	-	-	4.6E-9	4.7E-10
74	4.7E-9	-	-	-	-	3.7E-9	3.7E-10
75	3.7E-9	-	-	-	-	2.9E-9	2.8E-10
76	3.0E-9	-	-	-	-	2.3E-9	2.2E-10
77	2.3E-9	-	-	-	-	1.9E-9	1.7E-10
78	1.9E-9	-	-	-	-	1.5E-9	1.3E-10
79	1.5E-9	-	-	-	-	1.2E-9	1.0E-10
80	1.2E-9	-	-	-	-	9.5E-10	-
81	9.3E-10	-	-	-	-	7.5E-10	-
82	7.4E-10	-	-	-	-	6.0E-10	-
83	5.8E-10	-	-	-	-	4.8E-10	-
84	4.6E-10	-	-	-	-	3.8E-10	-
85	3.7E-10	-	-	-	-	3.1E-10	-
86	2.9E-10	-	-	-	-	2.4E-10	-
87	2.3E-10	-	-	-	-	1.9E-10	-
88	1.8E-10	-	-	-	-	1.6E-10	-
89	1.5E-10	-	-	-	-	1.2E-10	-
90	1.2E-10	-	-	-	-	-	-
