Radionuclide	Cd-111m
Route of Intake	Inhalation
Material	Aerosols Type S, fA=5E-4
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	4.0E-1	8.5E-2	1.8E-1	1.6E-6	1.0E-4
0.083333	1.7E-1	4.3E-2	7.5E-2	9.1E-7	8.0E-5
0.125	7.1E-2	2.1E-2	3.1E-2	4.7E-7	4.7E-5
0.25	5.3E-3	2.0E-3	2.2E-3	5.1E-8	5.9E-6
0.375	4.0E-4	1.7E-4	1.6E-4	4.7E-9	5.8E-7
0.5	3.0E-5	1.4E-5	1.2E-5	4.0E-10	5.1E-8
0.625	2.2E-6	1.1E-6	9.2E-7	-	4.3E-9
0.75	1.7E-7	8.4E-8	6.9E-8	-	3.5E-10
0.875	1.2E-8	6.4E-9	5.2E-9	-	-
1	9.2E-10	4.8E-10	3.9E-10	-	-
