Radionuclide	Sb-120m
Route of Intake	Inhalation
Material	Aerosols Type S, fA=5E-4
AMTD/AMAD, µm	0.3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Thyroid*	Skeleton*	Liver*
0.041667	2.9E-1	-	-	4.3E-2	1.8E-1	5.8E-7	1.1E-5	1.3E-5
0.083333	2.9E-1	-	-	4.9E-2	1.8E-1	1.2E-6	2.0E-5	2.1E-5
0.125	2.9E-1	-	-	5.3E-2	1.8E-1	1.8E-6	2.7E-5	2.8E-5
0.25	2.8E-1	-	-	6.4E-2	1.7E-1	3.2E-6	4.6E-5	4.6E-5
0.375	2.7E-1	-	-	7.0E-2	1.7E-1	4.3E-6	6.0E-5	5.8E-5
0.5	2.7E-1	-	-	7.4E-2	1.7E-1	5.2E-6	7.0E-5	6.7E-5
0.625	2.6E-1	-	-	7.6E-2	1.6E-1	5.9E-6	7.8E-5	7.3E-5
0.75	2.5E-1	-	-	7.6E-2	1.6E-1	6.5E-6	8.5E-5	7.7E-5
0.875	2.4E-1	-	-	7.5E-2	1.6E-1	7.1E-6	9.0E-5	7.9E-5
1	2.3E-1	2.3E-4	1.2E-2	7.2E-2	1.5E-1	7.5E-6	9.4E-5	8.1E-5
1.125	2.3E-1	-	-	6.9E-2	1.5E-1	7.9E-6	9.7E-5	8.2E-5
1.25	2.2E-1	-	-	6.5E-2	1.5E-1	8.2E-6	9.9E-5	8.2E-5
1.375	2.1E-1	-	-	6.0E-2	1.4E-1	8.5E-6	1.0E-4	8.2E-5
1.5	2.0E-1	-	-	5.5E-2	1.4E-1	8.7E-6	1.0E-4	8.2E-5
1.625	1.9E-1	-	-	5.1E-2	1.4E-1	8.9E-6	1.0E-4	8.1E-5
1.75	1.9E-1	-	-	4.6E-2	1.4E-1	9.1E-6	1.0E-4	8.0E-5
1.875	1.8E-1	-	-	4.2E-2	1.3E-1	9.3E-6	1.0E-4	7.9E-5
2	1.7E-1	1.2E-4	3.5E-2	3.7E-2	1.3E-1	9.4E-6	1.0E-4	7.7E-5
2.25	1.6E-1	-	-	3.0E-2	1.3E-1	9.6E-6	1.0E-4	7.4E-5
2.5	1.5E-1	-	-	2.4E-2	1.2E-1	9.8E-6	1.0E-4	7.1E-5
2.75	1.4E-1	-	-	1.9E-2	1.2E-1	9.8E-6	1.0E-4	6.8E-5
3	1.3E-1	8.4E-5	2.2E-2	1.5E-2	1.1E-1	9.8E-6	9.7E-5	6.4E-5
3.25	1.2E-1	-	-	1.2E-2	1.1E-1	9.8E-6	9.5E-5	6.1E-5
3.5	1.2E-1	-	-	9.2E-3	1.1E-1	9.7E-6	9.2E-5	5.8E-5
3.75	1.1E-1	-	-	7.5E-3	1.0E-1	9.6E-6	8.8E-5	5.4E-5
4	1.1E-1	6.2E-5	8.8E-3	6.2E-3	9.9E-2	9.5E-6	8.5E-5	5.1E-5
4.25	1.0E-1	-	-	5.2E-3	9.6E-2	9.3E-6	8.2E-5	4.8E-5
4.5	9.8E-2	-	-	4.4E-3	9.3E-2	9.2E-6	7.8E-5	4.6E-5
4.75	9.4E-2	-	-	3.8E-3	9.0E-2	9.0E-6	7.5E-5	4.3E-5
5	9.1E-2	4.7E-5	3.6E-3	3.4E-3	8.7E-2	8.8E-6	7.1E-5	4.0E-5
5.5	8.4E-2	-	-	2.7E-3	8.1E-2	8.3E-6	6.5E-5	3.6E-5
6	7.8E-2	3.6E-5	1.9E-3	2.2E-3	7.6E-2	7.9E-6	5.9E-5	3.2E-5
6.5	7.3E-2	-	-	1.9E-3	7.1E-2	7.4E-6	5.3E-5	2.8E-5
7	6.8E-2	2.7E-5	1.2E-3	1.6E-3	6.6E-2	6.9E-6	4.8E-5	2.5E-5
7.5	6.4E-2	-	-	1.4E-3	6.2E-2	6.4E-6	4.3E-5	2.2E-5
8	6.0E-2	2.1E-5	8.5E-4	1.2E-3	5.8E-2	6.0E-6	3.8E-5	2.0E-5
8.5	5.6E-2	-	-	1.0E-3	5.4E-2	5.5E-6	3.4E-5	1.8E-5
9	5.2E-2	1.7E-5	6.3E-4	9.0E-4	5.1E-2	5.1E-6	3.1E-5	1.6E-5
9.5	4.9E-2	-	-	7.8E-4	4.8E-2	4.7E-6	2.8E-5	1.4E-5
10	4.6E-2	1.3E-5	4.7E-4	6.8E-4	4.5E-2	4.4E-6	2.5E-5	1.3E-5
11	4.0E-2	1.0E-5	3.6E-4	5.2E-4	4.0E-2	3.7E-6	2.0E-5	1.0E-5
12	3.5E-2	8.3E-6	2.7E-4	4.0E-4	3.5E-2	3.1E-6	1.6E-5	8.6E-6
13	3.1E-2	6.7E-6	2.1E-4	3.1E-4	3.1E-2	2.6E-6	1.3E-5	7.2E-6
14	2.8E-2	5.4E-6	1.6E-4	2.4E-4	2.7E-2	2.2E-6	1.0E-5	6.0E-6
15	2.4E-2	4.4E-6	1.3E-4	1.9E-4	2.4E-2	1.8E-6	8.5E-6	5.0E-6
16	2.1E-2	3.6E-6	9.8E-5	1.5E-4	2.1E-2	1.5E-6	6.9E-6	4.2E-6
17	1.9E-2	3.0E-6	7.8E-5	1.2E-4	1.9E-2	1.3E-6	5.7E-6	3.6E-6
18	1.7E-2	2.5E-6	6.3E-5	9.8E-5	1.7E-2	1.0E-6	4.7E-6	3.1E-6
19	1.5E-2	2.1E-6	5.1E-5	8.0E-5	1.5E-2	8.7E-7	3.9E-6	2.7E-6
20	1.3E-2	1.8E-6	4.1E-5	6.6E-5	1.3E-2	7.3E-7	3.3E-6	2.3E-6
21	1.2E-2	1.5E-6	3.4E-5	5.5E-5	1.1E-2	6.1E-7	2.8E-6	2.0E-6
22	1.0E-2	1.3E-6	2.8E-5	4.6E-5	1.0E-2	5.1E-7	2.3E-6	1.7E-6
23	9.0E-3	1.1E-6	2.4E-5	3.9E-5	8.9E-3	4.3E-7	2.0E-6	1.5E-6
24	8.0E-3	9.3E-7	2.0E-5	3.3E-5	7.9E-3	3.6E-7	1.7E-6	1.3E-6
25	7.0E-3	8.0E-7	1.7E-5	2.9E-5	7.0E-3	3.0E-7	1.5E-6	1.2E-6
26	6.2E-3	6.9E-7	1.5E-5	2.5E-5	6.2E-3	2.5E-7	1.3E-6	1.0E-6
27	5.5E-3	6.0E-7	1.2E-5	2.1E-5	5.5E-3	2.1E-7	1.1E-6	9.0E-7
28	4.9E-3	5.2E-7	1.1E-5	1.8E-5	4.8E-3	1.8E-7	9.5E-7	7.9E-7
29	4.3E-3	4.5E-7	9.3E-6	1.6E-5	4.3E-3	1.5E-7	8.2E-7	7.0E-7
30	3.8E-3	3.9E-7	8.1E-6	1.4E-5	3.8E-3	1.3E-7	7.2E-7	6.2E-7
31	3.4E-3	3.4E-7	7.1E-6	1.2E-5	3.3E-3	1.1E-7	6.3E-7	5.4E-7
32	3.0E-3	3.0E-7	6.2E-6	1.1E-5	3.0E-3	9.6E-8	5.5E-7	4.8E-7
33	2.6E-3	2.6E-7	5.4E-6	9.4E-6	2.6E-3	8.2E-8	4.8E-7	4.3E-7
34	2.3E-3	2.3E-7	4.7E-6	8.2E-6	2.3E-3	7.0E-8	4.2E-7	3.8E-7
35	2.1E-3	2.0E-7	4.2E-6	7.2E-6	2.0E-3	6.1E-8	3.7E-7	3.4E-7
36	1.8E-3	1.8E-7	3.7E-6	6.4E-6	1.8E-3	5.2E-8	3.3E-7	3.0E-7
37	1.6E-3	1.6E-7	3.2E-6	5.6E-6	1.6E-3	4.5E-8	2.9E-7	2.6E-7
38	1.4E-3	1.4E-7	2.8E-6	5.0E-6	1.4E-3	3.9E-8	2.6E-7	2.4E-7
39	1.3E-3	1.2E-7	2.5E-6	4.4E-6	1.3E-3	3.4E-8	2.3E-7	2.1E-7
40	1.1E-3	1.1E-7	2.2E-6	3.9E-6	1.1E-3	3.0E-8	2.0E-7	1.9E-7
41	9.9E-4	9.4E-8	1.9E-6	3.4E-6	9.8E-4	2.6E-8	1.8E-7	1.7E-7
42	8.8E-4	8.3E-8	1.7E-6	3.0E-6	8.7E-4	2.2E-8	1.6E-7	1.5E-7
43	7.8E-4	7.4E-8	1.5E-6	2.6E-6	7.7E-4	2.0E-8	1.4E-7	1.3E-7
44	6.9E-4	6.5E-8	1.3E-6	2.3E-6	6.8E-4	1.7E-8	1.2E-7	1.2E-7
45	6.1E-4	5.7E-8	1.2E-6	2.1E-6	6.0E-4	1.5E-8	1.1E-7	1.0E-7
46	5.4E-4	5.1E-8	1.0E-6	1.8E-6	5.3E-4	1.3E-8	9.6E-8	9.2E-8
47	4.8E-4	4.5E-8	9.2E-7	1.6E-6	4.7E-4	1.2E-8	8.5E-8	8.2E-8
