Radionuclide	Th-232
Route of Intake	Inhalation
Material	Aerosols Type F, fA=5E-4
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	4.9E-7	-	-	1.4E-7	4.5E-9	1.4E-8	9.3E-9
0.083333	1.9E-6	-	-	5.9E-7	7.4E-9	7.5E-8	3.9E-8
0.125	4.0E-6	-	-	1.4E-6	1.1E-8	1.9E-7	8.7E-8
0.25	1.4E-5	-	-	5.8E-6	2.8E-8	9.7E-7	3.6E-7
0.375	2.8E-5	-	-	1.3E-5	4.7E-8	2.4E-6	8.0E-7
0.5	4.3E-5	-	-	2.3E-5	6.6E-8	4.5E-6	1.4E-6
0.625	6.0E-5	-	-	3.4E-5	8.3E-8	7.1E-6	2.0E-6
0.75	7.7E-5	-	-	4.6E-5	9.6E-8	1.0E-5	2.7E-6
0.875	9.3E-5	-	-	5.8E-5	1.1E-7	1.4E-5	3.4E-6
1	1.1E-4	6.0E-3	4.9E-2	6.8E-5	1.1E-7	1.7E-5	4.1E-6
1.125	1.2E-4	-	-	7.8E-5	1.2E-7	2.1E-5	4.7E-6
1.25	1.3E-4	-	-	8.6E-5	1.2E-7	2.5E-5	5.3E-6
1.375	1.5E-4	-	-	9.3E-5	1.3E-7	2.9E-5	5.8E-6
1.5	1.5E-4	-	-	9.7E-5	1.3E-7	3.3E-5	6.4E-6
1.625	1.6E-4	-	-	1.0E-4	1.3E-7	3.7E-5	6.8E-6
1.75	1.7E-4	-	-	1.0E-4	1.3E-7	4.1E-5	7.3E-6
1.875	1.7E-4	-	-	1.0E-4	1.3E-7	4.5E-5	7.7E-6
2	1.7E-4	2.3E-3	1.5E-1	1.0E-4	1.4E-7	4.8E-5	8.1E-6
2.25	1.8E-4	-	-	9.6E-5	1.4E-7	5.6E-5	8.8E-6
2.5	1.8E-4	-	-	9.0E-5	1.4E-7	6.2E-5	9.5E-6
2.75	1.8E-4	-	-	8.2E-5	1.4E-7	6.9E-5	1.0E-5
3	1.8E-4	1.0E-3	1.0E-1	7.5E-5	1.5E-7	7.5E-5	1.1E-5
3.25	1.8E-4	-	-	6.8E-5	1.5E-7	8.1E-5	1.1E-5
3.5	1.8E-4	-	-	6.2E-5	1.5E-7	8.7E-5	1.2E-5
3.75	1.8E-4	-	-	5.7E-5	1.5E-7	9.3E-5	1.2E-5
4	1.8E-4	7.3E-4	3.8E-2	5.3E-5	1.6E-7	9.8E-5	1.3E-5
4.25	1.8E-4	-	-	5.0E-5	1.6E-7	1.0E-4	1.3E-5
4.5	1.9E-4	-	-	4.8E-5	1.6E-7	1.1E-4	1.3E-5
