Radionuclide	Th-232
Route of Intake	Inhalation
Material	Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5
AMTD/AMAD, µm	0.3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	2.2E-7	-	-	3.3E-8	1.3E-7	2.3E-9	1.7E-9
0.083333	8.5E-7	-	-	1.5E-7	4.8E-7	1.3E-8	7.4E-9
0.125	1.8E-6	-	-	3.6E-7	1.0E-6	3.4E-8	1.5E-8
0.25	6.5E-6	-	-	1.5E-6	3.6E-6	1.5E-7	4.6E-8
0.375	1.3E-5	-	-	3.5E-6	7.4E-6	3.4E-7	9.0E-8
0.5	2.1E-5	-	-	6.1E-6	1.2E-5	6.0E-7	1.4E-7
0.625	3.0E-5	-	-	9.0E-6	1.7E-5	9.2E-7	2.0E-7
0.75	3.9E-5	-	-	1.2E-5	2.2E-5	1.3E-6	2.7E-7
0.875	4.8E-5	-	-	1.5E-5	2.8E-5	1.7E-6	3.3E-7
1	5.7E-5	8.0E-4	1.3E-2	1.8E-5	3.4E-5	2.1E-6	4.0E-7
1.125	6.6E-5	-	-	2.1E-5	4.0E-5	2.5E-6	4.7E-7
1.25	7.4E-5	-	-	2.3E-5	4.6E-5	3.0E-6	5.3E-7
1.375	8.3E-5	-	-	2.4E-5	5.2E-5	3.5E-6	6.0E-7
1.5	9.0E-5	-	-	2.6E-5	5.8E-5	3.9E-6	6.6E-7
1.625	9.7E-5	-	-	2.7E-5	6.4E-5	4.4E-6	7.2E-7
1.75	1.0E-4	-	-	2.7E-5	7.0E-5	4.8E-6	7.9E-7
1.875	1.1E-4	-	-	2.7E-5	7.6E-5	5.3E-6	8.4E-7
2	1.2E-4	2.1E-4	4.2E-2	2.7E-5	8.1E-5	5.7E-6	9.0E-7
2.25	1.3E-4	-	-	2.6E-5	9.3E-5	6.6E-6	1.0E-6
2.5	1.4E-4	-	-	2.4E-5	1.0E-4	7.5E-6	1.1E-6
2.75	1.5E-4	-	-	2.3E-5	1.2E-4	8.3E-6	1.2E-6
