Radionuclide	Th-232
Route of Intake	Inhalation
Material	Aerosols Type M, Thorium hydroxide, fA=1E-4
AMTD/AMAD, µm	1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	3.8E-7	-	-	1.1E-7	9.5E-8	5.0E-10	4.1E-10
0.083333	1.4E-6	-	-	4.7E-7	3.6E-7	4.2E-9	3.0E-9
0.125	3.1E-6	-	-	1.1E-6	7.4E-7	1.4E-8	9.0E-9
0.25	1.1E-5	-	-	4.8E-6	2.5E-6	1.0E-7	5.2E-8
0.375	2.2E-5	-	-	1.1E-5	4.9E-6	2.9E-7	1.3E-7
0.5	3.4E-5	-	-	1.9E-5	7.7E-6	5.7E-7	2.3E-7
0.625	4.8E-5	-	-	2.8E-5	1.1E-5	9.4E-7	3.3E-7
0.75	6.2E-5	-	-	3.8E-5	1.4E-5	1.4E-6	4.4E-7
0.875	7.5E-5	-	-	4.7E-5	1.7E-5	1.9E-6	5.4E-7
1	8.8E-5	8.2E-4	4.4E-2	5.6E-5	2.1E-5	2.4E-6	6.4E-7
1.125	9.9E-5	-	-	6.3E-5	2.5E-5	3.0E-6	7.3E-7
1.25	1.1E-4	-	-	6.9E-5	2.8E-5	3.5E-6	8.2E-7
1.375	1.2E-4	-	-	7.4E-5	3.2E-5	4.1E-6	8.9E-7
1.5	1.2E-4	-	-	7.7E-5	3.6E-5	4.7E-6	9.6E-7
1.625	1.3E-4	-	-	7.9E-5	3.9E-5	5.3E-6	1.0E-6
1.75	1.3E-4	-	-	7.9E-5	4.3E-5	5.8E-6	1.1E-6
1.875	1.4E-4	-	-	7.8E-5	4.7E-5	6.4E-6	1.2E-6
2	1.4E-4	3.7E-4	1.4E-1	7.6E-5	5.0E-5	7.0E-6	1.2E-6
2.25	1.4E-4	-	-	7.0E-5	5.8E-5	8.0E-6	1.3E-6
2.5	1.4E-4	-	-	6.3E-5	6.5E-5	9.1E-6	1.4E-6
2.75	1.4E-4	-	-	5.5E-5	7.2E-5	1.0E-5	1.5E-6
3	1.4E-4	1.6E-4	9.1E-2	4.7E-5	7.9E-5	1.1E-5	1.6E-6
3.25	1.4E-4	-	-	4.0E-5	8.6E-5	1.2E-5	1.7E-6
3.5	1.4E-4	-	-	3.3E-5	9.3E-5	1.3E-5	1.8E-6
3.75	1.5E-4	-	-	2.8E-5	1.0E-4	1.4E-5	1.9E-6
4	1.5E-4	1.3E-4	3.5E-2	2.4E-5	1.1E-4	1.5E-5	2.0E-6
4.25	1.5E-4	-	-	2.0E-5	1.1E-4	1.5E-5	2.1E-6
4.5	1.6E-4	-	-	1.8E-5	1.2E-4	1.6E-5	2.1E-6
4.75	1.7E-4	-	-	1.6E-5	1.3E-4	1.7E-5	2.2E-6
5	1.7E-4	1.1E-4	1.1E-2	1.4E-5	1.3E-4	1.8E-5	2.3E-6
5.5	1.8E-4	-	-	1.2E-5	1.5E-4	1.9E-5	2.4E-6
6	2.0E-4	9.5E-5	3.7E-3	1.2E-5	1.6E-4	2.1E-5	2.5E-6
6.5	2.1E-4	-	-	1.1E-5	1.7E-4	2.2E-5	2.6E-6
7	2.3E-4	8.5E-5	1.7E-3	1.1E-5	1.9E-4	2.4E-5	2.7E-6
7.5	2.4E-4	-	-	1.1E-5	2.0E-4	2.5E-5	2.8E-6
8	2.6E-4	7.8E-5	1.1E-3	1.1E-5	2.1E-4	2.6E-5	2.9E-6
8.5	2.7E-4	-	-	1.1E-5	2.2E-4	2.8E-5	3.0E-6
9	2.8E-4	7.2E-5	8.3E-4	1.2E-5	2.4E-4	2.9E-5	3.1E-6
