Radionuclide	Th-232
Route of Intake	Inhalation
Material	Aerosols Type F, fA=5E-4
AMTD/AMAD, µm	0.03

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
13	9.6E-4	6.1E-4	2.5E-5	1.4E-4	5.9E-7	6.8E-4	5.3E-5
14	1.0E-3	5.7E-4	2.2E-5	1.4E-4	6.0E-7	7.1E-4	5.3E-5
15	1.0E-3	5.4E-4	1.9E-5	1.5E-4	6.0E-7	7.5E-4	5.4E-5
16	1.1E-3	5.0E-4	1.8E-5	1.5E-4	6.1E-7	7.8E-4	5.4E-5
17	1.1E-3	4.7E-4	1.6E-5	1.5E-4	6.1E-7	8.2E-4	5.5E-5
18	1.2E-3	4.5E-4	1.6E-5	1.5E-4	6.2E-7	8.5E-4	5.5E-5
19	1.2E-3	4.3E-4	1.5E-5	1.5E-4	6.2E-7	8.8E-4	5.5E-5
20	1.2E-3	4.0E-4	1.4E-5	1.5E-4	6.3E-7	9.2E-4	5.6E-5
21	1.3E-3	3.9E-4	1.4E-5	1.5E-4	6.3E-7	9.5E-4	5.6E-5
22	1.3E-3	3.7E-4	1.4E-5	1.5E-4	6.4E-7	9.8E-4	5.6E-5
23	1.3E-3	3.5E-4	1.4E-5	1.5E-4	6.4E-7	1.0E-3	5.7E-5
24	1.4E-3	3.3E-4	1.3E-5	1.5E-4	6.5E-7	1.0E-3	5.7E-5
25	1.4E-3	3.2E-4	1.3E-5	1.5E-4	6.5E-7	1.1E-3	5.7E-5
26	1.4E-3	3.0E-4	1.3E-5	1.5E-4	6.6E-7	1.1E-3	5.8E-5
27	1.5E-3	2.9E-4	1.3E-5	1.5E-4	6.6E-7	1.1E-3	5.8E-5
28	1.5E-3	2.8E-4	1.3E-5	1.5E-4	6.7E-7	1.2E-3	5.8E-5
29	1.5E-3	2.7E-4	1.3E-5	1.5E-4	6.7E-7	1.2E-3	5.9E-5
30	1.6E-3	2.5E-4	1.3E-5	1.5E-4	6.8E-7	1.2E-3	5.9E-5
31	1.6E-3	2.4E-4	1.3E-5	1.5E-4	6.8E-7	1.3E-3	6.0E-5
32	1.6E-3	2.3E-4	1.3E-5	1.5E-4	6.9E-7	1.3E-3	6.0E-5
33	1.7E-3	2.2E-4	1.3E-5	1.5E-4	6.9E-7	1.3E-3	6.0E-5
34	1.7E-3	2.1E-4	1.3E-5	1.5E-4	7.0E-7	1.3E-3	6.1E-5
35	1.7E-3	2.0E-4	1.3E-5	1.5E-4	7.0E-7	1.4E-3	6.1E-5
36	1.8E-3	1.9E-4	1.3E-5	1.5E-4	7.1E-7	1.4E-3	6.2E-5
37	1.8E-3	1.9E-4	1.3E-5	1.5E-4	7.1E-7	1.4E-3	6.2E-5
38	1.8E-3	1.8E-4	1.3E-5	1.5E-4	7.1E-7	1.4E-3	6.2E-5
39	1.8E-3	1.7E-4	1.3E-5	1.5E-4	7.2E-7	1.5E-3	6.3E-5
40	1.9E-3	1.6E-4	1.3E-5	1.5E-4	7.2E-7	1.5E-3	6.3E-5
41	1.9E-3	1.6E-4	1.3E-5	1.5E-4	7.3E-7	1.5E-3	6.4E-5
42	1.9E-3	1.5E-4	1.3E-5	1.5E-4	7.3E-7	1.5E-3	6.4E-5
43	2.0E-3	1.4E-4	1.3E-5	1.5E-4	7.4E-7	1.6E-3	6.5E-5
44	2.0E-3	1.4E-4	1.3E-5	1.5E-4	7.4E-7	1.6E-3	6.5E-5
45	2.0E-3	1.3E-4	1.3E-5	1.6E-4	7.5E-7	1.6E-3	6.6E-5
46	2.0E-3	1.3E-4	1.3E-5	1.6E-4	7.5E-7	1.6E-3	6.6E-5
47	2.1E-3	1.2E-4	1.3E-5	1.6E-4	7.6E-7	1.7E-3	6.7E-5
48	2.1E-3	1.2E-4	1.3E-5	1.6E-4	7.6E-7	1.7E-3	6.7E-5
49	2.1E-3	1.1E-4	1.3E-5	1.6E-4	7.7E-7	1.7E-3	6.8E-5
50	2.2E-3	1.1E-4	1.3E-5	1.6E-4	7.7E-7	1.7E-3	6.8E-5
51	2.2E-3	1.0E-4	1.3E-5	1.6E-4	7.7E-7	1.8E-3	6.9E-5
52	2.2E-3	9.8E-5	1.3E-5	1.6E-4	7.8E-7	1.8E-3	6.9E-5
53	2.2E-3	9.4E-5	1.3E-5	1.6E-4	7.8E-7	1.8E-3	7.0E-5
54	2.3E-3	9.0E-5	1.2E-5	1.6E-4	7.9E-7	1.8E-3	7.0E-5
55	2.3E-3	8.7E-5	1.2E-5	1.6E-4	7.9E-7	1.9E-3	7.1E-5
56	2.3E-3	8.3E-5	1.2E-5	1.6E-4	8.0E-7	1.9E-3	7.1E-5
57	2.3E-3	8.0E-5	1.2E-5	1.6E-4	8.0E-7	1.9E-3	7.2E-5
58	2.4E-3	7.7E-5	1.2E-5	1.6E-4	8.1E-7	1.9E-3	7.2E-5
59	2.4E-3	7.4E-5	1.2E-5	1.6E-4	8.1E-7	1.9E-3	7.3E-5
60	2.4E-3	7.1E-5	1.2E-5	1.6E-4	8.1E-7	2.0E-3	7.3E-5
61	2.4E-3	6.8E-5	1.2E-5	1.6E-4	8.2E-7	2.0E-3	7.4E-5
62	2.5E-3	6.6E-5	1.2E-5	1.6E-4	8.2E-7	2.0E-3	7.5E-5
63	2.5E-3	6.3E-5	1.2E-5	1.6E-4	8.3E-7	2.0E-3	7.5E-5
64	2.5E-3	6.1E-5	1.2E-5	1.6E-4	8.3E-7	2.1E-3	7.6E-5
65	2.5E-3	5.9E-5	1.2E-5	1.6E-4	8.4E-7	2.1E-3	7.6E-5
66	2.6E-3	5.7E-5	1.2E-5	1.6E-4	8.4E-7	2.1E-3	7.7E-5
67	2.6E-3	5.5E-5	1.2E-5	1.6E-4	8.4E-7	2.1E-3	7.7E-5
68	2.6E-3	5.3E-5	1.2E-5	1.6E-4	8.5E-7	2.1E-3	7.8E-5
69	2.6E-3	5.1E-5	1.2E-5	1.6E-4	8.5E-7	2.2E-3	7.9E-5
70	2.7E-3	4.9E-5	1.2E-5	1.6E-4	8.6E-7	2.2E-3	7.9E-5
71	2.7E-3	4.7E-5	1.2E-5	1.6E-4	8.6E-7	2.2E-3	8.0E-5
72	2.7E-3	4.6E-5	1.2E-5	1.6E-4	8.7E-7	2.2E-3	8.1E-5
73	2.7E-3	4.4E-5	1.2E-5	1.6E-4	8.7E-7	2.2E-3	8.1E-5
74	2.7E-3	4.3E-5	1.2E-5	1.6E-4	8.7E-7	2.3E-3	8.2E-5
75	2.8E-3	4.1E-5	1.2E-5	1.6E-4	8.8E-7	2.3E-3	8.3E-5
76	2.8E-3	4.0E-5	1.2E-5	1.6E-4	8.8E-7	2.3E-3	8.3E-5
77	2.8E-3	3.9E-5	1.2E-5	1.6E-4	8.9E-7	2.3E-3	8.4E-5
78	2.8E-3	3.7E-5	1.2E-5	1.6E-4	8.9E-7	2.3E-3	8.4E-5
79	2.9E-3	3.6E-5	1.2E-5	1.6E-4	9.0E-7	2.3E-3	8.5E-5
80	2.9E-3	3.5E-5	1.2E-5	1.6E-4	9.0E-7	2.4E-3	8.6E-5
81	2.9E-3	3.4E-5	1.2E-5	1.6E-4	9.0E-7	2.4E-3	8.6E-5
82	2.9E-3	3.3E-5	1.2E-5	1.6E-4	9.1E-7	2.4E-3	8.7E-5
83	2.9E-3	3.2E-5	1.2E-5	1.6E-4	9.1E-7	2.4E-3	8.8E-5
84	3.0E-3	3.1E-5	1.2E-5	1.6E-4	9.2E-7	2.4E-3	8.9E-5
85	3.0E-3	3.0E-5	1.2E-5	1.6E-4	9.2E-7	2.5E-3	8.9E-5
86	3.0E-3	2.9E-5	1.2E-5	1.6E-4	9.3E-7	2.5E-3	9.0E-5
87	3.0E-3	2.9E-5	1.2E-5	1.6E-4	9.3E-7	2.5E-3	9.1E-5
88	3.0E-3	2.8E-5	1.2E-5	1.6E-4	9.3E-7	2.5E-3	9.1E-5
89	3.1E-3	2.7E-5	1.2E-5	1.6E-4	9.4E-7	2.5E-3	9.2E-5
90	3.1E-3	2.6E-5	1.2E-5	1.6E-4	9.4E-7	2.5E-3	9.3E-5
91	3.1E-3	2.6E-5	1.2E-5	1.6E-4	9.5E-7	2.6E-3	9.4E-5
92	3.1E-3	2.5E-5	1.2E-5	1.6E-4	9.5E-7	2.6E-3	9.4E-5
93	3.1E-3	2.5E-5	1.2E-5	1.6E-4	9.5E-7	2.6E-3	9.5E-5
94	3.2E-3	2.4E-5	1.2E-5	1.6E-4	9.6E-7	2.6E-3	9.6E-5
95	3.2E-3	2.3E-5	1.2E-5	1.6E-4	9.6E-7	2.6E-3	9.7E-5
96	3.2E-3	2.3E-5	1.2E-5	1.6E-4	9.7E-7	2.6E-3	9.7E-5
97	3.2E-3	2.2E-5	1.2E-5	1.6E-4	9.7E-7	2.7E-3	9.8E-5
98	3.2E-3	2.2E-5	1.2E-5	1.6E-4	9.7E-7	2.7E-3	9.9E-5
99	3.3E-3	2.2E-5	1.2E-5	1.6E-4	9.8E-7	2.7E-3	1.0E-4
100	3.3E-3	2.1E-5	1.2E-5	1.6E-4	9.8E-7	2.7E-3	1.0E-4
110	3.5E-3	1.8E-5	1.2E-5	1.6E-4	1.0E-6	2.9E-3	1.1E-4
120	3.6E-3	1.6E-5	1.1E-5	1.7E-4	1.1E-6	3.0E-3	1.2E-4
130	3.8E-3	1.5E-5	1.1E-5	1.7E-4	1.1E-6	3.2E-3	1.3E-4
140	4.0E-3	1.4E-5	1.1E-5	1.7E-4	1.1E-6	3.3E-3	1.4E-4
150	4.2E-3	1.4E-5	1.1E-5	1.7E-4	1.2E-6	3.4E-3	1.5E-4
160	4.3E-3	1.4E-5	1.1E-5	1.7E-4	1.2E-6	3.6E-3	1.6E-4
170	4.5E-3	1.4E-5	1.1E-5	1.7E-4	1.3E-6	3.7E-3	1.7E-4
180	4.6E-3	1.4E-5	1.1E-5	1.7E-4	1.3E-6	3.8E-3	1.8E-4
190	4.8E-3	1.4E-5	1.0E-5	1.7E-4	1.3E-6	4.0E-3	1.9E-4
200	4.9E-3	1.4E-5	1.0E-5	1.7E-4	1.4E-6	4.1E-3	2.0E-4
210	5.1E-3	1.4E-5	1.0E-5	1.7E-4	1.4E-6	4.2E-3	2.1E-4
220	5.2E-3	1.4E-5	1.0E-5	1.7E-4	1.4E-6	4.3E-3	2.2E-4
230	5.4E-3	1.4E-5	9.8E-6	1.7E-4	1.5E-6	4.4E-3	2.4E-4
240	5.5E-3	1.4E-5	9.7E-6	1.7E-4	1.5E-6	4.6E-3	2.5E-4
250	5.7E-3	1.4E-5	9.6E-6	1.7E-4	1.5E-6	4.7E-3	2.6E-4
260	5.8E-3	1.4E-5	9.4E-6	1.7E-4	1.6E-6	4.8E-3	2.8E-4
270	6.0E-3	1.4E-5	9.3E-6	1.7E-4	1.6E-6	4.9E-3	2.9E-4
280	6.1E-3	1.4E-5	9.2E-6	1.7E-4	1.6E-6	5.1E-3	3.0E-4
290	6.3E-3	1.4E-5	9.1E-6	1.7E-4	1.7E-6	5.2E-3	3.2E-4
300	6.4E-3	1.4E-5	9.0E-6	1.7E-4	1.7E-6	5.3E-3	3.3E-4
310	6.6E-3	1.4E-5	8.9E-6	1.7E-4	1.7E-6	5.4E-3	3.5E-4
320	6.7E-3	1.4E-5	8.7E-6	1.7E-4	1.8E-6	5.5E-3	3.6E-4
330	6.9E-3	1.4E-5	8.6E-6	1.7E-4	1.8E-6	5.7E-3	3.8E-4
340	7.0E-3	1.4E-5	8.5E-6	1.7E-4	1.8E-6	5.8E-3	3.9E-4
350	7.1E-3	1.4E-5	8.4E-6	1.7E-4	1.9E-6	5.9E-3	4.0E-4
360	7.3E-3	1.5E-5	8.3E-6	1.7E-4	1.9E-6	6.0E-3	4.2E-4
365	7.4E-3	1.5E-5	8.3E-6	1.7E-4	1.9E-6	6.1E-3	4.3E-4
370	7.4E-3	1.5E-5	8.2E-6	1.7E-4	1.9E-6	6.1E-3	4.4E-4
380	7.6E-3	1.5E-5	8.1E-6	1.7E-4	1.9E-6	6.3E-3	4.5E-4
390	7.7E-3	1.5E-5	8.0E-6	1.7E-4	2.0E-6	6.4E-3	4.7E-4
400	7.9E-3	1.5E-5	7.9E-6	1.7E-4	2.0E-6	6.5E-3	4.8E-4
410	8.0E-3	1.5E-5	7.8E-6	1.7E-4	2.0E-6	6.6E-3	5.0E-4
420	8.2E-3	1.4E-5	7.7E-6	1.7E-4	2.1E-6	6.8E-3	5.1E-4
430	8.3E-3	1.4E-5	7.6E-6	1.7E-4	2.1E-6	6.9E-3	5.3E-4
440	8.5E-3	1.4E-5	7.5E-6	1.7E-4	2.1E-6	7.0E-3	5.4E-4
450	8.6E-3	1.4E-5	7.4E-6	1.7E-4	2.1E-6	7.1E-3	5.6E-4
460	8.8E-3	1.4E-5	7.4E-6	1.7E-4	2.2E-6	7.3E-3	5.7E-4
470	8.9E-3	1.4E-5	7.3E-6	1.7E-4	2.2E-6	7.4E-3	5.9E-4
480	9.1E-3	1.4E-5	7.2E-6	1.7E-4	2.2E-6	7.5E-3	6.1E-4
490	9.2E-3	1.4E-5	7.1E-6	1.7E-4	2.3E-6	7.6E-3	6.2E-4
500	9.4E-3	1.4E-5	7.0E-6	1.7E-4	2.3E-6	7.8E-3	6.4E-4
510	9.5E-3	1.4E-5	6.9E-6	1.7E-4	2.3E-6	7.9E-3	6.5E-4
520	9.7E-3	1.4E-5	6.9E-6	1.7E-4	2.3E-6	8.0E-3	6.7E-4
530	9.8E-3	1.4E-5	6.8E-6	1.7E-4	2.4E-6	8.1E-3	6.8E-4
540	1.0E-2	1.4E-5	6.7E-6	1.7E-4	2.4E-6	8.3E-3	7.0E-4
550	1.0E-2	1.4E-5	6.6E-6	1.7E-4	2.4E-6	8.4E-3	7.2E-4
560	1.0E-2	1.4E-5	6.6E-6	1.7E-4	2.4E-6	8.5E-3	7.3E-4
570	1.0E-2	1.4E-5	6.5E-6	1.6E-4	2.5E-6	8.6E-3	7.5E-4
580	1.1E-2	1.4E-5	6.4E-6	1.6E-4	2.5E-6	8.8E-3	7.6E-4
590	1.1E-2	1.4E-5	6.3E-6	1.6E-4	2.5E-6	8.9E-3	7.8E-4
600	1.1E-2	1.4E-5	6.3E-6	1.6E-4	2.5E-6	9.0E-3	7.9E-4
610	1.1E-2	1.4E-5	6.2E-6	1.6E-4	2.6E-6	9.2E-3	8.1E-4
620	1.1E-2	1.4E-5	6.1E-6	1.6E-4	2.6E-6	9.3E-3	8.2E-4
630	1.1E-2	1.4E-5	6.1E-6	1.6E-4	2.6E-6	9.4E-3	8.4E-4
640	1.1E-2	1.4E-5	6.0E-6	1.6E-4	2.6E-6	9.5E-3	8.6E-4
650	1.2E-2	1.4E-5	5.9E-6	1.6E-4	2.7E-6	9.7E-3	8.7E-4
660	1.2E-2	1.4E-5	5.9E-6	1.6E-4	2.7E-6	9.8E-3	8.9E-4
670	1.2E-2	1.4E-5	5.8E-6	1.6E-4	2.7E-6	9.9E-3	9.0E-4
680	1.2E-2	1.4E-5	5.8E-6	1.6E-4	2.7E-6	1.0E-2	9.2E-4
690	1.2E-2	1.4E-5	5.7E-6	1.6E-4	2.8E-6	1.0E-2	9.3E-4
700	1.2E-2	1.4E-5	5.6E-6	1.6E-4	2.8E-6	1.0E-2	9.4E-4
710	1.3E-2	1.4E-5	5.6E-6	1.6E-4	2.8E-6	1.0E-2	9.6E-4
720	1.3E-2	1.4E-5	5.5E-6	1.6E-4	2.8E-6	1.1E-2	9.7E-4
730	1.3E-2	1.4E-5	5.5E-6	1.6E-4	2.9E-6	1.1E-2	9.9E-4
740	1.3E-2	1.4E-5	5.4E-6	1.6E-4	2.9E-6	1.1E-2	1.0E-3
750	1.3E-2	1.4E-5	5.4E-6	1.6E-4	2.9E-6	1.1E-2	1.0E-3
760	1.3E-2	1.4E-5	5.3E-6	1.6E-4	2.9E-6	1.1E-2	1.0E-3
770	1.3E-2	1.4E-5	5.3E-6	1.6E-4	2.9E-6	1.1E-2	1.0E-3
780	1.4E-2	1.4E-5	5.2E-6	1.6E-4	3.0E-6	1.1E-2	1.1E-3
790	1.4E-2	1.4E-5	5.2E-6	1.6E-4	3.0E-6	1.1E-2	1.1E-3
800	1.4E-2	1.4E-5	5.1E-6	1.6E-4	3.0E-6	1.2E-2	1.1E-3
810	1.4E-2	1.3E-5	5.1E-6	1.6E-4	3.0E-6	1.2E-2	1.1E-3
820	1.4E-2	1.3E-5	5.0E-6	1.6E-4	3.0E-6	1.2E-2	1.1E-3
830	1.4E-2	1.3E-5	5.0E-6	1.6E-4	3.1E-6	1.2E-2	1.1E-3
840	1.4E-2	1.3E-5	4.9E-6	1.6E-4	3.1E-6	1.2E-2	1.1E-3
850	1.5E-2	1.3E-5	4.9E-6	1.6E-4	3.1E-6	1.2E-2	1.2E-3
860	1.5E-2	1.3E-5	4.8E-6	1.6E-4	3.1E-6	1.2E-2	1.2E-3
870	1.5E-2	1.3E-5	4.8E-6	1.6E-4	3.1E-6	1.3E-2	1.2E-3
880	1.5E-2	1.3E-5	4.7E-6	1.6E-4	3.2E-6	1.3E-2	1.2E-3
890	1.5E-2	1.3E-5	4.7E-6	1.6E-4	3.2E-6	1.3E-2	1.2E-3
900	1.5E-2	1.3E-5	4.7E-6	1.6E-4	3.2E-6	1.3E-2	1.2E-3
910	1.6E-2	1.3E-5	4.6E-6	1.6E-4	3.2E-6	1.3E-2	1.2E-3
920	1.6E-2	1.3E-5	4.6E-6	1.6E-4	3.2E-6	1.3E-2	1.2E-3
930	1.6E-2	1.3E-5	4.5E-6	1.6E-4	3.3E-6	1.3E-2	1.3E-3
940	1.6E-2	1.3E-5	4.5E-6	1.6E-4	3.3E-6	1.3E-2	1.3E-3
950	1.6E-2	1.3E-5	4.5E-6	1.6E-4	3.3E-6	1.4E-2	1.3E-3
960	1.6E-2	1.3E-5	4.4E-6	1.6E-4	3.3E-6	1.4E-2	1.3E-3
970	1.6E-2	1.3E-5	4.4E-6	1.6E-4	3.3E-6	1.4E-2	1.3E-3
980	1.7E-2	1.3E-5	4.3E-6	1.6E-4	3.4E-6	1.4E-2	1.3E-3
990	1.7E-2	1.3E-5	4.3E-6	1.6E-4	3.4E-6	1.4E-2	1.3E-3
1000	1.7E-2	1.3E-5	4.3E-6	1.6E-4	3.4E-6	1.4E-2	1.3E-3
1010	1.7E-2	1.3E-5	4.2E-6	1.6E-4	3.4E-6	1.4E-2	1.4E-3
1020	1.7E-2	1.3E-5	4.2E-6	1.6E-4	3.4E-6	1.4E-2	1.4E-3
1030	1.7E-2	1.3E-5	4.2E-6	1.6E-4	3.4E-6	1.5E-2	1.4E-3
1040	1.7E-2	1.3E-5	4.1E-6	1.6E-4	3.5E-6	1.5E-2	1.4E-3
1050	1.8E-2	1.3E-5	4.1E-6	1.6E-4	3.5E-6	1.5E-2	1.4E-3
1060	1.8E-2	1.3E-5	4.1E-6	1.6E-4	3.5E-6	1.5E-2	1.4E-3
1070	1.8E-2	1.3E-5	4.0E-6	1.6E-4	3.5E-6	1.5E-2	1.4E-3
1080	1.8E-2	1.3E-5	4.0E-6	1.6E-4	3.5E-6	1.5E-2	1.4E-3
1090	1.8E-2	1.3E-5	4.0E-6	1.6E-4	3.5E-6	1.5E-2	1.4E-3
1095	1.8E-2	1.3E-5	4.0E-6	1.6E-4	3.6E-6	1.5E-2	1.4E-3
1100	1.8E-2	1.3E-5	3.9E-6	1.6E-4	3.6E-6	1.6E-2	1.5E-3
1200	2.0E-2	1.2E-5	3.7E-6	1.6E-4	3.7E-6	1.7E-2	1.6E-3
1300	2.1E-2	1.2E-5	3.4E-6	1.6E-4	3.9E-6	1.8E-2	1.6E-3
1400	2.2E-2	1.2E-5	3.2E-6	1.6E-4	4.0E-6	1.9E-2	1.7E-3
1500	2.4E-2	1.2E-5	3.1E-6	1.6E-4	4.1E-6	2.1E-2	1.8E-3
1600	2.5E-2	1.1E-5	2.9E-6	1.6E-4	4.2E-6	2.2E-2	1.9E-3
1700	2.6E-2	1.1E-5	2.8E-6	1.6E-4	4.3E-6	2.3E-2	1.9E-3
1800	2.7E-2	1.1E-5	2.7E-6	1.6E-4	4.4E-6	2.4E-2	2.0E-3
1900	2.9E-2	1.1E-5	2.6E-6	1.6E-4	4.5E-6	2.5E-2	2.0E-3
2000	3.0E-2	1.1E-5	2.5E-6	1.6E-4	4.6E-6	2.6E-2	2.0E-3
2100	3.1E-2	1.0E-5	2.4E-6	1.6E-4	4.7E-6	2.7E-2	2.1E-3
2200	3.2E-2	1.0E-5	2.3E-6	1.6E-4	4.7E-6	2.8E-2	2.1E-3
2300	3.3E-2	1.0E-5	2.2E-6	1.6E-4	4.8E-6	2.9E-2	2.1E-3
2400	3.4E-2	1.0E-5	2.2E-6	1.6E-4	4.8E-6	3.0E-2	2.1E-3
2500	3.5E-2	9.9E-6	2.1E-6	1.6E-4	4.9E-6	3.1E-2	2.1E-3
2600	3.6E-2	9.7E-6	2.1E-6	1.6E-4	4.9E-6	3.2E-2	2.2E-3
2700	3.7E-2	9.6E-6	2.0E-6	1.6E-4	5.0E-6	3.3E-2	2.2E-3
2800	3.8E-2	9.4E-6	2.0E-6	1.6E-4	5.0E-6	3.4E-2	2.2E-3
2900	3.8E-2	9.3E-6	2.0E-6	1.6E-4	5.1E-6	3.5E-2	2.2E-3
3000	3.9E-2	9.2E-6	1.9E-6	1.5E-4	5.1E-6	3.6E-2	2.2E-3
3100	4.0E-2	9.1E-6	1.9E-6	1.5E-4	5.1E-6	3.6E-2	2.2E-3
3200	4.1E-2	8.9E-6	1.9E-6	1.5E-4	5.1E-6	3.7E-2	2.2E-3
3300	4.2E-2	8.8E-6	1.8E-6	1.5E-4	5.2E-6	3.8E-2	2.2E-3
3400	4.2E-2	8.7E-6	1.8E-6	1.5E-4	5.2E-6	3.9E-2	2.2E-3
3500	4.3E-2	8.6E-6	1.8E-6	1.5E-4	5.2E-6	3.9E-2	2.2E-3
3600	4.4E-2	8.5E-6	1.8E-6	1.5E-4	5.2E-6	4.0E-2	2.2E-3
3650	4.4E-2	8.5E-6	1.7E-6	1.5E-4	5.2E-6	4.0E-2	2.2E-3
4000	4.6E-2	8.1E-6	1.7E-6	1.5E-4	5.2E-6	4.3E-2	2.2E-3
5000	5.1E-2	7.4E-6	1.5E-6	1.5E-4	5.2E-6	4.8E-2	2.1E-3
6000	5.6E-2	6.8E-6	1.4E-6	1.4E-4	5.2E-6	5.3E-2	2.0E-3
7000	6.0E-2	6.3E-6	1.3E-6	1.4E-4	5.0E-6	5.7E-2	1.9E-3
8000	6.3E-2	6.0E-6	1.2E-6	1.3E-4	4.9E-6	6.0E-2	1.8E-3
9000	6.6E-2	5.7E-6	1.1E-6	1.3E-4	4.8E-6	6.4E-2	1.7E-3
10000	6.9E-2	5.4E-6	1.1E-6	1.3E-4	4.7E-6	6.7E-2	1.6E-3
11000	7.2E-2	5.2E-6	1.0E-6	1.2E-4	4.5E-6	6.9E-2	1.5E-3
12000	7.4E-2	5.1E-6	1.0E-6	1.2E-4	4.4E-6	7.2E-2	1.4E-3
13000	7.6E-2	4.9E-6	9.7E-7	1.2E-4	4.3E-6	7.4E-2	1.4E-3
14000	7.8E-2	4.8E-6	9.4E-7	1.2E-4	4.2E-6	7.6E-2	1.3E-3
15000	7.9E-2	4.7E-6	9.2E-7	1.1E-4	4.1E-6	7.7E-2	1.2E-3
