Radionuclide	Th-232
Route of Intake	Inhalation
Material	Aerosols Type M, Thorium hydroxide, fA=1E-4
AMTD/AMAD, µm	0.1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	2.4E-7	-	-	2.0E-8	1.9E-7	7.4E-10	6.4E-10
0.083333	9.4E-7	-	-	9.3E-8	7.1E-7	6.8E-9	5.0E-9
0.125	2.0E-6	-	-	2.3E-7	1.5E-6	2.3E-8	1.5E-8
0.25	7.2E-6	-	-	1.1E-6	5.1E-6	1.6E-7	9.0E-8
0.375	1.5E-5	-	-	2.5E-6	1.0E-5	4.7E-7	2.2E-7
0.5	2.4E-5	-	-	4.5E-6	1.6E-5	9.5E-7	3.9E-7
0.625	3.4E-5	-	-	6.9E-6	2.2E-5	1.6E-6	5.7E-7
0.75	4.4E-5	-	-	9.4E-6	2.9E-5	2.3E-6	7.6E-7
0.875	5.5E-5	-	-	1.2E-5	3.6E-5	3.2E-6	9.3E-7
1	6.6E-5	1.5E-3	8.6E-3	1.4E-5	4.3E-5	4.1E-6	1.1E-6
1.125	7.7E-5	-	-	1.7E-5	5.0E-5	5.1E-6	1.2E-6
1.25	8.7E-5	-	-	1.9E-5	5.8E-5	6.1E-6	1.4E-6
1.375	9.7E-5	-	-	2.0E-5	6.5E-5	7.1E-6	1.5E-6
1.5	1.1E-4	-	-	2.2E-5	7.3E-5	8.2E-6	1.6E-6
1.625	1.2E-4	-	-	2.3E-5	8.0E-5	9.2E-6	1.8E-6
1.75	1.3E-4	-	-	2.4E-5	8.7E-5	1.0E-5	1.9E-6
1.875	1.4E-4	-	-	2.4E-5	9.5E-5	1.1E-5	2.0E-6
2	1.4E-4	7.1E-4	2.9E-2	2.5E-5	1.0E-4	1.2E-5	2.1E-6
2.25	1.6E-4	-	-	2.5E-5	1.2E-4	1.4E-5	2.3E-6
2.5	1.8E-4	-	-	2.4E-5	1.3E-4	1.6E-5	2.5E-6
2.75	1.9E-4	-	-	2.4E-5	1.5E-4	1.8E-5	2.7E-6
3	2.1E-4	3.2E-4	2.2E-2	2.3E-5	1.6E-4	2.0E-5	2.9E-6
