Radionuclide	Th-232
Route of Intake	Inhalation
Material	Aerosols Type F, fA=5E-4
AMTD/AMAD, µm	0.3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	2.2E-7	-	-	4.2E-8	2.4E-8	2.3E-8	1.7E-8
0.083333	8.4E-7	-	-	2.1E-7	2.1E-8	1.3E-7	7.3E-8
0.125	1.8E-6	-	-	5.2E-7	1.7E-8	3.3E-7	1.5E-7
0.25	6.4E-6	-	-	2.2E-6	2.6E-8	1.5E-6	4.5E-7
0.375	1.3E-5	-	-	4.7E-6	4.1E-8	3.3E-6	8.7E-7
0.5	2.1E-5	-	-	7.8E-6	5.4E-8	5.9E-6	1.4E-6
0.625	2.9E-5	-	-	1.1E-5	6.6E-8	9.0E-6	1.9E-6
0.75	3.8E-5	-	-	1.5E-5	7.7E-8	1.2E-5	2.5E-6
0.875	4.6E-5	-	-	1.8E-5	8.6E-8	1.6E-5	3.1E-6
1	5.5E-5	7.8E-3	8.5E-3	2.2E-5	9.3E-8	2.0E-5	3.7E-6
1.125	6.4E-5	-	-	2.5E-5	1.0E-7	2.5E-5	4.3E-6
1.25	7.2E-5	-	-	2.8E-5	1.0E-7	2.9E-5	4.9E-6
1.375	7.9E-5	-	-	3.0E-5	1.1E-7	3.3E-5	5.5E-6
1.5	8.6E-5	-	-	3.2E-5	1.1E-7	3.7E-5	6.0E-6
1.625	9.3E-5	-	-	3.4E-5	1.2E-7	4.2E-5	6.5E-6
1.75	1.0E-4	-	-	3.5E-5	1.2E-7	4.6E-5	7.0E-6
1.875	1.1E-4	-	-	3.7E-5	1.2E-7	5.0E-5	7.5E-6
2	1.1E-4	1.8E-3	2.7E-2	3.8E-5	1.3E-7	5.4E-5	8.0E-6
2.25	1.2E-4	-	-	3.9E-5	1.3E-7	6.2E-5	8.8E-6
2.5	1.3E-4	-	-	4.0E-5	1.4E-7	6.9E-5	9.7E-6
2.75	1.4E-4	-	-	4.0E-5	1.5E-7	7.7E-5	1.0E-5
3	1.5E-4	9.8E-4	1.7E-2	4.0E-5	1.5E-7	8.4E-5	1.1E-5
3.25	1.6E-4	-	-	4.1E-5	1.6E-7	9.0E-5	1.2E-5
3.5	1.7E-4	-	-	4.1E-5	1.6E-7	9.7E-5	1.2E-5
3.75	1.7E-4	-	-	4.2E-5	1.6E-7	1.0E-4	1.3E-5
4	1.8E-4	7.6E-4	6.6E-3	4.2E-5	1.7E-7	1.1E-4	1.4E-5
4.25	1.9E-4	-	-	4.3E-5	1.7E-7	1.2E-4	1.4E-5
4.5	2.0E-4	-	-	4.4E-5	1.8E-7	1.2E-4	1.5E-5
4.75	2.0E-4	-	-	4.4E-5	1.8E-7	1.3E-4	1.5E-5
5	2.1E-4	6.3E-4	1.9E-3	4.5E-5	1.8E-7	1.3E-4	1.5E-5
5.5	2.3E-4	-	-	4.7E-5	1.9E-7	1.4E-4	1.6E-5
6	2.4E-4	5.3E-4	5.0E-4	4.8E-5	2.0E-7	1.5E-4	1.7E-5
6.5	2.5E-4	-	-	4.9E-5	2.0E-7	1.6E-4	1.7E-5
7	2.6E-4	4.5E-4	1.3E-4	5.0E-5	2.0E-7	1.7E-4	1.8E-5
7.5	2.7E-4	-	-	5.1E-5	2.1E-7	1.8E-4	1.8E-5
8	2.8E-4	4.0E-4	4.6E-5	5.2E-5	2.1E-7	1.9E-4	1.9E-5
8.5	2.9E-4	-	-	5.3E-5	2.1E-7	2.0E-4	1.9E-5
9	3.0E-4	3.5E-4	2.4E-5	5.4E-5	2.2E-7	2.0E-4	1.9E-5
9.5	3.1E-4	-	-	5.4E-5	2.2E-7	2.1E-4	2.0E-5
10	3.2E-4	3.1E-4	1.7E-5	5.5E-5	2.2E-7	2.2E-4	2.0E-5
11	3.4E-4	2.9E-4	1.4E-5	5.5E-5	2.3E-7	2.4E-4	2.0E-5
12	3.6E-4	2.6E-4	1.1E-5	5.6E-5	2.3E-7	2.5E-4	2.0E-5
13	3.7E-4	2.4E-4	9.7E-6	5.6E-5	2.3E-7	2.6E-4	2.1E-5
14	3.9E-4	2.2E-4	8.5E-6	5.7E-5	2.3E-7	2.8E-4	2.1E-5
15	4.1E-4	2.1E-4	7.6E-6	5.7E-5	2.4E-7	2.9E-4	2.1E-5
16	4.2E-4	2.0E-4	7.0E-6	5.7E-5	2.4E-7	3.1E-4	2.1E-5
17	4.4E-4	1.9E-4	6.5E-6	5.8E-5	2.4E-7	3.2E-4	2.1E-5
18	4.5E-4	1.8E-4	6.1E-6	5.8E-5	2.4E-7	3.3E-4	2.2E-5
19	4.7E-4	1.7E-4	5.9E-6	5.8E-5	2.5E-7	3.5E-4	2.2E-5
20	4.8E-4	1.6E-4	5.7E-6	5.8E-5	2.5E-7	3.6E-4	2.2E-5
21	5.0E-4	1.5E-4	5.5E-6	5.8E-5	2.5E-7	3.7E-4	2.2E-5
22	5.1E-4	1.4E-4	5.4E-6	5.8E-5	2.5E-7	3.8E-4	2.2E-5
23	5.2E-4	1.4E-4	5.3E-6	5.8E-5	2.5E-7	4.0E-4	2.2E-5
24	5.4E-4	1.3E-4	5.3E-6	5.9E-5	2.5E-7	4.1E-4	2.2E-5
25	5.5E-4	1.3E-4	5.2E-6	5.9E-5	2.6E-7	4.2E-4	2.2E-5
26	5.6E-4	1.2E-4	5.2E-6	5.9E-5	2.6E-7	4.3E-4	2.3E-5
27	5.8E-4	1.1E-4	5.2E-6	5.9E-5	2.6E-7	4.4E-4	2.3E-5
28	5.9E-4	1.1E-4	5.1E-6	5.9E-5	2.6E-7	4.6E-4	2.3E-5
29	6.0E-4	1.0E-4	5.1E-6	5.9E-5	2.6E-7	4.7E-4	2.3E-5
30	6.2E-4	1.0E-4	5.1E-6	5.9E-5	2.7E-7	4.8E-4	2.3E-5
31	6.3E-4	9.5E-5	5.1E-6	5.9E-5	2.7E-7	4.9E-4	2.3E-5
32	6.4E-4	9.1E-5	5.1E-6	6.0E-5	2.7E-7	5.0E-4	2.4E-5
33	6.5E-4	8.7E-5	5.1E-6	6.0E-5	2.7E-7	5.1E-4	2.4E-5
34	6.7E-4	8.3E-5	5.0E-6	6.0E-5	2.7E-7	5.2E-4	2.4E-5
35	6.8E-4	8.0E-5	5.0E-6	6.0E-5	2.8E-7	5.3E-4	2.4E-5
36	6.9E-4	7.6E-5	5.0E-6	6.0E-5	2.8E-7	5.5E-4	2.4E-5
37	7.0E-4	7.3E-5	5.0E-6	6.0E-5	2.8E-7	5.6E-4	2.4E-5
38	7.1E-4	7.0E-5	5.0E-6	6.0E-5	2.8E-7	5.7E-4	2.4E-5
39	7.2E-4	6.7E-5	5.0E-6	6.0E-5	2.8E-7	5.8E-4	2.5E-5
40	7.4E-4	6.4E-5	5.0E-6	6.0E-5	2.8E-7	5.9E-4	2.5E-5
41	7.5E-4	6.1E-5	5.0E-6	6.0E-5	2.9E-7	6.0E-4	2.5E-5
42	7.6E-4	5.9E-5	5.0E-6	6.1E-5	2.9E-7	6.1E-4	2.5E-5
43	7.7E-4	5.6E-5	5.0E-6	6.1E-5	2.9E-7	6.2E-4	2.5E-5
44	7.8E-4	5.4E-5	5.0E-6	6.1E-5	2.9E-7	6.3E-4	2.6E-5
45	7.9E-4	5.2E-5	5.0E-6	6.1E-5	2.9E-7	6.4E-4	2.6E-5
46	8.0E-4	5.0E-5	5.0E-6	6.1E-5	2.9E-7	6.5E-4	2.6E-5
47	8.1E-4	4.8E-5	5.0E-6	6.1E-5	3.0E-7	6.6E-4	2.6E-5
48	8.3E-4	4.6E-5	4.9E-6	6.1E-5	3.0E-7	6.6E-4	2.6E-5
49	8.4E-4	4.4E-5	4.9E-6	6.1E-5	3.0E-7	6.7E-4	2.6E-5
50	8.5E-4	4.2E-5	4.9E-6	6.1E-5	3.0E-7	6.8E-4	2.7E-5
51	8.6E-4	4.0E-5	4.9E-6	6.1E-5	3.0E-7	6.9E-4	2.7E-5
52	8.7E-4	3.9E-5	4.9E-6	6.1E-5	3.1E-7	7.0E-4	2.7E-5
53	8.8E-4	3.7E-5	4.9E-6	6.2E-5	3.1E-7	7.1E-4	2.7E-5
54	8.9E-4	3.6E-5	4.9E-6	6.2E-5	3.1E-7	7.2E-4	2.8E-5
55	9.0E-4	3.4E-5	4.9E-6	6.2E-5	3.1E-7	7.3E-4	2.8E-5
56	9.1E-4	3.3E-5	4.9E-6	6.2E-5	3.1E-7	7.4E-4	2.8E-5
57	9.2E-4	3.1E-5	4.9E-6	6.2E-5	3.1E-7	7.5E-4	2.8E-5
58	9.3E-4	3.0E-5	4.9E-6	6.2E-5	3.2E-7	7.5E-4	2.8E-5
59	9.4E-4	2.9E-5	4.9E-6	6.2E-5	3.2E-7	7.6E-4	2.9E-5
60	9.5E-4	2.8E-5	4.9E-6	6.2E-5	3.2E-7	7.7E-4	2.9E-5
61	9.6E-4	2.7E-5	4.9E-6	6.2E-5	3.2E-7	7.8E-4	2.9E-5
62	9.7E-4	2.6E-5	4.8E-6	6.2E-5	3.2E-7	7.9E-4	2.9E-5
63	9.8E-4	2.5E-5	4.8E-6	6.2E-5	3.2E-7	8.0E-4	2.9E-5
64	9.9E-4	2.4E-5	4.8E-6	6.2E-5	3.3E-7	8.0E-4	3.0E-5
65	9.9E-4	2.3E-5	4.8E-6	6.2E-5	3.3E-7	8.1E-4	3.0E-5
66	1.0E-3	2.2E-5	4.8E-6	6.2E-5	3.3E-7	8.2E-4	3.0E-5
67	1.0E-3	2.1E-5	4.8E-6	6.3E-5	3.3E-7	8.3E-4	3.0E-5
68	1.0E-3	2.1E-5	4.8E-6	6.3E-5	3.3E-7	8.4E-4	3.1E-5
69	1.0E-3	2.0E-5	4.8E-6	6.3E-5	3.3E-7	8.4E-4	3.1E-5
