Radionuclide	Th-232
Route of Intake	Inhalation
Material	Aerosols Type F, fA=5E-4
AMTD/AMAD, µm	1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	3.7E-7	-	-	9.2E-8	1.8E-8	2.2E-8	1.6E-8
0.083333	1.4E-6	-	-	4.2E-7	1.7E-8	1.3E-7	6.8E-8
0.125	3.1E-6	-	-	9.9E-7	1.7E-8	3.2E-7	1.4E-7
0.25	1.1E-5	-	-	4.2E-6	3.1E-8	1.4E-6	4.7E-7
0.375	2.2E-5	-	-	9.3E-6	5.0E-8	3.4E-6	9.6E-7
0.5	3.4E-5	-	-	1.6E-5	6.8E-8	6.1E-6	1.6E-6
0.625	4.8E-5	-	-	2.3E-5	8.4E-8	9.5E-6	2.3E-6
0.75	6.1E-5	-	-	3.1E-5	9.7E-8	1.3E-5	3.0E-6
0.875	7.5E-5	-	-	3.9E-5	1.1E-7	1.7E-5	3.7E-6
1	8.8E-5	8.1E-3	2.9E-2	4.7E-5	1.2E-7	2.2E-5	4.4E-6
1.125	1.0E-4	-	-	5.3E-5	1.2E-7	2.7E-5	5.1E-6
1.25	1.1E-4	-	-	5.9E-5	1.3E-7	3.1E-5	5.8E-6
1.375	1.2E-4	-	-	6.3E-5	1.3E-7	3.6E-5	6.4E-6
1.5	1.3E-4	-	-	6.7E-5	1.4E-7	4.1E-5	7.0E-6
1.625	1.4E-4	-	-	7.0E-5	1.4E-7	4.5E-5	7.6E-6
1.75	1.4E-4	-	-	7.1E-5	1.4E-7	5.0E-5	8.2E-6
1.875	1.5E-4	-	-	7.2E-5	1.5E-7	5.5E-5	8.7E-6
2	1.6E-4	2.3E-3	8.9E-2	7.2E-5	1.5E-7	5.9E-5	9.2E-6
2.25	1.6E-4	-	-	7.1E-5	1.6E-7	6.8E-5	1.0E-5
2.5	1.7E-4	-	-	6.9E-5	1.6E-7	7.6E-5	1.1E-5
2.75	1.8E-4	-	-	6.5E-5	1.7E-7	8.4E-5	1.2E-5
3	1.8E-4	1.2E-3	5.8E-2	6.2E-5	1.7E-7	9.2E-5	1.3E-5
3.25	1.9E-4	-	-	5.9E-5	1.7E-7	9.9E-5	1.3E-5
3.5	2.0E-4	-	-	5.7E-5	1.8E-7	1.1E-4	1.4E-5
3.75	2.0E-4	-	-	5.5E-5	1.8E-7	1.1E-4	1.5E-5
4	2.1E-4	8.6E-4	2.2E-2	5.3E-5	1.9E-7	1.2E-4	1.5E-5
4.25	2.1E-4	-	-	5.2E-5	1.9E-7	1.3E-4	1.6E-5
4.5	2.2E-4	-	-	5.2E-5	2.0E-7	1.3E-4	1.6E-5
4.75	2.3E-4	-	-	5.2E-5	2.0E-7	1.4E-4	1.7E-5
5	2.4E-4	7.0E-4	6.4E-3	5.2E-5	2.0E-7	1.4E-4	1.7E-5
5.5	2.5E-4	-	-	5.2E-5	2.1E-7	1.6E-4	1.8E-5
6	2.6E-4	5.9E-4	1.6E-3	5.3E-5	2.2E-7	1.7E-4	1.9E-5
6.5	2.8E-4	-	-	5.4E-5	2.2E-7	1.8E-4	1.9E-5
7	2.9E-4	5.1E-4	3.8E-4	5.6E-5	2.3E-7	1.9E-4	2.0E-5
7.5	3.0E-4	-	-	5.7E-5	2.3E-7	2.0E-4	2.0E-5
8	3.1E-4	4.4E-4	9.9E-5	5.7E-5	2.3E-7	2.1E-4	2.1E-5
8.5	3.2E-4	-	-	5.8E-5	2.4E-7	2.2E-4	2.1E-5
9	3.3E-4	3.9E-4	3.6E-5	5.9E-5	2.4E-7	2.2E-4	2.1E-5
9.5	3.5E-4	-	-	5.9E-5	2.4E-7	2.3E-4	2.2E-5
10	3.6E-4	3.5E-4	2.1E-5	6.0E-5	2.4E-7	2.4E-4	2.2E-5
11	3.8E-4	3.2E-4	1.5E-5	6.1E-5	2.5E-7	2.6E-4	2.2E-5
12	3.9E-4	2.9E-4	1.3E-5	6.1E-5	2.5E-7	2.8E-4	2.2E-5
13	4.1E-4	2.7E-4	1.1E-5	6.2E-5	2.5E-7	2.9E-4	2.3E-5
14	4.3E-4	2.5E-4	9.4E-6	6.2E-5	2.6E-7	3.1E-4	2.3E-5
15	4.5E-4	2.3E-4	8.4E-6	6.3E-5	2.6E-7	3.2E-4	2.3E-5
16	4.6E-4	2.2E-4	7.7E-6	6.3E-5	2.6E-7	3.4E-4	2.3E-5
17	4.8E-4	2.1E-4	7.2E-6	6.3E-5	2.7E-7	3.5E-4	2.4E-5
18	5.0E-4	1.9E-4	6.8E-6	6.3E-5	2.7E-7	3.7E-4	2.4E-5
19	5.1E-4	1.8E-4	6.5E-6	6.4E-5	2.7E-7	3.8E-4	2.4E-5
20	5.3E-4	1.8E-4	6.2E-6	6.4E-5	2.7E-7	3.9E-4	2.4E-5
21	5.4E-4	1.7E-4	6.1E-6	6.4E-5	2.7E-7	4.1E-4	2.4E-5
22	5.6E-4	1.6E-4	6.0E-6	6.4E-5	2.8E-7	4.2E-4	2.4E-5
23	5.7E-4	1.5E-4	5.9E-6	6.4E-5	2.8E-7	4.4E-4	2.4E-5
24	5.9E-4	1.4E-4	5.8E-6	6.4E-5	2.8E-7	4.5E-4	2.5E-5
25	6.0E-4	1.4E-4	5.7E-6	6.5E-5	2.8E-7	4.6E-4	2.5E-5
26	6.2E-4	1.3E-4	5.7E-6	6.5E-5	2.8E-7	4.8E-4	2.5E-5
27	6.3E-4	1.3E-4	5.7E-6	6.5E-5	2.9E-7	4.9E-4	2.5E-5
28	6.5E-4	1.2E-4	5.6E-6	6.5E-5	2.9E-7	5.0E-4	2.5E-5
29	6.6E-4	1.1E-4	5.6E-6	6.5E-5	2.9E-7	5.1E-4	2.5E-5
30	6.8E-4	1.1E-4	5.6E-6	6.5E-5	2.9E-7	5.3E-4	2.5E-5
31	6.9E-4	1.1E-4	5.6E-6	6.5E-5	2.9E-7	5.4E-4	2.6E-5
32	7.0E-4	1.0E-4	5.6E-6	6.5E-5	3.0E-7	5.5E-4	2.6E-5
33	7.2E-4	9.6E-5	5.6E-6	6.6E-5	3.0E-7	5.6E-4	2.6E-5
34	7.3E-4	9.2E-5	5.5E-6	6.6E-5	3.0E-7	5.8E-4	2.6E-5
35	7.4E-4	8.8E-5	5.5E-6	6.6E-5	3.0E-7	5.9E-4	2.6E-5
36	7.6E-4	8.4E-5	5.5E-6	6.6E-5	3.0E-7	6.0E-4	2.7E-5
37	7.7E-4	8.1E-5	5.5E-6	6.6E-5	3.1E-7	6.1E-4	2.7E-5
38	7.8E-4	7.7E-5	5.5E-6	6.6E-5	3.1E-7	6.2E-4	2.7E-5
39	8.0E-4	7.4E-5	5.5E-6	6.6E-5	3.1E-7	6.3E-4	2.7E-5
40	8.1E-4	7.1E-5	5.5E-6	6.6E-5	3.1E-7	6.4E-4	2.7E-5
41	8.2E-4	6.8E-5	5.5E-6	6.6E-5	3.1E-7	6.6E-4	2.7E-5
42	8.3E-4	6.5E-5	5.5E-6	6.7E-5	3.2E-7	6.7E-4	2.8E-5
43	8.5E-4	6.2E-5	5.5E-6	6.7E-5	3.2E-7	6.8E-4	2.8E-5
44	8.6E-4	6.0E-5	5.5E-6	6.7E-5	3.2E-7	6.9E-4	2.8E-5
45	8.7E-4	5.7E-5	5.5E-6	6.7E-5	3.2E-7	7.0E-4	2.8E-5
46	8.8E-4	5.5E-5	5.4E-6	6.7E-5	3.2E-7	7.1E-4	2.8E-5
47	8.9E-4	5.2E-5	5.4E-6	6.7E-5	3.3E-7	7.2E-4	2.9E-5
48	9.1E-4	5.0E-5	5.4E-6	6.7E-5	3.3E-7	7.3E-4	2.9E-5
49	9.2E-4	4.8E-5	5.4E-6	6.7E-5	3.3E-7	7.4E-4	2.9E-5
50	9.3E-4	4.6E-5	5.4E-6	6.7E-5	3.3E-7	7.5E-4	2.9E-5
51	9.4E-4	4.4E-5	5.4E-6	6.7E-5	3.3E-7	7.6E-4	3.0E-5
52	9.5E-4	4.3E-5	5.4E-6	6.7E-5	3.4E-7	7.7E-4	3.0E-5
53	9.6E-4	4.1E-5	5.4E-6	6.8E-5	3.4E-7	7.8E-4	3.0E-5
54	9.8E-4	3.9E-5	5.4E-6	6.8E-5	3.4E-7	7.9E-4	3.0E-5
55	9.9E-4	3.8E-5	5.4E-6	6.8E-5	3.4E-7	8.0E-4	3.0E-5
56	1.0E-3	3.6E-5	5.4E-6	6.8E-5	3.4E-7	8.1E-4	3.1E-5
57	1.0E-3	3.5E-5	5.4E-6	6.8E-5	3.5E-7	8.2E-4	3.1E-5
58	1.0E-3	3.3E-5	5.4E-6	6.8E-5	3.5E-7	8.3E-4	3.1E-5
59	1.0E-3	3.2E-5	5.3E-6	6.8E-5	3.5E-7	8.4E-4	3.1E-5
60	1.0E-3	3.1E-5	5.3E-6	6.8E-5	3.5E-7	8.5E-4	3.2E-5
