Radionuclide	Th-232
Route of Intake	Inhalation
Material	Aerosols Type S, Oxide, all unspecified forms, fA=5E-6
AMTD/AMAD, µm	0.3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	2.2E-7	-	-	3.2E-8	1.4E-7	-	-
0.083333	8.5E-7	-	-	1.4E-7	5.3E-7	2.5E-10	1.8E-10
0.125	1.8E-6	-	-	3.4E-7	1.1E-6	8.3E-10	5.5E-10
0.25	6.5E-6	-	-	1.5E-6	4.0E-6	5.9E-9	3.2E-9
0.375	1.3E-5	-	-	3.4E-6	8.1E-6	1.7E-8	8.0E-9
0.5	2.1E-5	-	-	5.9E-6	1.3E-5	3.4E-8	1.4E-8
0.625	3.0E-5	-	-	8.8E-6	1.9E-5	5.7E-8	2.1E-8
0.75	3.9E-5	-	-	1.2E-5	2.5E-5	8.4E-8	2.7E-8
0.875	4.8E-5	-	-	1.5E-5	3.1E-5	1.1E-7	3.3E-8
1	5.7E-5	5.5E-5	1.4E-2	1.8E-5	3.7E-5	1.5E-7	3.9E-8
1.125	6.6E-5	-	-	2.0E-5	4.4E-5	1.8E-7	4.5E-8
1.25	7.5E-5	-	-	2.2E-5	5.1E-5	2.2E-7	5.0E-8
1.375	8.3E-5	-	-	2.4E-5	5.7E-5	2.6E-7	5.4E-8
1.5	9.1E-5	-	-	2.5E-5	6.4E-5	2.9E-7	5.9E-8
1.625	9.8E-5	-	-	2.6E-5	7.1E-5	3.3E-7	6.3E-8
1.75	1.0E-4	-	-	2.6E-5	7.7E-5	3.7E-7	6.7E-8
1.875	1.1E-4	-	-	2.6E-5	8.4E-5	4.0E-7	7.0E-8
2	1.2E-4	2.5E-5	4.4E-2	2.6E-5	9.0E-5	4.4E-7	7.4E-8
