Radionuclide	Th-232
Route of Intake	Inhalation
Material	Aerosols Type M, Thorium hydroxide, fA=1E-4
AMTD/AMAD, µm	10

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	5.7E-7	-	-	2.0E-7	2.8E-8	3.6E-10	2.7E-10
0.083333	2.2E-6	-	-	8.9E-7	9.8E-8	2.7E-9	1.7E-9
0.125	4.6E-6	-	-	2.1E-6	2.0E-7	8.6E-9	4.7E-9
0.25	1.6E-5	-	-	8.9E-6	6.2E-7	5.9E-8	2.7E-8
0.375	3.2E-5	-	-	2.0E-5	1.2E-6	1.7E-7	6.6E-8
0.5	5.0E-5	-	-	3.5E-5	1.9E-6	3.3E-7	1.2E-7
0.625	7.0E-5	-	-	5.2E-5	2.6E-6	5.4E-7	1.8E-7
0.75	8.9E-5	-	-	7.0E-5	3.4E-6	7.9E-7	2.4E-7
0.875	1.1E-4	-	-	8.7E-5	4.2E-6	1.1E-6	3.0E-7
1	1.2E-4	3.1E-4	8.3E-2	1.0E-4	5.1E-6	1.3E-6	3.5E-7
1.125	1.4E-4	-	-	1.2E-4	5.9E-6	1.6E-6	4.0E-7
1.25	1.5E-4	-	-	1.3E-4	6.8E-6	1.9E-6	4.5E-7
1.375	1.6E-4	-	-	1.4E-4	7.6E-6	2.2E-6	4.9E-7
1.5	1.6E-4	-	-	1.4E-4	8.5E-6	2.4E-6	5.3E-7
1.625	1.6E-4	-	-	1.4E-4	9.4E-6	2.7E-6	5.6E-7
1.75	1.6E-4	-	-	1.4E-4	1.0E-5	2.9E-6	5.9E-7
1.875	1.6E-4	-	-	1.4E-4	1.1E-5	3.2E-6	6.1E-7
2	1.6E-4	1.3E-4	2.6E-1	1.4E-4	1.2E-5	3.4E-6	6.4E-7
2.25	1.5E-4	-	-	1.3E-4	1.4E-5	3.8E-6	6.7E-7
2.5	1.3E-4	-	-	1.1E-4	1.5E-5	4.2E-6	7.1E-7
2.75	1.2E-4	-	-	9.4E-5	1.7E-5	4.6E-6	7.3E-7
3	1.0E-4	6.0E-5	1.7E-1	7.9E-5	1.9E-5	4.9E-6	7.6E-7
3.25	9.2E-5	-	-	6.4E-5	2.0E-5	5.2E-6	7.8E-7
3.5	8.1E-5	-	-	5.1E-5	2.2E-5	5.5E-6	8.0E-7
3.75	7.3E-5	-	-	4.1E-5	2.3E-5	5.8E-6	8.2E-7
4	6.6E-5	4.4E-5	6.5E-2	3.2E-5	2.5E-5	6.1E-6	8.4E-7
4.25	6.1E-5	-	-	2.5E-5	2.6E-5	6.4E-6	8.5E-7
4.5	5.7E-5	-	-	2.0E-5	2.8E-5	6.7E-6	8.7E-7
4.75	5.5E-5	-	-	1.6E-5	3.0E-5	6.9E-6	8.9E-7
5	5.3E-5	3.7E-5	1.9E-2	1.2E-5	3.1E-5	7.2E-6	9.0E-7
5.5	5.3E-5	-	-	8.4E-6	3.4E-5	7.7E-6	9.3E-7
6	5.4E-5	3.2E-5	5.0E-3	6.2E-6	3.7E-5	8.2E-6	9.6E-7
6.5	5.7E-5	-	-	5.1E-6	4.0E-5	8.7E-6	9.9E-7
7	5.9E-5	2.9E-5	1.4E-3	4.6E-6	4.3E-5	9.2E-6	1.0E-6
7.5	6.3E-5	-	-	4.3E-6	4.5E-5	9.6E-6	1.0E-6
8	6.6E-5	2.6E-5	5.5E-4	4.2E-6	4.8E-5	1.0E-5	1.1E-6
8.5	6.9E-5	-	-	4.2E-6	5.1E-5	1.1E-5	1.1E-6
9	7.2E-5	2.3E-5	3.3E-4	4.1E-6	5.3E-5	1.1E-5	1.1E-6
9.5	7.6E-5	-	-	4.1E-6	5.6E-5	1.1E-5	1.1E-6
10	7.9E-5	2.2E-5	2.5E-4	4.1E-6	5.9E-5	1.2E-5	1.1E-6
11	8.5E-5	2.0E-5	2.0E-4	4.1E-6	6.4E-5	1.3E-5	1.2E-6
12	9.1E-5	1.9E-5	1.7E-4	4.1E-6	6.9E-5	1.4E-5	1.2E-6
13	9.8E-5	1.8E-5	1.5E-4	4.2E-6	7.4E-5	1.5E-5	1.2E-6
14	1.0E-4	1.7E-5	1.3E-4	4.2E-6	7.9E-5	1.5E-5	1.3E-6
15	1.1E-4	1.7E-5	1.1E-4	4.2E-6	8.4E-5	1.6E-5	1.3E-6
16	1.2E-4	1.6E-5	9.5E-5	4.2E-6	8.9E-5	1.7E-5	1.3E-6
17	1.2E-4	1.6E-5	8.3E-5	4.2E-6	9.4E-5	1.8E-5	1.3E-6
18	1.3E-4	1.5E-5	7.4E-5	4.2E-6	9.9E-5	1.9E-5	1.4E-6
19	1.3E-4	1.5E-5	6.7E-5	4.3E-6	1.0E-4	2.0E-5	1.4E-6
20	1.4E-4	1.4E-5	6.0E-5	4.3E-6	1.1E-4	2.0E-5	1.4E-6
21	1.5E-4	1.4E-5	5.5E-5	4.3E-6	1.1E-4	2.1E-5	1.4E-6
22	1.5E-4	1.4E-5	5.1E-5	4.4E-6	1.2E-4	2.2E-5	1.5E-6
23	1.6E-4	1.3E-5	4.7E-5	4.4E-6	1.2E-4	2.3E-5	1.5E-6
24	1.6E-4	1.3E-5	4.5E-5	4.5E-6	1.3E-4	2.4E-5	1.5E-6
25	1.7E-4	1.3E-5	4.2E-5	4.5E-6	1.3E-4	2.5E-5	1.5E-6
26	1.7E-4	1.2E-5	4.0E-5	4.6E-6	1.3E-4	2.5E-5	1.6E-6
27	1.8E-4	1.2E-5	3.9E-5	4.6E-6	1.4E-4	2.6E-5	1.6E-6
28	1.8E-4	1.2E-5	3.7E-5	4.7E-6	1.4E-4	2.7E-5	1.6E-6
29	1.9E-4	1.2E-5	3.6E-5	4.7E-6	1.5E-4	2.8E-5	1.6E-6
30	1.9E-4	1.2E-5	3.5E-5	4.8E-6	1.5E-4	2.9E-5	1.7E-6
31	2.0E-4	1.1E-5	3.4E-5	4.8E-6	1.6E-4	3.0E-5	1.7E-6
32	2.0E-4	1.1E-5	3.3E-5	4.9E-6	1.6E-4	3.0E-5	1.7E-6
33	2.1E-4	1.1E-5	3.3E-5	5.0E-6	1.6E-4	3.1E-5	1.7E-6
34	2.1E-4	1.1E-5	3.2E-5	5.0E-6	1.7E-4	3.2E-5	1.8E-6
35	2.2E-4	1.1E-5	3.2E-5	5.1E-6	1.7E-4	3.3E-5	1.8E-6
36	2.2E-4	1.0E-5	3.1E-5	5.1E-6	1.7E-4	3.4E-5	1.8E-6
37	2.3E-4	1.0E-5	3.1E-5	5.2E-6	1.8E-4	3.5E-5	1.8E-6
38	2.3E-4	1.0E-5	3.0E-5	5.2E-6	1.8E-4	3.5E-5	1.9E-6
39	2.4E-4	9.8E-6	3.0E-5	5.3E-6	1.9E-4	3.6E-5	1.9E-6
40	2.4E-4	9.7E-6	3.0E-5	5.3E-6	1.9E-4	3.7E-5	1.9E-6
41	2.5E-4	9.5E-6	2.9E-5	5.4E-6	1.9E-4	3.8E-5	1.9E-6
42	2.5E-4	9.4E-6	2.9E-5	5.5E-6	2.0E-4	3.9E-5	2.0E-6
43	2.5E-4	9.3E-6	2.9E-5	5.5E-6	2.0E-4	4.0E-5	2.0E-6
44	2.6E-4	9.1E-6	2.8E-5	5.6E-6	2.0E-4	4.0E-5	2.0E-6
45	2.6E-4	9.0E-6	2.8E-5	5.6E-6	2.1E-4	4.1E-5	2.0E-6
46	2.7E-4	8.9E-6	2.8E-5	5.7E-6	2.1E-4	4.2E-5	2.1E-6
47	2.7E-4	8.7E-6	2.8E-5	5.7E-6	2.1E-4	4.3E-5	2.1E-6
48	2.8E-4	8.6E-6	2.7E-5	5.8E-6	2.1E-4	4.4E-5	2.1E-6
49	2.8E-4	8.5E-6	2.7E-5	5.8E-6	2.2E-4	4.4E-5	2.1E-6
50	2.8E-4	8.4E-6	2.7E-5	5.9E-6	2.2E-4	4.5E-5	2.2E-6
51	2.9E-4	8.3E-6	2.7E-5	5.9E-6	2.2E-4	4.6E-5	2.2E-6
52	2.9E-4	8.2E-6	2.7E-5	6.0E-6	2.3E-4	4.7E-5	2.2E-6
53	3.0E-4	8.1E-6	2.6E-5	6.0E-6	2.3E-4	4.8E-5	2.2E-6
54	3.0E-4	8.0E-6	2.6E-5	6.1E-6	2.3E-4	4.9E-5	2.3E-6
55	3.0E-4	7.9E-6	2.6E-5	6.1E-6	2.3E-4	4.9E-5	2.3E-6
56	3.1E-4	7.8E-6	2.6E-5	6.2E-6	2.4E-4	5.0E-5	2.3E-6
57	3.1E-4	7.7E-6	2.6E-5	6.2E-6	2.4E-4	5.1E-5	2.3E-6
58	3.1E-4	7.6E-6	2.5E-5	6.2E-6	2.4E-4	5.2E-5	2.4E-6
59	3.2E-4	7.5E-6	2.5E-5	6.3E-6	2.4E-4	5.3E-5	2.4E-6
60	3.2E-4	7.4E-6	2.5E-5	6.3E-6	2.5E-4	5.3E-5	2.4E-6
61	3.2E-4	7.4E-6	2.5E-5	6.4E-6	2.5E-4	5.4E-5	2.5E-6
62	3.3E-4	7.3E-6	2.5E-5	6.4E-6	2.5E-4	5.5E-5	2.5E-6
63	3.3E-4	7.2E-6	2.4E-5	6.5E-6	2.5E-4	5.6E-5	2.5E-6
64	3.3E-4	7.1E-6	2.4E-5	6.5E-6	2.6E-4	5.6E-5	2.5E-6
65	3.4E-4	7.1E-6	2.4E-5	6.5E-6	2.6E-4	5.7E-5	2.6E-6
66	3.4E-4	7.0E-6	2.4E-5	6.6E-6	2.6E-4	5.8E-5	2.6E-6
67	3.4E-4	6.9E-6	2.4E-5	6.6E-6	2.6E-4	5.9E-5	2.6E-6
68	3.5E-4	6.9E-6	2.3E-5	6.7E-6	2.6E-4	6.0E-5	2.6E-6
69	3.5E-4	6.8E-6	2.3E-5	6.7E-6	2.7E-4	6.0E-5	2.7E-6
70	3.5E-4	6.7E-6	2.3E-5	6.7E-6	2.7E-4	6.1E-5	2.7E-6
71	3.6E-4	6.7E-6	2.3E-5	6.8E-6	2.7E-4	6.2E-5	2.7E-6
