Radionuclide	Th-232
Route of Intake	Inhalation
Material	Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
220	2.9E-3	1.5E-5	4.1E-5	5.2E-5	1.7E-3	9.6E-4	4.6E-5
230	2.9E-3	1.4E-5	3.8E-5	5.2E-5	1.7E-3	9.9E-4	4.9E-5
240	2.9E-3	1.3E-5	3.5E-5	5.2E-5	1.6E-3	1.0E-3	5.2E-5
250	2.9E-3	1.3E-5	3.3E-5	5.2E-5	1.6E-3	1.1E-3	5.4E-5
260	2.9E-3	1.2E-5	3.0E-5	5.2E-5	1.5E-3	1.1E-3	5.7E-5
270	2.9E-3	1.2E-5	2.8E-5	5.2E-5	1.5E-3	1.1E-3	6.0E-5
280	2.9E-3	1.1E-5	2.6E-5	5.2E-5	1.5E-3	1.2E-3	6.3E-5
290	2.9E-3	1.1E-5	2.4E-5	5.2E-5	1.4E-3	1.2E-3	6.6E-5
300	2.9E-3	1.0E-5	2.3E-5	5.2E-5	1.4E-3	1.2E-3	6.9E-5
310	2.9E-3	1.0E-5	2.1E-5	5.1E-5	1.3E-3	1.3E-3	7.2E-5
320	2.9E-3	9.6E-6	2.0E-5	5.1E-5	1.3E-3	1.3E-3	7.5E-5
330	2.9E-3	9.3E-6	1.8E-5	5.1E-5	1.2E-3	1.3E-3	7.8E-5
340	2.9E-3	8.9E-6	1.7E-5	5.1E-5	1.2E-3	1.4E-3	8.2E-5
350	2.9E-3	8.6E-6	1.6E-5	5.1E-5	1.2E-3	1.4E-3	8.5E-5
360	2.9E-3	8.3E-6	1.5E-5	5.0E-5	1.1E-3	1.4E-3	8.8E-5
365	2.9E-3	8.2E-6	1.4E-5	5.0E-5	1.1E-3	1.4E-3	9.0E-5
370	2.9E-3	8.1E-6	1.4E-5	5.0E-5	1.1E-3	1.5E-3	9.2E-5
380	2.9E-3	7.8E-6	1.3E-5	5.0E-5	1.0E-3	1.5E-3	9.5E-5
390	2.9E-3	7.6E-6	1.2E-5	5.0E-5	1.0E-3	1.5E-3	9.9E-5
400	2.9E-3	7.4E-6	1.1E-5	5.0E-5	9.7E-4	1.6E-3	1.0E-4
410	2.9E-3	7.2E-6	1.1E-5	4.9E-5	9.3E-4	1.6E-3	1.1E-4
420	2.9E-3	7.0E-6	1.0E-5	4.9E-5	9.0E-4	1.6E-3	1.1E-4
430	2.9E-3	6.8E-6	9.3E-6	4.9E-5	8.6E-4	1.7E-3	1.1E-4
440	2.9E-3	6.6E-6	8.8E-6	4.9E-5	8.3E-4	1.7E-3	1.2E-4
450	2.9E-3	6.4E-6	8.2E-6	4.9E-5	8.0E-4	1.7E-3	1.2E-4
460	2.9E-3	6.3E-6	7.8E-6	4.9E-5	7.7E-4	1.8E-3	1.2E-4
470	2.9E-3	6.1E-6	7.3E-6	4.8E-5	7.4E-4	1.8E-3	1.3E-4
480	2.9E-3	6.0E-6	6.9E-6	4.8E-5	7.1E-4	1.8E-3	1.3E-4
490	2.9E-3	5.9E-6	6.5E-6	4.8E-5	6.8E-4	1.8E-3	1.4E-4
500	2.9E-3	5.7E-6	6.1E-6	4.8E-5	6.5E-4	1.9E-3	1.4E-4
510	2.9E-3	5.6E-6	5.8E-6	4.8E-5	6.3E-4	1.9E-3	1.4E-4
520	2.9E-3	5.5E-6	5.5E-6	4.8E-5	6.0E-4	1.9E-3	1.5E-4
530	3.0E-3	5.4E-6	5.2E-6	4.7E-5	5.8E-4	2.0E-3	1.5E-4
540	3.0E-3	5.3E-6	4.9E-6	4.7E-5	5.5E-4	2.0E-3	1.5E-4
550	3.0E-3	5.2E-6	4.7E-6	4.7E-5	5.3E-4	2.0E-3	1.6E-4
560	3.0E-3	5.1E-6	4.5E-6	4.7E-5	5.1E-4	2.1E-3	1.6E-4
570	3.0E-3	5.1E-6	4.2E-6	4.7E-5	4.9E-4	2.1E-3	1.7E-4
580	3.0E-3	5.0E-6	4.0E-6	4.7E-5	4.7E-4	2.1E-3	1.7E-4
590	3.1E-3	4.9E-6	3.9E-6	4.7E-5	4.5E-4	2.2E-3	1.7E-4
600	3.1E-3	4.8E-6	3.7E-6	4.6E-5	4.3E-4	2.2E-3	1.8E-4
610	3.1E-3	4.8E-6	3.5E-6	4.6E-5	4.1E-4	2.2E-3	1.8E-4
620	3.1E-3	4.7E-6	3.4E-6	4.6E-5	3.9E-4	2.3E-3	1.9E-4
630	3.2E-3	4.7E-6	3.2E-6	4.6E-5	3.8E-4	2.3E-3	1.9E-4
640	3.2E-3	4.6E-6	3.1E-6	4.6E-5	3.6E-4	2.3E-3	1.9E-4
650	3.2E-3	4.6E-6	3.0E-6	4.6E-5	3.5E-4	2.4E-3	2.0E-4
660	3.2E-3	4.5E-6	2.9E-6	4.6E-5	3.3E-4	2.4E-3	2.0E-4
670	3.2E-3	4.5E-6	2.8E-6	4.6E-5	3.2E-4	2.4E-3	2.1E-4
680	3.3E-3	4.4E-6	2.7E-6	4.6E-5	3.1E-4	2.5E-3	2.1E-4
690	3.3E-3	4.4E-6	2.6E-6	4.5E-5	2.9E-4	2.5E-3	2.1E-4
700	3.3E-3	4.3E-6	2.5E-6	4.5E-5	2.8E-4	2.5E-3	2.2E-4
710	3.4E-3	4.3E-6	2.4E-6	4.5E-5	2.7E-4	2.6E-3	2.2E-4
720	3.4E-3	4.2E-6	2.3E-6	4.5E-5	2.6E-4	2.6E-3	2.3E-4
730	3.4E-3	4.2E-6	2.3E-6	4.5E-5	2.5E-4	2.6E-3	2.3E-4
740	3.4E-3	4.2E-6	2.2E-6	4.5E-5	2.4E-4	2.7E-3	2.3E-4
750	3.5E-3	4.1E-6	2.1E-6	4.5E-5	2.3E-4	2.7E-3	2.4E-4
760	3.5E-3	4.1E-6	2.1E-6	4.5E-5	2.2E-4	2.7E-3	2.4E-4
770	3.5E-3	4.1E-6	2.0E-6	4.5E-5	2.1E-4	2.8E-3	2.4E-4
780	3.6E-3	4.0E-6	2.0E-6	4.5E-5	2.0E-4	2.8E-3	2.5E-4
790	3.6E-3	4.0E-6	1.9E-6	4.5E-5	1.9E-4	2.8E-3	2.5E-4
800	3.6E-3	4.0E-6	1.9E-6	4.5E-5	1.8E-4	2.9E-3	2.6E-4
810	3.6E-3	4.0E-6	1.8E-6	4.5E-5	1.7E-4	2.9E-3	2.6E-4
820	3.7E-3	3.9E-6	1.8E-6	4.5E-5	1.7E-4	2.9E-3	2.6E-4
830	3.7E-3	3.9E-6	1.8E-6	4.5E-5	1.6E-4	3.0E-3	2.7E-4
840	3.7E-3	3.9E-6	1.7E-6	4.4E-5	1.5E-4	3.0E-3	2.7E-4
850	3.8E-3	3.9E-6	1.7E-6	4.4E-5	1.5E-4	3.0E-3	2.7E-4
860	3.8E-3	3.9E-6	1.6E-6	4.4E-5	1.4E-4	3.1E-3	2.8E-4
870	3.8E-3	3.8E-6	1.6E-6	4.4E-5	1.3E-4	3.1E-3	2.8E-4
880	3.9E-3	3.8E-6	1.6E-6	4.4E-5	1.3E-4	3.1E-3	2.9E-4
890	3.9E-3	3.8E-6	1.6E-6	4.4E-5	1.2E-4	3.2E-3	2.9E-4
900	3.9E-3	3.8E-6	1.5E-6	4.4E-5	1.2E-4	3.2E-3	2.9E-4
910	4.0E-3	3.8E-6	1.5E-6	4.4E-5	1.1E-4	3.2E-3	3.0E-4
920	4.0E-3	3.7E-6	1.5E-6	4.4E-5	1.1E-4	3.3E-3	3.0E-4
930	4.0E-3	3.7E-6	1.5E-6	4.4E-5	1.0E-4	3.3E-3	3.0E-4
940	4.1E-3	3.7E-6	1.4E-6	4.4E-5	9.9E-5	3.4E-3	3.1E-4
950	4.1E-3	3.7E-6	1.4E-6	4.4E-5	9.5E-5	3.4E-3	3.1E-4
960	4.1E-3	3.7E-6	1.4E-6	4.4E-5	9.1E-5	3.4E-3	3.1E-4
970	4.2E-3	3.7E-6	1.4E-6	4.4E-5	8.7E-5	3.5E-3	3.2E-4
980	4.2E-3	3.6E-6	1.4E-6	4.4E-5	8.3E-5	3.5E-3	3.2E-4
990	4.2E-3	3.6E-6	1.3E-6	4.4E-5	7.9E-5	3.5E-3	3.2E-4
1000	4.3E-3	3.6E-6	1.3E-6	4.4E-5	7.6E-5	3.6E-3	3.3E-4
1010	4.3E-3	3.6E-6	1.3E-6	4.4E-5	7.3E-5	3.6E-3	3.3E-4
1020	4.4E-3	3.6E-6	1.3E-6	4.4E-5	7.0E-5	3.6E-3	3.3E-4
1030	4.4E-3	3.6E-6	1.3E-6	4.4E-5	6.7E-5	3.7E-3	3.4E-4
1040	4.4E-3	3.6E-6	1.3E-6	4.4E-5	6.4E-5	3.7E-3	3.4E-4
1050	4.5E-3	3.6E-6	1.2E-6	4.4E-5	6.1E-5	3.7E-3	3.4E-4
1060	4.5E-3	3.5E-6	1.2E-6	4.4E-5	5.8E-5	3.8E-3	3.5E-4
1070	4.5E-3	3.5E-6	1.2E-6	4.4E-5	5.6E-5	3.8E-3	3.5E-4
1080	4.6E-3	3.5E-6	1.2E-6	4.4E-5	5.4E-5	3.8E-3	3.5E-4
1090	4.6E-3	3.5E-6	1.2E-6	4.4E-5	5.1E-5	3.9E-3	3.6E-4
1095	4.6E-3	3.5E-6	1.2E-6	4.3E-5	5.0E-5	3.9E-3	3.6E-4
1100	4.6E-3	3.5E-6	1.2E-6	4.3E-5	4.9E-5	3.9E-3	3.6E-4
1200	5.0E-3	3.4E-6	1.1E-6	4.3E-5	3.2E-5	4.2E-3	3.9E-4
1300	5.3E-3	3.3E-6	9.9E-7	4.3E-5	2.1E-5	4.6E-3	4.1E-4
1400	5.7E-3	3.2E-6	9.2E-7	4.3E-5	1.4E-5	4.9E-3	4.4E-4
1500	6.0E-3	3.2E-6	8.6E-7	4.3E-5	9.1E-6	5.2E-3	4.6E-4
1600	6.4E-3	3.1E-6	8.2E-7	4.3E-5	6.2E-6	5.5E-3	4.8E-4
1700	6.7E-3	3.0E-6	7.8E-7	4.3E-5	4.4E-6	5.9E-3	4.9E-4
1800	7.0E-3	3.0E-6	7.4E-7	4.2E-5	3.2E-6	6.2E-3	5.1E-4
1900	7.4E-3	2.9E-6	7.1E-7	4.2E-5	2.5E-6	6.5E-3	5.2E-4
2000	7.7E-3	2.9E-6	6.8E-7	4.2E-5	2.0E-6	6.8E-3	5.3E-4
2100	8.0E-3	2.8E-6	6.6E-7	4.2E-5	1.7E-6	7.1E-3	5.4E-4
2200	8.2E-3	2.8E-6	6.3E-7	4.2E-5	1.6E-6	7.3E-3	5.5E-4
2300	8.5E-3	2.7E-6	6.2E-7	4.2E-5	1.5E-6	7.6E-3	5.6E-4
2400	8.8E-3	2.7E-6	6.0E-7	4.2E-5	1.4E-6	7.9E-3	5.6E-4
2500	9.1E-3	2.7E-6	5.8E-7	4.2E-5	1.4E-6	8.1E-3	5.7E-4
2600	9.3E-3	2.6E-6	5.7E-7	4.2E-5	1.4E-6	8.4E-3	5.7E-4
2700	9.6E-3	2.6E-6	5.5E-7	4.2E-5	1.4E-6	8.6E-3	5.7E-4
2800	9.8E-3	2.5E-6	5.4E-7	4.1E-5	1.4E-6	8.9E-3	5.8E-4
2900	1.0E-2	2.5E-6	5.3E-7	4.1E-5	1.4E-6	9.1E-3	5.8E-4
3000	1.0E-2	2.5E-6	5.2E-7	4.1E-5	1.4E-6	9.3E-3	5.8E-4
3100	1.0E-2	2.4E-6	5.1E-7	4.1E-5	1.4E-6	9.5E-3	5.8E-4
3200	1.1E-2	2.4E-6	5.0E-7	4.1E-5	1.4E-6	9.7E-3	5.8E-4
3300	1.1E-2	2.4E-6	4.9E-7	4.1E-5	1.4E-6	9.9E-3	5.8E-4
3400	1.1E-2	2.3E-6	4.9E-7	4.1E-5	1.4E-6	1.0E-2	5.8E-4
3500	1.1E-2	2.3E-6	4.8E-7	4.1E-5	1.4E-6	1.0E-2	5.8E-4
3600	1.1E-2	2.3E-6	4.7E-7	4.1E-5	1.4E-6	1.1E-2	5.8E-4
3650	1.2E-2	2.3E-6	4.7E-7	4.1E-5	1.4E-6	1.1E-2	5.8E-4
4000	1.2E-2	2.2E-6	4.5E-7	4.0E-5	1.4E-6	1.1E-2	5.8E-4
5000	1.4E-2	2.0E-6	4.0E-7	3.9E-5	1.4E-6	1.3E-2	5.6E-4
6000	1.5E-2	1.8E-6	3.6E-7	3.8E-5	1.4E-6	1.4E-2	5.3E-4
7000	1.6E-2	1.7E-6	3.4E-7	3.7E-5	1.3E-6	1.5E-2	5.0E-4
8000	1.7E-2	1.6E-6	3.2E-7	3.6E-5	1.3E-6	1.6E-2	4.8E-4
9000	1.8E-2	1.5E-6	3.0E-7	3.5E-5	1.3E-6	1.7E-2	4.5E-4
10000	1.8E-2	1.4E-6	2.9E-7	3.4E-5	1.2E-6	1.8E-2	4.2E-4
11000	1.9E-2	1.4E-6	2.7E-7	3.3E-5	1.2E-6	1.8E-2	4.0E-4
12000	2.0E-2	1.3E-6	2.7E-7	3.2E-5	1.2E-6	1.9E-2	3.8E-4
13000	2.0E-2	1.3E-6	2.6E-7	3.1E-5	1.1E-6	2.0E-2	3.6E-4
