Radionuclide	Th-232
Route of Intake	Inhalation
Material	Aerosols Type S, Oxide, all unspecified forms, fA=5E-6
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	6.5E-7	-	-	5.7E-8	5.0E-7	-	-
0.083333	2.5E-6	-	-	2.7E-7	1.9E-6	8.9E-10	6.5E-10
0.125	5.4E-6	-	-	6.6E-7	4.2E-6	3.0E-9	2.0E-9
0.25	1.9E-5	-	-	3.0E-6	1.5E-5	2.1E-8	1.2E-8
0.375	3.9E-5	-	-	6.9E-6	3.0E-5	6.2E-8	2.9E-8
0.5	6.3E-5	-	-	1.2E-5	4.8E-5	1.2E-7	5.1E-8
0.625	9.0E-5	-	-	1.8E-5	6.8E-5	2.1E-7	7.4E-8
0.75	1.2E-4	-	-	2.5E-5	9.0E-5	3.0E-7	9.8E-8
0.875	1.5E-4	-	-	3.1E-5	1.1E-4	4.1E-7	1.2E-7
1	1.8E-4	2.0E-4	2.7E-2	3.8E-5	1.3E-4	5.3E-7	1.4E-7
1.125	2.1E-4	-	-	4.4E-5	1.6E-4	6.6E-7	1.6E-7
1.25	2.3E-4	-	-	4.9E-5	1.8E-4	7.9E-7	1.8E-7
1.375	2.6E-4	-	-	5.4E-5	2.1E-4	9.2E-7	1.9E-7
1.5	2.9E-4	-	-	5.7E-5	2.3E-4	1.1E-6	2.1E-7
1.625	3.2E-4	-	-	6.0E-5	2.5E-4	1.2E-6	2.3E-7
1.75	3.4E-4	-	-	6.2E-5	2.7E-4	1.3E-6	2.4E-7
1.875	3.6E-4	-	-	6.4E-5	3.0E-4	1.5E-6	2.5E-7
2	3.9E-4	8.9E-5	9.3E-2	6.4E-5	3.2E-4	1.6E-6	2.7E-7
2.25	4.3E-4	-	-	6.5E-5	3.7E-4	1.8E-6	2.9E-7
2.5	4.8E-4	-	-	6.4E-5	4.1E-4	2.1E-6	3.2E-7
2.75	5.2E-4	-	-	6.2E-5	4.5E-4	2.3E-6	3.4E-7
3	5.6E-4	3.8E-5	7.5E-2	6.0E-5	5.0E-4	2.6E-6	3.7E-7
3.25	6.0E-4	-	-	5.8E-5	5.4E-4	2.8E-6	3.9E-7
3.5	6.4E-4	-	-	5.7E-5	5.8E-4	3.0E-6	4.1E-7
3.75	6.8E-4	-	-	5.5E-5	6.2E-4	3.2E-6	4.3E-7
