Radionuclide	Th-232
Route of Intake	Inhalation
Material	Aerosols Type S, Oxide, all unspecified forms, fA=5E-6
AMTD/AMAD, µm	10

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	5.6E-7	-	-	2.0E-7	2.8E-8	-	-
0.083333	2.2E-6	-	-	9.0E-7	1.0E-7	1.3E-10	-
0.125	4.6E-6	-	-	2.1E-6	2.1E-7	4.2E-10	2.4E-10
0.25	1.6E-5	-	-	9.0E-6	6.9E-7	2.9E-9	1.3E-9
0.375	3.2E-5	-	-	2.1E-5	1.4E-6	8.3E-9	3.3E-9
0.5	5.0E-5	-	-	3.6E-5	2.2E-6	1.7E-8	5.8E-9
0.625	7.0E-5	-	-	5.3E-5	3.1E-6	2.7E-8	8.7E-9
0.75	8.9E-5	-	-	7.1E-5	4.1E-6	3.9E-8	1.2E-8
0.875	1.1E-4	-	-	8.8E-5	5.1E-6	5.2E-8	1.5E-8
1	1.2E-4	1.6E-5	8.3E-2	1.0E-4	6.2E-6	6.6E-8	1.7E-8
1.125	1.4E-4	-	-	1.2E-4	7.3E-6	8.0E-8	2.0E-8
1.25	1.5E-4	-	-	1.3E-4	8.4E-6	9.4E-8	2.2E-8
1.375	1.6E-4	-	-	1.4E-4	9.5E-6	1.1E-7	2.4E-8
1.5	1.6E-4	-	-	1.4E-4	1.1E-5	1.2E-7	2.6E-8
1.625	1.6E-4	-	-	1.5E-4	1.2E-5	1.3E-7	2.8E-8
1.75	1.6E-4	-	-	1.5E-4	1.3E-5	1.5E-7	2.9E-8
1.875	1.6E-4	-	-	1.4E-4	1.4E-5	1.6E-7	3.0E-8
2	1.6E-4	6.5E-6	2.6E-1	1.4E-4	1.5E-5	1.7E-7	3.1E-8
2.25	1.5E-4	-	-	1.3E-4	1.7E-5	1.9E-7	3.3E-8
2.5	1.3E-4	-	-	1.1E-4	1.9E-5	2.1E-7	3.5E-8
2.75	1.2E-4	-	-	9.4E-5	2.1E-5	2.3E-7	3.6E-8
3	1.0E-4	2.8E-6	1.7E-1	7.8E-5	2.3E-5	2.4E-7	3.7E-8
3.25	9.0E-5	-	-	6.3E-5	2.5E-5	2.6E-7	3.8E-8
3.5	7.9E-5	-	-	5.0E-5	2.7E-5	2.7E-7	3.9E-8
3.75	7.0E-5	-	-	3.9E-5	2.9E-5	2.9E-7	4.0E-8
4	6.3E-5	2.1E-6	6.5E-2	3.1E-5	3.1E-5	3.0E-7	4.1E-8
4.25	5.8E-5	-	-	2.4E-5	3.3E-5	3.1E-7	4.2E-8
4.5	5.5E-5	-	-	1.8E-5	3.5E-5	3.3E-7	4.2E-8
4.75	5.2E-5	-	-	1.4E-5	3.7E-5	3.4E-7	4.3E-8
5	5.1E-5	1.7E-6	1.9E-2	1.1E-5	3.9E-5	3.5E-7	4.4E-8
5.5	5.1E-5	-	-	6.3E-6	4.3E-5	3.8E-7	4.5E-8
6	5.2E-5	1.5E-6	5.2E-3	4.1E-6	4.7E-5	4.0E-7	4.6E-8
6.5	5.5E-5	-	-	2.9E-6	5.1E-5	4.2E-7	4.7E-8
7	5.8E-5	1.3E-6	1.5E-3	2.3E-6	5.4E-5	4.4E-7	4.8E-8
7.5	6.2E-5	-	-	2.0E-6	5.8E-5	4.7E-7	4.9E-8
8	6.5E-5	1.1E-6	6.4E-4	1.8E-6	6.2E-5	4.9E-7	5.0E-8
8.5	6.9E-5	-	-	1.7E-6	6.5E-5	5.1E-7	5.0E-8
9	7.3E-5	1.0E-6	4.1E-4	1.6E-6	6.9E-5	5.3E-7	5.1E-8
9.5	7.7E-5	-	-	1.6E-6	7.3E-5	5.5E-7	5.2E-8
10	8.0E-5	9.3E-7	3.2E-4	1.5E-6	7.6E-5	5.7E-7	5.3E-8
11	8.8E-5	8.6E-7	2.6E-4	1.4E-6	8.4E-5	6.1E-7	5.4E-8
12	9.5E-5	8.0E-7	2.2E-4	1.4E-6	9.1E-5	6.5E-7	5.5E-8
13	1.0E-4	7.5E-7	1.9E-4	1.3E-6	9.8E-5	6.9E-7	5.6E-8
14	1.1E-4	7.1E-7	1.6E-4	1.2E-6	1.1E-4	7.3E-7	5.7E-8
15	1.2E-4	6.8E-7	1.4E-4	1.2E-6	1.1E-4	7.6E-7	5.8E-8
16	1.2E-4	6.5E-7	1.2E-4	1.1E-6	1.2E-4	8.0E-7	5.8E-8
17	1.3E-4	6.2E-7	1.1E-4	1.1E-6	1.3E-4	8.4E-7	5.9E-8
18	1.4E-4	6.0E-7	9.8E-5	1.0E-6	1.3E-4	8.8E-7	6.0E-8
19	1.5E-4	5.8E-7	8.8E-5	1.0E-6	1.4E-4	9.1E-7	6.1E-8
20	1.5E-4	5.6E-7	8.0E-5	9.7E-7	1.5E-4	9.5E-7	6.2E-8
21	1.6E-4	5.4E-7	7.4E-5	9.5E-7	1.5E-4	9.9E-7	6.3E-8
22	1.7E-4	5.3E-7	6.9E-5	9.4E-7	1.6E-4	1.0E-6	6.4E-8
23	1.7E-4	5.1E-7	6.4E-5	9.3E-7	1.7E-4	1.1E-6	6.4E-8
24	1.8E-4	5.0E-7	6.0E-5	9.3E-7	1.8E-4	1.1E-6	6.5E-8
25	1.9E-4	4.8E-7	5.7E-5	9.3E-7	1.8E-4	1.1E-6	6.6E-8
26	2.0E-4	4.7E-7	5.5E-5	9.3E-7	1.9E-4	1.2E-6	6.7E-8
27	2.0E-4	4.6E-7	5.3E-5	9.4E-7	2.0E-4	1.2E-6	6.8E-8
28	2.1E-4	4.5E-7	5.1E-5	9.5E-7	2.0E-4	1.2E-6	6.9E-8
29	2.2E-4	4.4E-7	5.0E-5	9.6E-7	2.1E-4	1.3E-6	7.0E-8
30	2.2E-4	4.3E-7	4.8E-5	9.7E-7	2.2E-4	1.3E-6	7.1E-8
31	2.3E-4	4.2E-7	4.7E-5	9.8E-7	2.2E-4	1.3E-6	7.1E-8
32	2.4E-4	4.1E-7	4.7E-5	1.0E-6	2.3E-4	1.4E-6	7.2E-8
33	2.5E-4	4.0E-7	4.6E-5	1.0E-6	2.4E-4	1.4E-6	7.3E-8
34	2.5E-4	3.9E-7	4.5E-5	1.0E-6	2.4E-4	1.4E-6	7.4E-8
35	2.6E-4	3.8E-7	4.5E-5	1.1E-6	2.5E-4	1.5E-6	7.5E-8
36	2.7E-4	3.7E-7	4.4E-5	1.1E-6	2.6E-4	1.5E-6	7.6E-8
37	2.7E-4	3.7E-7	4.4E-5	1.1E-6	2.6E-4	1.5E-6	7.7E-8
38	2.8E-4	3.6E-7	4.4E-5	1.1E-6	2.7E-4	1.6E-6	7.8E-8
39	2.9E-4	3.5E-7	4.3E-5	1.1E-6	2.8E-4	1.6E-6	7.9E-8
40	2.9E-4	3.5E-7	4.3E-5	1.1E-6	2.8E-4	1.7E-6	8.0E-8
41	3.0E-4	3.4E-7	4.3E-5	1.2E-6	2.9E-4	1.7E-6	8.1E-8
42	3.1E-4	3.3E-7	4.3E-5	1.2E-6	3.0E-4	1.7E-6	8.2E-8
