Radionuclide	Th-232
Route of Intake	Inhalation
Material	Aerosols Type F, fA=5E-4
AMTD/AMAD, µm	0.001

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	7.2E-7	-	-	1.9E-7	2.3E-8	3.5E-8	2.5E-8
0.083333	2.8E-6	-	-	8.4E-7	2.4E-8	2.0E-7	1.0E-7
0.125	5.9E-6	-	-	2.0E-6	2.6E-8	4.9E-7	2.2E-7
0.25	2.1E-5	-	-	8.3E-6	5.2E-8	2.3E-6	7.6E-7
0.375	4.1E-5	-	-	1.9E-5	8.6E-8	5.4E-6	1.6E-6
0.5	6.5E-5	-	-	3.2E-5	1.2E-7	9.9E-6	2.7E-6
0.625	9.0E-5	-	-	4.7E-5	1.5E-7	1.5E-5	3.8E-6
0.75	1.2E-4	-	-	6.3E-5	1.7E-7	2.2E-5	5.1E-6
0.875	1.4E-4	-	-	7.9E-5	1.9E-7	2.9E-5	6.3E-6
1	1.7E-4	1.3E-2	6.2E-2	9.4E-5	2.0E-7	3.6E-5	7.6E-6
1.125	1.9E-4	-	-	1.1E-4	2.1E-7	4.4E-5	8.8E-6
1.25	2.1E-4	-	-	1.2E-4	2.2E-7	5.1E-5	9.9E-6
1.375	2.3E-4	-	-	1.3E-4	2.3E-7	5.9E-5	1.1E-5
1.5	2.4E-4	-	-	1.3E-4	2.4E-7	6.7E-5	1.2E-5
1.625	2.5E-4	-	-	1.4E-4	2.4E-7	7.5E-5	1.3E-5
1.75	2.7E-4	-	-	1.4E-4	2.5E-7	8.3E-5	1.4E-5
1.875	2.8E-4	-	-	1.4E-4	2.5E-7	9.0E-5	1.5E-5
2	2.8E-4	4.0E-3	1.9E-1	1.4E-4	2.5E-7	9.8E-5	1.5E-5
2.25	2.9E-4	-	-	1.4E-4	2.6E-7	1.1E-4	1.7E-5
2.5	3.0E-4	-	-	1.3E-4	2.7E-7	1.3E-4	1.8E-5
2.75	3.1E-4	-	-	1.2E-4	2.8E-7	1.4E-4	2.0E-5
3	3.2E-4	2.0E-3	1.3E-1	1.2E-4	2.8E-7	1.5E-4	2.1E-5
3.25	3.2E-4	-	-	1.1E-4	2.9E-7	1.6E-4	2.2E-5
3.5	3.3E-4	-	-	1.0E-4	3.0E-7	1.8E-4	2.3E-5
3.75	3.4E-4	-	-	9.7E-5	3.1E-7	1.9E-4	2.4E-5
4	3.5E-4	1.4E-3	4.7E-2	9.3E-5	3.1E-7	2.0E-4	2.5E-5
4.25	3.6E-4	-	-	9.1E-5	3.2E-7	2.1E-4	2.6E-5
4.5	3.7E-4	-	-	8.9E-5	3.3E-7	2.2E-4	2.7E-5
4.75	3.8E-4	-	-	8.8E-5	3.3E-7	2.3E-4	2.8E-5
5	3.9E-4	1.2E-3	1.4E-2	8.7E-5	3.4E-7	2.4E-4	2.8E-5
5.5	4.1E-4	-	-	8.8E-5	3.5E-7	2.6E-4	3.0E-5
6	4.4E-4	9.8E-4	3.4E-3	8.9E-5	3.6E-7	2.8E-4	3.1E-5
6.5	4.6E-4	-	-	9.0E-5	3.7E-7	2.9E-4	3.2E-5
7	4.8E-4	8.4E-4	7.9E-4	9.2E-5	3.7E-7	3.1E-4	3.3E-5
7.5	5.0E-4	-	-	9.4E-5	3.8E-7	3.3E-4	3.3E-5
8	5.2E-4	7.3E-4	2.0E-4	9.5E-5	3.9E-7	3.4E-4	3.4E-5
8.5	5.4E-4	-	-	9.6E-5	3.9E-7	3.6E-4	3.5E-5
9	5.5E-4	6.5E-4	6.7E-5	9.7E-5	4.0E-7	3.7E-4	3.5E-5
9.5	5.7E-4	-	-	9.8E-5	4.0E-7	3.9E-4	3.6E-5
10	5.9E-4	5.8E-4	3.6E-5	9.9E-5	4.0E-7	4.0E-4	3.6E-5
11	6.2E-4	5.2E-4	2.6E-5	1.0E-4	4.1E-7	4.3E-4	3.7E-5
12	6.5E-4	4.8E-4	2.1E-5	1.0E-4	4.2E-7	4.5E-4	3.7E-5
13	6.8E-4	4.4E-4	1.8E-5	1.0E-4	4.2E-7	4.8E-4	3.8E-5
14	7.1E-4	4.1E-4	1.6E-5	1.0E-4	4.3E-7	5.1E-4	3.8E-5
15	7.4E-4	3.8E-4	1.4E-5	1.0E-4	4.3E-7	5.3E-4	3.8E-5
16	7.7E-4	3.6E-4	1.3E-5	1.0E-4	4.3E-7	5.6E-4	3.9E-5
17	7.9E-4	3.4E-4	1.2E-5	1.0E-4	4.4E-7	5.8E-4	3.9E-5
18	8.2E-4	3.2E-4	1.1E-5	1.0E-4	4.4E-7	6.1E-4	3.9E-5
19	8.5E-4	3.1E-4	1.1E-5	1.1E-4	4.5E-7	6.3E-4	3.9E-5
20	8.7E-4	2.9E-4	1.0E-5	1.1E-4	4.5E-7	6.5E-4	4.0E-5
21	9.0E-4	2.8E-4	1.0E-5	1.1E-4	4.5E-7	6.8E-4	4.0E-5
22	9.2E-4	2.6E-4	9.8E-6	1.1E-4	4.6E-7	7.0E-4	4.0E-5
23	9.5E-4	2.5E-4	9.7E-6	1.1E-4	4.6E-7	7.2E-4	4.0E-5
24	9.7E-4	2.4E-4	9.6E-6	1.1E-4	4.6E-7	7.4E-4	4.1E-5
25	1.0E-3	2.3E-4	9.5E-6	1.1E-4	4.7E-7	7.6E-4	4.1E-5
26	1.0E-3	2.2E-4	9.4E-6	1.1E-4	4.7E-7	7.9E-4	4.1E-5
27	1.0E-3	2.1E-4	9.4E-6	1.1E-4	4.7E-7	8.1E-4	4.1E-5
28	1.1E-3	2.0E-4	9.3E-6	1.1E-4	4.8E-7	8.3E-4	4.2E-5
29	1.1E-3	1.9E-4	9.3E-6	1.1E-4	4.8E-7	8.5E-4	4.2E-5
30	1.1E-3	1.8E-4	9.3E-6	1.1E-4	4.8E-7	8.7E-4	4.2E-5
31	1.1E-3	1.7E-4	9.2E-6	1.1E-4	4.9E-7	8.9E-4	4.2E-5
32	1.2E-3	1.7E-4	9.2E-6	1.1E-4	4.9E-7	9.1E-4	4.3E-5
33	1.2E-3	1.6E-4	9.2E-6	1.1E-4	4.9E-7	9.3E-4	4.3E-5
34	1.2E-3	1.5E-4	9.2E-6	1.1E-4	5.0E-7	9.5E-4	4.3E-5
35	1.2E-3	1.5E-4	9.2E-6	1.1E-4	5.0E-7	9.7E-4	4.4E-5
36	1.3E-3	1.4E-4	9.1E-6	1.1E-4	5.0E-7	9.9E-4	4.4E-5
37	1.3E-3	1.3E-4	9.1E-6	1.1E-4	5.1E-7	1.0E-3	4.4E-5
38	1.3E-3	1.3E-4	9.1E-6	1.1E-4	5.1E-7	1.0E-3	4.4E-5
39	1.3E-3	1.2E-4	9.1E-6	1.1E-4	5.1E-7	1.0E-3	4.5E-5
40	1.3E-3	1.2E-4	9.1E-6	1.1E-4	5.2E-7	1.1E-3	4.5E-5
41	1.4E-3	1.1E-4	9.1E-6	1.1E-4	5.2E-7	1.1E-3	4.5E-5
42	1.4E-3	1.1E-4	9.1E-6	1.1E-4	5.2E-7	1.1E-3	4.6E-5
43	1.4E-3	1.0E-4	9.0E-6	1.1E-4	5.3E-7	1.1E-3	4.6E-5
44	1.4E-3	9.9E-5	9.0E-6	1.1E-4	5.3E-7	1.1E-3	4.6E-5
45	1.4E-3	9.4E-5	9.0E-6	1.1E-4	5.3E-7	1.2E-3	4.7E-5
46	1.5E-3	9.0E-5	9.0E-6	1.1E-4	5.4E-7	1.2E-3	4.7E-5
47	1.5E-3	8.7E-5	9.0E-6	1.1E-4	5.4E-7	1.2E-3	4.7E-5
48	1.5E-3	8.3E-5	9.0E-6	1.1E-4	5.4E-7	1.2E-3	4.8E-5
