Radionuclide	Th-232
Route of Intake	Inhalation
Material	Aerosols Type M, Thorium hydroxide, fA=1E-4
AMTD/AMAD, µm	3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	5.7E-7	-	-	1.9E-7	7.5E-8	5.2E-10	4.1E-10
0.083333	2.2E-6	-	-	8.3E-7	2.7E-7	4.2E-9	2.8E-9
0.125	4.7E-6	-	-	1.9E-6	5.6E-7	1.4E-8	8.3E-9
0.25	1.6E-5	-	-	8.4E-6	1.9E-6	9.6E-8	4.7E-8
0.375	3.3E-5	-	-	1.9E-5	3.6E-6	2.7E-7	1.2E-7
0.5	5.1E-5	-	-	3.3E-5	5.7E-6	5.5E-7	2.1E-7
0.625	7.1E-5	-	-	4.9E-5	7.9E-6	9.0E-7	3.1E-7
0.75	9.2E-5	-	-	6.6E-5	1.0E-5	1.3E-6	4.1E-7
0.875	1.1E-4	-	-	8.2E-5	1.3E-5	1.8E-6	5.0E-7
1	1.3E-4	6.8E-4	7.7E-2	9.7E-5	1.5E-5	2.3E-6	6.0E-7
1.125	1.4E-4	-	-	1.1E-4	1.8E-5	2.8E-6	6.8E-7
1.25	1.6E-4	-	-	1.2E-4	2.1E-5	3.3E-6	7.6E-7
1.375	1.7E-4	-	-	1.3E-4	2.3E-5	3.8E-6	8.3E-7
1.5	1.7E-4	-	-	1.3E-4	2.6E-5	4.3E-6	9.0E-7
1.625	1.8E-4	-	-	1.4E-4	2.9E-5	4.8E-6	9.6E-7
1.75	1.8E-4	-	-	1.4E-4	3.2E-5	5.3E-6	1.0E-6
1.875	1.8E-4	-	-	1.3E-4	3.4E-5	5.8E-6	1.1E-6
2	1.8E-4	3.0E-4	2.4E-1	1.3E-4	3.7E-5	6.2E-6	1.1E-6
2.25	1.7E-4	-	-	1.2E-4	4.2E-5	7.1E-6	1.2E-6
2.5	1.7E-4	-	-	1.1E-4	4.8E-5	8.0E-6	1.3E-6
2.75	1.6E-4	-	-	9.1E-5	5.3E-5	8.8E-6	1.4E-6
3	1.5E-4	1.3E-4	1.6E-1	7.6E-5	5.8E-5	9.6E-6	1.4E-6
3.25	1.4E-4	-	-	6.3E-5	6.3E-5	1.0E-5	1.5E-6
3.5	1.3E-4	-	-	5.1E-5	6.8E-5	1.1E-5	1.6E-6
