Radionuclide	Th-232
Route of Intake	Inhalation
Material	Aerosols Type M, Thorium hydroxide, fA=1E-4
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	6.5E-7	-	-	5.9E-8	4.9E-7	2.0E-9	1.7E-9
0.083333	2.5E-6	-	-	2.8E-7	1.9E-6	1.8E-8	1.3E-8
0.125	5.4E-6	-	-	7.0E-7	3.9E-6	6.0E-8	4.0E-8
0.25	1.9E-5	-	-	3.3E-6	1.3E-5	4.3E-7	2.4E-7
0.375	3.9E-5	-	-	7.7E-6	2.6E-5	1.2E-6	5.8E-7
0.5	6.3E-5	-	-	1.4E-5	4.1E-5	2.5E-6	1.0E-6
0.625	9.0E-5	-	-	2.1E-5	5.7E-5	4.1E-6	1.5E-6
0.75	1.2E-4	-	-	2.8E-5	7.4E-5	6.1E-6	2.0E-6
0.875	1.5E-4	-	-	3.6E-5	9.2E-5	8.3E-6	2.4E-6
1	1.8E-4	4.0E-3	2.7E-2	4.4E-5	1.1E-4	1.1E-5	2.9E-6
1.125	2.0E-4	-	-	5.1E-5	1.3E-4	1.3E-5	3.2E-6
1.25	2.3E-4	-	-	5.7E-5	1.5E-4	1.6E-5	3.6E-6
1.375	2.6E-4	-	-	6.2E-5	1.7E-4	1.9E-5	4.0E-6
1.5	2.8E-4	-	-	6.7E-5	1.8E-4	2.1E-5	4.3E-6
1.625	3.1E-4	-	-	7.0E-5	2.0E-4	2.4E-5	4.6E-6
1.75	3.3E-4	-	-	7.3E-5	2.2E-4	2.7E-5	4.9E-6
1.875	3.6E-4	-	-	7.5E-5	2.4E-4	2.9E-5	5.2E-6
2	3.8E-4	1.8E-3	9.1E-2	7.6E-5	2.6E-4	3.2E-5	5.5E-6
2.25	4.2E-4	-	-	7.7E-5	2.9E-4	3.7E-5	6.1E-6
2.5	4.6E-4	-	-	7.6E-5	3.3E-4	4.3E-5	6.6E-6
2.75	5.0E-4	-	-	7.5E-5	3.6E-4	4.7E-5	7.1E-6
3	5.4E-4	8.1E-4	7.0E-2	7.4E-5	4.0E-4	5.2E-5	7.6E-6
3.25	5.8E-4	-	-	7.2E-5	4.3E-4	5.7E-5	8.1E-6
3.5	6.1E-4	-	-	7.1E-5	4.6E-4	6.1E-5	8.6E-6
3.75	6.5E-4	-	-	7.1E-5	4.9E-4	6.6E-5	9.0E-6
4	6.9E-4	6.2E-4	3.9E-2	7.0E-5	5.2E-4	7.0E-5	9.5E-6
4.25	7.2E-4	-	-	7.0E-5	5.5E-4	7.4E-5	9.9E-6
4.5	7.6E-4	-	-	7.0E-5	5.9E-4	7.8E-5	1.0E-5
4.75	7.9E-4	-	-	7.0E-5	6.2E-4	8.2E-5	1.1E-5
5	8.3E-4	5.3E-4	2.3E-2	7.0E-5	6.5E-4	8.6E-5	1.1E-5
5.5	9.0E-4	-	-	7.1E-5	7.0E-4	9.4E-5	1.2E-5
6	9.6E-4	4.7E-4	1.6E-2	7.2E-5	7.6E-4	1.0E-4	1.2E-5
6.5	1.0E-3	-	-	7.3E-5	8.2E-4	1.1E-4	1.3E-5
7	1.1E-3	4.2E-4	1.3E-2	7.3E-5	8.7E-4	1.2E-4	1.3E-5
7.5	1.2E-3	-	-	7.4E-5	9.3E-4	1.2E-4	1.4E-5
8	1.2E-3	3.8E-4	1.0E-2	7.4E-5	9.8E-4	1.3E-4	1.4E-5
8.5	1.3E-3	-	-	7.4E-5	1.0E-3	1.4E-4	1.5E-5
9	1.3E-3	3.5E-4	8.4E-3	7.3E-5	1.1E-3	1.4E-4	1.5E-5
9.5	1.4E-3	-	-	7.3E-5	1.1E-3	1.5E-4	1.5E-5
