Radionuclide	Th-232
Route of Intake	Inhalation
Material	Aerosols Type S, Oxide, all unspecified forms, fA=5E-6
AMTD/AMAD, µm	0.03

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ac-228)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Ac-228)	Lungs* (Ac-228)	Skeleton* (Ac-228)	Liver* (Ac-228)
0.041667	4.5E-7	-	-	2.7E-8	3.9E-7	-	-
0.083333	1.8E-6	-	-	1.3E-7	1.5E-6	6.7E-10	5.0E-10
0.125	3.8E-6	-	-	3.1E-7	3.2E-6	2.3E-9	1.5E-9
0.25	1.4E-5	-	-	1.4E-6	1.1E-5	1.6E-8	9.0E-9
0.375	2.8E-5	-	-	3.3E-6	2.3E-5	4.7E-8	2.2E-8
0.5	4.5E-5	-	-	5.8E-6	3.7E-5	9.5E-8	3.9E-8
0.625	6.4E-5	-	-	8.7E-6	5.3E-5	1.6E-7	5.7E-8
0.75	8.4E-5	-	-	1.2E-5	7.0E-5	2.3E-7	7.5E-8
0.875	1.1E-4	-	-	1.5E-5	8.8E-5	3.2E-7	9.2E-8
1	1.3E-4	1.5E-4	1.3E-2	1.8E-5	1.1E-4	4.1E-7	1.1E-7
1.125	1.5E-4	-	-	2.1E-5	1.3E-4	5.1E-7	1.2E-7
1.25	1.7E-4	-	-	2.4E-5	1.4E-4	6.1E-7	1.4E-7
1.375	1.9E-4	-	-	2.6E-5	1.6E-4	7.1E-7	1.5E-7
1.5	2.1E-4	-	-	2.8E-5	1.8E-4	8.1E-7	1.6E-7
1.625	2.3E-4	-	-	2.9E-5	2.0E-4	9.1E-7	1.7E-7
1.75	2.5E-4	-	-	3.1E-5	2.2E-4	1.0E-6	1.8E-7
1.875	2.7E-4	-	-	3.1E-5	2.4E-4	1.1E-6	2.0E-7
2	2.9E-4	6.9E-5	4.5E-2	3.2E-5	2.6E-4	1.2E-6	2.1E-7
2.25	3.3E-4	-	-	3.2E-5	2.9E-4	1.4E-6	2.3E-7
2.5	3.7E-4	-	-	3.2E-5	3.3E-4	1.6E-6	2.5E-7
2.75	4.0E-4	-	-	3.1E-5	3.7E-4	1.8E-6	2.6E-7
3	4.4E-4	2.9E-5	3.7E-2	3.1E-5	4.0E-4	2.0E-6	2.8E-7
3.25	4.7E-4	-	-	3.0E-5	4.4E-4	2.1E-6	3.0E-7
3.5	5.1E-4	-	-	2.9E-5	4.7E-4	2.3E-6	3.2E-7
3.75	5.4E-4	-	-	2.9E-5	5.1E-4	2.5E-6	3.3E-7
4	5.8E-4	2.2E-5	2.2E-2	2.8E-5	5.4E-4	2.6E-6	3.5E-7
4.25	6.1E-4	-	-	2.8E-5	5.8E-4	2.8E-6	3.6E-7
4.5	6.4E-4	-	-	2.8E-5	6.1E-4	2.9E-6	3.8E-7
4.75	6.8E-4	-	-	2.8E-5	6.5E-4	3.1E-6	3.9E-7
5	7.1E-4	1.8E-5	1.4E-2	2.8E-5	6.8E-4	3.2E-6	4.0E-7
5.5	7.8E-4	-	-	2.8E-5	7.5E-4	3.5E-6	4.2E-7
6	8.5E-4	1.6E-5	1.1E-2	2.7E-5	8.1E-4	3.8E-6	4.4E-7
6.5	9.1E-4	-	-	2.7E-5	8.8E-4	4.0E-6	4.6E-7
7	9.8E-4	1.4E-5	8.5E-3	2.7E-5	9.4E-4	4.3E-6	4.8E-7
7.5	1.0E-3	-	-	2.6E-5	1.0E-3	4.5E-6	4.9E-7
8	1.1E-3	1.3E-5	7.0E-3	2.6E-5	1.1E-3	4.8E-6	5.1E-7
8.5	1.2E-3	-	-	2.6E-5	1.1E-3	5.0E-6	5.2E-7
9	1.2E-3	1.1E-5	5.9E-3	2.5E-5	1.2E-3	5.2E-6	5.3E-7
9.5	1.3E-3	-	-	2.4E-5	1.3E-3	5.4E-6	5.4E-7
10	1.4E-3	1.1E-5	4.9E-3	2.4E-5	1.3E-3	5.7E-6	5.5E-7
11	1.5E-3	9.8E-6	4.2E-3	2.3E-5	1.5E-3	6.1E-6	5.7E-7
12	1.6E-3	9.2E-6	3.6E-3	2.1E-5	1.6E-3	6.5E-6	5.8E-7
13	1.7E-3	8.8E-6	3.1E-3	2.0E-5	1.7E-3	7.0E-6	6.0E-7
14	1.9E-3	8.4E-6	2.7E-3	1.9E-5	1.8E-3	7.4E-6	6.1E-7
15	2.0E-3	8.1E-6	2.3E-3	1.8E-5	2.0E-3	7.8E-6	6.3E-7
16	2.1E-3	7.8E-6	2.0E-3	1.7E-5	2.1E-3	8.2E-6	6.4E-7
17	2.2E-3	7.5E-6	1.8E-3	1.7E-5	2.2E-3	8.7E-6	6.5E-7
18	2.4E-3	7.3E-6	1.6E-3	1.6E-5	2.3E-3	9.1E-6	6.6E-7
19	2.5E-3	7.1E-6	1.5E-3	1.6E-5	2.5E-3	9.5E-6	6.8E-7
20	2.6E-3	6.9E-6	1.3E-3	1.5E-5	2.6E-3	9.9E-6	6.9E-7
21	2.7E-3	6.7E-6	1.2E-3	1.5E-5	2.7E-3	1.0E-5	7.0E-7
22	2.9E-3	6.6E-6	1.2E-3	1.5E-5	2.8E-3	1.1E-5	7.1E-7
23	3.0E-3	6.4E-6	1.1E-3	1.5E-5	2.9E-3	1.1E-5	7.3E-7
24	3.1E-3	6.3E-6	1.0E-3	1.5E-5	3.1E-3	1.2E-5	7.4E-7
25	3.2E-3	6.2E-6	9.8E-4	1.5E-5	3.2E-3	1.2E-5	7.5E-7
26	3.3E-3	6.0E-6	9.4E-4	1.5E-5	3.3E-3	1.2E-5	7.6E-7
27	3.5E-3	5.9E-6	9.1E-4	1.5E-5	3.4E-3	1.3E-5	7.8E-7
28	3.6E-3	5.8E-6	8.8E-4	1.5E-5	3.6E-3	1.3E-5	7.9E-7
29	3.7E-3	5.7E-6	8.6E-4	1.6E-5	3.7E-3	1.4E-5	8.0E-7
30	3.8E-3	5.6E-6	8.4E-4	1.6E-5	3.8E-3	1.4E-5	8.2E-7
31	3.9E-3	5.5E-6	8.2E-4	1.6E-5	3.9E-3	1.4E-5	8.3E-7
32	4.1E-3	5.4E-6	8.1E-4	1.6E-5	4.0E-3	1.5E-5	8.4E-7
33	4.2E-3	5.3E-6	8.0E-4	1.7E-5	4.1E-3	1.5E-5	8.5E-7
34	4.3E-3	5.3E-6	7.9E-4	1.7E-5	4.3E-3	1.6E-5	8.7E-7
35	4.4E-3	5.2E-6	7.8E-4	1.7E-5	4.4E-3	1.6E-5	8.8E-7
36	4.5E-3	5.1E-6	7.7E-4	1.8E-5	4.5E-3	1.7E-5	8.9E-7
37	4.7E-3	5.0E-6	7.7E-4	1.8E-5	4.6E-3	1.7E-5	9.1E-7
38	4.8E-3	5.0E-6	7.6E-4	1.8E-5	4.7E-3	1.7E-5	9.2E-7
39	4.9E-3	4.9E-6	7.6E-4	1.9E-5	4.8E-3	1.8E-5	9.4E-7
40	5.0E-3	4.8E-6	7.5E-4	1.9E-5	5.0E-3	1.8E-5	9.5E-7
41	5.1E-3	4.8E-6	7.5E-4	1.9E-5	5.1E-3	1.9E-5	9.6E-7
42	5.2E-3	4.7E-6	7.4E-4	2.0E-5	5.2E-3	1.9E-5	9.8E-7
43	5.3E-3	4.7E-6	7.4E-4	2.0E-5	5.3E-3	1.9E-5	9.9E-7
44	5.5E-3	4.6E-6	7.4E-4	2.0E-5	5.4E-3	2.0E-5	1.0E-6
45	5.6E-3	4.5E-6	7.3E-4	2.1E-5	5.5E-3	2.0E-5	1.0E-6
46	5.7E-3	4.5E-6	7.3E-4	2.1E-5	5.6E-3	2.1E-5	1.0E-6
47	5.8E-3	4.4E-6	7.3E-4	2.1E-5	5.7E-3	2.1E-5	1.0E-6
48	5.9E-3	4.4E-6	7.2E-4	2.2E-5	5.9E-3	2.1E-5	1.1E-6
49	6.0E-3	4.4E-6	7.2E-4	2.2E-5	6.0E-3	2.2E-5	1.1E-6
50	6.1E-3	4.3E-6	7.2E-4	2.3E-5	6.1E-3	2.2E-5	1.1E-6
51	6.2E-3	4.3E-6	7.2E-4	2.3E-5	6.2E-3	2.3E-5	1.1E-6
52	6.3E-3	4.2E-6	7.1E-4	2.3E-5	6.3E-3	2.3E-5	1.1E-6
53	6.5E-3	4.2E-6	7.1E-4	2.4E-5	6.4E-3	2.4E-5	1.1E-6
54	6.6E-3	4.2E-6	7.1E-4	2.4E-5	6.5E-3	2.4E-5	1.1E-6
55	6.7E-3	4.1E-6	7.1E-4	2.4E-5	6.6E-3	2.4E-5	1.2E-6
56	6.8E-3	4.1E-6	7.0E-4	2.5E-5	6.7E-3	2.5E-5	1.2E-6
57	6.9E-3	4.1E-6	7.0E-4	2.5E-5	6.8E-3	2.5E-5	1.2E-6
58	7.0E-3	4.0E-6	7.0E-4	2.5E-5	6.9E-3	2.6E-5	1.2E-6
59	7.1E-3	4.0E-6	7.0E-4	2.6E-5	7.0E-3	2.6E-5	1.2E-6
