Radionuclide	Ba-140
Route of Intake	Ingestion
Material	Insoluble forms: sulphate, titanate, fA=1E-4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
43	9.3E-7	5.2E-10	4.8E-9	8.2E-9	8.7E-7
44	8.8E-7	4.9E-10	4.5E-9	7.7E-9	8.2E-7
45	8.3E-7	4.6E-10	4.2E-9	7.2E-9	7.7E-7
46	7.8E-7	4.3E-10	3.9E-9	6.8E-9	7.2E-7
47	7.3E-7	4.0E-10	3.7E-9	6.4E-9	6.8E-7
48	6.9E-7	3.8E-10	3.5E-9	6.0E-9	6.4E-7
49	6.5E-7	3.5E-10	3.2E-9	5.6E-9	6.0E-7
50	6.1E-7	3.3E-10	3.0E-9	5.3E-9	5.7E-7
51	5.8E-7	3.1E-10	2.8E-9	4.9E-9	5.4E-7
52	5.4E-7	2.9E-10	2.7E-9	4.6E-9	5.0E-7
53	5.1E-7	2.7E-10	2.5E-9	4.3E-9	4.7E-7
54	4.8E-7	2.6E-10	2.3E-9	4.1E-9	4.5E-7
55	4.5E-7	2.4E-10	2.2E-9	3.8E-9	4.2E-7
56	4.3E-7	2.2E-10	2.1E-9	3.6E-9	4.0E-7
57	4.0E-7	2.1E-10	1.9E-9	3.4E-9	3.7E-7
58	3.8E-7	2.0E-10	1.8E-9	3.2E-9	3.5E-7
59	3.6E-7	1.8E-10	1.7E-9	3.0E-9	3.3E-7
60	3.4E-7	1.7E-10	1.6E-9	2.8E-9	3.1E-7
61	3.2E-7	1.6E-10	1.5E-9	2.6E-9	2.9E-7
62	3.0E-7	1.5E-10	1.4E-9	2.4E-9	2.8E-7
63	2.8E-7	1.4E-10	1.3E-9	2.3E-9	2.6E-7
64	2.7E-7	1.3E-10	1.2E-9	2.2E-9	2.5E-7
65	2.5E-7	1.2E-10	1.1E-9	2.0E-9	2.3E-7
66	2.4E-7	1.2E-10	1.1E-9	1.9E-9	2.2E-7
67	2.2E-7	1.1E-10	1.0E-9	1.8E-9	2.1E-7
68	2.1E-7	1.0E-10	9.4E-10	1.7E-9	1.9E-7
69	2.0E-7	-	8.8E-10	1.6E-9	1.8E-7
70	1.9E-7	-	8.2E-10	1.5E-9	1.7E-7
71	1.8E-7	-	7.7E-10	1.4E-9	1.6E-7
72	1.7E-7	-	7.2E-10	1.3E-9	1.5E-7
73	1.6E-7	-	6.8E-10	1.2E-9	1.4E-7
74	1.5E-7	-	6.3E-10	1.1E-9	1.4E-7
75	1.4E-7	-	5.9E-10	1.1E-9	1.3E-7
76	1.3E-7	-	5.6E-10	1.0E-9	1.2E-7
77	1.2E-7	-	5.2E-10	9.5E-10	1.1E-7
78	1.2E-7	-	4.9E-10	8.9E-10	1.1E-7
79	1.1E-7	-	4.6E-10	8.3E-10	1.0E-7
80	1.0E-7	-	4.3E-10	7.8E-10	9.5E-8
81	9.7E-8	-	4.0E-10	7.3E-10	8.9E-8
82	9.2E-8	-	3.8E-10	6.9E-10	8.4E-8
83	8.6E-8	-	3.5E-10	6.5E-10	7.9E-8
84	8.1E-8	-	3.3E-10	6.1E-10	7.5E-8
85	7.7E-8	-	3.1E-10	5.7E-10	7.1E-8
86	7.2E-8	-	2.9E-10	5.4E-10	6.7E-8
87	6.8E-8	-	2.7E-10	5.0E-10	6.3E-8
88	6.4E-8	-	2.5E-10	4.7E-10	5.9E-8
89	6.1E-8	-	2.4E-10	4.4E-10	5.6E-8
90	5.7E-8	-	2.2E-10	4.2E-10	5.3E-8
91	5.4E-8	-	2.1E-10	3.9E-10	5.0E-8
92	5.1E-8	-	2.0E-10	3.7E-10	4.7E-8
93	4.8E-8	-	1.8E-10	3.4E-10	4.4E-8
94	4.5E-8	-	1.7E-10	3.2E-10	4.2E-8
95	4.3E-8	-	1.6E-10	3.0E-10	3.9E-8
96	4.0E-8	-	1.5E-10	2.8E-10	3.7E-8
97	3.8E-8	-	1.4E-10	2.7E-10	3.5E-8
98	3.6E-8	-	1.3E-10	2.5E-10	3.3E-8
99	3.4E-8	-	1.2E-10	2.4E-10	3.1E-8
100	3.2E-8	-	1.2E-10	2.2E-10	2.9E-8
110	1.8E-8	-	-	1.2E-10	1.6E-8
120	1.0E-8	-	-	-	9.1E-9
130	5.6E-9	-	-	-	5.1E-9
140	3.1E-9	-	-	-	2.9E-9
150	1.8E-9	-	-	-	1.6E-9
160	1.0E-9	-	-	-	9.1E-10
170	5.7E-10	-	-	-	5.1E-10
180	3.2E-10	-	-	-	2.9E-10
190	1.8E-10	-	-	-	1.6E-10
200	1.0E-10	-	-	-	-
