Radionuclide	Ba-140
Route of Intake	Ingestion
Material	Insoluble forms: sulphate, titanate, fA=1E-4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
0.041667	1.0E+0	-	-	1.0E+0	1.3E-6
0.083333	1.0E+0	-	-	1.0E+0	4.7E-6
0.125	9.9E-1	-	-	9.9E-1	8.6E-6
0.25	9.8E-1	-	-	9.8E-1	1.9E-5
0.375	9.7E-1	-	-	9.7E-1	2.5E-5
0.5	9.4E-1	-	-	9.4E-1	2.8E-5
0.625	9.1E-1	-	-	9.1E-1	2.9E-5
0.75	8.6E-1	-	-	8.6E-1	2.9E-5
0.875	8.0E-1	-	-	8.0E-1	2.9E-5
1	7.4E-1	5.1E-6	2.0E-1	7.4E-1	2.9E-5
1.125	6.8E-1	-	-	6.8E-1	2.8E-5
1.25	6.1E-1	-	-	6.1E-1	2.7E-5
1.375	5.5E-1	-	-	5.5E-1	2.6E-5
1.5	4.9E-1	-	-	4.9E-1	2.5E-5
1.625	4.3E-1	-	-	4.3E-1	2.4E-5
1.75	3.7E-1	-	-	3.7E-1	2.4E-5
1.875	3.3E-1	-	-	3.3E-1	2.3E-5
2	2.8E-1	1.0E-6	4.2E-1	2.8E-1	2.2E-5
2.25	2.1E-1	-	-	2.1E-1	2.1E-5
2.5	1.5E-1	-	-	1.5E-1	2.0E-5
2.75	1.1E-1	-	-	1.1E-1	1.9E-5
3	7.4E-2	6.0E-7	1.9E-1	7.4E-2	1.8E-5
3.25	5.1E-2	-	-	5.1E-2	1.7E-5
3.5	3.5E-2	-	-	3.5E-2	1.6E-5
3.75	2.4E-2	-	-	2.4E-2	1.5E-5
4	1.6E-2	4.0E-7	5.4E-2	1.6E-2	1.4E-5
4.25	1.1E-2	-	-	1.1E-2	1.4E-5
4.5	7.2E-3	-	-	7.2E-3	1.3E-5
4.75	4.8E-3	-	-	4.8E-3	1.3E-5
5	3.2E-3	2.6E-7	1.2E-2	3.1E-3	1.2E-5
5.5	1.4E-3	-	-	1.4E-3	1.1E-5
6	5.9E-4	1.7E-7	2.4E-3	5.7E-4	1.0E-5
6.5	2.5E-4	-	-	2.4E-4	9.8E-6
7	1.1E-4	1.2E-7	4.4E-4	1.0E-4	9.2E-6
7.5	5.2E-5	-	-	4.2E-5	8.7E-6
8	2.7E-5	7.8E-8	7.8E-5	1.8E-5	8.2E-6
8.5	1.6E-5	-	-	7.6E-6	7.8E-6
9	1.2E-5	5.2E-8	1.4E-5	3.5E-6	7.5E-6
9.5	9.6E-6	-	-	1.8E-6	7.1E-6
10	8.5E-6	3.6E-8	2.6E-6	1.0E-6	6.9E-6
11	7.3E-6	2.5E-8	7.0E-7	4.7E-7	6.3E-6
12	6.6E-6	1.7E-8	3.0E-7	2.9E-7	5.9E-6
13	6.1E-6	1.3E-8	1.8E-7	2.0E-7	5.5E-6
14	5.6E-6	9.3E-9	1.3E-7	1.5E-7	5.1E-6
15	5.2E-6	7.1E-9	9.1E-8	1.1E-7	4.8E-6
16	4.9E-6	5.6E-9	6.8E-8	8.8E-8	4.5E-6
17	4.5E-6	4.5E-9	5.2E-8	7.1E-8	4.2E-6
18	4.3E-6	3.8E-9	4.2E-8	5.9E-8	4.0E-6
19	4.0E-6	3.2E-9	3.4E-8	5.0E-8	3.7E-6
20	3.8E-6	2.8E-9	2.9E-8	4.4E-8	3.5E-6
21	3.5E-6	2.5E-9	2.5E-8	3.9E-8	3.3E-6
22	3.3E-6	2.3E-9	2.2E-8	3.5E-8	3.1E-6
23	3.1E-6	2.1E-9	2.0E-8	3.2E-8	2.9E-6
24	2.9E-6	1.9E-9	1.8E-8	2.9E-8	2.7E-6
25	2.8E-6	1.8E-9	1.6E-8	2.7E-8	2.6E-6
26	2.6E-6	1.6E-9	1.5E-8	2.5E-8	2.4E-6
27	2.4E-6	1.5E-9	1.4E-8	2.3E-8	2.3E-6
28	2.3E-6	1.4E-9	1.3E-8	2.2E-8	2.2E-6
29	2.2E-6	1.3E-9	1.2E-8	2.0E-8	2.0E-6
30	2.0E-6	1.2E-9	1.1E-8	1.9E-8	1.9E-6
31	1.9E-6	1.2E-9	1.1E-8	1.8E-8	1.8E-6
32	1.8E-6	1.1E-9	9.9E-9	1.7E-8	1.7E-6
33	1.7E-6	1.0E-9	9.3E-9	1.6E-8	1.6E-6
34	1.6E-6	9.5E-10	8.7E-9	1.5E-8	1.5E-6
35	1.5E-6	8.9E-10	8.1E-9	1.4E-8	1.4E-6
36	1.4E-6	8.3E-10	7.6E-9	1.3E-8	1.3E-6
37	1.3E-6	7.8E-10	7.1E-9	1.2E-8	1.2E-6
38	1.3E-6	7.3E-10	6.7E-9	1.1E-8	1.2E-6
39	1.2E-6	6.8E-10	6.2E-9	1.1E-8	1.1E-6
40	1.1E-6	6.4E-10	5.8E-9	1.0E-8	1.0E-6
41	1.0E-6	6.0E-10	5.5E-9	9.4E-9	9.8E-7
42	9.9E-7	5.6E-10	5.1E-9	8.8E-9	9.2E-7
