Radionuclide	Ba-140
Route of Intake	Inhalation
Material	Aerosols Type F, Barium chloride, carbonate, fA=0.2
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*
0.041667	8.7E-1	-	-	1.6E-1	3.1E-1	8.2E-2
0.083333	8.6E-1	-	-	2.4E-1	1.4E-1	1.4E-1
0.125	8.5E-1	-	-	2.8E-1	6.1E-2	1.7E-1
0.25	8.3E-1	-	-	3.5E-1	7.9E-3	2.1E-1
0.375	8.0E-1	-	-	3.7E-1	2.9E-3	2.2E-1
0.5	7.8E-1	-	-	3.9E-1	2.0E-3	2.2E-1
0.625	7.6E-1	-	-	3.9E-1	1.7E-3	2.2E-1
0.75	7.3E-1	-	-	3.9E-1	1.5E-3	2.1E-1
0.875	7.0E-1	-	-	3.7E-1	1.3E-3	2.1E-1
1	6.7E-1	3.9E-2	9.5E-2	3.6E-1	1.2E-3	2.0E-1
1.125	6.3E-1	-	-	3.4E-1	1.2E-3	2.0E-1
1.25	6.0E-1	-	-	3.2E-1	1.1E-3	1.9E-1
1.375	5.7E-1	-	-	3.0E-1	1.0E-3	1.9E-1
1.5	5.4E-1	-	-	2.8E-1	9.7E-4	1.8E-1
1.625	5.0E-1	-	-	2.6E-1	9.2E-4	1.7E-1
1.75	4.7E-1	-	-	2.4E-1	8.7E-4	1.7E-1
1.875	4.4E-1	-	-	2.2E-1	8.3E-4	1.6E-1
2	4.2E-1	6.7E-3	2.0E-1	2.0E-1	7.9E-4	1.6E-1
2.25	3.7E-1	-	-	1.7E-1	7.1E-4	1.5E-1
2.5	3.3E-1	-	-	1.4E-1	6.4E-4	1.4E-1
2.75	2.9E-1	-	-	1.2E-1	5.8E-4	1.3E-1
3	2.6E-1	4.2E-3	1.3E-1	9.7E-2	5.3E-4	1.3E-1
3.25	2.4E-1	-	-	8.2E-2	4.8E-4	1.2E-1
3.5	2.2E-1	-	-	7.0E-2	4.3E-4	1.1E-1
3.75	2.0E-1	-	-	6.1E-2	3.9E-4	1.1E-1
4	1.8E-1	2.8E-3	6.3E-2	5.3E-2	3.5E-4	1.0E-1
4.25	1.7E-1	-	-	4.6E-2	3.2E-4	9.9E-2
4.5	1.6E-1	-	-	4.1E-2	2.9E-4	9.5E-2
4.75	1.5E-1	-	-	3.6E-2	2.7E-4	9.1E-2
5	1.4E-1	1.8E-3	3.4E-2	3.2E-2	2.4E-4	8.7E-2
5.5	1.2E-1	-	-	2.5E-2	2.0E-4	8.1E-2
6	1.1E-1	1.2E-3	2.0E-2	2.0E-2	1.7E-4	7.6E-2
6.5	9.9E-2	-	-	1.7E-2	1.4E-4	7.1E-2
7	9.0E-2	8.1E-4	1.3E-2	1.3E-2	1.2E-4	6.7E-2
7.5	8.3E-2	-	-	1.1E-2	1.0E-4	6.3E-2
