Radionuclide	Ba-140
Route of Intake	Ingestion
Material	Soluble forms, fA=0.2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
0.041667	1.0E+0	-	-	9.8E-1	3.1E-3
0.083333	1.0E+0	-	-	9.6E-1	1.1E-2
0.125	9.9E-1	-	-	9.3E-1	2.0E-2
0.25	9.8E-1	-	-	8.9E-1	4.2E-2
0.375	9.6E-1	-	-	8.6E-1	5.3E-2
0.5	9.4E-1	-	-	8.4E-1	5.8E-2
0.625	9.0E-1	-	-	8.0E-1	6.0E-2
0.75	8.6E-1	-	-	7.6E-1	6.0E-2
0.875	8.0E-1	-	-	7.2E-1	5.8E-2
1	7.5E-1	1.0E-2	1.9E-1	6.6E-1	5.7E-2
1.125	6.9E-1	-	-	6.1E-1	5.5E-2
1.25	6.3E-1	-	-	5.5E-1	5.4E-2
1.375	5.7E-1	-	-	4.9E-1	5.2E-2
1.5	5.1E-1	-	-	4.4E-1	5.0E-2
1.625	4.6E-1	-	-	3.9E-1	4.9E-2
1.75	4.1E-1	-	-	3.4E-1	4.7E-2
1.875	3.6E-1	-	-	3.0E-1	4.6E-2
2	3.2E-1	1.9E-3	3.8E-1	2.6E-1	4.4E-2
2.25	2.5E-1	-	-	2.0E-1	4.2E-2
2.5	2.0E-1	-	-	1.5E-1	3.9E-2
2.75	1.6E-1	-	-	1.1E-1	3.7E-2
3	1.3E-1	1.2E-3	1.8E-1	8.0E-2	3.5E-2
3.25	1.0E-1	-	-	6.0E-2	3.3E-2
3.5	8.6E-2	-	-	4.5E-2	3.1E-2
3.75	7.3E-2	-	-	3.4E-2	3.0E-2
4	6.3E-2	7.9E-4	5.7E-2	2.6E-2	2.9E-2
4.25	5.5E-2	-	-	2.1E-2	2.7E-2
4.5	4.9E-2	-	-	1.6E-2	2.6E-2
4.75	4.4E-2	-	-	1.3E-2	2.5E-2
5	4.1E-2	5.2E-4	1.8E-2	1.1E-2	2.4E-2
5.5	3.5E-2	-	-	8.1E-3	2.2E-2
6	3.1E-2	3.4E-4	7.4E-3	6.2E-3	2.1E-2
6.5	2.8E-2	-	-	4.8E-3	1.9E-2
7	2.5E-2	2.3E-4	4.0E-3	3.9E-3	1.8E-2
7.5	2.3E-2	-	-	3.1E-3	1.7E-2
8	2.1E-2	1.5E-4	2.4E-3	2.6E-3	1.6E-2
8.5	1.9E-2	-	-	2.1E-3	1.6E-2
9	1.8E-2	1.0E-4	1.6E-3	1.7E-3	1.5E-2
9.5	1.7E-2	-	-	1.4E-3	1.4E-2
10	1.6E-2	7.1E-5	1.1E-3	1.2E-3	1.4E-2
11	1.4E-2	4.9E-5	7.3E-4	8.0E-4	1.3E-2
12	1.3E-2	3.4E-5	5.0E-4	5.6E-4	1.2E-2
13	1.2E-2	2.5E-5	3.5E-4	4.0E-4	1.1E-2
14	1.1E-2	1.8E-5	2.5E-4	3.0E-4	1.0E-2
15	1.0E-2	1.4E-5	1.8E-4	2.2E-4	9.6E-3
16	9.7E-3	1.1E-5	1.3E-4	1.7E-4	9.0E-3
17	9.1E-3	9.0E-6	1.0E-4	1.4E-4	8.4E-3
18	8.5E-3	7.5E-6	8.3E-5	1.2E-4	7.9E-3
19	8.0E-3	6.4E-6	6.8E-5	1.0E-4	7.5E-3
20	7.5E-3	5.6E-6	5.8E-5	8.7E-5	7.0E-3
21	7.0E-3	5.0E-6	5.0E-5	7.7E-5	6.6E-3
22	6.6E-3	4.5E-6	4.4E-5	7.0E-5	6.2E-3
23	6.2E-3	4.1E-6	4.0E-5	6.4E-5	5.8E-3
24	5.9E-3	3.8E-6	3.6E-5	5.8E-5	5.5E-3
25	5.5E-3	3.5E-6	3.3E-5	5.4E-5	5.2E-3
26	5.2E-3	3.3E-6	3.0E-5	5.0E-5	4.9E-3
27	4.9E-3	3.0E-6	2.8E-5	4.7E-5	4.6E-3
28	4.6E-3	2.8E-6	2.6E-5	4.4E-5	4.3E-3
29	4.3E-3	2.6E-6	2.4E-5	4.1E-5	4.0E-3
30	4.1E-3	2.5E-6	2.3E-5	3.8E-5	3.8E-3
31	3.8E-3	2.3E-6	2.1E-5	3.6E-5	3.6E-3
32	3.6E-3	2.2E-6	2.0E-5	3.3E-5	3.4E-3
33	3.4E-3	2.0E-6	1.9E-5	3.1E-5	3.2E-3
34	3.2E-3	1.9E-6	1.7E-5	2.9E-5	3.0E-3
35	3.0E-3	1.8E-6	1.6E-5	2.7E-5	2.8E-3
36	2.8E-3	1.7E-6	1.5E-5	2.6E-5	2.6E-3
37	2.7E-3	1.6E-6	1.4E-5	2.4E-5	2.5E-3
38	2.5E-3	1.5E-6	1.3E-5	2.3E-5	2.3E-3
39	2.4E-3	1.4E-6	1.2E-5	2.1E-5	2.2E-3
40	2.2E-3	1.3E-6	1.2E-5	2.0E-5	2.1E-3
41	2.1E-3	1.2E-6	1.1E-5	1.9E-5	2.0E-3
42	2.0E-3	1.1E-6	1.0E-5	1.8E-5	1.8E-3
43	1.9E-3	1.0E-6	9.6E-6	1.6E-5	1.7E-3
44	1.8E-3	9.8E-7	9.0E-6	1.5E-5	1.6E-3
45	1.7E-3	9.2E-7	8.4E-6	1.4E-5	1.5E-3
46	1.6E-3	8.6E-7	7.9E-6	1.4E-5	1.4E-3
47	1.5E-3	8.1E-7	7.4E-6	1.3E-5	1.4E-3
48	1.4E-3	7.6E-7	6.9E-6	1.2E-5	1.3E-3
49	1.3E-3	7.1E-7	6.5E-6	1.1E-5	1.2E-3
50	1.2E-3	6.6E-7	6.1E-6	1.1E-5	1.1E-3
51	1.2E-3	6.2E-7	5.7E-6	9.9E-6	1.1E-3
52	1.1E-3	5.8E-7	5.3E-6	9.3E-6	1.0E-3
53	1.0E-3	5.5E-7	5.0E-6	8.7E-6	9.5E-4
54	9.6E-4	5.1E-7	4.7E-6	8.2E-6	8.9E-4
55	9.1E-4	4.8E-7	4.4E-6	7.6E-6	8.4E-4
56	8.5E-4	4.5E-7	4.1E-6	7.2E-6	7.9E-4
57	8.1E-4	4.2E-7	3.8E-6	6.7E-6	7.5E-4
58	7.6E-4	3.9E-7	3.6E-6	6.3E-6	7.0E-4
59	7.1E-4	3.7E-7	3.4E-6	5.9E-6	6.6E-4
60	6.7E-4	3.5E-7	3.2E-6	5.6E-6	6.2E-4
61	6.3E-4	3.2E-7	3.0E-6	5.2E-6	5.9E-4
62	6.0E-4	3.0E-7	2.8E-6	4.9E-6	5.5E-4
63	5.6E-4	2.8E-7	2.6E-6	4.6E-6	5.2E-4
64	5.3E-4	2.7E-7	2.4E-6	4.3E-6	4.9E-4
65	5.0E-4	2.5E-7	2.3E-6	4.0E-6	4.6E-4
66	4.7E-4	2.3E-7	2.1E-6	3.8E-6	4.4E-4
