Radionuclide	Gd-145
Route of Intake	Ingestion
Material	All compounds, fA=5E-4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Skeleton*	Liver*
0.041667	1.7E-1	1.7E-1	9.7E-7	6.2E-7
0.083333	2.7E-2	2.7E-2	6.2E-7	3.0E-7
0.125	4.4E-3	4.4E-3	2.0E-7	8.4E-8
0.25	1.9E-5	1.9E-5	2.0E-9	7.2E-10
0.375	8.5E-8	8.5E-8	-	-
0.5	3.7E-10	3.7E-10	-	-
