Radionuclide	Tc-96
Route of Intake	Ingestion
Material	All forms, fA=0.9
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Thyroid*	Skeleton*	Liver*
2.75	2.6E-1	-	-	1.3E-1	1.1E-3	1.9E-2	6.2E-3
3	2.3E-1	1.3E-2	9.5E-2	1.1E-1	9.5E-4	1.7E-2	5.7E-3
3.25	2.0E-1	-	-	9.3E-2	8.2E-4	1.6E-2	5.3E-3
3.5	1.8E-1	-	-	7.8E-2	7.1E-4	1.4E-2	4.9E-3
3.75	1.5E-1	-	-	6.6E-2	6.2E-4	1.3E-2	4.6E-3
4	1.4E-1	8.2E-3	5.1E-2	5.6E-2	5.4E-4	1.1E-2	4.3E-3
4.25	1.2E-1	-	-	4.7E-2	4.8E-4	1.0E-2	4.0E-3
4.5	1.1E-1	-	-	4.1E-2	4.2E-4	9.2E-3	3.8E-3
4.75	9.6E-2	-	-	3.5E-2	3.7E-4	8.3E-3	3.5E-3
5	8.6E-2	5.3E-3	2.5E-2	3.0E-2	3.3E-4	7.4E-3	3.3E-3
5.5	6.9E-2	-	-	2.3E-2	2.6E-4	6.0E-3	2.9E-3
6	5.6E-2	3.4E-3	1.3E-2	1.8E-2	2.1E-4	4.9E-3	2.6E-3
6.5	4.6E-2	-	-	1.4E-2	1.6E-4	4.0E-3	2.3E-3
7	3.8E-2	2.2E-3	7.5E-3	1.1E-2	1.3E-4	3.2E-3	2.0E-3
7.5	3.2E-2	-	-	9.0E-3	1.1E-4	2.6E-3	1.8E-3
8	2.6E-2	1.5E-3	4.6E-3	7.2E-3	8.5E-5	2.2E-3	1.6E-3
8.5	2.2E-2	-	-	5.8E-3	6.9E-5	1.8E-3	1.4E-3
9	1.9E-2	9.5E-4	2.9E-3	4.7E-3	5.5E-5	1.4E-3	1.3E-3
9.5	1.6E-2	-	-	3.8E-3	4.5E-5	1.2E-3	1.1E-3
10	1.3E-2	6.3E-4	1.9E-3	3.1E-3	3.6E-5	9.9E-4	1.0E-3
11	9.6E-3	4.1E-4	1.2E-3	2.0E-3	2.4E-5	6.8E-4	8.2E-4
12	7.1E-3	2.8E-4	8.1E-4	1.4E-3	1.6E-5	4.8E-4	6.6E-4
13	5.3E-3	1.9E-4	5.4E-4	9.1E-4	1.1E-5	3.4E-4	5.4E-4
14	4.0E-3	1.3E-4	3.6E-4	6.2E-4	7.4E-6	2.5E-4	4.4E-4
15	3.1E-3	8.7E-5	2.4E-4	4.2E-4	5.1E-6	1.8E-4	3.6E-4
16	2.4E-3	6.1E-5	1.6E-4	3.0E-4	3.5E-6	1.4E-4	2.9E-4
17	1.9E-3	4.3E-5	1.1E-4	2.1E-4	2.5E-6	1.1E-4	2.4E-4
18	1.5E-3	3.1E-5	7.8E-5	1.5E-4	1.8E-6	8.3E-5	2.0E-4
19	1.2E-3	2.3E-5	5.5E-5	1.1E-4	1.3E-6	6.6E-5	1.6E-4
20	9.7E-4	1.7E-5	3.9E-5	8.0E-5	9.7E-7	5.3E-5	1.3E-4
21	7.8E-4	1.3E-5	2.9E-5	6.0E-5	7.3E-7	4.3E-5	1.1E-4
22	6.3E-4	9.6E-6	2.1E-5	4.6E-5	5.5E-7	3.5E-5	9.0E-5
23	5.2E-4	7.4E-6	1.6E-5	3.5E-5	4.3E-7	2.9E-5	7.4E-5
24	4.2E-4	5.8E-6	1.2E-5	2.7E-5	3.3E-7	2.4E-5	6.0E-5
25	3.4E-4	4.5E-6	9.2E-6	2.2E-5	2.6E-7	2.0E-5	5.0E-5
26	2.8E-4	3.6E-6	7.2E-6	1.7E-5	2.1E-7	1.7E-5	4.1E-5
27	2.3E-4	2.9E-6	5.6E-6	1.4E-5	1.7E-7	1.4E-5	3.4E-5
28	1.9E-4	2.3E-6	4.5E-6	1.1E-5	1.3E-7	1.2E-5	2.8E-5
29	1.6E-4	1.9E-6	3.6E-6	8.9E-6	1.1E-7	1.0E-5	2.3E-5
30	1.3E-4	1.5E-6	2.9E-6	7.2E-6	8.8E-8	8.5E-6	1.9E-5
31	1.1E-4	1.2E-6	2.3E-6	5.8E-6	7.1E-8	7.1E-6	1.5E-5
32	8.7E-5	1.0E-6	1.9E-6	4.8E-6	5.8E-8	6.0E-6	1.3E-5
33	7.2E-5	8.2E-7	1.5E-6	3.9E-6	4.7E-8	5.1E-6	1.0E-5
34	5.9E-5	6.7E-7	1.2E-6	3.2E-6	3.9E-8	4.3E-6	8.6E-6
35	4.9E-5	5.5E-7	1.0E-6	2.6E-6	3.2E-8	3.7E-6	7.0E-6
36	4.0E-5	4.5E-7	8.3E-7	2.1E-6	2.6E-8	3.1E-6	5.8E-6
37	3.3E-5	3.7E-7	6.8E-7	1.7E-6	2.1E-8	2.6E-6	4.8E-6
38	2.7E-5	3.0E-7	5.6E-7	1.4E-6	1.8E-8	2.2E-6	3.9E-6
39	2.2E-5	2.5E-7	4.6E-7	1.2E-6	1.4E-8	1.9E-6	3.2E-6
40	1.9E-5	2.1E-7	3.8E-7	9.7E-7	1.2E-8	1.6E-6	2.7E-6
41	1.5E-5	1.7E-7	3.1E-7	8.0E-7	9.7E-9	1.4E-6	2.2E-6
42	1.3E-5	1.4E-7	2.5E-7	6.5E-7	8.0E-9	1.2E-6	1.8E-6
43	1.0E-5	1.1E-7	2.1E-7	5.4E-7	6.6E-9	9.8E-7	1.5E-6
44	8.6E-6	9.4E-8	1.7E-7	4.4E-7	5.4E-9	8.3E-7	1.2E-6
45	7.1E-6	7.7E-8	1.4E-7	3.6E-7	4.5E-9	7.0E-7	1.0E-6
46	5.8E-6	6.3E-8	1.2E-7	3.0E-7	3.7E-9	6.0E-7	8.2E-7
47	4.8E-6	5.2E-8	9.5E-8	2.5E-7	3.0E-9	5.1E-7	6.8E-7
48	4.0E-6	4.3E-8	7.8E-8	2.0E-7	2.5E-9	4.3E-7	5.6E-7
49	3.3E-6	3.5E-8	6.4E-8	1.7E-7	2.0E-9	3.6E-7	4.6E-7
50	2.7E-6	2.9E-8	5.3E-8	1.4E-7	1.7E-9	3.1E-7	3.8E-7
51	2.2E-6	2.4E-8	4.4E-8	1.1E-7	1.4E-9	2.6E-7	3.1E-7
52	1.8E-6	2.0E-8	3.6E-8	9.3E-8	1.1E-9	2.2E-7	2.5E-7
53	1.5E-6	1.6E-8	2.9E-8	7.6E-8	9.3E-10	1.9E-7	2.1E-7
54	1.3E-6	1.3E-8	2.4E-8	6.3E-8	7.7E-10	1.6E-7	1.7E-7
55	1.0E-6	1.1E-8	2.0E-8	5.2E-8	6.3E-10	1.4E-7	1.4E-7
56	8.6E-7	9.0E-9	1.6E-8	4.2E-8	5.2E-10	1.2E-7	1.2E-7
57	7.1E-7	7.4E-9	1.3E-8	3.5E-8	4.3E-10	9.8E-8	9.6E-8
58	5.9E-7	6.1E-9	1.1E-8	2.9E-8	3.5E-10	8.3E-8	7.9E-8
59	4.9E-7	5.0E-9	9.1E-9	2.4E-8	2.9E-10	7.1E-8	6.5E-8
60	4.0E-7	4.1E-9	7.5E-9	1.9E-8	2.4E-10	6.0E-8	5.3E-8
61	3.3E-7	3.4E-9	6.2E-9	1.6E-8	2.0E-10	5.1E-8	4.4E-8
62	2.7E-7	2.8E-9	5.1E-9	1.3E-8	1.6E-10	4.3E-8	3.6E-8
63	2.3E-7	2.3E-9	4.2E-9	1.1E-8	1.3E-10	3.7E-8	3.0E-8
64	1.9E-7	1.9E-9	3.4E-9	8.8E-9	1.1E-10	3.1E-8	2.5E-8
65	1.6E-7	1.6E-9	2.8E-9	7.2E-9	-	2.7E-8	2.0E-8
66	1.3E-7	1.3E-9	2.3E-9	5.9E-9	-	2.3E-8	1.7E-8
67	1.1E-7	1.1E-9	1.9E-9	4.9E-9	-	1.9E-8	1.4E-8
68	8.8E-8	8.6E-10	1.6E-9	4.0E-9	-	1.6E-8	1.1E-8
69	7.3E-8	7.1E-10	1.3E-9	3.2E-9	-	1.4E-8	9.2E-9
70	6.0E-8	5.9E-10	1.1E-9	2.6E-9	-	1.2E-8	7.6E-9
71	5.0E-8	4.8E-10	8.8E-10	2.2E-9	-	1.0E-8	6.2E-9
72	4.1E-8	4.0E-10	7.2E-10	1.8E-9	-	8.5E-9	5.1E-9
73	3.4E-8	3.3E-10	5.9E-10	1.5E-9	-	7.2E-9	4.2E-9
74	2.8E-8	2.7E-10	4.9E-10	1.2E-9	-	5.9E-9	3.5E-9
75	2.3E-8	2.2E-10	4.0E-10	9.9E-10	-	5.0E-9	2.9E-9
76	1.9E-8	1.8E-10	3.3E-10	8.2E-10	-	4.3E-9	2.4E-9
77	1.6E-8	1.5E-10	2.7E-10	6.7E-10	-	3.6E-9	1.9E-9
78	1.3E-8	1.2E-10	2.2E-10	5.5E-10	-	3.1E-9	1.6E-9
79	1.1E-8	1.0E-10	1.8E-10	1.9E-10	-	2.6E-9	1.3E-9
80	9.2E-9	-	1.5E-10	-	-	2.2E-9	1.1E-9
81	7.6E-9	-	1.2E-10	-	-	1.9E-9	8.9E-10
82	6.3E-9	-	1.0E-10	-	-	1.6E-9	7.3E-10
83	5.2E-9	-	-	-	-	1.4E-9	6.0E-10
84	4.3E-9	-	-	-	-	1.2E-9	4.9E-10
85	3.6E-9	-	-	-	-	9.9E-10	4.1E-10
86	3.0E-9	-	-	-	-	8.5E-10	3.3E-10
87	2.5E-9	-	-	-	-	7.2E-10	2.8E-10
88	2.1E-9	-	-	-	-	6.1E-10	2.3E-10
89	1.7E-9	-	-	-	-	5.2E-10	1.9E-10
90	1.4E-9	-	-	-	-	4.4E-10	1.5E-10
91	1.2E-9	-	-	-	-	3.8E-10	1.3E-10
92	9.9E-10	-	-	-	-	3.2E-10	1.0E-10
93	8.2E-10	-	-	-	-	2.7E-10	-
94	6.8E-10	-	-	-	-	2.3E-10	-
95	5.7E-10	-	-	-	-	1.0E-10	-
96	4.7E-10	-	-	-	-	-	-
97	3.9E-10	-	-	-	-	-	-
98	3.3E-10	-	-	-	-	-	-
99	2.7E-10	-	-	-	-	-	-
100	2.3E-10	-	-	-	-	-	-
