Radionuclide	Tc-96
Route of Intake	Inhalation
Material	Aerosols Type S, fA=9E-3
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Thyroid*	Skeleton*	Liver*
0.041667	8.0E-1	-	-	2.8E-1	7.5E-2	6.8E-6	1.0E-5	2.3E-5
0.083333	7.9E-1	-	-	3.1E-1	7.1E-2	1.5E-5	2.4E-5	6.1E-5
0.125	7.7E-1	-	-	3.4E-1	6.8E-2	2.4E-5	3.9E-5	1.1E-4
0.25	7.3E-1	-	-	3.9E-1	6.3E-2	4.0E-5	8.8E-5	2.4E-4
0.375	7.0E-1	-	-	4.3E-1	6.0E-2	4.7E-5	1.3E-4	3.1E-4
0.5	6.6E-1	-	-	4.5E-1	5.8E-2	4.8E-5	1.7E-4	3.3E-4
0.625	6.3E-1	-	-	4.5E-1	5.7E-2	4.7E-5	2.0E-4	3.2E-4
0.75	6.0E-1	-	-	4.5E-1	5.5E-2	4.4E-5	2.2E-4	2.9E-4
0.875	5.6E-1	-	-	4.4E-1	5.4E-2	4.1E-5	2.3E-4	2.6E-4
1	5.2E-1	8.3E-4	7.2E-2	4.2E-1	5.3E-2	3.8E-5	2.4E-4	2.3E-4
1.125	4.8E-1	-	-	3.9E-1	5.1E-2	3.5E-5	2.4E-4	2.0E-4
1.25	4.4E-1	-	-	3.6E-1	5.0E-2	3.2E-5	2.4E-4	1.7E-4
1.375	4.1E-1	-	-	3.3E-1	4.9E-2	2.9E-5	2.4E-4	1.5E-4
1.5	3.7E-1	-	-	3.0E-1	4.8E-2	2.6E-5	2.4E-4	1.3E-4
1.625	3.3E-1	-	-	2.7E-1	4.7E-2	2.4E-5	2.3E-4	1.2E-4
1.75	3.0E-1	-	-	2.4E-1	4.6E-2	2.1E-5	2.2E-4	1.0E-4
1.875	2.7E-1	-	-	2.2E-1	4.5E-2	1.9E-5	2.1E-4	9.1E-5
2	2.4E-1	4.2E-4	1.9E-1	1.9E-1	4.4E-2	1.8E-5	2.1E-4	8.2E-5
2.25	1.9E-1	-	-	1.4E-1	4.2E-2	1.5E-5	1.9E-4	6.8E-5
2.5	1.5E-1	-	-	1.1E-1	4.0E-2	1.2E-5	1.7E-4	5.9E-5
2.75	1.2E-1	-	-	7.9E-2	3.8E-2	1.0E-5	1.6E-4	5.2E-5
3	9.5E-2	1.4E-4	1.1E-1	5.7E-2	3.6E-2	8.7E-6	1.4E-4	4.7E-5
3.25	7.7E-2	-	-	4.1E-2	3.5E-2	7.4E-6	1.3E-4	4.2E-5
3.5	6.3E-2	-	-	2.9E-2	3.3E-2	6.4E-6	1.1E-4	3.9E-5
3.75	5.3E-2	-	-	2.0E-2	3.2E-2	5.5E-6	1.0E-4	3.6E-5
4	4.5E-2	7.3E-5	3.5E-2	1.4E-2	3.0E-2	4.8E-6	9.3E-5	3.3E-5
4.25	4.0E-2	-	-	1.0E-2	2.9E-2	4.2E-6	8.3E-5	3.1E-5
4.5	3.5E-2	-	-	7.1E-3	2.8E-2	3.7E-6	7.5E-5	2.9E-5
4.75	3.2E-2	-	-	5.1E-3	2.6E-2	3.2E-6	6.8E-5	2.7E-5
5	3.0E-2	4.5E-5	9.1E-3	3.7E-3	2.5E-2	2.9E-6	6.1E-5	2.5E-5
5.5	2.6E-2	-	-	2.0E-3	2.3E-2	2.2E-6	4.9E-5	2.2E-5
6	2.3E-2	2.9E-5	2.3E-3	1.2E-3	2.1E-2	1.8E-6	4.0E-5	2.0E-5
6.5	2.1E-2	-	-	8.2E-4	1.9E-2	1.4E-6	3.3E-5	1.7E-5
7	1.9E-2	1.9E-5	6.9E-4	6.0E-4	1.8E-2	1.1E-6	2.7E-5	1.5E-5
7.5	1.7E-2	-	-	4.6E-4	1.6E-2	9.3E-7	2.2E-5	1.4E-5
8	1.6E-2	1.3E-5	3.1E-4	3.8E-4	1.5E-2	7.5E-7	1.8E-5	1.2E-5
8.5	1.4E-2	-	-	3.1E-4	1.4E-2	6.1E-7	1.5E-5	1.1E-5
9	1.3E-2	8.5E-6	1.9E-4	2.6E-4	1.3E-2	5.0E-7	1.2E-5	9.7E-6
9.5	1.2E-2	-	-	2.2E-4	1.2E-2	4.1E-7	1.0E-5	8.7E-6
10	1.1E-2	5.7E-6	1.3E-4	1.8E-4	1.1E-2	3.3E-7	8.3E-6	7.8E-6
11	9.2E-3	3.9E-6	9.1E-5	1.3E-4	9.0E-3	2.3E-7	5.8E-6	6.3E-6
12	7.8E-3	2.7E-6	6.5E-5	9.7E-5	7.6E-3	1.6E-7	4.1E-6	5.1E-6
13	6.6E-3	1.9E-6	4.8E-5	7.1E-5	6.4E-3	1.1E-7	2.9E-6	4.1E-6
14	5.6E-3	1.3E-6	3.5E-5	5.3E-5	5.4E-3	7.6E-8	2.1E-6	3.4E-6
15	4.7E-3	9.4E-7	2.6E-5	4.0E-5	4.6E-3	5.4E-8	1.6E-6	2.8E-6
16	4.0E-3	6.8E-7	1.9E-5	3.0E-5	3.9E-3	4.0E-8	1.2E-6	2.3E-6
17	3.4E-3	5.0E-7	1.5E-5	2.3E-5	3.3E-3	2.9E-8	9.2E-7	1.8E-6
18	2.9E-3	3.8E-7	1.1E-5	1.8E-5	2.8E-3	2.2E-8	7.2E-7	1.5E-6
19	2.4E-3	2.9E-7	8.7E-6	1.4E-5	2.4E-3	1.7E-8	5.7E-7	1.2E-6
20	2.0E-3	2.2E-7	6.8E-6	1.1E-5	2.0E-3	1.3E-8	4.6E-7	1.0E-6
21	1.7E-3	1.8E-7	5.4E-6	8.7E-6	1.7E-3	1.0E-8	3.8E-7	8.4E-7
22	1.5E-3	1.4E-7	4.3E-6	7.0E-6	1.4E-3	8.1E-9	3.1E-7	6.9E-7
23	1.2E-3	1.1E-7	3.4E-6	5.7E-6	1.2E-3	6.5E-9	2.5E-7	5.7E-7
24	1.1E-3	9.1E-8	2.8E-6	4.6E-6	1.0E-3	5.3E-9	2.1E-7	4.7E-7
25	9.0E-4	7.4E-8	2.3E-6	3.8E-6	8.8E-4	4.3E-9	1.8E-7	3.9E-7
26	7.6E-4	6.0E-8	1.8E-6	3.1E-6	7.5E-4	3.5E-9	1.5E-7	3.2E-7
27	6.5E-4	5.0E-8	1.5E-6	2.6E-6	6.4E-4	2.9E-9	1.2E-7	2.6E-7
28	5.5E-4	4.1E-8	1.3E-6	2.2E-6	5.4E-4	2.4E-9	1.0E-7	2.2E-7
29	4.7E-4	3.4E-8	1.0E-6	1.8E-6	4.6E-4	2.0E-9	8.8E-8	1.8E-7
30	4.0E-4	2.8E-8	8.7E-7	1.5E-6	3.9E-4	1.6E-9	7.4E-8	1.5E-7
31	3.4E-4	2.4E-8	7.3E-7	1.3E-6	3.3E-4	1.4E-9	6.3E-8	1.2E-7
32	2.8E-4	2.0E-8	6.1E-7	1.1E-6	2.8E-4	1.1E-9	5.3E-8	1.0E-7
33	2.4E-4	1.6E-8	5.1E-7	8.9E-7	2.4E-4	9.5E-10	4.5E-8	8.3E-8
34	2.0E-4	1.4E-8	4.3E-7	7.5E-7	2.0E-4	8.0E-10	3.8E-8	6.9E-8
35	1.7E-4	1.2E-8	3.6E-7	6.3E-7	1.7E-4	6.7E-10	3.2E-8	5.7E-8
36	1.5E-4	9.7E-9	3.0E-7	5.3E-7	1.5E-4	5.6E-10	2.7E-8	4.7E-8
37	1.3E-4	8.1E-9	2.6E-7	4.5E-7	1.2E-4	4.7E-10	2.3E-8	3.9E-8
38	1.1E-4	6.8E-9	2.2E-7	3.8E-7	1.0E-4	3.9E-10	2.0E-8	3.2E-8
39	9.0E-5	5.7E-9	1.8E-7	3.2E-7	8.9E-5	3.3E-10	1.7E-8	2.6E-8
40	7.7E-5	4.8E-9	1.5E-7	2.7E-7	7.5E-5	2.8E-10	1.4E-8	2.2E-8
41	6.5E-5	4.0E-9	1.3E-7	2.3E-7	6.4E-5	2.3E-10	1.2E-8	1.8E-8
42	5.5E-5	3.4E-9	1.1E-7	1.9E-7	5.4E-5	2.0E-10	1.0E-8	1.5E-8
43	4.7E-5	2.8E-9	9.4E-8	1.6E-7	4.6E-5	1.6E-10	8.7E-9	1.2E-8
44	4.0E-5	2.4E-9	7.9E-8	1.4E-7	3.9E-5	1.4E-10	7.3E-9	1.0E-8
45	3.4E-5	2.0E-9	6.7E-8	1.2E-7	3.3E-5	1.2E-10	6.2E-9	8.4E-9
46	2.9E-5	1.7E-9	5.7E-8	9.9E-8	2.8E-5	-	5.3E-9	6.9E-9
47	2.4E-5	1.4E-9	4.8E-8	8.4E-8	2.4E-5	-	4.5E-9	5.7E-9
48	2.1E-5	1.2E-9	4.1E-8	7.1E-8	2.0E-5	-	3.8E-9	4.7E-9
49	1.7E-5	1.0E-9	3.5E-8	6.0E-8	1.7E-5	-	3.2E-9	3.9E-9
50	1.5E-5	8.5E-10	2.9E-8	5.1E-8	1.5E-5	-	2.8E-9	3.2E-9
51	1.3E-5	7.2E-10	2.5E-8	4.3E-8	1.2E-5	-	2.3E-9	2.7E-9
52	1.1E-5	6.0E-10	2.1E-8	3.7E-8	1.1E-5	-	2.0E-9	2.2E-9
53	9.1E-6	5.1E-10	1.8E-8	3.1E-8	8.9E-6	-	1.7E-9	1.8E-9
54	7.7E-6	4.3E-10	1.5E-8	2.6E-8	7.6E-6	-	1.4E-9	1.5E-9
55	6.5E-6	3.6E-10	1.3E-8	2.2E-8	6.4E-6	-	1.2E-9	1.3E-9
56	5.6E-6	3.0E-10	1.1E-8	1.9E-8	5.5E-6	-	8.4E-10	1.0E-9
57	4.7E-6	2.6E-10	9.2E-9	1.6E-8	4.6E-6	-	7.1E-10	8.6E-10
58	4.0E-6	2.2E-10	7.8E-9	1.4E-8	3.9E-6	-	6.1E-10	7.1E-10
59	3.4E-6	1.8E-10	6.6E-9	1.2E-8	3.3E-6	-	5.2E-10	5.9E-10
60	2.9E-6	1.5E-10	5.6E-9	9.8E-9	2.8E-6	-	4.4E-10	4.9E-10
61	2.4E-6	1.3E-10	4.8E-9	8.3E-9	2.4E-6	-	3.7E-10	4.0E-10
