Radionuclide	C-11
Route of Intake	Inhalation
Material	Aerosols Type S, Elemental carbon, carbon tritide, fA=1E-2
AMTD/AMAD, µm	0.3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	3.9E-2	5.6E-3	2.4E-2
0.083333	4.9E-3	8.3E-4	3.1E-3
0.125	6.4E-4	1.2E-4	4.0E-4
0.25	1.4E-6	3.2E-7	8.6E-7
0.375	3.0E-9	7.2E-10	1.9E-9
