Radionuclide	C-11
Route of Intake	Inhalation
Material	Aerosols Type M, All unspecified forms, fA=0.2
AMTD/AMAD, µm	3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*
0.041667	1.0E-1	3.3E-2	1.3E-2	6.0E-5
0.083333	1.3E-2	4.6E-3	1.6E-3	1.8E-5
0.125	1.7E-3	6.4E-4	2.0E-4	3.8E-6
0.25	3.5E-6	1.6E-6	4.2E-7	1.4E-8
0.375	7.4E-9	3.8E-9	8.9E-10	-
