Radionuclide	C-11
Route of Intake	Inhalation
Material	Aerosols Barium carbonate, fA=0.99
AMTD/AMAD, µm	0.1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*
0.041667	2.6E-2	1.7E-3	1.6E-3	6.0E-4
0.083333	2.3E-3	1.3E-4	7.3E-5	4.9E-5
0.125	2.2E-4	1.2E-5	5.5E-6	4.8E-6
0.25	2.6E-7	1.5E-8	3.3E-9	6.9E-9
0.375	4.3E-10	-	-	-
