Radionuclide	C-11
Route of Intake	Inhalation
Material	Aerosols Type M, All unspecified forms, fA=0.2
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*
0.041667	1.1E-1	1.0E-2	8.7E-2	1.5E-4
0.083333	1.5E-2	1.5E-3	1.1E-2	3.6E-5
0.125	1.9E-3	2.2E-4	1.4E-3	6.4E-6
0.25	4.1E-6	5.7E-7	2.9E-6	2.0E-8
0.375	8.9E-9	1.3E-9	6.0E-9	-
