Radionuclide	C-11
Route of Intake	Inhalation
Material	Aerosols Barium carbonate, fA=0.99
AMTD/AMAD, µm	0.001

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*
0.041667	1.0E-1	1.2E-2	2.0E-3	9.5E-4
0.083333	1.1E-2	9.0E-4	1.5E-4	9.5E-5
0.125	1.3E-3	7.9E-5	1.4E-5	1.0E-5
0.25	2.0E-6	9.9E-8	1.4E-8	1.7E-8
0.375	3.4E-9	1.2E-10	-	-
